ticker,ALLT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-11-16,15.0833
2006-11-17,-5.8652999999999995
2006-11-20,-6.4615
2006-11-21,-4.523
2006-11-22,7.0629
2006-11-24,-1.8504
2006-11-27,-0.4098
2006-11-28,-5.1523
2006-11-29,-0.1215
2006-11-30,1.3032
2006-12-01,-1.2006999999999999
2006-12-04,-0.6944
2006-12-05,-4.5455
2006-12-06,0.7326
2006-12-07,-4.0
2006-12-08,2.9356
2006-12-11,-3.4039
2006-12-12,0.2857
2006-12-13,-3.6087
2006-12-14,-0.4926
2006-12-15,1.7822
2006-12-18,2.2374
2006-12-19,2.6641
2006-12-20,-4.6339
2006-12-21,0.5831
2006-12-22,-1.5459
2006-12-26,0.9814
2006-12-27,3.207
2006-12-28,8.7571
2006-12-29,1.3853
2007-01-03,-3.1597
2007-01-04,1.4109
2007-01-05,-3.5652
2007-01-08,-5.1398
2007-01-09,-0.7605
2007-01-10,-1.1494
2007-01-11,0.7752
2007-01-12,2.1154
2007-01-16,1.9774
2007-01-17,-1.108
2007-01-18,-1.8674
2007-01-19,-0.0951
2007-01-22,-2.2857
2007-01-23,-0.3899
2007-01-24,0.0
2007-01-25,0.5871
2007-01-26,-2.7237
2007-01-29,-0.1
2007-01-30,2.1021
2007-01-31,2.1569
2007-02-01,-0.4798
2007-02-02,5.1109
2007-02-05,1.1927
2007-02-06,-2.8105
2007-02-07,-2.9851
2007-02-08,0.0962
2007-02-09,-2.0161
2007-02-12,-4.7071
2007-02-13,-6.5844000000000005
2007-02-14,1.8721999999999999
2007-02-15,6.4865
2007-02-16,-1.8274
2007-02-20,0.9307
2007-02-21,-0.1025
2007-02-22,-0.5128
2007-02-23,0.5155
2007-02-26,2.4615
2007-02-27,-2.9029
2007-02-28,-0.4124
2007-03-01,0.4141
2007-03-02,-4.5361
2007-03-05,-9.0713
2007-03-06,2.019
2007-03-07,5.1222
2007-03-08,2.5471
2007-03-09,-0.432
2007-03-12,-0.5423
2007-03-13,1.4177
2007-03-14,0.0
2007-03-15,-2.6882
2007-03-16,-3.2044
2007-03-19,1.3699
2007-03-20,1.1261
2007-03-21,1.0022
2007-03-22,-2.7563
2007-03-23,-0.6803
2007-03-26,1.484
2007-03-27,0.4499
2007-03-28,0.8959
2007-03-29,2.1088
2007-03-30,-0.5435
2007-04-02,-22.2951
2007-04-03,-1.8284
2007-04-04,0.0
2007-04-05,0.4298
2007-04-09,6.7047
2007-04-10,-0.2674
2007-04-11,-1.6086
