ticker,GPHG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-08-25,30.0
2010-09-28,2284.6154
2010-10-12,3.2258
2010-12-06,3.125
2010-12-07,3.0303
2010-12-08,0.8824
2010-12-09,3.4985
2010-12-10,5.6338
2010-12-13,24.0
2010-12-14,4.9462
2010-12-15,-0.8197
2010-12-16,-0.8264
2010-12-17,2.0833
2010-12-20,7.3469
2010-12-21,1.1407
2010-12-22,0.188
2010-12-23,1.5009000000000001
2010-12-27,-0.5545
2010-12-28,-0.3717
2010-12-29,0.3731
2010-12-30,0.5576
2010-12-31,0.7394
2011-01-03,1.8349
2011-01-04,0.0
2011-01-05,0.3604
2011-01-06,0.0
2011-01-07,1.0772
2011-01-10,0.3552
2011-01-11,0.885
2011-01-12,-0.7018
2011-01-13,-0.7067
2011-01-14,1.4235
2011-01-18,-8.5965
2011-01-19,-8.6372
2011-01-20,-8.4034
2011-01-21,0.9174
2011-01-24,-8.1818
2011-01-25,1.4851
2011-01-26,0.0
2011-01-27,0.4878
2011-01-28,0.7282
2011-02-01,0.8434
2011-02-03,2.9869
2011-02-04,1.6240999999999999
2011-02-07,0.0
2011-02-08,-4.3379
2011-02-10,2.6253
2011-02-11,-1.1628
2011-02-14,0.2353
2011-02-15,0.2347
2011-02-16,0.2342
2011-02-17,-0.7009
2011-02-18,-0.7059
2011-02-22,17.2986
2011-02-23,-12.9293
2011-02-24,0.232
2011-02-25,14.5833
2011-02-28,1.0101
2011-03-01,0.0
2011-03-02,0.0
2011-03-03,0.0
2011-03-04,2.0
2011-03-07,-1.9607999999999999
2011-03-08,2.0
2011-03-09,-1.5686
2011-03-10,-0.3984
2011-03-11,2.0
2011-03-14,0.9804
2011-03-15,1.165
2011-03-16,0.7678
2011-03-17,0.1905
2011-03-18,-1.3308
2011-03-21,0.9634
2011-03-22,0.3817
2011-03-23,3.0418
2011-03-24,0.738
2011-03-25,-2.9304
2011-03-28,-0.3774
2011-03-29,-2.4621
2011-03-30,0.0
2011-03-31,0.9709
2011-04-01,-0.9615
2011-04-04,0.1942
2011-04-05,0.0
2011-04-06,-1.1628
2011-04-07,-0.9804
2011-04-08,0.5941
2011-04-11,0.3937
2011-04-12,-0.9804
2011-04-13,1.9802
2011-04-14,0.9709
2011-04-15,0.0
2011-04-18,0.0
2011-04-19,-0.1923
2011-04-20,-0.578
2011-04-21,0.0
2011-04-25,-2.1318
2011-04-26,2.5743
2011-04-27,0.3861
2011-04-28,0.0
2011-04-29,-0.3846
