ticker,GPHG US Equity
2011-05-03,-1.1583
2011-05-04,0.5859
2011-05-05,0.5825
2011-05-06,-0.7722
2011-05-09,-1.751
2011-05-10,-1.9802
2011-05-11,1.0101
2011-05-12,-1.4
2011-05-13,1.4199
2011-05-16,-0.8
2011-05-17,-0.8065
2011-05-18,0.4065
2011-05-19,0.4049
2011-05-20,-0.6048
2011-05-23,1.0142
2011-05-24,-0.2008
2011-05-25,-0.4024
2011-05-26,-0.202
2011-05-27,-0.2024
2011-05-31,0.4057
2011-06-01,0.0
2011-06-02,1.0101
2011-06-03,0.0
2011-06-06,-0.4
2011-06-07,0.4016
2011-06-08,-0.4
2011-06-09,0.4016
2011-06-10,-1.2
2011-06-13,-0.2024
2011-06-14,-1.0142
2011-06-15,-1.6393
2011-06-16,1.875
2011-06-17,-0.818
2011-06-20,2.268
2011-06-21,2.4194
2011-06-22,6.4961
2011-06-23,3.512
2011-06-24,0.8929
2011-06-27,-0.354
2011-06-28,0.7105
2011-06-29,0.0
2011-06-30,0.1764
2011-07-01,-0.1761
2011-07-05,0.5291
2011-07-06,-0.3509
2011-07-07,0.3521
2011-07-08,0.3509
2011-07-11,-0.3497
2011-07-12,-0.8772
2011-07-13,0.531
2011-07-14,0.0
2011-07-15,-3.169
2011-07-18,6.3636
2011-07-19,-0.8547
2011-07-20,3.4483
2011-07-25,0.0
2011-07-26,-5.0
2011-07-27,3.5088
2011-07-28,-1.6949
2011-07-29,0.0
2011-08-01,-2.5862
2011-08-02,-0.531
2011-08-03,4.9822
2011-08-04,1.6949
2011-08-05,4.0
2011-08-08,-3.0449
2011-08-09,3.3058
2011-08-10,-2.4
2011-08-11,0.0
2011-08-15,2.459
2011-08-16,2.4
2011-08-17,0.0
2011-08-18,0.0
2011-08-19,-0.7813
2011-08-24,0.7874
2011-08-25,0.0
2011-08-29,0.0
2011-08-30,0.0
2011-08-31,-0.625
2011-09-02,0.6289
2011-09-08,-0.7813
2011-09-09,0.0
2011-09-13,-0.7874
2011-09-14,0.0
2011-09-15,0.7937
2011-09-16,0.0
2011-09-20,-0.4724
2011-09-21,0.0
2011-09-23,-19.6203
2011-09-26,18.1102
2011-09-28,3.3333
2011-09-30,-0.6452
2011-10-11,0.3247
2011-10-13,-0.4854
2011-10-18,-1.4634
2011-10-19,2.9703
2011-10-21,0.4808
2011-10-24,-0.7974
2011-10-25,0.1608
2011-10-27,-1.2841
2011-11-01,-0.4878
2011-11-07,0.0
2011-11-10,0.1634
2011-11-15,-30.9951
2011-11-16,44.4444
2011-11-21,0.6547
2011-11-23,-0.4878
2011-11-28,0.1634
2011-11-30,0.0
2011-12-05,0.3263
2011-12-09,-0.4878
2011-12-12,0.1634
2011-12-16,0.3263
2011-12-21,0.0
2011-12-27,-50.4065
2011-12-28,30.4918
2011-12-29,53.7688
2012-01-04,0.4902
2012-01-06,-0.1626
2012-01-13,0.0
2012-01-24,0.0
2012-01-26,0.0
2012-02-02,0.0
2012-02-08,0.0
2012-02-16,-0.3257
2012-02-21,1.4706000000000001
2012-02-23,4.0258
2012-03-07,-12.8483
2012-03-09,-19.7158
2012-03-12,37.1681
2012-03-13,2.4194
2012-03-16,-11.1811
2012-03-21,-2.6596
2013-05-31,-97.541
2013-08-07,0.0
2013-08-26,0.0
2015-06-04,-89.7222
2016-04-29,0.0
2019-08-13,8.1081
2020-02-21,-66.6667
