ticker,PXCE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-01-14,800.0
2009-01-22,0.0
2009-01-23,11.1111
2009-01-26,-4.0
2009-01-27,-8.3333
2009-01-28,13.6364
2009-01-29,20.0
2009-01-30,0.0
2009-02-02,0.0
2009-02-03,8.3333
2009-02-04,23.0769
2009-02-05,7.5
2009-02-06,11.6279
2009-02-09,3.125
2009-02-10,5.0505
2009-02-11,7.6923
2009-02-12,-1.6071
2009-02-13,5.4446
2009-02-17,7.5731
2009-02-18,-0.8
2009-02-19,-1.6129
2009-02-20,6.5574
2009-02-23,0.0
2009-02-24,4.6154
2009-02-25,6.6176
2009-02-26,2.7586
2009-02-27,2.0134
2009-03-02,7.8947
2009-03-03,0.0
2009-03-04,1.4634
2009-03-05,-0.2404
2009-03-06,7.8313
2009-03-09,8.3799
2009-03-10,3.5052
2009-03-11,-0.3984
2009-03-12,1.0
2009-03-13,-10.8911
2009-03-16,-12.5556
2009-03-17,-17.4079
2009-03-18,-7.6923
2009-03-19,33.1667
2009-03-20,0.1252
2009-03-23,5.625
2009-03-24,1.7751000000000001
2009-03-25,0.5814
2009-03-26,5.2023
2009-03-27,6.5934
2009-03-30,10.8247
2009-03-31,2.3256
2009-04-01,1.8182
2009-04-02,-2.2321
2009-04-03,0.4566
2009-04-06,2.1818
2009-04-07,-2.1352
2009-04-08,0.0
2009-04-09,0.0
2009-04-13,1.3636
2009-04-14,0.4484
2009-04-15,-1.3393
2009-04-16,-0.4525
2009-04-17,0.0
2009-04-20,-15.9091
2009-04-21,13.5135
2009-04-22,-3.8095
2009-04-23,-0.099
2009-04-24,-0.892
2009-04-27,-0.1
2009-05-13,-79.98
2009-05-14,0.0
2009-05-15,0.0
2009-05-21,2.5
2009-05-26,2.9268
2009-05-29,0.0
2009-06-01,0.0
2009-06-08,18.4834
2009-06-11,-20.0
2009-06-24,12.5
2009-06-25,-11.1111
2009-06-29,-50.0
2009-07-02,-95.0
2009-07-10,0.0
2009-07-14,-60.0
2009-07-16,-50.0
2009-08-25,4900.0
2009-09-04,-90.0
2009-09-15,0.0
2009-09-21,0.0
2009-09-29,-80.0
2009-10-13,0.0
2009-11-12,0.0
2009-12-01,100.0
2009-12-09,-99.375
2009-12-14,7900.0
2009-12-16,0.0
2009-12-17,0.0
2009-12-22,0.0
2009-12-29,0.0
2010-02-09,0.0
2010-02-19,-98.75
2010-04-07,79900.0
2010-04-09,-99.875
2010-04-14,7900.0
2010-05-11,-98.75
2010-07-16,7900.0
2010-08-03,-98.75
2010-08-27,50.0
2011-12-06,1233.3333
2012-09-24,0.0
2016-03-23,-95.0
2017-03-29,700.0
2017-05-03,-87.5
2017-09-27,-20.0
2017-10-24,0.0
2017-10-26,100.0
2017-10-31,-50.0
2017-12-05,900.0
2018-01-16,-90.0
2018-05-17,0.0
2018-10-26,0.0
2019-05-16,-90.0
2019-05-20,-90.0
2019-09-17,0.0
2019-12-23,0.0
