ticker,AMPG US Equity
2013-12-24,-5.5288
2013-12-27,-2.1883
2013-12-30,-0.1041
2013-12-31,-4.1667
2014-01-02,-0.8696
2014-01-03,9.6491
2014-01-06,-12.0
2014-01-07,0.0
2014-01-08,0.0
2014-01-09,0.0
2014-01-10,0.0
2014-01-13,0.0
2014-01-14,-3.6364
2014-01-15,0.0
2014-01-17,3.7736
2014-01-21,-9.0909
2014-01-22,10.0
2014-01-23,-9.0909
2014-02-03,0.0
2014-02-04,0.0
2014-02-05,0.0
2014-02-07,30.0
2014-02-10,-26.9231
2014-02-11,5.2632
2014-02-18,0.0
2014-02-19,0.0
2014-02-20,0.0
2014-02-21,-5.0
2014-02-27,5.2632
2014-02-28,19.875
2014-03-03,-16.5798
2014-03-04,0.0
2014-03-05,0.0
2014-03-06,-5.0
2014-03-07,0.0
2014-03-10,-4.0132
2014-03-11,-0.4112
2014-03-12,-0.8947
2014-03-13,0.0
2014-03-14,3.3333
2014-03-17,-3.2258
2014-03-18,-7.7778
2014-03-19,8.4337
2014-03-20,1.1111
2014-03-21,-10.989
2014-03-24,11.1111
2014-03-25,0.0
2014-03-26,-13.3333
2014-03-28,2.5641
2014-03-31,-25.0
2014-04-01,-16.6667
2014-04-02,30.0
2014-04-04,-15.3846
2014-04-07,-25.7955
2014-04-08,-1.9908000000000001
2014-04-09,0.0
2014-04-10,-12.5
2014-04-11,0.0
2014-04-15,-9.1071
2014-04-22,0.0
2014-04-23,4.7151
2014-04-25,20.075
2014-04-28,0.0
2014-04-29,-15.0
2014-04-30,17.647100000000002
2014-05-01,-15.0
2014-05-02,5.3309
2014-05-09,-1.7452
2014-05-12,13.6767
2014-05-13,-12.0313
2014-05-14,-14.7425
2014-05-21,-6.6667
2014-05-30,0.0
2014-06-03,29.2411
2014-06-04,-17.0984
2014-06-05,0.0
2014-06-06,-6.6667
2014-06-09,3.5714
2014-06-10,0.0
2014-06-11,12.069
2014-06-12,0.0
2014-06-18,0.0
2014-06-23,1.5385
2014-06-25,-9.0909
2014-06-26,-6.6667
2014-06-27,0.0
2014-06-30,7.1429
2014-07-01,0.0
2014-07-02,-3.9583
2014-07-07,-3.2538
2014-07-08,-6.7265
2014-07-09,-8.413499999999999
2014-07-11,-10.2362
2014-07-14,13.7427
2014-07-15,23.3933
2014-07-16,-16.0417
2014-07-17,-2.7295
2014-07-18,71.4286
2014-07-21,-21.4286
2014-07-22,0.0
2014-07-23,-24.2424
2014-07-24,0.0
2014-07-28,0.0
2014-07-29,-11.25
2014-07-30,1.9718
2014-07-31,14.3646
2014-08-01,-3.3816
2014-08-04,16.0
2014-08-05,-16.8103
2014-08-06,3.1088
2014-08-08,0.5025
2014-08-12,12.75
2014-08-13,-11.3082
2014-08-18,0.0
2014-08-19,-4.0
2014-08-21,-8.3333
2014-08-25,21.0227
2014-08-26,0.2347
2014-08-27,-17.5644
2014-08-28,0.0
2014-08-29,0.0
2014-09-02,0.0
2014-09-03,12.7841
2014-09-05,-15.3652
2014-09-11,4.7619
2014-09-12,-4.5455
2014-09-15,0.0
2014-09-16,3.8689999999999998
2014-09-17,23.7822
2014-09-18,-22.2222
2014-09-19,0.0
2014-09-22,-0.5952
2014-09-23,-8.982
2014-09-24,0.0
2014-09-25,8.5526
2014-09-30,0.0
2014-10-01,-3.0303
2014-10-02,-10.0
2014-10-03,5.5556
2014-10-06,-5.2632
2014-10-07,-5.5556
2014-10-08,46.3235
2014-10-09,-37.6884
2014-10-10,5.6452
2014-10-13,-7.6336
2014-10-14,13.2231
2014-10-16,0.0
2014-10-17,16.0584
2014-10-20,-19.4969
2014-10-21,0.0
2014-10-22,6.25
2014-10-23,16.5441
2014-10-24,-14.1956
2014-10-27,0.0
2014-10-28,47.0588
2014-10-29,-20.5
2014-10-30,-11.9497
2014-10-31,25.7143
2014-11-04,-3.9773
2014-11-05,0.0
2014-11-06,-6.213
2014-11-07,-0.6309
2014-11-10,-16.1905
2014-11-11,26.5152
2014-11-12,-23.3533
2014-11-13,0.0
2014-11-14,21.0938
2014-11-17,3.2258
2014-11-18,-5.625
2014-11-19,-4.6358
2014-11-20,16.6667
2014-11-21,4.7619
2014-11-24,-18.1818
2014-11-25,22.9167
2014-11-26,12.9944
2014-11-28,-19.25
2014-12-01,23.839
2014-12-02,-16.0
2014-12-03,-10.119
2014-12-04,5.9603
2014-12-05,40.0
2014-12-08,2.9018
2014-12-09,-0.6508
2014-12-10,-2.1834
2014-12-11,-1.1161
2014-12-12,-1.3544
2014-12-15,-24.4851
2014-12-17,20.6061
2014-12-22,-17.0854
2014-12-23,-2.1212
2014-12-26,-13.9319
2014-12-29,-1.0791
2014-12-30,6.9091000000000005
2014-12-31,-4.7619
2015-01-02,5.7143
2015-01-05,0.0
2015-01-06,0.0
2015-01-07,-1.6892
2015-01-08,1.7182
2015-01-12,4.7297
2015-01-14,-0.3226
2015-01-15,23.301
2015-01-16,-9.7113
2015-01-20,-23.2558
2015-01-21,14.0152
2015-01-23,-4.3189
2015-01-26,0.0
2015-01-27,8.3333
2015-01-28,-0.641
2015-01-29,-5.1613
2015-02-03,6.1224
2015-02-04,-0.641
2015-02-05,-12.2581
2015-02-06,2.9412000000000003
2015-02-09,0.0
2015-02-10,5.7143
2015-02-11,-4.7297
2015-02-12,4.9645
2015-02-13,-3.3784
2015-02-17,11.8881
2015-02-18,-2.5
2015-02-19,-0.641
2015-02-20,17.7419
2015-02-23,0.0
2015-02-24,-6.3014
2015-02-27,5.2632
2015-03-02,0.0
2015-03-03,6.6667
2015-03-04,-2.6042
2015-03-05,-18.1818
2015-03-06,16.0131
2015-03-09,-5.3521
2015-03-13,-0.8929
2015-03-17,-6.006
2015-03-18,1.5974
2015-03-19,0.6289
2015-03-20,11.5625
2015-03-24,7.0028
2015-03-25,-2.8796
2015-03-30,-0.2695
2015-03-31,0.0
2015-04-02,-10.8108
2015-04-06,34.2424
2015-04-07,0.6772
2015-04-08,-0.2242
2015-04-09,-10.1124
2015-04-10,11.5
2015-04-16,-13.2287
2015-04-17,0.0
2015-04-23,-6.4599
2015-04-24,9.9448
2015-04-27,11.809
2015-05-11,-3.5955
2015-05-14,-25.4079
2015-05-15,30.9375
2015-05-19,0.0
2015-05-20,-15.9905
2015-05-21,18.1818
2015-05-22,-3.3654
2015-06-03,-0.4975
2015-06-10,0.0
2015-06-16,0.0
2015-06-19,8.0
2015-06-24,-7.4074
2015-06-26,0.0
2015-07-08,-20.0
2015-07-09,20.0
2015-07-15,-16.6667
2015-07-31,-10.625
2015-08-05,-21.6783
2015-08-06,28.5714
2015-08-07,-8.3333
2015-08-11,9.0909
2015-08-12,0.0
2015-08-17,0.0
2015-08-18,5.5556
2015-08-19,-2.3026
2015-08-25,1.6835
2015-08-31,0.0
2015-09-01,0.6623
2015-09-02,-23.6842
2015-09-08,10.3448
2015-09-15,17.5781
2015-09-28,-21.9269
2015-09-29,28.0851
2015-10-05,5.3156
2015-10-09,0.0
2015-10-28,0.9464
2015-11-06,20.0
2015-11-09,-27.0833
2015-11-10,33.2143
2015-11-12,-23.5925
2015-11-13,30.1754
2015-11-16,-13.7466
2015-11-17,-19.375
2015-11-19,24.031
2015-11-23,-20.0
2015-11-24,24.2188
2015-12-07,-11.9497
2015-12-08,-0.7143
2015-12-10,0.7194
2015-12-14,13.5714
2015-12-15,0.0
2015-12-16,0.0
2015-12-17,0.0
2015-12-18,-4.4025
2015-12-23,4.6053
2015-12-24,-4.4025
2015-12-29,7.2368
2015-12-30,3.0675
2015-12-31,0.0
2016-01-04,-4.7619
2016-01-05,7.5
2016-01-06,-0.5814
2016-01-07,0.0
2016-01-08,-10.2339
2016-01-11,9.4463
2016-01-12,-4.7619
2016-01-13,4.0625
2016-01-14,-13.5135
2016-01-19,-6.5972
2016-01-20,-2.6022
2016-01-21,19.084
2016-01-22,1.6026
2016-02-03,-5.6782
2016-02-10,0.6689
2016-02-16,2.3256
2016-02-22,10.0649
2016-03-04,-6.1947
2016-03-10,0.6289
2016-03-14,0.0
2016-03-17,7.5
2016-03-18,-4.6512
2016-03-22,2.439
2016-03-28,9.5238
2016-03-30,-0.5435
2016-03-31,8.469899999999999
2016-04-01,-19.3955
2016-04-13,10.0
2016-04-18,-4.5455
2016-04-19,4.7619
2016-04-20,-4.5455
2016-04-25,9.5238
2016-04-26,-1.6303999999999998
2016-04-28,-2.7624
2016-04-29,-6.8182
2016-05-04,-7.3171
2016-05-06,2.6316
2016-05-09,12.8205
2016-05-10,-4.5455
2016-05-13,0.0
2016-05-16,-6.5476
2016-05-18,-0.6369
2016-05-19,-7.6923
2016-05-20,0.0
2016-05-25,0.0
2016-05-26,0.0
2016-05-31,0.0
2016-06-01,0.0
2016-06-02,0.0
2016-06-03,5.5556
2016-06-07,-7.2368
2016-06-08,19.1489
2016-06-09,-3.5714
2016-06-10,38.2716
2016-06-13,0.0
2016-06-14,0.0
2016-06-15,3.125
2016-06-16,-15.1515
2016-06-17,-14.2857
2016-06-20,4.7619
2016-06-21,4.5455
2016-06-22,-5.9783
2016-06-24,6.3584
2016-06-27,-5.163
2016-06-28,0.8596
2016-06-29,-0.5682
2016-06-30,9.1429
2016-07-01,-3.6649000000000003
2016-07-05,21.7391
2016-07-06,10.7143
2016-07-07,9.2742
2016-07-08,-8.4871
2016-07-11,0.4032
2016-07-12,25.7028
2016-07-13,-23.3227
2016-07-14,6.6667
2016-07-15,-10.9375
2016-07-19,8.7719
2016-07-26,-11.2903
2016-07-27,0.0
2016-07-28,9.0909
2016-08-01,10.0
2016-08-02,0.0
2016-08-03,-0.947
2016-08-04,0.956
2016-08-05,6.0606
2016-08-08,-2.8571
2016-08-09,9.375
2016-08-11,-0.5042
2016-08-12,0.0
2016-08-15,10.8108
2016-08-16,-13.4146
2016-08-17,17.7817
2016-08-18,-7.1749
2016-08-22,6.9243
2016-08-23,-1.506
2016-08-24,0.3058
2016-08-29,-9.4512
2016-08-30,7.7440999999999995
2016-08-31,0.0
2016-09-01,5.0
2016-09-02,-0.4464
2016-09-06,6.2780000000000005
2016-09-09,1.2658
2016-09-12,-6.6667
2016-09-13,-4.4643
2016-09-14,-2.4922
2016-09-15,-2.0767
2016-09-16,22.5122
2016-09-19,-2.2636
2016-09-20,-12.8065
2016-09-21,3.75
2016-09-22,13.4036
2016-09-26,-7.5697
2016-09-27,0.0
2016-09-28,-1.1494
2016-09-29,3.343
2016-10-03,0.1406
2016-10-04,-1.1236
2016-10-07,2.2727
2016-10-10,-1.1111
2016-10-13,-0.4213
2016-10-14,0.0
2016-10-18,6.0649
2016-10-19,0.0
2016-10-20,3.4574
2016-10-21,2.8278
2016-10-24,2.0
2016-10-25,-2.2059
2016-10-26,16.2907
2016-10-27,-9.4828
2016-10-28,0.0
2016-10-31,8.3333
2016-11-01,5.4945
2016-11-02,-2.7083
2016-11-03,-5.7816
2016-11-04,-8.8636
2016-11-07,3.7406
2016-11-08,-3.6058
2016-11-09,-2.2444
2016-11-10,0.0
2016-11-11,2.0408
2016-11-14,-2.0
2016-11-15,8.1633
2016-11-16,-1.8868
2016-11-18,1.9231
2016-11-21,-3.7736
2016-11-22,-1.9607999999999999
2016-11-28,4.0
2016-11-29,-1.9231
2016-11-30,0.2451
2016-12-01,-2.2005
2016-12-06,2.0
2016-12-08,-2.9412000000000003
2016-12-09,-1.6414
2016-12-12,-2.439
2016-12-14,2.1053
2016-12-19,0.0
2016-12-21,11.0825
2016-12-22,0.0
2016-12-23,0.232
2016-12-27,6.4815
2016-12-28,2.6087
2016-12-29,5.0847
2016-12-30,1.6129
2017-01-03,-7.1429
2017-01-04,2.5641
2017-01-05,3.3333
2017-01-06,-1.6129
2017-01-09,5.7377
2017-01-10,0.7752
2017-01-11,-4.6154
2017-01-12,4.8387
2017-01-13,5.9615
2017-01-17,1.6334
2017-01-18,0.0
2017-01-19,0.0
2017-01-20,1.4285999999999999
2017-01-23,-1.4085
2017-01-24,0.0
2017-01-25,-0.9821
2017-01-26,0.2705
2017-01-27,-3.5971
2017-01-30,1.306
2017-01-31,6.0773
2017-02-01,3.4722
2017-02-02,-5.5369
2017-02-03,5.151
2017-02-06,0.0
2017-02-07,0.0
2017-02-08,0.0
2017-02-09,-2.3649
2017-02-10,-3.1142
2017-02-13,11.4286
2017-02-14,-1.1218
2017-02-15,3.7277
2017-02-16,8.5156
2017-02-17,9.2153
2017-02-21,0.1978
2017-02-22,4.6053
2017-02-23,-3.3962
2017-02-24,3.5156
2017-02-27,-3.1447
2017-02-28,1.6883
2017-03-01,-4.47
2017-03-02,7.0187
2017-03-03,-20.1749
2017-03-06,1.4085
2017-03-07,10.8796
2017-03-08,-10.9255
2017-03-09,-2.5
2017-03-10,-4.9679
2017-03-13,-0.3373
2017-03-14,-5.1607
2017-03-15,-0.0892
2017-03-16,17.1429
2017-03-17,3.5061
2017-03-20,-7.511
2017-03-21,1.9108
2017-03-22,0.0
2017-03-23,-2.5
2017-03-24,-3.8462
2017-03-27,17.3333
2017-03-28,-4.3324
2017-03-29,-1.4104999999999999
2017-03-30,-12.0482
2017-03-31,6.8493
2017-04-03,-0.641
2017-04-04,0.6452
2017-04-05,-8.9744
2017-04-06,4.3134
2017-04-07,-3.4599
2017-04-10,5.6818
2017-04-11,-0.7444
2017-04-12,0.0
2017-04-13,-2.3333
2017-04-17,-4.4369
2017-04-18,-1.1607
2017-04-19,2.0777
2017-04-20,4.7788
2017-04-21,-5.2365
2017-04-24,3.1194
2017-04-25,-3.1979
2017-04-26,-6.9643
2017-04-27,13.6276
2017-04-28,-2.8716
2017-05-01,1.5652
2017-05-02,1.1985999999999999
2017-05-03,-12.6904
2017-05-04,-2.3256
2017-05-05,16.5675
2017-05-08,-0.5957
2017-05-09,2.4829
2017-05-10,-16.6249
2017-05-11,-3.8076
2017-05-12,24.7917
2017-05-15,-5.5927
2017-05-16,-0.9726
2017-05-17,0.0
2017-05-18,5.7143
2017-05-19,0.0
2017-05-22,-2.7027
2017-05-23,0.0
2017-05-24,2.7778
2017-05-25,-11.4865
2017-05-26,1.0496
2017-05-30,0.9443
2017-05-31,4.7708
2017-06-01,-4.2857
2017-06-02,8.0224
2017-06-05,-3.7997
2017-06-06,0.5386
2017-06-07,3.5714
2017-06-08,-3.4483
2017-06-09,3.5714
2017-06-12,-6.2069
2017-06-13,-10.0
2017-06-14,-0.3268
2017-06-15,3.9541
2017-06-16,14.2844
2017-06-19,2.8012
2017-06-20,-12.7517
2017-06-21,0.0
2017-06-22,10.7692
2017-06-23,3.2333
2017-06-26,-5.8228
2017-06-28,-5.1429
2017-06-29,8.4337
2017-06-30,-0.8194
2017-07-03,-5.3354
2017-07-05,7.2485
2017-07-06,-3.4483
2017-07-07,4.2857
2017-07-10,-1.3699
2017-07-12,-5.5556
2017-07-13,-2.9412000000000003
2017-07-14,3.0303
2017-07-17,2.9412000000000003
2017-07-18,-2.8571
2017-07-19,1.5868
2017-07-20,1.3333
2017-07-24,-9.857099999999999
2017-07-25,7.4802
2017-07-26,1.7399
2017-07-27,-7.1014
2017-07-28,-1.5601
2017-07-31,-12.2029
2017-08-01,-5.5957
2017-08-02,-0.7648
2017-08-03,-1.0385
2017-08-04,21.6877
2017-08-07,2.456
2017-08-08,5.4111
2017-08-09,-10.963
2017-08-10,-0.1664
2017-08-11,9.6667
2017-08-14,-16.2614
2017-08-15,-0.363
2017-08-16,-1.8215
2017-08-17,2.0408
2017-08-18,-21.6364
2017-08-21,-0.5568
2017-08-22,-2.0065
2017-08-23,12.857099999999999
2017-08-24,-5.0633
2017-08-25,-4.4444
2017-08-28,5.814
2017-08-29,9.8901
2017-08-30,-13.8
2017-08-31,4.7332
2017-09-01,-2.5255
2017-09-05,13.6364
2017-09-06,0.0
2017-09-07,-2.0
2017-09-08,-2.0408
2017-09-11,-1.0417
2017-09-12,-5.0526
2017-09-13,9.7561
2017-09-14,0.0
2017-09-15,-12.1212
2017-09-18,-6.6667
2017-09-19,20.4433
2017-09-20,-7.9755
2017-09-21,-2.8667
2017-09-22,4.0952
2017-09-25,-11.6484
2017-09-26,16.915399999999998
2017-09-27,-1.0638
2017-09-28,-3.2258
2017-09-29,-6.4444
2017-10-02,-0.9501
2017-10-03,-3.1175
2017-10-04,-0.495
2017-10-05,-0.4975
2017-10-06,-7.25
2017-10-09,10.5121
2017-10-10,-14.6341
2017-10-11,8.5714
2017-10-12,5.2632
2017-10-13,0.0
2017-10-16,2.25
2017-10-17,-11.9804
2017-10-18,0.0
2017-10-19,0.0
2017-10-20,-5.5556
2017-10-23,10.8824
2017-10-24,2.122
2017-10-25,3.8961
2017-10-26,0.0
2017-10-27,-3.0
2017-10-30,-9.7938
2017-10-31,-1.4285999999999999
2017-11-01,18.5507
2017-11-02,0.0
2017-11-06,-16.8704
2017-11-07,2.9412000000000003
2017-11-08,-3.4286
2017-11-09,33.1361
2017-11-10,4.4444
2017-11-13,-22.1277
2017-11-14,1.6393
2017-11-15,13.5753
2017-11-20,4.142
2017-11-21,-12.7273
2017-11-22,3.9063
2017-11-24,-10.6516
2017-11-27,3.5063
2017-11-28,-4.607
2017-11-29,5.1136
2017-11-30,-17.2973
2017-12-01,30.3922
2017-12-04,7.5188
2017-12-05,-16.8695
2017-12-06,-5.5043
2017-12-07,0.8902
2017-12-08,-8.5294
2017-12-11,0.0
2017-12-12,1.9293
2017-12-13,2.082
2017-12-14,0.1236
2017-12-15,0.2284
2017-12-18,-0.2279
2017-12-19,0.0
2017-12-20,4.9383
2017-12-21,11.7647
2017-12-22,-5.1605
2017-12-26,2.6666
2017-12-27,-13.5135
2017-12-28,-5.625
2017-12-29,5.9603
2018-01-02,12.3125
2018-01-03,-10.6845
2018-01-04,2.8037
2018-01-08,-3.0303
2018-01-09,2.4781
2018-01-10,16.5279
2018-01-11,-18.8758
2018-01-12,-1.0968
2018-01-16,27.2016
2018-01-17,-12.8205
2018-01-19,-2.9412000000000003
2018-01-22,-6.9697
2018-01-23,14.0065
2018-01-24,5.7143
2018-01-25,-2.2432
2018-01-26,-0.47
2018-01-29,-4.1667
2018-01-30,3.7681
2018-01-31,-2.2346
2018-02-01,11.4286
2018-02-02,-17.9487
2018-02-05,0.3125
2018-02-06,1.2461
2018-02-07,16.9231
2018-02-08,-15.7895
2018-02-09,13.75
2018-02-12,3.6538
2018-02-13,-13.8616
2018-02-14,7.6923
2018-02-15,2.8571
2018-02-16,2.7778
2018-02-20,8.9189
2018-02-21,3.7221
2018-02-22,5.2632
2018-02-23,-15.681799999999999
2018-02-26,13.2075
2018-02-27,4.7619
2018-02-28,9.0909
2018-03-01,24.7917
2018-03-02,-13.4558
2018-03-05,15.7407
2018-03-06,-0.8333
2018-03-07,-2.8571
2018-03-08,-3.2872
2018-03-09,-1.4311
2018-03-12,-2.9038
2018-03-13,-10.2804
2018-03-14,4.1667
2018-03-15,0.0
2018-03-16,0.0
2018-03-19,0.0
2018-03-20,-10.0
2018-03-21,0.0
2018-03-22,12.2222
2018-03-23,-0.9901
2018-03-26,1.0
2018-03-27,-0.5941
2018-03-28,-5.1793
2018-03-29,5.042
2018-04-02,-20.0
2018-04-03,22.5
2018-04-04,0.0
2018-04-05,0.0
2018-04-06,22.449
2018-04-09,-0.8333
2018-04-10,0.6723
2018-04-11,7.5125
2018-04-12,-15.2174
2018-04-13,-9.3407
2018-04-16,18.1818
2018-04-17,-11.2821
2018-04-18,0.0
2018-04-19,-7.5145
2018-04-20,-33.125
2018-04-23,1.2461
2018-04-24,4.6154
2018-04-25,-1.1764999999999999
2018-04-26,5.506
2018-04-27,2.8209
2018-04-30,-5.3498
2018-05-01,0.8696
2018-05-02,2.0115
2018-05-03,0.0
2018-05-04,0.0
2018-05-07,0.0
2018-05-08,-4.2254
2018-05-09,5.8824
2018-05-10,2.7778
2018-05-11,3.7838000000000003
2018-05-14,-1.0417
2018-05-15,5.2632
2018-05-16,-0.75
2018-05-17,-6.801
2018-05-18,7.8378
2018-05-21,-4.7619
2018-05-22,-12.6316
2018-05-23,15.6627
2018-05-24,0.0
2018-05-25,-2.6042
2018-05-29,-3.7433
2018-05-30,3.8889
2018-05-31,6.6845
2018-06-01,-4.7619
2018-06-04,5.2632
2018-06-05,7.5
2018-06-06,-2.3256
2018-06-07,-14.2857
2018-06-08,16.6667
2018-06-11,2.3810000000000002
2018-06-12,-0.4651
2018-06-13,-6.5421
2018-06-14,-5.0
2018-06-15,0.0
2018-06-18,5.0
2018-06-19,0.0
2018-06-20,-9.7744
2018-06-21,-5.4167
2018-06-22,16.0059
2018-06-25,-3.7975
2018-06-26,3.9474
2018-06-27,0.0
2018-06-28,-8.8608
2018-06-29,9.7222
2018-07-02,0.0
2018-07-03,-7.9747
2018-07-05,8.6657
2018-07-06,-0.2532
2018-07-09,0.0
2018-07-10,-6.0914
2018-07-11,7.8378
2018-07-12,0.2506
2018-07-13,1.0
2018-07-16,-3.4653
2018-07-17,2.5641
2018-07-18,-0.25
2018-07-19,-3.5088
2018-07-20,0.0
2018-07-23,0.0
2018-07-25,0.0
2018-07-26,-4.9351
2018-07-27,6.5574
2018-07-30,0.0
2018-07-31,-7.6923
2018-08-01,-2.7778
2018-08-02,0.0
2018-08-03,0.0
2018-08-06,19.7143
2018-08-07,3.3413
2018-08-08,8.3141
2018-08-09,-0.4264
2018-08-10,4.0685
2018-08-13,-3.2922000000000002
2018-08-14,0.2128
2018-08-15,-4.4586
2018-08-20,-4.2222
2018-08-21,10.9049
2018-08-22,-1.4644
2018-08-23,0.2123
2018-08-24,-0.4237
2018-08-27,-10.6383
2018-08-28,5.8333
2018-08-29,5.7368
2018-08-30,0.0
2018-08-31,-7.234
2018-09-04,7.7982
2018-09-05,-10.6383
2018-09-06,-9.0476
2018-09-07,21.7277
2018-09-10,-13.9785
2018-09-11,12.5
2018-09-12,-11.1111
2018-09-13,15.0
2018-09-14,-13.0435
2018-09-17,-8.25
2018-09-18,24.2507
2018-09-19,0.8772
2018-09-20,5.4348
2018-09-21,9.0722
2018-09-24,-1.1342
2018-09-25,-5.1625
2018-09-26,-2.2177
2018-09-27,6.1856
2018-09-28,0.0
2018-10-01,1.5534
2018-10-02,1.3384
2018-10-03,0.0
2018-10-04,-1.8868
2018-10-05,1.9231
2018-10-08,-0.283
2018-10-09,-10.123
2018-10-10,11.5789
2018-10-12,-17.7358
2018-10-15,14.6789
2018-10-16,-1.8
2018-10-17,-1.9552
2018-10-19,3.4483
2018-10-23,-1.6064
2018-10-24,0.0
2018-10-25,-8.1633
2018-10-26,-7.5556
2018-10-29,-3.8462
2018-10-30,22.0
2018-11-01,-26.2295
2018-11-02,5.5556
2018-11-05,2.6316
2018-11-06,15.641
2018-11-07,-13.5255
2018-11-08,0.0
2018-11-09,12.8205
2018-11-12,-11.1364
2018-11-13,20.2046
2018-11-14,-0.234
2018-11-15,-10.1088
2018-11-19,-13.2384
2018-11-20,6.6448
2018-11-21,2.5641
2018-11-23,-1.0
2018-11-26,-4.0404
2018-11-27,-5.0
2018-11-28,0.0
2018-11-29,10.526299999999999
2018-12-03,-4.9749
2018-12-04,5.4991
2018-12-06,-6.0
2018-12-07,6.383
2018-12-10,2.5
2018-12-11,-14.6341
2018-12-12,5.7143
2018-12-13,-11.3514
2018-12-14,9.7561
2018-12-17,-10.5556
2018-12-18,-0.6211
2018-12-19,-1.5625
2018-12-20,10.4444
2018-12-21,-5.1452
2018-12-24,-4.5455
2018-12-27,10.2381
2018-12-28,-13.6069
2018-12-31,-5.6667
2019-01-02,6.0071
2019-01-04,33.3333
2019-01-07,-24.5
2019-01-08,20.1987
2019-01-09,-8.4298
2019-01-10,-3.7304
2019-01-11,0.0
2019-01-15,-3.75
2019-01-16,0.6494
2019-01-18,0.0
2019-01-22,-9.6774
2019-01-28,10.7143
2019-01-29,-3.2258
2019-01-30,0.0
2019-01-31,26.6667
2019-02-11,-13.1579
2019-02-12,11.818200000000001
2019-02-13,-18.1572
2019-02-14,9.2715
2019-02-15,0.9091
2019-02-19,0.0
2019-02-20,0.0
2019-02-25,-3.9039
2019-02-26,0.9375
2019-02-27,14.2415
2019-03-04,0.0
2019-03-05,-23.4417
2019-03-06,5.6637
2019-03-07,23.6181
2019-03-11,0.0
2019-03-12,0.0
2019-03-15,-9.0515
2019-03-18,17.3719
2019-03-19,-3.5288
2019-03-22,6.5789
2019-03-25,4.9383
2019-03-26,1.1764999999999999
2019-03-27,0.0
2019-03-28,4.6512
2019-03-29,-2.2222
2019-04-01,6.8182
2019-04-03,-7.4468
2019-04-04,1.3793
2019-04-05,7.7097999999999995
2019-04-08,3.1579
2019-04-09,-4.0816
2019-04-10,8.5106
2019-04-11,1.9607999999999999
2019-04-12,-2.8846
2019-04-15,-5.9406
2019-04-16,5.2632
2019-04-17,-6.8
2019-04-18,0.0
2019-04-22,0.0
2019-04-23,0.0
2019-04-24,7.2961
2019-04-25,0.0
2019-04-26,-7.0
2019-04-29,6.4516
2019-04-30,1.0101
2019-05-01,0.0
2019-05-03,0.0
2019-05-06,10.0
2019-05-08,0.0
2019-05-09,0.0
2019-05-10,14.5455
2019-05-13,1.5873
2019-05-14,-10.1563
2019-05-15,6.087
2019-05-16,2.459
2019-05-17,0.0
2019-05-20,2.24
2019-05-21,4.8513
