ticker,CURR US Equity
2017-06-23,1.5152
2017-06-26,1.4925
2017-06-27,3.6765
2017-06-28,1.4184
2017-06-29,1.3986
2017-06-30,10.3448
2017-07-03,0.25
2017-07-05,-3.99
2017-07-06,-5.8442
2017-07-07,2.7586
2017-07-10,2.0134
2017-07-11,-4.6053
2017-07-12,3.4483
2017-07-13,-1.3333
2017-07-14,-2.1622
2017-07-17,0.8978
2017-07-18,0.616
2017-07-19,-0.6803
2017-07-20,-2.8767
2017-07-21,-0.5642
2017-07-24,0.7092
2017-07-25,2.8169
2017-07-26,-2.8767
2017-07-27,0.8463
2017-07-28,0.6993
2017-07-31,-2.7778
2017-08-01,4.2857
2017-08-02,-1.3699
2017-08-03,-1.3889
2017-08-04,-1.4085
2017-08-07,0.0
2017-08-08,-0.7143
2017-08-09,0.0
2017-08-10,-0.7194
2017-08-11,-2.8986
2017-08-14,-2.8358
2017-08-15,-0.1536
2017-08-16,-1.5385
2017-08-17,-2.5
2017-08-18,-15.0641
2017-08-21,22.6415
2017-08-23,0.0
2017-08-24,-1.5385
2017-08-25,0.0
2017-08-28,-4.6875
2017-08-29,-5.7377
2017-08-30,2.6087
2017-08-31,-2.5423999999999998
2017-09-01,0.0
2017-09-05,-1.7391
2017-09-06,-1.7699
2017-09-07,0.9009
2017-09-08,-1.7856999999999998
2017-09-11,-8.3636
2017-09-12,14.0873
2017-09-14,-25.2174
2017-09-15,27.907
2017-09-18,-1.8182
2017-09-19,0.0
2017-09-20,8.3333
2017-09-22,-1.7094
2017-09-26,0.0
2017-09-27,-8.5217
2017-09-28,-2.8517
2017-09-29,7.6321
2017-10-02,-9.0909
2017-10-03,10.2
2017-10-05,-1.9964
2017-10-06,-12.037
2017-10-09,0.0
2017-10-10,5.2632
2017-10-12,-1.92
2017-10-16,-0.2855
2017-10-17,2.2495
2017-10-19,-2.2
2017-10-20,-0.818
2017-10-23,-3.0928
2017-10-24,-1.2766
2017-10-25,-10.9914
2017-10-26,0.4843
2017-10-27,-5.7831
2017-10-30,-10.4859
2017-10-31,12.2857
2017-11-01,3.0534
2017-11-02,1.2346
2017-11-03,8.5366
2017-11-06,0.0
2017-11-07,-6.7416
2017-11-08,12.530100000000001
2017-11-09,4.9251000000000005
2017-11-10,-8.1633
2017-11-13,7.5556
2017-11-14,-7.0248
2017-11-15,7.3333
2017-11-16,-24.4306
2017-11-17,-4.1096
2017-11-20,-5.7143
2017-11-21,-9.0909
2017-11-22,-4.3333
2017-11-24,-12.892
2017-11-27,-0.6
2017-11-28,-16.1087
2017-11-29,-8.8598
2017-11-30,7.8947
2017-12-01,-7.3171
2017-12-04,-2.6316
2017-12-05,-0.5405
2017-12-06,-7.6087
2017-12-07,17.0588
2017-12-08,0.5025
2017-12-11,0.0
2017-12-12,-1.5
2017-12-13,-10.1523
2017-12-14,15.8192
2017-12-15,-12.1951
2017-12-18,0.0
2017-12-19,-8.3333
2017-12-20,-3.0303
2017-12-21,0.0
2017-12-22,-12.5
2017-12-26,8.5714
2017-12-27,-1.9737
2017-12-28,20.8054
2017-12-29,-11.1111
2018-01-02,15.625
2018-01-03,8.5297
2018-01-04,-0.3885
2018-01-05,-0.5
2018-01-08,-7.5377
2018-01-09,-10.3261
2018-01-10,9.0909
2018-01-11,2.7778
2018-01-12,0.0
2018-01-16,-13.5135
2018-01-17,6.25
2018-01-18,-5.8824
2018-01-19,-0.625
2018-01-22,-6.2893
2018-01-23,4.0268
2018-01-24,-4.7097
2018-01-25,-13.3378
2018-01-26,14.0625
2018-01-29,2.7397
2018-01-30,7.3333
2018-01-31,-6.8323
2018-02-01,1.3333
2018-02-02,-1.3158
2018-02-05,-2.0
2018-02-06,-7.483
2018-02-07,5.1471
2018-02-08,-2.0979
2018-02-09,-7.1429
2018-02-12,-23.0769
2018-02-13,17.0
2018-02-14,9.4017
2018-02-15,-10.1563
2018-02-16,10.4348
2018-02-20,-13.3858
2018-02-21,-2.7273
2018-02-22,-6.5421
2018-02-23,-2.75
2018-02-26,2.3136
2018-02-27,-4.4724
2018-02-28,0.9995
2018-03-01,-0.1042
2018-03-02,0.0
2018-03-05,1.2096
2018-03-06,-2.1224
2018-03-07,0.0
2018-03-08,-7.3684
2018-03-09,5.6818
2018-03-12,-6.4516
2018-03-13,-6.5517
2018-03-14,-0.369
2018-03-15,4.9383
2018-03-16,0.0
2018-03-19,-0.2353
2018-03-20,-3.3019
2018-03-21,1.8293
2018-03-22,-7.7844
2018-03-23,7.1818
2018-03-26,1.139
2018-03-27,-4.1572
2018-03-28,-13.75
2018-03-29,0.0
2018-04-02,0.0
2018-04-03,4.3478
2018-04-04,-2.7778
2018-04-05,-1.4285999999999999
2018-04-06,0.0
2018-04-09,8.4058
2018-04-10,-5.0802
2018-04-11,-1.6901000000000002
2018-04-12,0.0
2018-04-13,-7.1633
2018-04-16,12.6543
2018-04-17,0.0
2018-04-19,-0.0137
2018-04-20,-9.5767
2018-04-23,7.5758
2018-04-24,-1.4224999999999999
2018-04-25,-4.272
2018-04-26,1.4925
2018-04-27,-1.4706000000000001
2018-04-30,-10.4478
2018-05-01,-5.0
2018-05-02,-3.5088
2018-05-03,18.1636
2018-05-04,-7.6781
2018-05-07,16.6667
2018-05-08,0.0
2018-05-09,4.2857
2018-05-10,8.2192
2018-05-11,8.9747
2018-05-14,26.6117
2018-05-15,-3.6696999999999997
2018-05-16,-4.7619
2018-05-17,5.0
2018-05-18,3.8095
2018-05-21,0.0
2018-05-22,0.0
2018-05-23,-6.422
2018-05-24,2.9412000000000003
2018-05-25,-4.9524
2018-05-29,-3.006
2018-05-30,2.2727
2018-05-31,6.0606
2018-06-01,-4.9524
2018-06-04,12.2244
2018-06-05,7.1429
2018-06-06,-12.5
2018-06-07,0.9524
2018-06-08,-11.6038
2018-06-11,7.7908
2018-06-12,-0.9901
2018-06-13,0.0
2018-06-15,0.0
2018-06-18,0.0
2018-06-19,-11.0
2018-06-20,6.7416
2018-06-21,8.4211
2018-06-22,0.9709
2018-06-25,-0.9615
2018-06-26,0.0
2018-06-27,-2.9126
2018-06-28,-10.0
2018-06-29,-7.7833
2018-07-02,13.2598
2018-07-03,1.0638
2018-07-05,-6.3158
2018-07-06,-7.8652
2018-07-09,9.7561
2018-07-10,11.1111
2018-07-11,-6.0
2018-07-12,4.2447
2018-07-13,-2.0308
2018-07-16,0.0
2018-07-17,31.25
2018-07-18,10.7143
2018-07-19,26.8817
2018-07-20,20.904
2018-07-23,-27.5701
2018-07-24,1.9355
2018-07-25,7.5949
2018-07-26,0.5882
2018-07-27,0.5848
2018-07-30,-1.1628
2018-07-31,-2.9412000000000003
2018-08-01,5.4545
2018-08-02,1.1494
2018-08-03,6.8182
2018-08-06,3.1915
2018-08-07,-2.0619
2018-08-08,-5.2632
2018-08-09,0.0
2018-08-10,-1.1111
2018-08-13,-3.3708
2018-08-14,-6.9767
2018-08-15,12.5
2018-08-16,2.7778
2018-08-17,8.1081
2018-08-20,27.5
2018-08-21,10.1961
2018-08-22,6.7616
2018-08-23,3.25
2018-08-24,4.6005
2018-08-27,14.1975
2018-08-28,5.4054
2018-08-29,16.9231
2018-08-30,-4.386
2018-08-31,-5.9633
2018-09-04,-17.3171
2018-09-05,-15.0442
2018-09-06,45.1389
2018-09-07,-14.7368
2018-09-10,1.0101
2018-09-11,14.1667
2018-09-12,-2.4331
2018-09-13,-0.2494
2018-09-14,-5.5
2018-09-17,-4.2328
2018-09-18,-1.105
2018-09-19,-9.2179
2018-09-20,4.9231
2018-09-21,-2.9326
2018-09-24,0.3021
2018-09-25,-2.7108
2018-09-26,14.5511
2018-09-27,-5.4054
2018-09-28,-8.5714
2018-10-01,-13.75
2018-10-02,-11.0507
2018-10-03,1.833
2018-10-04,-11.6
2018-10-05,12.6697
2018-10-08,-4.4177
2018-10-09,18.0672
2018-10-10,0.3559
2018-10-11,-8.3333
2018-10-12,4.4487
2018-10-15,-11.4815
2018-10-16,5.4393
2018-10-17,0.3968
2018-10-18,0.0
2018-10-19,-7.1146
2018-10-22,-2.5106
2018-10-23,-1.7896
2018-10-24,-3.1111
2018-10-25,0.4587
2018-10-26,-2.2831
2018-10-29,-2.8037
2018-10-30,-2.4038
2018-10-31,-3.9409
2018-11-01,7.6923
2018-11-02,-2.3810000000000002
2018-11-05,1.4634
2018-11-06,4.3269
2018-11-07,4.1475
2018-11-08,-3.0973
2018-11-09,-4.1096
2018-11-12,-2.3810000000000002
2018-11-13,-3.9024
2018-11-14,1.5228000000000002
2018-11-15,10.0
2018-11-16,-9.0909
2018-11-19,-15.0
2018-11-20,0.0
2018-11-21,17.647100000000002
2018-11-23,-6.25
2018-11-26,11.4667
2018-11-27,-9.0909
2018-11-28,-15.7895
2018-11-29,-3.75
2018-11-30,-4.5455
2018-12-03,4.0816
2018-12-04,-7.1895
2018-12-06,-0.7042
2018-12-07,-2.1277
2018-12-10,-1.4493
2018-12-11,-5.8824
2018-12-12,1.5625
2018-12-13,2.3077
2018-12-14,14.2857
2018-12-17,1.9737
2018-12-18,-3.2258
2018-12-19,3.3333
2018-12-20,-6.4516
2018-12-21,-4.8276
2018-12-24,-1.4493
2018-12-26,-0.7353
2018-12-27,-3.7037
2018-12-28,16.9231
2018-12-31,-1.3158
2019-01-02,-3.3333
2019-01-03,4.8276
2019-01-04,31.5789
2019-01-07,6.0
2019-01-08,-4.717
2019-01-09,2.2277
2019-01-10,1.6949
2019-01-11,-1.9048
2019-01-14,-10.6796
2019-01-15,0.0
2019-01-16,0.5435
2019-01-17,0.0
2019-01-18,14.5946
2019-01-22,-3.3019
2019-01-23,6.3415
2019-01-24,11.9266
2019-01-25,-1.2295
2019-01-28,-12.0332
2019-01-29,0.0
2019-01-30,3.7736
2019-01-31,2.1591
2019-02-01,3.2258
2019-02-04,-3.4483
2019-02-05,-3.3482
2019-02-06,2.0785
2019-02-07,8.5973
2019-02-08,-1.6667
2019-02-11,1.2711999999999999
2019-02-12,3.7657
2019-02-13,34.6774
2019-02-14,0.2994
2019-02-15,3.8806000000000003
2019-02-19,-2.5862
2019-02-20,0.295
2019-02-21,5.5882
2019-02-22,-2.507
2019-02-25,11.4286
2019-02-26,-2.0513
2019-02-27,2.8796
2019-02-28,1.5267
2019-03-01,-2.2556
2019-03-04,-0.5128
2019-03-05,0.5155
2019-03-06,-0.5128
2019-03-07,-9.7938
2019-03-08,8.5714
2019-03-11,15.7895
2019-03-12,1.1932
2019-03-13,-5.671
2019-03-14,-8.3333
2019-03-15,0.5195
2019-03-18,0.5168
2019-03-19,-0.5141
2019-03-20,0.2584
2019-03-21,-2.0619
2019-03-22,-0.6579
2019-03-25,-3.3113
2019-03-26,2.7397
2019-03-27,-1.3333
2019-03-28,0.0
2019-03-29,18.9189
2019-04-01,-15.1182
2019-04-02,-4.6803
2019-04-03,0.0
2019-04-04,1.6854
2019-04-05,-3.3149
2019-04-08,-8.5714
2019-04-09,1.5625
2019-04-10,4.6154
2019-04-11,0.0
2019-04-12,5.8824
2019-04-15,-8.8889
2019-04-16,-1.0671
2019-04-17,-2.9276
2019-04-18,7.619
2019-04-22,-5.3097
2019-04-23,-3.4268
2019-04-24,0.0
2019-04-25,6.4516
2019-04-26,-1.8182
2019-04-29,-2.7778
2019-04-30,1.5873
2019-05-01,-2.1875
2019-05-02,5.4313
2019-05-03,9.0909
2019-05-06,4.1667
2019-05-07,-6.6667
2019-05-08,0.0
2019-05-09,1.4285999999999999
2019-05-10,5.6338
2019-05-13,-2.9333
2019-05-14,-0.5495
2019-05-15,-0.5525
2019-05-16,-2.0111
2019-05-17,7.7219999999999995
2019-05-20,-4.7368
2019-05-21,10.4972
2019-05-22,0.0
2019-05-23,0.0
2019-05-24,-2.5
2019-05-28,0.7692
2019-05-29,-1.7812000000000001
2019-05-30,-0.2591
2019-05-31,1.8182
2019-06-03,-4.3367
2019-06-04,2.6667
2019-06-05,-2.5974
2019-06-06,4.0
2019-06-07,0.0
2019-06-10,-1.7949000000000002
2019-06-11,0.5222
2019-06-12,-3.8961
2019-06-13,0.0
2019-06-14,6.7568
2019-06-17,2.0253
2019-06-18,1.861
2019-06-19,2.0705999999999998
2019-06-20,1.3126
2019-06-21,0.8245
2019-06-24,13.3178
2019-06-25,6.8041
2019-06-26,1.1583
2019-06-27,-0.7634
2019-06-28,0.0
2019-07-01,0.9615
2019-07-02,-4.0
2019-07-03,-2.3810000000000002
2019-07-05,-1.8293
2019-07-08,-3.5197000000000003
2019-07-09,-5.5794
2019-07-10,4.5455
2019-07-11,6.5217
2019-07-12,3.0612
2019-07-15,2.9703
2019-07-16,-0.4808
2019-07-17,0.4831
2019-07-18,-0.9615
2019-07-19,-2.7184
2019-07-22,-0.3992
2019-07-23,-2.8056
2019-07-24,-4.5361
2019-07-25,-4.8596
2019-07-26,4.4268
2019-07-29,4.6739
2019-07-30,-1.5575999999999999
2019-07-31,-2.9536
2019-08-01,-3.2609
2019-08-02,-0.2247
2019-08-05,-7.6577
2019-08-06,-7.3171
2019-08-07,0.2632
2019-08-08,-0.7874
2019-08-09,6.3492
2019-08-12,1.7412999999999998
2019-08-13,-6.1125
2019-08-14,1.5625
2019-08-15,1.2821
2019-08-16,11.3924
2019-08-19,4.5432
2019-08-20,-4.3457
2019-08-21,-1.5909
2019-08-22,1.6166
2019-08-23,-4.5455
2019-08-26,14.0476
2019-08-27,-0.2088
2019-08-28,-6.9038
2019-08-29,0.4494
2019-08-30,-3.8031
2019-09-03,-5.3488
2019-09-04,1.9656
2019-09-05,-1.3976
2019-09-06,7.0381
2019-09-09,-7.5342
2019-09-10,-1.2346
2019-09-11,3.75
2019-09-12,-4.0964
2019-09-13,1.7588
2019-09-16,2.4691
2019-09-17,-4.1542
2019-09-18,0.5632
2019-09-19,-1.25
2019-09-20,-1.2658
2019-09-23,-1.2821
2019-09-24,-3.8961
2019-09-25,6.4865
2019-09-26,-1.2437
2019-09-27,1.5163
2019-09-30,1.0127
2019-10-01,-3.0075
2019-10-02,3.3592
2019-10-03,-2.5
2019-10-04,0.0
2019-10-07,-3.8462
2019-10-08,4.0
2019-10-09,-4.6154
2019-10-10,-1.8817
2019-10-11,2.7397
2019-10-14,-0.5333
2019-10-15,-0.8043
2019-10-16,-2.1622
2019-10-17,0.8287
2019-10-18,-3.5616
2019-10-21,1.7045
2019-10-22,0.838
2019-10-23,-3.6010999999999997
2019-10-24,-2.8736
2019-10-25,-0.1183
2019-10-28,2.1919
2019-10-29,-1.7391
2019-10-30,-4.1298
2019-10-31,0.0
2019-11-01,-1.2308
2019-11-04,-1.8692
2019-11-05,-7.3016
2019-11-06,-0.3425
2019-11-07,2.0619
2019-11-08,9.4276
2019-11-11,2.1538
2019-11-12,-3.9608
2019-11-13,6.006
2019-11-14,0.2959
2019-11-15,-2.6549
2019-11-18,-5.7576
2019-11-19,-3.537
2019-11-20,8.3333
2019-11-21,-1.5385
2019-11-22,-2.5
2019-11-25,-0.641
2019-11-26,-3.2258
2019-11-27,0.0
2019-11-29,0.6667
2019-12-02,-2.3179
2019-12-03,1.6949
2019-12-04,-1.0
2019-12-05,1.0101
2019-12-06,-3.3333
2019-12-09,-3.4483
2019-12-10,-8.0357
2019-12-11,-6.7961
2019-12-12,0.0
2019-12-13,15.8333
2019-12-16,4.6763
2019-12-17,-7.2165
2019-12-18,3.7037
2019-12-19,-4.2857
2019-12-20,2.9851
2019-12-23,4.7101
2019-12-24,-3.2872
2019-12-26,-6.2612
2019-12-27,3.3588
2019-12-30,7.0901
2019-12-31,3.4483
2020-01-02,-5.0
2020-01-03,-1.4035
2020-01-06,-3.5587
2020-01-07,-8.3948
2020-01-08,-3.3233
2020-01-09,-2.0833
2020-01-10,27.234
2020-01-13,-9.3645
2020-01-14,-3.69
2020-01-15,8.046
2020-01-16,-3.5461
2020-01-17,-0.7353
2020-01-21,-6.4815
2020-01-22,-1.3860999999999999
2020-01-23,2.4096
2020-01-24,-0.0039
2020-01-27,0.7883
2020-01-28,-2.3346
2020-01-29,2.3904
2020-01-30,-1.5564
2020-01-31,2.3715
2020-02-03,4.2471
2020-02-04,1.1111
2020-02-05,0.0
2020-02-06,1.0989
2020-02-07,-3.6231999999999998
2020-02-10,-3.3835
2020-02-11,-6.2257
2020-02-12,-3.7344
2020-02-13,0.431
2020-02-14,2.1459
2020-02-18,-7.1429
2020-02-19,5.543
2020-02-20,-1.8435000000000001
2020-02-21,3.0793
2020-02-24,-3.8136
2020-02-25,-6.6079
2020-02-26,-0.9434
2020-02-27,-4.7619
2020-02-28,3.0
2020-03-02,-0.6796
2020-03-03,11.950099999999999
2020-03-04,2.1611
2020-03-05,-6.8376
2020-03-06,-4.5872
2020-03-09,0.4808
2020-03-10,-9.473700000000001
2020-03-11,0.2114
2020-03-12,-7.173
2020-03-13,2.2727
2020-03-16,-16.6667
2020-03-17,-4.3333
2020-03-18,-11.4983
2020-03-19,6.2992
2020-03-20,10.3704
2020-03-23,-4.2953
2020-03-24,19.2146
2020-03-25,14.7059
2020-03-26,7.6923
2020-03-27,11.9048
2020-03-30,-7.6596
2020-03-31,-2.765
2020-04-01,-1.327
2020-04-02,5.0672
2020-04-03,0.1143
2020-04-06,0.4566
2020-04-07,0.0
2020-04-08,-5.0
2020-04-09,-4.3062000000000005
2020-04-13,-2.5
2020-04-14,-1.5436
2020-04-15,9.9016
2020-04-16,9.4787
2020-04-17,1.7316
2020-04-20,-8.5106
2020-04-21,0.0
2020-04-22,2.3256
2020-04-23,-4.0909
2020-04-24,2.8436
2020-04-27,1.3825
2020-04-28,0.0
2020-04-29,-5.4545
2020-04-30,-2.4038
2020-05-01,8.3744
2020-05-04,-1.3636
2020-05-05,-1.6129
2020-05-06,-1.6393
2020-05-07,9.5238
2020-05-08,3.4783
2020-05-11,4.6218
2020-05-12,0.4016
2020-05-13,-0.8
2020-05-14,0.8065
2020-05-15,-8.4
2020-05-18,0.4367
2020-05-19,-8.6957
2020-05-20,0.0
2020-05-21,-4.7619
2020-05-22,15.0
2020-05-26,-7.5652
2020-05-27,-3.1044
2020-05-28,10.6796
2020-05-29,-10.526299999999999
2020-06-01,0.4902
2020-06-02,-2.9268
2020-06-03,-2.0101
2020-06-04,-3.5897
2020-06-05,-3.1915
2020-06-08,0.0
2020-06-09,5.4945
2020-06-10,-5.7292
2020-06-11,-5.5249
2020-06-12,14.0351
2020-06-15,-5.1282
2020-06-16,-2.7027
2020-06-17,0.0
2020-06-18,3.3333
2020-06-19,-2.1505
2020-06-22,-1.0989
2020-06-23,-5.5556
2020-06-24,-6.4706
2020-06-25,0.6289
2020-06-26,-9.375
2020-06-29,20.6897
2020-06-30,4.5714
2020-07-01,-3.2787
2020-07-02,5.0847
2020-07-06,7.5269
2020-07-07,0.0
2020-07-08,-1.0
2020-07-09,-6.5657
2020-07-10,-1.0811
2020-07-13,0.0
2020-07-14,0.0
2020-07-15,1.0929
2020-07-16,3.2432
2020-07-17,-5.7592
2020-07-20,-2.7778
2020-07-21,2.2857
2020-07-22,1.6760000000000002
2020-07-23,-4.9451
2020-07-24,0.0
2020-07-27,-4.6243
2020-07-28,0.0
2020-07-29,3.6364
2020-07-30,-3.5088
2020-07-31,-3.8788
