ticker,CKCB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-04-20,39.4636
2006-09-01,32.5714
2006-09-06,0.1078
2006-09-11,-0.1076
2006-09-14,-0.6466
2006-09-25,-0.2169
2006-10-11,0.8696
2006-11-06,0.2155
2006-11-16,-3.2258
2007-01-19,10.0
2007-03-23,5.5758
2007-04-10,-5.9701
2007-05-11,2.1164
2007-06-04,9.8446
2007-07-18,1.8868
2007-09-21,-5.5556
2007-10-17,-4.4118
2007-10-18,0.2051
2007-12-04,-7.8812999999999995
2007-12-13,-11.1111
2008-01-15,2.5
2008-02-22,-7.3171
2008-04-11,0.0
2008-04-30,-9.6842
2008-05-15,12.1212
2008-05-19,0.0
2008-06-20,-13.5135
2008-06-24,-18.75
2008-06-25,14.538499999999999
2008-07-30,-10.0067
2008-09-11,-21.6418
2008-09-15,0.0
2008-09-22,4.7619
2008-10-24,-22.7273
2008-11-05,2.9412000000000003
2008-11-12,0.0
2008-11-20,-2.8571
2008-11-21,-17.647100000000002
2008-11-24,17.8571
2008-12-01,0.0
2008-12-05,0.0
2008-12-08,-27.2727
2008-12-09,0.0
2008-12-10,16.6667
2008-12-12,0.0
2008-12-15,-21.4286
2009-01-12,0.0
2009-01-14,-27.2727
2009-01-20,-93.75
2009-01-23,-60.0
2009-01-26,-80.0
2009-01-28,0.0
2009-01-29,0.0
2009-02-20,0.0
2009-02-23,-50.0
2009-02-24,-80.0
2009-02-27,0.0
2009-03-04,0.0
2009-03-12,0.0
2009-03-16,0.0
2009-04-20,0.0
2009-05-08,0.0
2009-05-11,0.0
2009-05-12,0.0
2009-05-13,0.0
2009-05-14,0.0
2009-05-21,0.0
2009-05-26,0.0
2009-05-27,0.0
2009-06-04,0.0
2009-06-08,0.0
2009-06-10,0.0
2009-06-12,0.0
2009-06-18,0.0
2009-06-30,0.0
2009-07-07,0.0
2009-07-13,0.0
2009-07-14,0.0
2009-07-17,9.375
2009-09-09,8.5714
2009-09-14,5.2632
2009-10-01,0.0
2009-10-27,0.0
2009-11-02,0.0
2009-11-06,0.0
2009-11-09,5.0
2009-11-19,2.3810000000000002
2009-11-24,-25.5814
2009-12-02,40.625
2009-12-09,-22.2222
2009-12-10,-8.5714
2009-12-14,15.625
2009-12-18,0.0
2009-12-28,-13.5135
2010-02-12,25.0
2010-03-09,5.0
2010-03-10,0.0
2010-04-08,0.0
2010-04-28,0.0
2010-06-22,2.3810000000000002
2010-06-30,2504.6512
2010-07-07,-14.2857
2010-08-05,-95.3125
2010-09-15,0.0
2010-09-20,0.0
2010-10-14,0.0
2010-10-15,-28.8889
2010-10-18,-50.0
2010-10-27,0.0
2011-02-28,-37.5
2011-03-30,0.0
2011-05-10,-20.0
2011-05-12,0.0
2011-05-26,0.0
2011-06-01,0.0
2011-06-08,300.0
2011-06-10,0.0
2011-06-22,0.0
2011-06-24,-65.625
2011-07-14,0.0
2011-07-19,-9.0909
2011-09-07,0.0
2011-10-24,0.0
2011-11-02,0.0
2011-11-03,0.0
2011-12-12,0.0
2012-01-03,0.0
2012-01-17,0.0
2012-03-13,0.0
2012-05-10,0.0
2012-05-11,0.0
2012-07-20,60.0
2012-10-04,0.0
2012-11-21,0.0
2013-01-14,0.0
2013-02-11,0.0
2013-04-15,50.0
2013-04-26,0.0
2013-06-14,0.0
2013-08-15,0.0
2013-09-27,0.0
2013-12-20,0.0
2013-12-30,100.0
2014-02-03,0.0
2014-02-21,0.0
2014-03-24,0.0
2014-04-14,0.0
2014-04-23,66.6667
2014-04-30,-40.0
2014-09-25,0.0
2014-11-17,0.0
2014-12-22,0.0
2015-01-16,10.4167
2015-01-26,0.0
2015-05-06,-9.434
2015-08-07,0.0
2015-08-13,-20.8333
2015-08-27,-57.8947
2015-09-17,0.0
2016-01-15,0.0
2016-02-23,675.0
2016-02-25,29.0323
2016-02-26,100.0
2016-03-02,-57.8125
2016-05-18,-40.7407
2016-05-31,0.0
2017-11-10,-78.0
2019-04-23,46263.6364
2019-04-29,-99.7843
2019-05-10,0.0
