ticker,RLGY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-10-11,26.6667
2012-10-12,-1.7544
2012-10-15,-0.2976
2012-10-16,6.6866
2012-10-17,4.8965
2012-10-18,-3.4409
2012-10-19,1.9337
2012-10-22,0.6233
2012-10-23,-3.9859999999999998
2012-10-24,0.9818
2012-10-25,-2.6389
2012-10-26,-1.1127
2012-10-31,2.5389
2012-11-01,1.1818
2012-11-02,4.9498999999999995
2012-11-05,3.0737
2012-11-06,1.1825
2012-11-07,-0.2033
2012-11-08,-1.4257
2012-11-09,-2.3244
2012-11-12,-2.036
2012-11-13,-1.4845
2012-11-14,-2.8493
2012-11-15,-2.0305
2012-11-16,2.1877
2012-11-19,4.3944
2012-11-20,-0.9714
2012-11-21,-1.4169
2012-11-23,0.8845
2012-11-26,-0.5753
2012-11-27,0.3307
2012-11-28,0.8514
2012-11-29,1.6068
2012-11-30,1.0721
2012-12-03,0.0265
2012-12-04,0.0795
2012-12-05,-2.1192
2012-12-06,-0.0271
2012-12-07,2.1115
2012-12-10,-0.3181
2012-12-11,-0.984
2012-12-12,1.2893
2012-12-13,0.769
2012-12-14,1.6053
2012-12-17,1.5022
2012-12-18,2.4751
2012-12-19,-0.0747
2012-12-20,0.6977
2012-12-21,2.2519
2012-12-24,0.0968
2012-12-26,-0.3868
2012-12-27,2.0146
2012-12-28,-0.69
2012-12-31,0.5271
2013-01-02,-1.3822999999999999
2013-01-03,1.3533
2013-01-04,-0.2623
2013-01-07,-1.028
2013-01-08,0.0966
2013-01-09,3.0405
2013-01-10,-1.7096
2013-01-11,-0.8101
2013-01-14,0.5044
2013-01-15,0.7409
2013-01-16,0.0474
2013-01-17,0.6166
2013-01-18,2.7339
2013-01-22,1.5829
2013-01-23,1.2647
2013-01-24,-1.2043
2013-01-25,0.5418
2013-01-28,0.3143
2013-01-29,1.8577
2013-01-30,-0.6812
2013-01-31,-0.9513
2013-02-01,2.725
2013-02-04,-0.5219
2013-02-05,-1.9454
2013-02-06,1.984
2013-02-07,-0.612
2013-02-08,-1.0336
2013-02-11,-1.7556
2013-02-12,2.4881
2013-02-13,2.5822000000000003
2013-02-14,-2.2806
2013-02-15,-2.642
2013-02-19,3.0529
2013-02-20,-3.2258
2013-02-21,-2.3810000000000002
2013-02-22,2.7641999999999998
2013-02-25,-3.1193
2013-02-26,-0.1167
2013-02-27,2.5695
2013-02-28,2.1407
2013-03-01,2.8986
2013-03-04,-0.39
2013-03-05,3.1107
2013-03-06,-0.3165
