ticker,VERY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-08-15,20.0
2019-08-19,21.1667
2019-08-20,65.0619
2019-08-21,-16.0208
2019-08-22,-15.4056
2019-08-23,-2.0528
2019-08-26,7.7844
2019-08-27,-0.0561
2019-08-28,-15.2302
2019-08-29,8.1967
2019-08-30,-3.0303
2019-09-03,-8.5625
2019-09-04,-0.4101
2019-09-06,1.2354
2019-09-09,-0.678
2019-09-10,0.4096
2019-09-11,-0.17
2019-09-12,2.145
2019-09-16,-2.6667
2019-09-17,-0.6849
2019-09-18,-6.8966
2019-09-19,-3.3333
2019-09-20,-0.3831
2019-09-23,1.9231
2019-09-25,-1.8868
2019-09-26,-2.3077
2019-09-27,5.5118
2019-09-30,4.4776
2019-10-10,0.0
2019-10-11,-6.305
2019-10-14,0.7509
2019-10-18,-0.4979
2019-10-21,2.6616
2019-10-22,-1.3333
2019-10-24,-1.2012
2019-10-25,0.076
2019-10-28,0.6074
2019-10-29,-0.4528
2019-11-07,37.6042
2019-11-08,15.1129
2019-11-11,-13.416
2019-11-12,14.8734
2019-11-13,-2.6736
2019-11-14,-0.3708
2019-11-15,5.4591
2019-11-18,5.8852
2019-11-19,-0.4471
2019-11-20,1.3768
2019-11-21,-3.1196
2019-11-22,-12.1091
2019-11-25,0.7447
2019-11-26,0.1027
2019-11-27,-1.561
2019-11-29,1.0648
2019-12-02,-2.0619
2019-12-03,2.1053
2019-12-04,-0.4124
2019-12-05,-0.8799
2019-12-06,1.0444
2019-12-09,-0.2067
2019-12-10,-6.585
2019-12-11,-1.6393
2019-12-12,6.6667
2019-12-13,7.6562
2019-12-16,-6.894
2019-12-17,-1.4809
2019-12-18,-2.6898999999999997
2019-12-19,-0.4065
2019-12-20,2.8571
2019-12-23,-2.1254
2019-12-26,-1.072
2019-12-27,2.459
2019-12-30,6.0
2019-12-31,-4.9056999999999995
2020-01-02,-1.9048
2020-01-03,-0.6036
2020-01-06,1.7468
2020-01-07,-0.08
2020-01-08,-1.5211999999999999
2020-01-09,0.4065
2020-01-10,-3.6437
2020-01-13,5.3361
2020-01-15,-1.6753
2020-01-16,0.8114
2020-01-17,1.2475
2020-01-21,0.0
2020-01-22,-1.0493
2020-01-24,-3.3933
2020-01-27,1.2423
2020-01-28,2.2587
2020-01-29,7.6305
2020-01-30,-2.9851
2020-01-31,8.461500000000001
2020-02-03,-5.0355
2020-02-05,4.9291
2020-02-06,-3.4164
2020-02-07,3.1688
2020-02-10,-11.357099999999999
2020-02-11,0.8864
2020-02-14,12.6198
2020-02-18,13.3333
2020-02-19,8.5732
2020-02-20,-9.5245
2020-02-21,4.7301
2020-02-24,-5.4136
2020-02-25,-2.9582
2020-02-26,11.2657
2020-02-27,-4.1691
2020-02-28,-9.509
2020-03-02,0.0687
2020-03-04,9.8147
2020-03-06,-0.1875
2020-03-10,-14.1515
2020-03-11,-0.5106
2020-03-12,-15.6891
2020-03-13,-8.9565
2020-03-16,-12.1299
2020-03-17,-2.3109
2020-03-18,-0.0823
2020-03-19,-15.3675
2020-03-20,0.6579
2020-03-23,5.2288
2020-03-24,4.7205
2020-03-25,2.0166
2020-03-27,-6.3953
2020-03-30,-4.2236
2020-03-31,3.2996
2020-04-01,-2.692
2020-04-02,-4.5161
2020-04-03,1.3514
2020-04-07,7.3333
2020-04-14,4.4719999999999995
2020-04-16,9.3936
2020-04-17,11.413
2020-04-20,-1.9512
2020-04-21,1.99
2020-04-24,0.0
2020-04-30,4.4878
2020-05-01,-1.4939
2020-05-04,27.7725
2020-05-05,11.2018
2020-05-06,-15.5437
2020-05-08,1.5798
2020-05-11,14.0747
2020-05-12,-12.7471
2020-05-13,-0.7813
2020-05-14,-5.5906
2020-05-15,-0.0834
2020-05-18,7.6795
2020-05-19,-3.4884
2020-05-20,-1.6064
2020-05-21,0.4898
2020-05-22,-2.5183
2020-05-26,0.0
2020-05-27,0.5
2020-05-29,-2.5705
2020-06-01,-1.7021
2020-06-02,3.5498
2020-06-03,0.0
2020-06-04,-1.3378
2020-06-05,-0.8475
2020-06-08,-1.9231
2020-06-09,4.1394
2020-06-10,-1.2551999999999999
2020-06-11,-4.1525
2020-06-12,-11.4943
2020-06-15,10.6893
2020-06-16,3.7906
2020-06-17,-0.9565
2020-06-18,-1.6681
2020-06-19,-0.0893
2020-06-22,-1.6979
2020-06-23,0.0
2020-06-24,0.0
2020-06-25,0.0
2020-06-26,-12.4545
2020-06-29,14.1225
2020-06-30,-3.2757
2020-07-01,-5.08
2020-07-02,-7.2349
2020-07-06,6.5171
2020-07-07,0.4012
2020-07-08,-1.0989
2020-07-09,-14.2424
2020-07-10,3.6513999999999998
2020-07-13,-3.4091
2020-07-14,0.0
2020-07-15,0.0
2020-07-16,-0.2353
2020-07-17,5.4245
2020-07-20,-7.6063
2020-07-21,10.7748
2020-07-22,-0.2186
2020-07-23,-3.724
2020-07-24,-1.2514
2020-07-27,4.4931
2020-07-28,0.7718
2020-07-29,-4.5952
2020-07-30,-1.3761
2020-07-31,-2.3256
