ticker,GBPT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-02-23,15.894
2005-02-24,-6.2857
2005-02-25,28.0488
2005-02-28,17.1429
2005-03-01,11.7886
2005-03-02,19.6364
2005-03-03,17.0213
2005-03-04,-25.974
2005-03-07,-5.2632
2005-03-08,1.8519
2005-03-09,7.2727
2005-03-10,8.4746
2005-03-11,-0.9375
2005-03-14,-5.0473
2005-03-15,-4.9834
2005-03-16,48.951
2005-03-17,-0.4695
2005-03-18,10.8491
2005-03-21,10.6383
2005-03-22,5.0
2005-03-23,9.1575
2005-03-24,-12.0805
2005-03-28,1.5267
2005-03-29,0.7519
2005-03-30,-12.6866
2005-03-31,-1.7094
2005-04-01,-6.5217
2005-04-04,-5.1163
2005-04-05,-5.8824
2005-04-06,-14.5833
2005-04-07,-6.7073
2005-04-08,21.5686
2005-04-11,2.1505
2005-04-12,-10.526299999999999
2005-04-13,-11.7647
2005-04-14,18.6667
2005-04-15,5.9551
2005-04-18,-0.8484
2005-04-19,-9.0909
2005-04-20,4.7059
2005-04-21,-3.3708
2005-04-22,-2.907
2005-04-25,-2.9939999999999998
2005-04-26,-3.7037
2005-04-27,-9.6154
2005-04-28,-6.383
2005-04-29,18.9394
2005-05-02,-0.6369
2005-05-03,-5.1282
2005-05-04,-5.4054
2005-05-05,2.1429
2005-05-06,3.4965
2005-05-09,1.3514
2005-05-10,-1.3333
2005-05-11,-4.0541
2005-05-12,15.493
2005-05-13,-1.2195
2005-05-16,-1.2346
2005-05-17,-2.5
2005-05-18,11.538499999999999
2005-05-19,0.0
2005-05-20,9.1954
2005-05-23,1.0526
2005-05-24,6.25
2005-05-25,2.9412000000000003
2005-05-26,-0.4762
2005-05-27,0.0
2005-05-31,11.9617
2005-06-01,-3.4188
2005-06-02,-7.0796
2005-06-03,-11.4286
2005-06-06,-6.4516
2005-06-07,8.046
2005-06-08,-8.5106
2005-06-09,-3.4884
2005-06-10,3.6145
2005-06-13,-6.9767
2005-06-14,-8.75
2005-06-15,0.0
2005-06-16,4.1096
2005-06-17,-2.6316
2005-06-20,-4.0541
2005-06-21,-2.8169
2005-06-22,1.4493
2005-06-23,0.0
2005-06-24,-4.2857
2005-06-27,-5.9701
2005-06-28,-11.1111
2005-06-29,-7.1429
2005-06-30,-0.9615
2005-07-01,-12.6214
2005-07-05,26.6667
2005-07-06,-0.8772
2005-07-07,2.6549
2005-07-08,5.1724
2005-07-11,4.918
2005-07-12,-10.9375
2005-07-13,0.0
2005-07-14,-1.7544
