ticker,XCLL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-10-05,9.0909
2010-11-16,19.1667
2011-02-03,39.8601
2011-09-23,13025.0
2011-09-26,6.6667
2011-10-03,6.25
2011-10-04,0.0
2011-10-06,0.0
2011-10-27,0.0
2011-11-04,0.0
2011-11-07,14.1176
2011-11-08,0.0
2011-11-09,-2.0619
2011-11-10,3.1579
2011-11-11,1.0204
2011-11-14,-7.5758
2011-11-15,3.8251
2011-11-16,-2.1053
2011-11-17,-3.2258
2011-11-18,-2.1111
2011-11-21,0.0
2011-11-22,-11.4642
2011-11-23,0.0
2011-11-25,0.0
2011-11-28,1.2821
2011-11-29,0.0
2011-11-30,-5.0633
2011-12-01,-13.3333
2011-12-02,1.5385
2011-12-05,-1.5152
2011-12-06,0.0
2011-12-07,0.0
2011-12-08,0.0
2011-12-09,1.5385
2011-12-13,13.6364
2011-12-14,6.6667
2011-12-15,0.0
2011-12-16,-16.25
2011-12-19,4.4776
2011-12-21,4.2857
2011-12-22,0.0
2011-12-23,2.7397
2011-12-27,1.3333
2011-12-28,-7.8947
2011-12-29,0.0
2011-12-30,-7.1429
2012-01-03,0.0
2012-01-04,0.0
2012-01-05,0.0
2012-01-06,0.0
2012-01-09,7.6923
2012-01-10,2.8571
2012-01-11,-2.7778
2012-01-12,2.8571
2012-01-13,0.0
2012-01-17,-1.3889
2012-01-18,11.2676
2012-01-19,-5.0633
2012-01-20,1.3333
2012-01-23,18.4211
2012-01-24,14.4444
2012-01-25,-4.8544
2012-01-26,-10.7143
2012-01-27,8.5714
2012-01-30,8.4211
2012-01-31,-3.8834999999999997
2012-02-01,-4.0404
2012-02-02,-3.1579
2012-02-03,0.0
2012-02-06,-1.087
2012-02-07,-4.3956
2012-02-08,2.2989
2012-02-09,0.0
2012-02-10,2.2472
2012-02-13,1.7582
2012-02-14,0.432
2012-02-15,-3.2258
2012-02-16,-2.2222
2012-02-17,2.2727
2012-02-21,-0.8889
2012-02-22,-8.1839
2012-02-23,-7.2039
2012-02-24,7.8947
2012-02-27,1.2195
2012-02-28,-1.2048
2012-02-29,6.0976
2012-03-01,-0.2299
2012-03-02,-3.2258
2012-03-05,-1.1905000000000001
2012-03-06,-7.2289
2012-03-07,-4.2857
2012-03-08,0.4071
2012-03-09,-2.973
2012-03-12,-3.8997
2012-03-13,-4.3478
2012-03-14,-6.3636
2012-03-15,6.7961
2012-03-16,4.5455
2012-03-19,0.0
2012-03-20,-2.8986
2012-03-21,-6.4179
