ticker,RSCF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-07-19,1400.0
2005-07-20,6.6667
2005-07-21,0.0
2005-07-22,0.0
2005-07-25,-3.125
2005-07-26,3.2258
2005-07-27,6.25
2005-07-28,0.0
2005-08-01,0.0
2005-08-02,0.0
2005-08-03,0.0
2005-08-04,-1.1764999999999999
2005-08-05,-1.7856999999999998
2005-08-08,-3.0303
2005-08-09,3.125
2005-08-10,0.0
2005-08-11,0.0
2005-08-12,-1.2121
2005-08-16,4.2945
2005-08-17,-5.8824
2005-08-18,5.625
2005-08-19,3.5503
2005-08-22,-0.5714
2005-08-23,-2.2989
2005-08-24,2.3529
2005-08-25,0.5747
2005-08-26,0.0
2005-08-29,-2.2857
2005-08-30,-0.5848
2005-08-31,0.5882
2005-09-01,1.7544
2005-09-06,-0.5747
2005-09-08,0.0
2005-09-09,-1.7341
2005-09-12,5.2941
2005-09-13,3.352
2005-09-14,0.0
2005-09-15,-1.6216
2005-09-20,-1.0989
2005-09-21,0.0
2005-09-22,0.0
2005-09-23,0.0
2005-09-26,-2.7778
2005-09-28,2.8571
2005-09-29,-2.7778
2005-09-30,0.0
2005-10-03,5.7143
2005-10-04,2.7027
2005-10-05,0.0
2005-10-06,-5.2632
2005-10-07,5.5556
2005-10-11,0.0
2005-10-14,-5.2632
2005-10-17,5.5556
2005-10-18,-5.2632
2005-10-21,-5.0
2005-10-24,8.1871
2005-10-25,0.0
2005-10-26,0.0
2005-10-28,2.7027
2005-10-31,-2.6316
2005-11-02,0.0
2005-11-03,0.0
2005-11-09,0.0
2005-11-10,-5.4054
2005-11-15,0.0
2005-11-16,2.8571
2005-11-17,5.5556
2005-11-18,2.6316
2005-11-28,2.5641
2005-11-29,0.0
2005-11-30,-1.5
2005-12-01,1.5228000000000002
2005-12-05,-1.5
2005-12-06,-6.0914
2005-12-07,-2.7027
2005-12-09,2.7778
2005-12-13,-2.7027
2005-12-14,2.7778
2005-12-15,2.7027
2005-12-20,-2.6316
2005-12-21,0.0
2005-12-22,0.0
2005-12-30,-34.5946
2006-01-03,32.2314
2006-01-04,9.375
2006-01-05,1.1429
2006-01-10,4.5198
2006-01-11,0.0
2006-01-13,6.4865
2006-01-17,0.0
2006-01-18,1.5228000000000002
2006-01-19,0.0
2006-01-20,0.0
2006-01-23,-7.5
2006-01-25,0.0
2006-01-26,0.0
2006-02-07,0.0
2006-02-08,0.0
2006-02-10,0.0
2006-02-13,-2.7027
2006-02-14,-8.3333
2006-02-15,0.0
