ticker,IVVI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-10-19,1.1667
2006-10-20,0.4942
2006-10-23,-0.6557
2006-10-24,-0.8251
2006-10-25,3.9933
2006-10-26,3.2
2006-10-27,-0.3101
2006-10-30,-0.9331
2006-10-31,-2.6688
2006-11-01,-2.9032
2006-11-02,4.1528
2006-11-03,-1.5949
2006-11-06,1.7828
2006-11-07,-2.0701
2006-11-08,0.4878
2006-11-09,1.1327
2006-11-10,-2.4
2006-11-13,-2.1311
2006-11-14,-1.005
2006-11-15,1.0152
2006-11-16,-3.6851000000000003
2006-11-17,1.7391
2006-11-20,3.4188
2006-11-21,-0.8264
2006-11-22,0.0
2006-11-24,0.8333
2006-11-27,-2.4793
2006-11-28,-1.3559
2006-11-29,0.5155
2006-11-30,1.0256
2006-12-01,1.5228000000000002
2006-12-04,3.0
2006-12-05,-1.1327
2006-12-06,-0.1637
2006-12-07,0.6557
2006-12-08,-1.4658
2006-12-11,-1.6529
2006-12-12,-2.521
2006-12-13,-3.2759
2006-12-14,0.5348
2006-12-15,-4.2553
2006-12-18,4.2593
2006-12-19,0.3552
2006-12-20,-0.885
2006-12-21,0.8929
2006-12-22,0.885
2006-12-26,0.8772
2006-12-27,4.3478
2006-12-28,0.0
2006-12-29,-0.1688
2007-01-03,0.0021
2007-01-04,0.0
2007-01-05,-0.1388
2007-01-08,-1.3656
2007-01-09,0.1695
2007-01-10,0.6768
2007-01-11,0.8403
2007-01-12,-0.3333
2007-01-16,0.3344
2007-01-17,0.0
2007-01-18,0.8333
2007-01-19,-0.8264
2007-01-22,-0.1667
2007-01-23,0.1669
2007-01-24,-1.1667
2007-01-25,-0.5059
2007-01-26,-0.678
2007-01-29,-0.1706
2007-01-30,0.8547
2007-01-31,-0.1695
2007-02-01,0.0
2007-02-02,-0.6791
2007-02-05,-0.8547
2007-02-06,-0.8621
2007-02-07,0.0
2007-02-08,-6.6087
2007-02-09,-0.1862
2007-02-13,-0.9328
2007-02-14,3.2015000000000002
2007-02-15,-2.1898
2007-02-16,-1.6791
2007-02-20,-5.5028
2007-02-21,-7.6305
2007-02-22,-10.0
2007-02-23,12.8019
2007-02-26,-0.4283
2007-02-27,-2.5806
2007-02-28,-5.298
2007-03-01,-1.1655
2007-03-02,0.2358
2007-03-05,0.2353
2007-03-06,1.1737
2007-03-07,-1.3921000000000001
2007-03-08,1.4118
2007-03-09,1.3921000000000001
2007-03-12,-3.2037
2007-03-13,-0.7092
2007-03-14,-4.0714
