ticker,PGAI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-12-26,-87.5
2002-08-02,0.0
2002-12-20,0.0
2002-12-27,0.0
2003-06-19,0.0
2003-07-03,0.0
2003-07-21,0.0
2003-12-26,0.0
2004-01-13,0.0
2004-02-27,0.0
2004-06-22,0.0
2004-07-27,0.0
2004-08-09,0.0
2004-08-12,0.0
2004-10-12,0.0
2004-10-22,0.0
2004-11-03,0.0
2004-11-04,0.0
2004-12-15,0.0
2005-03-29,0.0
2006-03-21,0.0
2007-01-31,0.0
2007-03-29,0.0
2007-05-04,0.0
2007-10-15,0.0
2007-11-14,0.0
2007-11-21,0.0
2008-04-25,0.0
2008-04-28,0.0
2008-05-01,0.0
2008-06-06,0.0
2008-08-25,0.0
2008-08-27,0.0
2008-09-17,0.0
2008-10-08,0.0
2008-12-08,0.0
2008-12-23,0.0
2008-12-29,7900.0
2009-01-15,-98.75
2009-02-27,0.0
2009-03-25,0.0
2009-04-27,0.0
2009-05-11,0.0
2009-08-05,0.0
2009-08-28,0.0
2009-09-23,0.0
2009-10-05,0.0
2009-10-08,0.0
2009-10-20,0.0
2010-01-06,0.0
2010-01-25,0.0
2010-02-01,0.0
2010-02-08,0.0
2012-04-26,6400.0
2012-05-08,-59.2308
2014-05-29,-96.2264
2015-04-08,0.0
2015-06-11,0.0
2015-07-24,0.0
2016-06-27,0.0
2016-07-12,0.0
2017-07-26,-96.0
2019-08-08,4900.0001
2019-08-27,-99.6
2019-11-15,9900.0
2020-04-15,100.0
2020-07-17,150.0
