ticker,WPHM US Equity
2007-03-22,188.75
2007-03-23,-4.7619
2007-03-26,-18.1818
2007-03-27,66.1111
2007-03-28,8.6957
2007-03-29,-10.7692
2007-03-30,6.8966
2007-04-02,0.0
2007-04-03,-5.8065
2007-04-04,-18.8356
2007-04-09,5.4852
2007-04-10,6.0
2007-04-11,13.2075
2007-04-12,16.6667
2007-04-13,-5.7143
2007-04-16,9.0909
2007-04-17,-2.7778
2007-04-18,-11.4286
2007-04-19,1.6129
2007-04-20,-4.7619
2007-04-23,-1.3333
2007-04-25,1.3514
2007-04-26,0.0
2007-04-27,-1.6667
2007-04-30,-1.6949
2007-05-01,3.4483
2007-05-02,-1.0
2007-05-03,-2.3569
2007-05-04,1.7241
2007-05-07,-4.4068
2007-05-08,0.0
2007-05-09,-11.3475
2007-05-10,14.0
2007-05-11,0.0
2007-05-14,0.0
2007-05-15,1.7544
2007-05-17,-10.3448
2007-05-21,0.3846
2007-05-22,1.5326
2007-05-23,-5.6604
2007-05-25,2.0
2007-05-29,-3.9215999999999998
2007-05-30,-4.0816
2007-05-31,0.0
2007-06-01,6.383
2007-06-04,-7.6
2007-06-07,6.0606
2007-06-08,0.0
2007-06-11,-1.6327
2007-06-12,-2.4896
2007-06-13,-10.6383
2007-06-14,-0.9524
2007-06-15,3.3654
2007-06-20,-8.3721
2007-06-21,0.5076
2007-06-22,-5.5556
2007-06-25,-2.1390000000000002
2007-06-26,0.0
2007-06-27,0.5464
2007-06-29,1.087
2007-07-02,-1.6129
2007-07-06,1.6393
2007-07-12,0.0
2007-07-13,0.0
2007-07-16,1.6129
2007-07-18,-2.1164
2007-07-19,3.7838000000000003
2007-07-20,-3.125
2007-07-23,0.0
2007-07-24,2.1505
2007-07-25,4.2105
2007-07-26,-4.0404
2007-07-27,5.2632
2007-07-30,-5.0
2007-08-01,5.2632
2007-08-02,-4.5
2007-08-03,-0.5236
2007-08-06,-2.1053
2007-08-09,-0.5376
2007-08-13,0.0
2007-08-14,0.0
2007-08-15,2.7027
2007-08-16,0.0
2007-08-21,13.1579
2007-08-23,12.5581
2007-08-27,-0.8264
2007-08-28,0.0
2007-08-29,0.0
2007-08-31,4.1667
2007-09-05,0.0
2007-09-06,-2.0
2007-09-07,2.449
2007-09-10,1.5936
2007-09-11,23.5294
2007-09-12,-7.9365
2007-09-13,3.4483
2007-09-14,0.0
2007-09-17,1.6667
2007-09-18,0.0
2007-09-19,1.6393
2007-09-20,0.0
2007-09-24,-6.4516
2007-09-26,3.4483
2007-09-27,-1.6667
2007-09-28,-3.3898
2007-10-01,-8.7719
2007-10-02,0.0
2007-10-03,0.0
2007-10-04,7.6923
2007-10-05,5.7143
2007-10-08,-8.1081
2007-10-09,6.6176
2007-10-10,-1.7241
2007-10-18,1.7544
2007-10-19,0.0
2007-10-22,-6.8966
2007-10-23,1.8519
2007-10-25,0.0
2007-10-29,-1.8182
2007-10-30,0.0
2007-10-31,0.0
2007-11-01,-7.4074
2007-11-07,-10.8
2007-11-09,7.6233
2007-11-12,-10.4167
2007-11-13,-6.5116
2007-11-15,4.4776
2007-11-16,0.0
2007-11-19,-4.2857
2007-11-20,-0.4975
2007-11-21,-15.0
2007-11-23,-8.8235
2007-11-26,0.0
2007-11-27,0.0
2007-11-30,0.0
2007-12-03,3.2258
2007-12-05,-18.125
2007-12-06,22.1374
2007-12-07,6.25
2007-12-18,-22.352899999999998
2007-12-19,-9.0909
2007-12-20,-3.3333
2007-12-21,7.7586
2007-12-26,0.0
2007-12-27,20.0
2008-01-07,-13.3333
2008-01-08,-6.1538
2008-01-10,6.5574
2008-01-16,0.0
2008-01-17,-3.8462
2008-01-22,4.0
2008-01-24,15.3846
2008-01-31,-13.3333
2008-02-01,-3.8462
2008-02-04,0.0
2008-02-05,-4.0
2008-02-20,-3.3333
2008-02-21,-5.1724
2008-02-22,27.2727
2008-02-25,3.5714
2008-02-26,-3.4483
2008-02-29,-7.1429
2008-03-06,0.7692
2008-03-17,-19.8473
2008-03-20,9.5238
2008-03-24,0.0
2008-03-25,0.0
2008-03-28,0.0
2008-04-02,-4.3478
2008-04-08,13.6364
2008-04-11,-16.0
2008-04-14,-3.8095
2008-04-21,-0.9901
2008-04-29,-10.0
2008-04-30,0.0
2008-05-09,-11.1111
2008-05-13,0.0
2008-05-30,25.0
2008-06-06,-20.0
2008-06-09,0.0
2008-06-12,-6.25
2008-06-19,0.0
2008-06-25,20.0
2008-07-21,-5.5556
2008-07-25,-40.0
2008-07-28,7.8431
2008-07-30,0.0
2008-07-31,54.5455
2008-08-08,-1.1764999999999999
2008-08-13,0.0
2008-08-19,0.0
2008-08-29,20.2381
2008-09-03,-22.7723
2008-09-04,2.5641
2008-09-22,25.0
2008-09-26,-15.0
2008-09-29,5.8824
2008-09-30,11.1111
2008-10-02,0.0
2008-10-06,0.0
2008-10-07,-28.0
2008-10-09,25.0
2008-10-14,-6.6667
2008-10-15,-16.6667
2008-10-27,0.0
2008-10-29,-21.4286
2008-10-31,0.0
2008-11-03,-18.1818
2008-11-12,2.2222
2008-11-13,2.1739
2008-11-19,-14.8936
2008-11-20,-12.5
2008-12-10,0.0
2008-12-22,-14.2857
2008-12-29,0.0
2008-12-30,0.0
2008-12-31,100.0
2009-01-15,-58.3333
2009-01-20,70.0
2009-01-21,-11.7647
2009-01-22,0.0
2009-01-30,0.0
2009-02-09,0.0
2009-02-13,-17.0
2009-02-17,-39.759
2009-02-19,-20.0
2009-02-20,0.0
2009-02-26,-16.6667
2009-03-27,-75.0
2009-04-03,1020.0
2009-04-14,-91.0714
2009-04-27,800.0
2009-05-01,0.0
2009-05-04,-80.0
2009-05-26,0.0
2009-07-07,400.0
2009-07-10,0.0
2009-07-20,0.0
2009-07-21,-73.3333
2009-07-23,275.0
2009-07-24,-11.1111
2009-07-28,-49.5
2009-07-29,0.0
2009-08-03,93.0693
2009-08-12,-61.5385
2009-08-25,160.0
2009-09-04,0.0
2009-09-08,0.0
2009-09-15,0.0
2009-09-28,0.0
2009-10-01,-60.5128
2009-10-05,114.2857
2009-10-06,0.0
2009-10-08,0.0
2009-10-14,-51.5152
2009-10-16,-27.5
2009-10-19,13.7931
2009-10-26,-9.0909
2009-10-29,0.0
2009-11-05,66.6667
2009-11-06,-40.0
2009-11-10,0.0
2009-11-11,-25.0
2009-11-12,55.5556
2009-11-13,0.0
2009-11-16,0.0
2009-11-18,0.0
2009-11-19,-11.4286
2009-11-30,-9.6774
2009-12-01,-14.2857
2009-12-02,16.6667
2009-12-08,-3.5714
2009-12-09,-11.1111
2009-12-11,0.0
2009-12-14,-6.25
2009-12-15,37.7778
2009-12-16,-43.5484
2009-12-17,0.0
2009-12-18,0.0
2009-12-28,0.0
2009-12-29,-20.0
2009-12-30,0.0
2010-01-05,67.8571
2010-01-12,17.0213
2010-01-13,-5.4545
2010-01-21,5.7692
2010-01-22,0.0
2010-01-25,-89.0909
2010-01-27,816.6667
2010-01-28,0.0
2010-02-01,0.0
2010-02-04,-72.7273
2010-02-10,20.0
2010-02-11,0.0
2010-02-26,11.1111
2010-03-11,0.0
2010-03-12,0.0
2010-03-15,0.0
2010-03-30,405.0
2010-03-31,-0.9901
2010-04-01,0.0
2010-04-05,-80.0
2010-04-13,400.0
2010-04-14,0.0
2010-04-16,0.0
2010-04-20,0.0
2010-05-04,0.0
2010-05-25,-80.0
2010-06-09,150.0
2010-06-10,0.0
2010-06-15,0.0
2010-06-24,0.0
2010-07-06,-20.0
2010-07-07,10.0
2010-07-12,0.0
2010-07-16,-0.0284
2010-07-20,-9.0651
2010-08-19,10.0
2010-08-25,-31.8182
2010-08-26,0.0
2010-09-02,0.0
2010-09-09,16.6667
2010-09-10,-28.5714
2010-09-15,0.0
2010-09-23,76.0
2010-09-27,0.0
2010-09-30,0.0
2010-10-01,0.0
2010-10-04,-43.1818
2010-10-06,76.0
2010-10-08,0.0
2010-10-19,0.0
2010-10-28,-43.1818
2010-11-04,0.0
2010-11-11,0.0
2010-11-15,76.0
2010-11-16,-81.8182
2010-11-17,147.5
2010-11-18,-74.7475
2010-11-19,200.0
2010-11-22,66.6667
2010-11-23,-40.0
2010-11-24,0.0
2010-11-29,0.0
2010-11-30,13.3333
2010-12-01,-11.7647
2010-12-03,0.0
2010-12-07,0.0
2010-12-09,6.6667
2010-12-13,-6.25
2010-12-17,33.3333
2010-12-20,0.0
2010-12-23,-5.0
2010-12-29,5.2632
2010-12-30,0.0
2010-12-31,0.0
2011-01-03,0.0
2011-01-04,0.0
2011-01-11,0.0
2011-01-12,0.0
2011-01-18,0.0
2011-01-24,25.0
2011-02-01,80.0
2011-02-03,-11.1111
2011-02-14,0.0
2011-02-23,-37.5
2011-02-25,0.0
2011-03-21,4.0
2011-03-25,15.3846
2011-03-31,16.6667
2011-04-08,-25.7143
2011-04-14,15.3846
2011-04-15,-16.6667
2011-04-26,-40.0
2011-06-01,-33.3333
2011-06-21,0.0
2011-06-24,-90.0
2011-07-07,65.0
2011-07-08,3.7879
2011-07-28,1359.854
2011-08-22,0.0
2011-11-08,-12.0
2011-11-16,-81.8182
2011-11-23,400.0
2011-12-07,-90.0
2011-12-09,-47.5
2011-12-19,376.1905
2011-12-21,99.75
2011-12-23,87.9224
2011-12-27,-94.6054
2011-12-29,196.2963
2012-03-19,0.0
2012-03-27,-65.0
2012-04-09,-4.7619
2012-05-17,0.0
2012-05-23,0.0
2012-06-19,400.0
2012-06-22,0.0
2012-06-25,0.0
2012-07-03,-20.0
2012-08-06,0.0
2012-09-20,-75.0
2012-09-26,0.0
2012-10-16,0.0
2012-11-01,0.0
2012-11-13,0.0
2012-11-19,0.0
2012-12-03,0.0
2012-12-20,0.0
2012-12-27,0.0
2012-12-28,400.0
2012-12-31,140.0
2013-01-02,108.3333
2013-01-03,31.0
2013-01-04,0.3435
2013-01-07,-33.0544
2013-01-09,-31.8182
2013-03-13,-90.0
2013-03-14,0.0
2013-04-29,33.3333
2013-05-02,0.0
2013-05-16,0.0
2013-05-22,0.0
2013-06-19,150.0
2013-06-20,20.0
2013-06-26,0.0
2013-06-27,25.0
2013-06-28,6.6667
2013-07-03,-50.0
2013-07-09,50.0
2013-07-12,0.0
2013-07-15,66.6667
2013-08-13,-40.0
2013-09-05,0.0
2013-09-17,0.0
2013-09-23,0.0
2013-09-24,0.0
2013-10-03,0.0
2013-10-15,0.0
2013-11-07,-82.5
2013-11-08,0.0
2013-11-15,0.0
2013-11-21,0.0
2013-12-05,0.0
2013-12-11,-4.7619
2013-12-13,0.0
2013-12-19,0.0
2013-12-26,-38.75
2013-12-27,0.0
2013-12-31,0.0
2014-01-15,-2.0408
2014-02-18,0.0
2014-03-19,66.6667
2014-04-08,0.0
2014-04-11,0.0
2014-04-21,0.0
2014-04-29,0.0
2014-09-10,1.25
2014-10-08,-1.2346
2014-11-18,110.0
2014-11-24,-4.7619
2014-11-26,0.0
2014-11-28,0.0
2014-12-01,0.0
2014-12-16,-25.0
2015-02-04,0.0
2015-05-08,-20.0
2015-08-10,25.0
2015-09-16,-26.6667
2015-09-23,90.9091
2015-09-28,-28.5714
2015-10-12,0.0
2015-10-20,6.6667
2015-11-02,0.0
2015-12-28,-25.0
2015-12-31,0.0
2016-05-13,50.0
2016-05-25,35.0694
2016-06-15,-25.964
2016-07-07,0.0
2016-12-16,0.0
2017-02-08,0.0
2017-02-17,0.0
2017-04-24,0.0
2017-04-27,17.7083
2017-05-17,-15.0442
2017-06-07,0.0
2017-09-26,0.0
2017-10-02,0.0
2017-10-11,0.0
2017-10-13,0.0
2017-10-24,177.7778
2017-10-26,-13.8
2017-12-19,-53.5963
2017-12-20,34.5
2017-12-27,-25.6506
2018-01-08,0.0
2018-01-11,0.0
2018-05-24,100.0
2018-06-06,0.0
2018-06-11,0.0
2018-06-19,0.0
2018-08-22,0.0
2018-09-05,-50.0
2018-09-20,25.0
2018-10-09,0.0
2018-10-10,-20.0
2019-01-02,25.0
2019-01-07,-20.0
2019-01-11,25.0
2019-02-19,-20.0
2019-03-26,0.0
2019-04-26,25.0
2019-07-25,-20.0
2019-09-17,0.0
2019-10-10,0.0
2019-11-19,-60.0
2020-01-30,25.0
2020-01-31,-20.0
2020-02-21,25.0
2020-03-02,0.0
2020-03-19,0.0
2020-04-03,-20.0
2020-04-21,0.0
2020-05-13,0.0
2020-05-18,0.0
2020-06-23,1.25
2020-07-08,-1.2346
