ticker,LIBC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-02-10,-0.7463
2000-04-25,0.0
2000-05-05,0.0
2000-05-18,0.0
2000-06-08,0.0
2000-07-26,2.2556
2000-08-17,0.7353
2000-10-23,-3.6496
2000-11-17,-0.7576
2000-11-29,0.7634
2000-12-05,3.0303
2001-01-30,-2.2059
2001-03-13,1.5038
2001-03-16,-1.4815
2001-03-19,0.0
2001-04-10,2.2556
2001-05-07,-2.9412000000000003
2001-05-08,0.0
2001-05-21,9.0909
2001-05-22,-6.9444
2001-06-22,4.7761
2001-10-10,-5.698
2001-10-30,5.7402
2001-12-03,-4.8571
2001-12-26,0.9009
2002-03-11,7.1429
2002-04-30,11.1111
2002-07-15,0.0
2002-09-05,-2.5
2002-10-08,7.6923
2002-11-08,-6.6667
2003-03-12,-3.0612
2003-03-25,0.0
2003-04-28,4.9474
2003-07-25,10.331
2003-12-26,-8.6364
2004-03-23,4.4776
2004-06-03,2.3810000000000002
2004-07-01,0.4651
2004-07-19,1.8519
2004-09-14,-2.0455
2004-09-16,2.3202
2005-03-30,-0.2268
2005-07-20,6.8182
2005-07-28,4.2553
2005-07-29,0.0
2005-08-30,2.0408
2005-10-25,2.0
2005-12-14,47.0588
2006-01-27,-30.6667
2006-03-29,14.4231
2006-06-14,2.521
2006-06-19,3.2787
2006-09-01,-0.7937
2006-09-07,2.4
2006-09-29,6.25
2006-10-02,0.0
2006-10-09,0.0
2006-12-22,0.2941
2007-01-04,4.1056
2007-01-05,0.0
2007-01-08,4.9296
2007-02-26,-2.0134
2007-03-08,0.274
2007-03-09,1.2295
2007-04-11,-0.5398
2007-05-01,0.0
2007-06-12,0.0
2007-07-17,-3.9349
2007-07-20,0.2825
2007-07-25,-1.4085
2007-07-26,-7.8571
2007-07-31,0.0
2007-08-14,2.3256
2007-08-16,-9.0909
2007-08-17,-0.8333
2007-09-10,7.563
2007-09-11,-9.375
2008-01-08,6.8966
2008-01-09,-3.2258
2008-01-18,-1.6667
2008-06-24,-10.5085
2008-09-03,-8.4848
2008-09-10,1.4073
2008-09-29,-2.0408
2008-10-07,-25.0
2008-10-10,0.0
2008-10-29,11.1111
2008-10-30,0.25
2008-11-05,9.7257
2008-11-21,0.2273
2008-12-10,-0.2268
2008-12-12,-9.0909
2009-02-12,0.25
2009-02-13,-0.2494
2009-02-26,0.0
2009-02-27,0.0
2009-03-05,-10.0
2009-03-20,0.0
2009-03-23,-10.7778
2009-03-24,12.0797
2009-07-22,1.4444
2009-07-24,0.2191
2009-07-27,-0.2186
2009-08-24,0.0
2009-10-30,58.8171
2009-11-02,-37.931
2009-11-12,1.3889
2009-12-02,0.0
2009-12-03,0.0
2010-02-16,-0.8219
2010-04-05,0.0
2010-08-05,-10.9945
2010-08-06,-6.5798
2010-08-13,2.99
2010-09-02,0.0
2010-10-21,3.2258
2010-10-26,0.0
2010-10-28,0.0
2010-12-07,1.875
2010-12-08,0.0
2011-02-09,-4.2945
2011-02-10,0.0
2011-03-01,0.0
2011-03-03,0.0
2011-03-15,0.0
2011-09-29,-3.8462
2011-12-12,-20.0
2011-12-23,0.8333
2012-09-10,-16.1157
2012-10-08,-1.1823
2013-01-23,4.6859
2013-03-12,-2.8571
2013-03-18,3.4314
2013-04-04,-1.4218
2013-07-24,5.7692
2013-08-02,0.0
2013-08-07,0.0
2013-09-24,0.0
2013-10-23,4.5455
2013-12-20,4.3478
2014-01-24,84.1667
2014-03-03,-47.9638
2014-03-18,7.8261
2014-03-19,-1.6129
2014-04-04,-1.6393
2014-05-06,0.0
2014-05-19,0.0
2014-09-19,0.0
2014-09-23,2.5
2014-12-18,-2.439
2015-03-10,0.0833
2015-05-04,4.0799
2015-06-08,0.0
2015-06-10,0.0
2015-06-22,0.0
2015-06-26,4.0
2015-07-29,0.0
2015-08-25,-3.8462
2015-09-23,0.4
2015-09-30,0.0
2015-10-26,3.6653000000000002
2015-11-11,0.0
2015-11-16,3.7663
2015-11-17,0.0
2015-12-07,0.0
2015-12-09,-3.6296
2016-01-20,3.7663
2016-01-21,-3.6296
2016-01-25,3.7663
2016-05-09,11.1111
2016-06-07,3.3333
2016-06-28,0.0
2016-07-01,0.0
2016-07-05,15.1613
2016-07-21,-13.1092
2016-08-24,3.1593
2016-10-07,0.0
2016-10-11,3.4375
2016-11-29,-0.3021
2016-12-08,9.0909
2016-12-09,0.5556
2016-12-19,11.8785
2017-02-23,-10.5185
2017-04-20,0.1656
2017-08-02,6.3361
2017-11-06,1.2953000000000001
2018-04-03,1.023
2018-05-04,1.2658
2019-01-03,0.0
2019-01-29,5.0
2019-02-21,9.5238
2019-03-18,8.6957
2019-03-19,4.0
2019-03-20,-10.5765
2019-04-15,1.1609
2019-05-30,1.1905000000000001
2019-09-09,1.1345
2019-09-10,0.0
2019-09-17,8.0183
2019-10-15,7.6923
2019-11-19,7.1429
2020-01-02,1.6667
2020-03-11,-11.4754
2020-03-16,-18.5185
2020-04-30,-4.0909
2020-05-12,0.0
2020-06-01,0.7109
2020-06-10,8.1882
2020-07-01,-0.609
