ticker,BOMN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-01-26,28.3333
2017-06-13,14.2857
2017-06-16,-40.0
2017-06-19,2.7273
2017-06-20,-2.5811
2017-06-21,3.4822
2017-06-22,-1.9020000000000001
2017-06-23,-0.1491
2017-06-26,0.8215
2017-06-27,-2.2222
2017-06-28,-0.7576
2017-06-29,0.7634
2017-06-30,-0.1136
2017-07-03,0.8722
2017-07-05,-1.2782
2017-07-06,1.5232
2017-07-07,-1.0503
2017-07-10,0.0758
2017-07-11,-0.0758
2017-07-12,-0.2274
2017-07-13,0.152
2017-07-14,-0.0759
2017-07-17,0.1519
2017-07-18,-0.1137
2017-07-19,-0.1139
2017-07-20,0.228
2017-07-21,-0.3033
2017-07-24,0.3042
2017-07-25,-0.0758
2017-07-26,-0.3035
2017-07-27,0.0761
2017-07-28,0.3042
2017-07-31,-0.3033
2017-08-01,0.0
2017-08-02,0.0
2017-08-03,0.3802
2017-08-04,1.8939
2017-08-07,-1.1152
2017-08-08,0.0
2017-08-09,0.3008
2017-08-10,0.4498
2017-08-11,0.0
2017-08-14,7.8358
2017-08-15,2.0761
2017-08-16,-6.7119
2017-08-17,3.9244
2017-08-18,-3.9161
2017-08-21,4.2213
2017-08-22,4.7486
2017-08-23,-0.4
2017-08-24,0.4016
2017-08-25,-1.2
2017-08-28,-0.2024
2017-08-29,1.217
2017-08-30,-0.6012
2017-08-31,-4.2339
2017-09-01,1.6139999999999999
2017-09-05,-0.5525
2017-09-06,4.4444
2017-09-07,-1.2633
2017-09-08,-0.8081
2017-09-11,7.6035
2017-09-12,1.5773000000000001
2017-09-13,0.559
2017-09-14,6.4237
2017-09-15,-10.9692
2017-09-18,1.4342
2017-09-19,1.0283
2017-09-20,1.8448
2017-09-21,2.1861
2017-09-22,-0.9169
2017-09-25,-4.6885
2017-09-26,0.6472
2017-09-27,1.4791
2017-09-28,-1.6477
2017-09-29,-0.1289
2017-10-02,4.5161
2017-10-03,-2.284
2017-10-04,1.4529
2017-10-05,0.9334
2017-10-06,1.0493999999999999
2017-10-09,1.0989
2017-10-10,3.5023999999999997
2017-10-11,-2.5671
2017-10-12,-2.0958
2017-10-13,-0.5505
2017-10-16,1.599
2017-10-17,0.1816
2017-10-18,-0.3021
2017-10-19,2.3636
2017-10-20,-1.421
2017-10-23,1.2012
2017-10-24,0.7122
2017-10-25,1.4732
2017-10-26,-0.7549
2017-10-27,0.6437
2017-10-30,1.4535
2017-10-31,1.6619000000000002
