ticker,RMG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-04-02,0.0
2019-04-04,0.1026
2019-04-05,-0.1025
2019-04-08,0.1026
2019-04-10,0.1025
2019-04-11,-0.3071
2019-04-29,0.0
2019-05-01,0.0
2019-05-02,0.0
2019-05-06,0.0
2019-05-09,0.0
2019-05-16,0.0
2019-05-20,0.1027
2019-05-24,-0.1026
2019-05-28,0.1027
2019-05-29,0.0
2019-05-30,-0.1026
2019-05-31,0.0
2019-06-10,-0.2053
2019-06-11,0.1543
2019-06-12,-0.1541
2019-06-13,0.3086
2019-06-14,-0.1026
2019-06-17,0.4107
2019-06-18,0.0
2019-06-25,-0.2045
2019-06-27,0.1025
2019-06-28,0.0
2019-07-01,0.0
2019-07-02,0.1024
2019-07-03,0.1022
2019-07-08,-0.2043
2019-07-11,2.5578
2019-07-12,-1.6956
2019-07-15,0.0
2019-07-16,-0.1015
2019-07-19,-0.1921
2019-07-23,-0.4185
2019-07-24,0.0
2019-07-31,1.227
2019-08-05,0.0
2019-08-07,-0.303
2019-08-08,-0.304
2019-08-14,-0.2033
2019-08-15,0.0
2019-08-20,0.1018
2019-08-21,0.0
2019-08-22,-0.1017
2019-08-26,0.0
2019-08-27,0.1894
2019-08-29,0.0142
2019-09-03,0.1016
2019-09-09,0.0
2019-09-11,0.0
2019-09-17,0.1015
2019-09-23,0.4037
2019-09-24,-0.2
2019-09-26,-0.3036
2019-10-02,0.0
2019-10-03,0.203
2019-10-04,0.0
2019-10-07,0.2026
2019-10-08,0.0
2019-10-10,-0.1011
2019-10-11,-0.1012
2019-10-17,0.0
2019-10-18,0.0
2019-10-21,-0.1013
2019-10-22,-0.1014
2019-10-24,0.0
2019-10-25,0.3046
2019-10-28,-0.3036
2019-11-05,0.0
2019-11-06,0.0
2019-11-07,0.1015
2019-11-08,0.0436
2019-11-11,0.2605
2019-11-13,-0.2022
2019-11-20,-0.0182
2019-11-21,0.1196
2019-11-25,0.1134
2019-11-27,0.2912
2019-11-29,0.0
2019-12-02,0.2016
2019-12-03,-0.2012
2019-12-04,0.0
2019-12-06,0.2016
2019-12-09,0.0
2019-12-10,0.1006
2019-12-11,-0.2573
2019-12-12,0.4595
2019-12-13,-0.2006
2019-12-16,-0.0975
2019-12-17,0.1982
2019-12-18,0.1004
2019-12-20,0.1003
2019-12-23,0.1002
2019-12-31,-0.1001
2020-01-02,0.0
2020-01-03,0.1002
2020-01-06,0.6006
2020-01-07,-0.3224
2020-01-08,0.024
2020-01-09,0.1996
2020-01-10,-0.1992
2020-01-13,0.1996
2020-01-14,-0.1992
2020-01-15,0.0998
2020-01-16,0.0997
2020-01-17,0.1992
2020-01-21,-0.0706
2020-01-22,-0.1283
2020-01-23,0.0
2020-01-27,0.0
2020-01-28,0.0996
2020-01-29,0.0
2020-01-30,0.0
2020-01-31,0.2985
2020-02-03,0.0
2020-02-04,0.0
2020-02-05,0.0
2020-02-06,0.0992
2020-02-07,0.0991
2020-02-10,-0.1267
2020-02-11,0.0278
2020-02-13,-0.1982
2020-02-14,0.0
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,-0.0993
2020-02-21,0.1988
2020-02-24,0.0992
2020-02-25,-0.1982
2020-02-26,0.0993
2020-02-27,0.0
2020-02-28,-0.2976
2020-03-12,-1.194
2020-03-13,-0.8056
2020-03-16,-1.5228000000000002
2020-03-17,-0.3093
2020-03-18,-0.9307
2020-03-19,-0.8351
2020-03-20,1.2631999999999999
2020-03-23,-0.7277
2020-03-24,1.5707
2020-03-25,1.5464
2020-03-26,1.1168
2020-03-27,0.4016
2020-03-30,-1.5
2020-03-31,0.7563
2020-04-01,-0.5491
2020-04-02,0.4053
2020-04-03,0.9082
2020-04-06,-1.0
2020-04-08,0.101
2020-04-14,0.4036
2020-04-15,0.0
2020-04-16,0.1508
2020-04-17,-0.3001
2020-04-21,0.6532
2020-04-23,-0.2
2020-04-27,0.2004
2020-04-29,-0.2
2020-04-30,0.0
2020-05-01,0.0
2020-05-05,-0.2004
2020-05-06,0.502
2020-05-13,-0.5994
2020-05-14,0.0101
2020-05-19,0.2774
2020-05-27,-0.0862
2020-06-01,0.3009
2020-06-02,0.0
2020-06-03,0.0
2020-06-04,0.0
2020-06-08,0.5
2020-06-17,0.4975
2020-06-18,0.198
2020-06-19,0.2964
2020-06-22,0.6897
2020-06-23,-0.2935
2020-06-24,-1.3739
2020-06-25,1.194
2020-06-26,0.4916
2020-06-29,-0.1957
2020-06-30,0.2941
2020-07-01,0.5865
2020-07-02,-1.1662
2020-07-06,0.295
2020-07-07,0.0
2020-07-08,0.0
2020-07-09,0.1961
2020-07-10,0.1957
2020-07-13,0.1953
2020-07-14,-0.076
2020-07-15,1.4416
2020-07-16,0.0
2020-07-17,0.0
2020-07-20,0.9615
2020-07-21,-0.4762
2020-07-22,0.4785
2020-07-23,-0.4762
2020-07-24,-0.1435
2020-07-27,-1.677
2020-07-28,1.5594999999999999
2020-07-29,0.096
2020-07-30,-0.767
2020-07-31,-1.6425
