ticker,DTSL US Equity
2006-11-09,-66.6667
2006-11-10,-20.0
2006-11-13,150.0
2006-11-16,-20.0
2006-11-20,25.0
2006-11-21,-40.0
2006-11-28,0.0
2006-11-29,0.0
2006-11-30,0.0
2006-12-07,16.6667
2006-12-08,-14.2857
2006-12-13,0.0
2006-12-18,0.0
2006-12-19,0.0
2006-12-27,0.0
2007-01-03,0.0
2007-01-05,0.0
2007-02-07,33.3333
2007-03-02,0.0
2007-03-30,0.0
2007-04-24,-12.5
2007-04-25,0.0
2007-04-26,0.0
2007-04-27,0.0
2007-05-14,28.5714
2007-05-17,0.0
2007-07-26,0.0
2007-08-17,-22.2222
2007-08-20,0.0
2007-09-20,0.0
2007-09-24,0.0
2007-09-27,28.5714
2007-10-17,-22.2222
2007-11-30,0.0
2007-12-06,0.0
2007-12-10,-14.2857
2007-12-14,16.6667
2008-01-04,0.0
2008-01-16,0.0
2008-01-25,28.5714
2008-01-28,0.0
2008-02-21,-11.1111
2008-02-22,0.0
2008-03-12,0.0
2008-03-14,-25.0
2008-04-07,-16.6667
2008-04-10,0.0
2008-04-17,0.0
2008-04-29,0.0
2008-05-20,-20.0
2008-05-29,0.0
2008-06-12,-25.0
2008-06-13,-33.3333
2008-06-17,0.0
2008-06-19,0.0
2008-06-25,-75.0
2008-10-01,-60.0
2008-12-17,4900.0
2008-12-30,0.0
2008-12-31,0.0
2009-01-05,0.0
2009-01-12,-10.0
2009-01-13,-33.3333
2009-01-14,-50.0
2009-01-15,0.0
2009-01-16,-33.3333
2009-03-05,50.0
2009-03-06,0.0
2009-03-12,-33.3333
2009-03-24,0.0
2009-03-25,50.0
2009-04-28,200.0
2009-04-29,-66.6667
2009-05-20,66.6667
2009-05-22,-50.0
2009-05-26,20.0
2009-05-27,3.3333
2009-06-01,4.8387
2009-06-05,-7.6923
2009-06-08,25.0
2009-06-12,-13.3333
2009-06-18,0.0
2009-06-19,0.0
2009-06-29,7.6923
2009-07-02,0.0
2009-07-07,3.7143
2009-07-08,-10.4683
2009-07-09,11.6923
2009-07-20,3.3058
2009-07-23,-3.2
2009-08-03,12.3967
2009-08-13,-10.5392
2009-10-19,12.3288
2009-10-22,0.4878
2010-02-24,-75.4854
2010-03-31,-20.7921
2010-04-14,-40.0125
2010-04-21,0.0208
2010-04-22,-18.75
2010-04-23,25.641
2010-04-26,0.0
2010-04-27,-10.2041
2010-04-28,0.0
2010-04-29,2.2727
2010-04-30,-37.7778
2010-05-03,-42.8571
2010-05-04,-6.25
2010-05-05,-20.0
2010-05-06,-8.3333
2010-05-07,0.0
2010-05-10,-9.0909
2010-05-11,-20.0
2010-05-12,50.0
2010-05-13,0.0
2010-05-14,-16.6667
2010-05-17,-30.0
2010-05-18,0.0
2010-05-19,42.8571
2010-05-20,-40.0
2010-05-21,0.0
2010-05-24,-16.6667
2010-05-25,20.0
2010-05-26,-33.3333
2010-05-27,-37.5
2010-05-28,-20.0
2010-06-01,0.0
2010-06-02,-5.0
2010-06-03,-36.8421
2010-06-04,-8.3333
2010-06-07,-9.0909
2010-06-08,15.0
2010-06-09,-14.7826
2010-06-10,-13.2653
2010-06-11,-5.8824
2010-06-14,-12.5
2010-06-15,-14.2857
2010-06-16,-16.6667
2010-06-17,74.0
2010-06-18,-42.5287
2010-06-21,0.0
2010-06-22,0.0
2010-06-23,-60.0
2010-06-24,100.0
2010-06-25,50.0
2010-06-28,-3.3333
2010-06-29,-1.7241
2010-06-30,22.807
2010-07-01,11.4286
2010-07-02,-23.0769
2010-07-06,-25.0
2010-07-07,0.0
2010-07-08,-11.1111
2010-07-09,-25.0
2010-07-12,0.0
2010-07-13,0.0
2010-07-14,0.0
2010-07-16,16.6667
2010-07-21,100.0
2010-07-22,35.7143
2010-07-23,0.0
2010-07-26,-26.3158
2010-07-27,-10.0
2010-07-28,11.1111
2010-07-29,1.4285999999999999
2010-07-30,12.6761
2010-08-02,8.75
2010-08-03,3.4483
2010-08-04,-11.1111
2010-08-05,-12.5
2010-08-06,7.1429
2010-08-09,6.6667
2010-08-10,-15.0
2010-08-11,-8.8235
2010-08-12,-3.2258
2010-08-13,0.0
2010-08-16,0.0
2010-08-17,3.3333
2010-08-18,-11.2903
2010-08-19,9.0909
2010-08-20,0.0
2010-08-23,0.0
2010-08-24,-25.0
2010-08-25,11.1111
2010-08-26,0.0
2010-08-27,-10.0
2010-08-30,-11.1111
2010-08-31,10.0
2010-09-01,2.2727
2010-09-02,-8.8889
2010-09-03,19.5122
2010-09-07,-14.2857
2010-09-08,9.5238
2010-09-09,-10.8696
2010-09-10,-2.439
2010-09-13,15.0
2010-09-14,-34.7826
2010-09-15,13.3333
2010-09-16,-5.8824
2010-09-17,-6.25
2010-09-20,0.0
2010-09-21,0.0
2010-09-22,0.0
2010-09-23,0.0
2010-09-24,0.0
2010-09-27,-36.6667
2010-09-28,-36.8421
2010-09-29,25.0
2010-09-30,-20.0
2010-10-01,0.0
2010-10-04,-16.6667
2010-10-05,20.0
2010-10-06,0.0
2010-10-07,-8.3333
2010-10-08,-9.0909
2010-10-11,-20.0
2010-10-12,-25.0
2010-10-13,-16.6667
2010-10-14,-20.0
2010-10-15,25.0
2010-10-18,80.0
2010-10-19,88.8889
2010-10-20,-29.4118
2010-10-21,0.0
2010-10-22,-25.0
2010-10-25,-11.1111
2010-10-26,-12.5
2010-10-27,-14.2857
2010-10-28,-33.3333
2010-10-29,75.0
2010-11-01,14.2857
2010-11-02,0.0
2010-11-03,25.0
2010-11-04,-10.0
2010-11-05,-33.3333
2010-11-08,0.0
2010-11-09,16.6667
2010-11-10,-28.5714
2010-11-11,0.0
2010-11-12,60.0
2010-11-15,12.5
2010-11-16,11.1111
2010-11-17,-20.0
2010-11-18,37.5
2010-11-19,-9.0909
2010-11-22,-30.0
2010-11-23,-14.2857
2010-11-24,-16.6667
2010-11-26,20.0
2010-11-29,-16.6667
2010-11-30,0.0
2010-12-01,40.0
2010-12-02,-14.2857
2010-12-03,-16.6667
2010-12-06,0.0
2010-12-07,0.0
2010-12-08,0.0
2010-12-09,-20.0
2010-12-10,0.0
2010-12-13,-25.0
2010-12-14,33.3333
2010-12-15,0.0
2010-12-16,-25.0
2010-12-17,0.0
2010-12-20,-33.3333
2010-12-21,0.0
2010-12-22,50.0
2010-12-23,0.0
2010-12-27,-33.3333
2010-12-28,0.0
2010-12-29,0.0
2010-12-30,50.0
2010-12-31,0.0
2011-01-03,0.0
2011-01-04,0.0
2011-01-05,-33.3333
2011-01-06,0.0
2011-01-07,0.0
2011-01-10,0.0
2011-01-11,0.0
2011-01-12,0.0
2011-01-13,50.0
2011-01-14,-33.3333
2011-01-18,0.0
2011-01-19,50.0
2011-01-20,-33.3333
2011-01-21,0.0
2011-01-24,0.0
2011-01-25,0.0
2011-01-26,0.0
2011-01-27,0.0
2011-01-28,0.0
2011-01-31,0.0
2011-02-01,0.0
2011-02-02,0.0
2011-02-03,0.0
2011-02-04,0.0
2011-02-07,0.0
2011-02-08,0.0
2011-02-09,0.0
2011-02-10,0.0
2011-02-11,0.0
2011-02-14,0.0
2011-02-15,50.0
2011-02-16,0.0
2011-02-17,0.0
2011-02-18,0.0
2011-02-22,0.0
2011-02-23,0.0
2011-02-24,0.0
2011-02-25,0.0
2011-02-28,0.0
2011-03-01,-33.3333
2011-03-02,0.0
2011-03-03,0.0
2011-03-04,0.0
2011-03-07,0.0
2011-03-08,0.0
2011-03-09,0.0
2011-03-10,0.0
2011-03-11,-50.0
2011-03-14,100.0
2011-03-15,-50.0
2011-03-16,100.0
2011-03-17,-50.0
2011-03-18,100.0
2011-03-21,0.0
2011-03-22,0.0
2011-03-23,-50.0
2011-03-24,100.0
2011-03-25,0.0
2011-03-28,0.0
2011-03-29,0.0
2011-03-30,0.0
2011-03-31,0.0
2011-04-01,0.0
2011-04-04,0.0
2011-04-05,0.0
2011-04-06,0.0
2011-04-07,-50.0
2011-04-08,0.0
2011-04-11,0.0
2011-04-12,0.0
2011-04-13,0.0
2011-04-14,0.0
2011-04-15,0.0
2011-04-18,0.0
2011-04-19,0.0
2011-04-20,0.0
2011-04-21,0.0
2011-04-25,0.0
2011-04-26,0.0
2011-04-27,0.0
2011-04-28,0.0
2011-04-29,0.0
2011-05-02,0.0
2011-05-03,0.0
2011-05-04,0.0
2011-05-05,0.0
2011-05-06,0.0
2011-05-09,0.0
2011-05-10,0.0
2011-05-11,0.0
2011-05-12,0.0
2011-05-19,0.0
2011-05-20,0.0
2011-05-23,0.0
2011-05-24,0.0
2011-06-01,0.0
2011-06-02,0.0
2011-06-07,0.0
2011-06-08,0.0
2011-06-09,0.0
2011-06-13,0.0
2011-06-20,0.0
2011-06-23,0.0
2011-06-24,0.0
2011-06-27,0.0
2011-06-30,0.0
2011-07-01,0.0
2011-07-05,0.0
2011-07-06,0.0
2011-07-08,0.0
2011-08-18,0.0
2011-09-20,0.0
2011-09-26,0.0
2011-10-19,0.0
2011-12-22,0.0
2012-01-04,0.0
2012-01-06,0.0
2012-01-10,0.0
2012-03-08,0.0
2012-07-12,0.0
2012-12-07,0.0
2012-12-11,0.0
2014-03-03,0.0
2014-08-04,0.0
2014-08-12,0.0
2014-08-13,0.0
2014-09-05,0.0
2014-09-24,0.0
2014-12-10,0.0
2014-12-11,0.0
2014-12-17,0.0
2014-12-19,0.0
2014-12-22,0.0
2014-12-23,0.0
2014-12-31,0.0
2015-01-02,0.0
2015-01-08,0.0
2015-02-04,0.0
2015-04-23,0.0
2015-07-09,0.0
2015-09-02,0.0
2015-10-19,0.0
2015-11-04,0.0
2016-01-06,0.0
2016-01-22,0.0
2016-04-05,0.0
2016-06-02,0.0
2016-07-28,-99.0
2016-08-31,9900.0
2016-10-14,0.0
2016-12-12,0.0
2017-01-25,0.0
2017-03-06,0.0
2017-03-16,0.0
2017-03-30,0.0
2017-04-07,-90.0
2017-05-01,900.0
2017-05-09,0.0
2017-06-02,0.0
2017-06-05,0.0
2017-06-07,-99.0
2017-07-17,0.0
2017-08-04,9900.0
2017-08-31,0.0
2017-10-31,-99.0
2017-11-07,0.0
2017-12-06,9900.0
2017-12-15,0.0
2017-12-18,0.0
2017-12-20,0.0
2017-12-26,0.0
2018-01-02,-90.0
2018-01-10,-90.0
2018-01-29,9900.0
2018-01-30,-99.0
2018-03-06,0.0
2018-03-09,9900.0
2018-06-13,0.0
2018-06-14,-50.0
2018-06-15,100.0
2018-06-29,0.0
2018-07-06,0.0
2018-07-20,0.0
2018-08-20,0.0
2018-09-04,0.0
2018-09-17,-99.0
2018-09-18,0.0
2018-09-24,9900.0
2018-09-27,0.0
2018-09-28,0.0
2018-10-04,0.0
2018-10-05,0.0
2018-10-15,0.0
2018-10-16,0.0
2018-10-17,0.0
2018-10-29,0.0
2018-11-09,0.0
2018-11-20,-98.0
2018-11-23,4900.0
2018-12-10,0.0
2018-12-20,-99.0
2019-01-02,9900.0
2019-01-03,0.0
2019-01-04,-99.0
2019-01-10,0.0
2019-01-22,9900.0
2019-03-13,0.0
2019-03-27,0.0
2019-04-04,-90.0
2019-05-13,-90.0
2019-05-14,0.0
2019-05-15,0.0
2019-06-27,0.0
2019-07-15,0.0
2019-07-23,9900.0
2019-09-03,0.0
2019-09-20,-99.0
2019-11-05,9900.0
2019-11-26,-99.0
2019-12-06,0.0
2019-12-18,0.0
2019-12-26,9900.0
2020-01-02,0.0
2020-01-08,0.0
2020-01-23,0.0
2020-01-24,-99.0
2020-02-13,4899.9999
2020-02-20,0.0
2020-02-21,0.0
2020-03-02,-98.0
2020-03-25,9900.0
2020-04-13,0.0
2020-04-16,0.0
2020-04-17,0.0
2020-04-20,0.0
2020-04-22,0.0
2020-04-29,-99.0
2020-05-11,9900.0
2020-05-15,0.0
2020-05-19,0.0
2020-05-27,-99.0
2020-06-02,9900.0
2020-06-03,0.0
2020-06-04,-99.0
2020-06-08,9900.0
2020-06-25,0.0
2020-07-13,0.0
2020-07-16,0.0
2020-07-21,0.0
2020-07-27,0.0
