ticker,TWAC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-02-22,-15.1515
2000-10-13,2.1429
2000-11-27,15.3846
2000-12-15,0.0
2001-10-02,3.0303
2002-05-21,14.7059
2002-05-22,1.0256
2002-08-12,2.5381
2003-04-28,-2.9703
2003-05-09,23.4694
2003-10-03,5.3719
2003-10-16,-12.9412
2003-10-17,6.3063
2004-03-22,1.6949
2004-05-13,2.0833
2004-09-29,8.1633
2004-10-12,13.2075
2006-02-06,13.0
2006-10-03,-1.1799
2007-05-02,-3.8806000000000003
2007-05-03,4.6584
2007-06-14,-3.635
2007-07-03,2.2325
2009-04-24,-9.6386
2010-03-02,-1.6667
2010-04-21,2.3729
2010-04-28,7.6159
2010-12-02,7.6923
2010-12-30,25.7143
2010-12-31,-2.2727
2011-07-28,-6.7442
2011-07-29,0.0
2011-11-11,-7.2318999999999996
2012-03-09,1.1694
2012-05-03,12.9268
2012-05-10,3.5294
2012-09-07,-13.6364
2012-09-21,2.6316
2012-12-20,-1.2821
2013-02-21,0.0
2013-09-16,-4.4156
2013-12-27,22.2826
2014-03-13,-22.2222
2014-04-25,0.5714
2014-05-06,9.375
2014-05-09,-7.5325
2014-07-10,-1.1236
2014-07-18,13.6364
2014-07-21,0.0
2014-07-28,-6.25
2014-08-21,0.0
2014-08-29,-4.0
2014-09-26,0.0
2014-09-29,0.5556
2014-10-08,0.0
2014-10-09,3.5911999999999997
2014-10-10,1.3333
2014-10-20,0.0
2014-10-21,-1.3158
2014-10-31,-2.1333
2014-11-14,0.0
2014-12-19,3.5422000000000002
2014-12-30,-1.3158
2015-01-02,2.6667
2015-01-20,1.2987
2015-02-12,0.0
2015-03-09,-3.8462
2015-03-10,0.0
2015-05-06,0.0
2015-05-15,6.6667
2015-11-20,-6.75
2016-02-25,4.5576
2016-12-14,8.9744
2017-05-08,4.8988
2017-07-28,-1.3054999999999999
2017-10-18,0.0
2018-01-26,2.2727
2018-03-12,-22.2222
2018-03-19,14.2857
2018-03-23,-6.25
2018-03-28,1.6
2018-04-03,-4.1995000000000005
2018-04-19,2.7397
2018-04-20,-6.6667
2018-05-04,-2.8571
2018-05-16,-4.1176
2018-05-18,1.227
2018-06-04,-0.303
2018-06-11,3.0395
2018-06-12,-1.0324
2018-06-14,1.3413
2018-09-17,-2.9412000000000003
2018-09-18,-4.2424
2018-11-27,1.2658
2018-12-17,0.0
2018-12-19,-3.125
2019-03-19,12.2581
2019-05-09,-6.6091999999999995
2019-05-20,-29.2308
2019-07-02,0.0
2019-07-12,-0.8696
2019-07-29,-4.386
2019-07-31,-11.9266
2019-08-02,0.0
2019-08-06,-4.1667
2019-08-09,-1.087
2019-08-22,-2.7473
2019-09-18,-5.0847
2019-09-23,-2.9762
2019-09-27,0.0
2019-11-19,7.362
2020-02-06,0.6286
2020-03-18,-10.8461
2020-03-24,1.9108
2020-03-27,0.0
2020-04-07,-3.125
2020-04-16,12.9032
2020-06-05,0.0
2020-06-22,0.0
2020-07-07,0.0
2020-07-14,-34.2857
