ticker,WRIT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-09-16,1233.3333
2009-09-24,0.0
2009-10-02,25.0
2009-10-28,-84.0
2009-10-29,-70.0
2009-10-30,-16.6667
2009-11-17,-90.0
2009-11-20,12.5
2009-12-02,700.0
2009-12-08,-44.4444
2009-12-29,-40.0
2010-02-19,200.0
2010-02-26,11.1111
2010-03-03,-10.0
2010-03-12,-73.6111
2010-03-15,-7.8947
2010-03-16,0.0
2010-03-17,-8.5714
2010-03-19,200.0
2010-03-22,-50.0
2010-03-23,0.0
2010-03-25,-4.1667
2010-03-26,-2.1739
2010-03-29,-11.1111
2010-03-31,-12.5
2010-04-01,14.2857
2010-04-23,-20.0
2010-05-05,0.0
2010-05-14,0.0
2010-05-25,-9.375
2010-05-28,-34.4828
2010-06-01,42.1053
2010-06-04,0.0
2010-06-09,-33.3333
2010-06-14,-22.2222
2010-06-16,0.0
2010-07-22,0.0
2010-07-29,0.0
2010-07-30,0.0
2010-08-10,-21.4286
2010-08-19,-9.0909
2010-08-20,-20.0
2010-08-23,-25.0
2010-08-24,0.0
2010-08-30,0.0
2010-09-02,0.0
2010-09-03,0.0
2010-09-07,-16.6667
2010-09-08,120.0
2010-09-09,-45.4545
2010-09-10,33.3333
2010-09-13,0.0
2010-09-14,25.0
2010-09-15,-40.0
2010-09-16,0.0
2010-09-21,0.0
2010-09-24,-16.6667
2010-09-27,0.0
2010-09-29,0.0
2010-09-30,20.0
2010-10-07,-50.0
2010-10-11,0.0
2010-10-14,66.6667
2010-10-15,20.0
2010-10-18,-16.6667
2010-10-20,60.0
2010-10-21,0.0
2010-10-27,0.0
2010-10-28,37.5
2010-10-29,145.4545
2010-11-01,-33.3333
2010-11-02,-22.2222
2010-11-03,28.5714
2010-11-04,122.2222
2010-11-05,-5.0
2010-11-08,-15.7895
2010-11-09,-43.75
2010-11-10,22.2222
2010-11-11,0.0
2010-11-12,-18.1818
2010-11-15,16.6667
2010-11-16,-9.5238
2010-11-17,15.7895
2010-11-18,-13.6364
2010-11-19,-26.3158
2010-11-22,14.2857
2010-11-23,0.0
2010-11-24,-18.75
2010-11-26,0.0
2010-11-29,0.0
2010-11-30,7.6923
2010-12-01,-7.1429
2010-12-02,7.6923
2010-12-03,-7.1429
2010-12-06,0.0
2010-12-08,-23.0769
2010-12-09,0.0
2010-12-10,10.0
2010-12-13,0.0
2010-12-14,0.0
2010-12-17,18.1818
2010-12-20,0.0
2010-12-21,-23.0769
2010-12-22,30.0
