ticker,PLYR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-02-15,5.0
2000-07-25,-7.1429
2001-02-27,0.8547
2001-03-13,6.7797
2001-03-28,-94.4444
2001-05-07,1628.5714
2001-05-08,2.314
2001-05-25,-4.6850000000000005
2001-05-31,0.0
2001-09-25,-4.2373
2001-10-09,-6.1947
2001-10-11,8.0
2001-11-01,6.3941
2002-01-31,-1.4778
2002-02-01,5.0
2002-04-10,-3.1746
2002-07-12,3.9344
2002-07-15,0.9464
2002-07-18,-2.6563
2002-07-19,1.6051
2003-02-03,6.4771
2003-02-11,-1.6320000000000001
2003-06-18,8.5973
2003-10-14,-5.5556
2003-10-16,1.4706000000000001
2003-10-30,4.6377
2003-11-06,2.4931
2003-11-24,0.0
2003-11-25,1.3514
2003-12-10,4.6667
2003-12-18,0.6369
2003-12-19,1.2658
2004-04-21,0.0
2004-12-27,5.0
2005-03-23,-2.3810000000000002
2005-03-30,7.3171
2005-04-01,0.0
2005-04-14,-6.25
2005-04-18,3.0303
2005-05-24,2.3529
2005-06-20,3.4483
2005-06-28,-0.5556
2005-08-15,0.6704
2005-08-22,2.1088
2005-09-12,-2.1739
2005-09-13,2.2222
2005-09-29,0.0
2005-10-11,2.1739
2005-10-12,-2.1277
2005-11-09,4.3478
2006-03-21,0.0
2006-03-24,2.0833
2006-05-15,-1.4285999999999999
2006-06-07,7.6605
2006-06-22,0.0
2006-07-18,0.0577
2006-09-14,-6.6884
2006-09-18,7.1061
2006-10-05,0.0
2007-03-30,-5.7692
2007-04-12,10.7143
2007-10-31,-2.3041
2007-11-02,4.717
2007-12-03,0.0
2008-02-08,14.4144
2008-03-19,-11.811
2008-03-28,7.1429
2008-04-02,3.1
2008-04-04,-3.0068
2008-05-08,-3.25
2008-05-28,1.6364999999999998
2008-06-11,0.4237
2008-06-24,-2.9536
2008-07-15,0.0
2008-07-18,-1.7391
2008-08-27,0.0
2008-09-15,-9.7345
2008-10-10,-9.3137
2008-10-14,4.7568
2008-10-31,-9.1847
2009-02-12,-3.4091
2009-02-18,-1.1764999999999999
2009-10-29,-9.5238
2009-12-17,0.0
2010-03-11,-13.1579
2010-03-12,-9.0909
2010-03-17,-13.3333
2010-03-18,0.0
2010-08-06,-29.8077
2010-08-17,-23.2877
2010-09-21,2.1429
2010-11-09,-16.0839
2010-11-19,0.0
2010-11-29,-8.3333
2010-11-30,0.0
2010-12-29,9.0909
2011-02-02,-8.3333
2011-05-03,-8.1818
2011-09-30,-20.7921
2011-12-28,-1.75
2012-02-16,0.5089
2012-06-27,-0.5063
2012-08-10,0.0
2012-09-07,0.0
2012-10-22,9.7964
2013-06-04,0.0
2013-07-01,-4.4032
2013-08-08,0.0
2013-08-23,4.6061
2013-09-12,0.0
2013-09-30,-18.8876
2013-10-01,14.2857
2013-12-02,-3.125
2014-02-25,3.2258
2014-05-12,-7.375
2014-07-08,7.9622
2014-08-04,-3.125
2014-08-05,0.0
2014-11-14,0.0
2015-03-27,1.9355
2015-04-30,0.0
2015-05-05,-11.3924
2015-05-06,10.7143
2015-05-12,0.0
2015-05-21,0.0
2015-06-16,0.0
2015-08-13,3.2258
2015-11-30,-3.125
2016-01-11,0.0
2016-06-24,-0.2581
2016-11-02,19.793
2016-11-17,0.0
2016-11-21,0.0
2016-11-22,0.432
2016-11-29,-15.5914
2016-12-09,13.3758
2016-12-21,-3.4831
2016-12-28,3.6088
2017-06-22,17.9775
2017-07-26,0.0
2017-07-27,-5.8095
2017-08-21,-3.9434
2017-08-24,3.1579
2017-10-18,-26.5306
2017-10-19,0.0
2017-10-20,-0.1597
2017-11-01,8.5066
2017-11-02,0.0
2017-12-05,-7.0513
2018-01-09,0.0
2018-03-05,13.7931
2018-05-03,3.5152
2018-05-15,0.1171
2018-06-22,1.7544
2018-07-25,3.4483
2018-08-29,0.0
2018-09-17,-13.8889
2018-11-06,9.6774
2018-12-14,-29.4118
2019-01-23,33.3333
2019-04-22,-12.5
2019-04-24,14.2857
2019-09-27,-12.5
