ticker,YUSG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-02-28,140.0
2007-03-01,0.0
2007-03-07,200.0
2007-10-05,-55.5556
2007-10-08,200.0
2008-02-20,-50.0
2008-02-22,0.0
2008-02-26,-16.6667
2008-03-03,0.0
2008-03-06,-20.0
2008-03-11,0.0
2008-03-12,0.0
2008-03-17,0.0
2008-03-19,0.0
2008-03-20,0.0
2008-04-03,0.0
2008-04-04,-5.0
2008-04-09,97.3684
2008-04-11,-49.3333
2008-04-15,5.2632
2008-04-16,0.0
2008-04-21,0.0
2008-04-22,0.0
2008-05-19,0.0
2008-06-03,0.0
2008-07-01,0.0
2008-07-03,-10.0
2008-08-06,-16.6667
2008-08-13,-13.3333
2008-08-19,-11.538499999999999
2008-08-29,0.0
2008-09-02,-12.1739
2008-09-04,-25.7426
2008-09-16,-6.6667
2008-09-18,0.0
2008-09-25,-7.1429
2008-09-26,-7.6923
2008-10-07,0.0
2008-10-23,-13.3333
2008-10-28,-13.461500000000001
2008-10-31,0.0
2008-11-05,-22.2222
2008-11-10,2.8571
2008-11-20,-44.4444
2009-01-21,0.0
2009-01-22,0.0
2009-01-23,-25.0
2009-01-30,0.0
2009-02-03,-33.3333
2009-02-05,-50.0
2009-03-24,-30.0
2009-04-08,0.0
2009-04-21,-42.8571
2009-06-23,100.0
2009-06-26,25.0
2009-07-02,-58.0
2009-08-14,4.7619
2009-09-08,15.9091
2010-07-29,96.0784
2010-08-27,-48.75
2010-10-22,95.122
2010-10-27,-39.0
2010-12-23,0.0
2011-01-03,63.9344
2011-01-04,0.0
2011-02-24,0.0
2011-09-28,0.0
2011-12-20,0.0
2012-01-31,-99.75
2012-12-05,7900.0
2013-03-20,0.0
2013-12-17,-50.0
2014-04-22,0.0
2014-06-30,182.0
2014-11-17,0.0
2015-08-28,-29.078
2015-08-31,25.0
2015-10-13,140.0
2015-10-14,-33.3333
2015-10-21,0.0
2015-11-03,-25.0
2015-12-07,0.0
2016-11-21,-96.3333
2017-08-23,1718.1818
2017-08-25,40.0
2017-08-31,60.7143
2017-09-11,-2.2222
2017-09-15,-43.1818
2017-10-09,40.0
2017-11-10,-28.5714
2017-12-13,-20.0
2017-12-21,0.0
2018-02-28,74.0
2018-03-28,-8.046
2018-06-27,0.0
2018-10-01,-21.875
2018-12-31,-11.2
2019-01-08,0.0
2019-03-04,35.1351
2019-03-05,0.0
2019-03-15,-20.0
2019-03-20,-8.3333
2019-04-09,45.4545
2019-04-10,9.375
2019-04-12,0.0
2019-04-15,26.2857
2019-04-18,-9.5023
2019-05-03,37.5
2019-05-06,-26.9091
2019-05-07,29.3532
2019-05-08,14.6154
2019-05-09,0.6711
2019-05-10,3.3333
2019-05-13,-35.1613
2019-05-14,9.4527
2019-05-15,-25.0
2019-06-07,21.8182
2019-06-12,24.3781
2019-06-13,-35.6
2019-06-18,67.7019
2019-06-24,-7.4074
2019-06-26,0.0
2019-07-24,-56.0
2019-07-25,127.2727
2019-07-26,-20.0
2019-07-29,2.5
2019-07-30,46.3415
2019-08-08,-30.0
2019-08-09,42.8571
2019-09-04,-6.3333
2019-09-05,-11.032
2019-09-06,-46.0
2019-09-09,39.2593
2019-09-27,-28.1862
2019-10-03,48.1372
2019-10-15,-32.5
2019-10-30,48.1481
2019-10-31,41.5
2019-11-01,-0.3534
2019-11-04,-21.9858
2019-11-08,15.9091
2020-01-07,-35.2941
2020-04-06,-28.4848
2020-04-21,0.0
2020-04-27,0.0
2020-05-13,0.0
2020-05-15,-2.5423999999999998
2020-05-18,0.0
2020-06-23,4.3478
2020-06-26,-8.3333
2020-07-29,-13.6364
