ticker,WVFC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.5641
2000-01-04,0.0
2000-01-05,-1.0526
2000-01-06,0.0
2000-01-07,2.1277
2000-01-10,2.0833
2000-01-11,-2.0408
2000-01-12,0.0
2000-01-13,-0.5208
2000-01-19,-0.5236
2000-01-21,-2.6316
2000-01-24,-0.5405
2000-01-26,2.1739
2000-01-27,-2.1277
2000-01-28,0.5435
2000-01-31,1.6216
2000-02-03,-0.234
2000-02-04,4.8649000000000004
2000-02-07,-3.0928
2000-02-08,-2.1277
2000-02-09,0.0
2000-02-10,0.5435
2000-02-11,0.0
2000-02-14,0.0
2000-02-15,0.0
2000-02-16,2.1622
2000-02-18,3.7037
2000-02-22,-2.0408
2000-02-23,0.0
2000-02-24,-4.1667
2000-02-25,0.0
2000-02-28,0.5435
2000-03-01,-0.5405
2000-03-02,-2.1739
2000-03-06,2.2222
2000-03-07,0.0
2000-03-10,0.0
2000-03-13,0.5435
2000-03-14,0.0
2000-03-15,0.8108
2000-03-16,-1.3405
2000-03-17,0.0
2000-03-20,0.0
2000-03-23,0.0
2000-03-24,0.5435
2000-03-27,-0.5405
2000-03-29,0.0
2000-03-30,0.5435
2000-03-31,0.0
2000-04-04,-0.5405
2000-04-05,0.5435
2000-04-06,-0.5405
2000-04-07,2.1739
2000-04-11,0.0
2000-04-12,-2.1277
2000-04-13,0.5435
2000-04-14,0.0
2000-04-17,-0.5405
2000-04-18,0.0
2000-04-20,0.0
2000-04-25,0.0
2000-04-26,0.0
2000-04-27,0.5435
2000-04-28,3.7838000000000003
2000-05-01,0.0
2000-05-02,-4.1667
2000-05-04,1.3913
2000-05-15,0.0
2000-05-16,0.0
2000-05-17,0.0
2000-05-19,2.1739
2000-05-22,-2.1277
2000-05-23,0.5435
2000-05-25,0.0
2000-05-26,-0.5405
2000-05-30,0.5435
2000-06-06,1.6216
2000-06-07,0.0
2000-06-09,0.0
2000-06-13,-1.5957
2000-06-15,0.0
2000-06-16,0.0
2000-06-22,0.0
2000-06-23,0.5405
2000-06-27,-0.5376
2000-06-28,0.0
2000-06-29,0.0
2000-06-30,0.0
2000-07-06,0.0
2000-07-07,0.0
2000-07-10,10.2703
2000-07-12,-4.902
2000-07-13,-0.5155
2000-07-14,0.0
2000-07-17,0.5181
2000-07-18,0.0
2000-07-19,3.0928
2000-07-21,-3.5
2000-07-24,0.0
2000-07-25,0.0
2000-07-27,0.0
2000-08-03,1.8446
2000-08-04,0.0
2000-08-08,4.1237
