ticker,AFML US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,-7.1429
2000-01-05,0.0
2000-01-07,34.6154
2000-01-10,-14.2857
2000-01-11,3.3333
2000-01-12,-19.3548
2000-01-19,-32.0
2000-01-20,41.1765
2000-01-21,16.6667
2000-01-25,-14.2857
2000-01-27,8.3333
2000-02-01,15.3846
2000-02-02,-20.0
2000-02-04,0.0
2000-02-07,25.0
2000-02-08,-20.0
2000-02-09,25.0
2000-02-10,10.0
2000-02-11,9.0909
2000-02-14,-11.1111
2000-02-15,18.75
2000-02-16,3.9474
2000-02-17,-24.0506
2000-02-18,-6.6667
2000-02-22,0.0
2000-02-23,14.2857
2000-02-24,-10.9375
2000-02-29,5.2632
2000-03-01,-6.6667
2000-03-02,0.0
2000-03-03,0.0
2000-03-07,0.0
2000-03-08,-7.1429
2000-03-10,-7.6923
2000-03-13,0.0
2000-03-14,-8.3333
2000-03-15,-18.1818
2000-03-16,19.4444
2000-03-17,-25.5814
2000-03-20,12.5
2000-03-21,11.1111
2000-03-22,5.0
2000-03-23,-16.6667
2000-03-24,-2.8571
2000-03-28,-2.9412000000000003
2000-03-30,51.5152
2000-03-31,-28.0
2000-04-03,5.5556
2000-04-04,-5.2632
2000-04-05,0.0
2000-04-07,0.0
2000-04-10,11.1111
2000-04-11,-15.0
2000-04-12,5.8824
2000-04-13,-27.7778
2000-04-14,23.0769
2000-04-17,-18.75
2000-04-18,-7.6923
2000-04-19,-8.3333
2000-04-20,0.0
2000-04-24,9.0909
2000-04-25,-8.3333
2000-04-26,9.0909
2000-04-27,0.0
2000-04-28,-25.0
2000-05-01,0.0
2000-05-04,0.0
2000-05-05,11.1111
2000-05-09,35.0
2000-05-10,0.0
2000-05-11,11.1111
2000-05-12,-23.3333
2000-05-15,30.4348
2000-05-16,-20.0
2000-05-18,-8.3333
2000-05-19,0.0
2000-05-22,45.4545
2000-05-23,-43.75
2000-05-24,-5.5556
2000-05-30,58.8235
2000-06-05,-33.3333
2000-06-08,5.5556
2000-06-09,0.0
2000-06-19,5.2632
2000-06-23,20.0
2000-06-26,-12.5
2000-06-27,19.0476
2000-06-29,-20.0
2000-07-03,-5.0
2000-07-05,0.0
2000-07-06,-5.2632
2000-07-07,5.5556
2000-07-11,5.2632
2000-07-12,-20.0
2000-07-14,0.0
2000-07-17,0.0
2000-07-18,-6.25
2000-07-19,20.0
2000-07-20,0.0
2000-07-21,11.1111
2000-07-24,-40.0
2000-07-25,16.6667
