ticker,GAMN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,3.7037
2000-01-04,-7.1429
2000-01-05,0.0
2000-01-06,-3.8462
2000-01-07,0.0
2000-01-10,10.0
2000-01-11,1.8182
2000-01-12,7.1429
2000-01-13,0.0
2000-01-14,-6.6667
2000-01-18,0.0
2000-01-19,-7.1429
2000-01-20,15.3846
2000-01-21,5.0
2000-01-24,-1.5873
2000-01-25,3.2258
2000-01-26,-1.5625
2000-01-27,-3.1746
2000-01-28,1.6393
2000-01-31,-1.6129
2000-02-01,-9.8361
2000-02-02,-3.6364
2000-02-03,-5.6604
2000-02-04,-6.0
2000-02-07,-14.8936
2000-02-08,15.0
2000-02-09,-2.7174
2000-02-10,-1.6760000000000002
2000-02-11,0.0
2000-02-14,2.2727
2000-02-15,11.1111
2000-02-16,4.0
2000-02-17,-15.3846
2000-02-18,-9.0909
2000-02-22,-20.0
2000-02-23,-25.0
2000-02-24,8.3333
2000-02-25,-7.6923
2000-02-28,-8.3333
2000-02-29,0.0
2000-03-01,9.0909
2000-03-02,0.0
2000-03-03,0.0
2000-03-06,-4.1667
2000-03-07,4.3478
2000-03-08,8.3333
2000-03-09,-7.6923
2000-03-10,0.0
2000-03-13,0.0
2000-03-14,8.3333
2000-03-15,-13.8462
2000-03-16,-1.7856999999999998
2000-03-17,9.0909
2000-03-20,-16.6667
2000-03-21,20.0
2000-03-22,0.0
2000-03-23,4.1667
2000-03-24,-4.0
2000-03-27,-25.0
2000-03-28,33.3333
2000-03-29,-16.6667
2000-03-30,-10.0
2000-03-31,22.2222
2000-04-03,-18.1818
2000-04-04,5.5556
2000-04-05,0.0
2000-04-06,-5.2632
2000-04-07,0.0
2000-04-10,0.0
2000-04-11,0.0
2000-04-12,-11.1111
2000-04-13,0.0
2000-04-14,-12.5
2000-04-17,0.0
2000-04-18,-14.2857
2000-04-19,33.3333
2000-04-20,-25.0
2000-04-24,-16.6667
2000-04-25,40.0
2000-04-26,-35.7143
2000-04-27,24.4444
2000-04-28,-24.1071
2000-05-01,5.8824
2000-05-02,11.1111
2000-05-04,2.4
2000-05-11,-12.1094
2000-05-12,0.0
2000-05-17,-11.1111
2000-05-18,-80.0
2000-05-22,0.0
2000-05-24,0.0
2000-05-25,0.0
2000-05-26,700.0
2000-05-30,7.5
2000-05-31,-76.7442
2000-06-05,-10.0
2000-06-07,38.8889
2000-06-09,100.0
2000-06-12,20.0
2000-06-13,70.0
2000-06-14,3.9215999999999998
2000-06-15,-37.7358
