ticker,QLIS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-02-02,8.5714
2007-02-05,7.8947
2007-02-06,-3.9024
2007-02-07,9.1371
2007-02-08,2.3256
2007-02-09,-4.5455
2007-02-12,2.3810000000000002
2007-02-13,11.6279
2007-02-14,0.4167
2007-02-15,3.7344
2007-02-16,2.0
2007-02-20,-0.7843
2007-02-21,0.7905
2007-02-22,-1.1764999999999999
2007-02-23,3.9683
2007-02-26,6.8702
2007-02-27,-3.2143
2007-02-28,-7.3801
2007-03-01,0.3984
2007-03-02,5.1587
2007-03-05,-3.7736
2007-03-06,4.7059
2007-03-07,-2.6217
2007-03-08,3.8462
2007-03-09,-5.5556
2007-03-12,-5.8824
2007-03-13,-6.25
2007-03-14,-1.3333
2007-03-15,26.1261
2007-03-16,-3.5714
2007-03-19,-1.8519
2007-03-20,-8.3019
2007-03-21,2.0576
2007-03-22,10.8871
2007-03-23,-7.2727
2007-03-26,-1.9607999999999999
2007-03-27,-4.0
2007-03-28,-1.6667
2007-03-29,6.7797
2007-03-30,-2.7778
2007-04-02,1.2245
2007-04-03,8.871
2007-04-04,-5.5556
2007-04-05,9.8039
2007-04-09,-0.3571
2007-04-10,0.7168
2007-04-11,-2.1352
2007-04-12,10.9091
2007-04-13,-1.6393
2007-04-16,6.6667
2007-04-17,0.0
2007-04-18,-6.25
2007-04-19,-0.6667
2007-04-20,0.3356
2007-04-23,-6.3545
2007-04-24,5.3571
2007-04-25,6.1017
2007-04-26,-6.0703
2007-04-27,0.3401
2007-04-30,5.0847
2007-05-01,0.0
2007-05-02,4.8387
2007-05-03,0.0
2007-05-04,-0.6154
2007-05-07,10.8359
2007-05-08,-0.838
2007-05-09,-2.8169
2007-05-10,-3.7681
2007-05-11,2.4096
2007-05-14,-5.2941
2007-05-15,3.7267
2007-05-16,-10.1796
2007-05-17,-2.0
2007-05-18,-2.3810000000000002
2007-05-21,9.4077
2007-05-22,-1.5924
2007-05-23,-1.6181
2007-05-24,-7.8947
2007-05-25,-6.4286
2007-05-29,-8.0153
2007-05-30,-7.4689
2007-05-31,4.0359
2007-06-01,-3.4483
2007-06-04,2.6786
2007-06-05,-3.0435
2007-06-06,-1.3453
2007-06-07,-6.8182
2007-06-08,-8.7805
2007-06-11,-1.0695000000000001
2007-06-12,-5.9459
2007-06-13,-13.7931
2007-06-14,44.0
2007-06-15,-14.3519
2007-06-18,10.8108
2007-06-19,4.878
2007-06-20,-1.8605
2007-06-21,9.0047
2007-06-22,3.0435
