ticker,CNTTQ US Equity
2018-01-25,-4.3335
2018-01-26,0.6025
2018-01-29,-6.2888
2018-01-30,-6.4141
2018-01-31,0.3049
2018-02-01,-8.7015
2018-02-02,-10.7334
2018-02-05,-3.0582
2018-02-06,7.682
2018-02-07,-3.3583
2018-02-08,-3.9453
2018-02-09,-1.2562
2018-02-12,9.6194
2018-02-13,0.2276
2018-02-14,0.8855
2018-02-15,3.5178000000000003
2018-02-16,-4.3834
2018-02-20,3.4532
2018-02-21,-0.6525
2018-02-22,0.889
2018-02-23,-4.2649
2018-02-26,-2.8
2018-02-27,-8.3947
2018-02-28,6.1093
2018-03-01,2.3939
2018-03-02,3.433
2018-03-05,2.1144
2018-03-06,-2.4896
2018-03-07,-2.1077
2018-03-08,-2.1575
2018-03-09,-2.2268
2018-03-12,0.4457
2018-03-13,3.4565
2018-03-14,-0.5306
2018-03-15,-2.0287
2018-03-16,-1.9327999999999999
2018-03-19,0.1066
2018-03-20,-0.7083
2018-03-21,1.3351
2018-03-22,-3.5736
2018-03-23,0.975
2018-03-26,-0.0098
2018-03-27,-0.0532
2018-03-28,-6.5303
2018-03-29,3.6103
2018-04-02,-8.9304
2018-04-03,-7.0665
2018-04-04,5.3225
2018-04-05,0.7912
2018-04-06,-3.9872
2018-04-09,-7.7358
2018-04-10,2.6585
2018-04-11,1.4422
2018-04-12,0.1296
2018-04-13,7.8662
2018-04-16,-0.2927
2018-04-17,-7.9139
2018-04-18,0.198
2018-04-19,6.8715
2018-04-20,1.4498
2018-04-23,0.1367
2018-04-24,-0.537
2018-04-25,-3.9183
2018-04-26,0.4857
2018-04-27,1.0331
2018-04-30,1.4841
2018-05-01,2.884
2018-05-02,1.4674
2018-05-03,7.3463
2018-05-04,7.9651
2018-05-07,7.8021
2018-05-08,-1.0206
2018-05-09,-0.1862
2018-05-10,-0.5739
2018-05-11,6.0606
2018-05-14,6.1224
2018-05-15,-3.8462
2018-05-16,-8.0343
2018-05-17,0.1822
2018-05-18,-0.8683
2018-05-21,-1.4599
2018-05-22,4.1695
2018-05-23,-1.7271
2018-05-24,-2.5427
2018-05-25,-1.7269999999999999
2018-05-29,-0.5742
2018-05-30,0.7447
2018-05-31,-2.3986
2018-06-01,-1.2349
2018-06-04,1.6745
2018-06-05,5.1546
2018-06-06,3.9227
2018-06-07,-5.0986
2018-06-08,0.6367
2018-06-11,-2.2103
2018-06-12,-6.8801
2018-06-13,-2.1831
2018-06-14,1.4668999999999999
2018-06-15,1.8357
2018-06-18,4.2268
2018-06-19,1.3897
2018-06-20,2.4184
2018-06-21,-1.3102
2018-06-22,1.0015
2018-06-25,-5.9863
2018-06-26,-2.2117
2018-06-27,-6.1842
2018-06-28,3.6644
2018-06-29,-0.9653
2018-07-03,1.228
2018-07-05,-0.8633
2018-07-06,-0.015
2018-07-09,-1.9542000000000002
2018-07-10,-0.2617
2018-07-11,0.0026
2018-07-12,-1.7094
2018-07-13,-1.8296999999999999
2018-07-16,-7.7556
2018-07-17,0.0576
2018-07-18,5.1678
2018-07-19,-3.0887000000000002
2018-07-20,-2.2147
2018-07-23,4.8812
2018-07-24,-0.3149
2018-07-25,-2.7391
2018-07-26,-5.303
2018-07-27,2.7039999999999997
2018-07-30,0.7822
2018-07-31,1.8285
2018-08-01,-2.277
2018-08-02,-0.8369
2018-08-03,-1.263
2018-08-06,-2.8241
2018-08-07,-0.0494
2018-08-08,2.3628
2018-08-09,4.3424
2018-08-10,-0.5926
2018-08-13,-2.4615
2018-08-14,3.7934
2018-08-15,12.9956
2018-08-16,-4.7223
2018-08-17,6.7817
2018-08-20,4.7351
2018-08-21,-0.7346
2018-08-22,1.5591
2018-08-23,-0.6275
2018-08-24,16.252
2018-08-27,4.9851
2018-08-28,-9.2903
2018-08-29,6.6856
2018-08-30,6.2667
2018-08-31,0.2509
2018-09-04,2.6283
2018-09-05,-6.2483
2018-09-06,5.9805
2018-09-07,-4.8138
2018-09-10,15.0196
2018-09-11,2.6906
2018-09-12,4.441
2018-09-13,-13.482
2018-09-14,1.509
2018-09-17,4.0479
2018-09-18,6.6996
2018-09-19,-0.5602
2018-09-20,7.8961
2018-09-21,-2.4084
2018-09-24,-2.7317
2018-09-25,2.1053
2018-09-26,-0.9701
2018-09-27,-7.3715
2018-09-28,10.6813
2018-10-01,-1.7079
2018-10-02,-4.3905
2018-10-03,0.9743
2018-10-04,-0.7901
2018-10-05,0.525
2018-10-08,6.1159
2018-10-09,-3.7412
2018-10-10,1.5756000000000001
2018-10-11,5.9142
2018-10-12,3.9406
2018-10-15,7.603
2018-10-16,-8.9776
2018-10-17,0.3213
2018-10-18,-1.7208
2018-10-19,-10.0195
2018-10-22,-11.3222
2018-10-23,-5.5189
2018-10-24,-0.2839
2018-10-25,-0.3364
2018-10-26,-1.623
2018-10-29,-16.8523
2018-10-30,2.7603
2018-10-31,7.9780999999999995
2018-11-01,-1.7953000000000001
2018-11-02,0.9468
2018-11-05,3.4098
2018-11-06,4.5588
2018-11-07,2.9161
2018-11-08,-6.633
2018-11-09,-8.0819
2018-11-12,-6.6448
2018-11-13,-4.2024
2018-11-14,-6.8072
2018-11-15,28.0866
2018-11-16,-10.5449
2018-11-19,-4.0222
2018-11-20,0.8935
2018-11-21,0.8497
2018-11-23,3.8561
2018-11-26,-3.2761
2018-11-27,2.8484
2018-11-28,2.6566
2018-11-29,-4.4592
2018-11-30,-2.0849
2018-12-03,-2.4121
2018-12-04,-6.2937
2018-12-06,0.7698
2018-12-07,3.3138
2018-12-10,-4.3756
2018-12-11,7.5894
2018-12-12,-3.4206
2018-12-13,-4.3335
2018-12-14,-1.4761
2018-12-17,-4.6868
2018-12-18,0.6898
2018-12-19,-4.8242
2018-12-20,-4.7564
2018-12-21,-5.0526
2018-12-24,8.6829
2018-12-26,2.0075
2018-12-27,-6.208
2018-12-28,7.6702
2018-12-31,-4.4818
2019-01-02,7.6799
2019-01-03,-0.9281
2019-01-04,4.1825
2019-01-07,2.0301
2019-01-08,3.0439
2019-01-09,9.6581
2019-01-10,-0.0421
2019-01-11,-0.8806
2019-01-14,2.5641
2019-01-15,-4.4586
2019-01-16,4.0
2019-01-17,0.9615
2019-01-18,-1.4285999999999999
2019-01-22,10.2947
2019-01-23,-3.7302999999999997
2019-01-24,-0.9661
2019-01-25,5.1868
2019-01-28,3.4038
2019-01-29,-2.1485
2019-01-30,0.7194
2019-01-31,10.0129
2019-02-01,-2.8036
2019-02-04,3.0167
2019-02-05,1.7923
2019-02-06,-4.5923
2019-02-07,1.2212
2019-02-08,-1.847
2019-02-11,-2.4194
2019-02-12,8.6777
2019-02-13,-0.7554
2019-02-14,1.0051
2019-02-15,2.9103
2019-02-19,6.3055
2019-02-20,1.3118
2019-02-21,6.3199
2019-02-22,3.0317
2019-02-25,-5.6501
2019-02-26,1.6556
2019-02-27,0.5429
2019-02-28,-1.4039
2019-03-01,3.2859
2019-03-04,-4.3478
2019-03-05,-0.6652
2019-03-06,-0.1116
2019-03-07,-7.1508
2019-03-08,-0.1203
2019-03-11,6.2651
2019-03-12,-0.907
2019-03-13,1.8307
2019-03-14,-1.4607
2019-03-15,1.2543
2019-03-18,6.982
2019-03-19,3.2632
2019-03-20,-0.9174
2019-03-21,2.4691
2019-03-22,-3.3133
2019-03-25,-1.8692
2019-03-26,3.5979
2019-03-27,2.5536
2019-03-28,-19.2231
2019-03-29,-4.3157
2019-04-01,3.2216
2019-04-02,-3.6205
2019-04-03,-3.2383
2019-04-04,-1.4726
2019-04-05,3.5326
2019-04-08,1.8373
2019-04-09,-4.6392
2019-04-10,0.9459
2019-04-11,-5.8902
2019-04-12,1.9915
2019-04-15,-4.1841
2019-04-16,-0.4367
2019-04-17,6.2865
2019-04-18,-2.2008
2019-04-22,3.3755
2019-04-23,-1.2245
2019-04-24,4.1322
2019-04-25,-0.5291
2019-04-26,-2.9255
2019-04-29,-1.3699
2019-04-30,-6.1111
2019-05-01,-4.7337
2019-05-02,-13.1988
2019-05-03,8.229
2019-05-06,-1.157
2019-05-07,-3.5117000000000003
2019-05-08,1.3865
2019-05-09,-4.2735
2019-05-10,7.1429
2019-05-13,-4.5
2019-05-14,6.1082
2019-05-15,2.1382
2019-05-16,-2.0934
2019-05-17,-1.6447
2019-05-20,-2.5084
2019-05-21,0.8576
2019-05-22,0.3401
2019-05-23,-3.5593
2019-05-24,0.5272
2019-05-28,2.7972
2019-05-29,-4.5918
2019-05-30,-2.3173
2019-05-31,-3.8321
2019-06-03,-1.8975
2019-06-04,2.5145
2019-06-05,-1.1320999999999999
2019-06-06,-0.5725
2019-06-07,0.7678
2019-06-10,2.2857
2019-06-11,-1.1173
2019-06-12,-1.3183
2019-06-13,-4.5802
2019-06-14,0.0
2019-06-17,0.0
2019-06-18,-1.4
2019-06-19,8.924900000000001
2019-06-20,-2.9795
2019-06-21,-2.3033
2019-06-24,1.5716999999999999
2019-06-25,-2.9013999999999998
2019-06-26,-0.996
2019-06-27,0.2012
2019-06-28,0.8032
2019-07-01,1.992
2019-07-02,-2.9297
2019-07-03,2.2133
2019-07-05,-2.7559
2019-07-08,-22.4696
2019-07-09,-6.0052
2019-07-10,-12.2222
2019-07-11,-1.5823
2019-07-12,-17.0418
2019-07-15,18.6047
2019-07-16,-10.1307
2019-07-17,4.0
2019-07-18,2.4476
2019-07-19,-5.4608
2019-07-22,-1.444
2019-07-23,-4.0293
2019-07-24,-22.1374
2019-07-25,-4.4118
2019-07-26,16.9231
2019-07-29,-4.386
2019-07-30,-1.3761
2019-07-31,9.3023
2019-08-01,-7.234
2019-08-02,4.1284
2019-08-05,-4.4053
2019-08-06,0.9217
2019-08-07,-0.9132
2019-08-08,3.6866
2019-08-09,40.8889
2019-08-12,-26.8139
2019-08-13,-3.8792999999999997
2019-08-14,-4.9327
2019-08-15,-6.6038
2019-08-16,6.0606
2019-08-19,-3.8095
2019-08-20,-2.9703
2019-08-21,-5.102
2019-08-22,3.7634
2019-08-23,-4.1451
2019-08-26,-4.3243
2019-08-27,-4.5198
2019-08-28,-1.1834
2019-08-29,7.1856
2019-08-30,-2.7933
2019-09-03,-5.7471
2019-09-04,0.6098
2019-09-05,6.6667
2019-09-06,1.1364
2019-09-09,-7.3034
2019-09-10,1.8182
2019-09-11,-1.1905000000000001
2019-09-12,-3.012
2019-09-13,0.0
2019-09-16,-6.8323
2019-09-17,-14.0
2019-09-18,-1.5504
2019-09-19,7.874
2019-09-20,-4.3796
2019-09-23,-1.5267
2019-09-24,-8.5271
2019-09-25,-4.2373
2019-09-26,6.1947
2019-09-27,0.0
2019-09-30,-6.6667
2019-10-01,0.0
2019-10-02,-4.4643
2019-10-03,3.7382999999999997
2019-10-04,-1.8018
2019-10-07,-0.9174
2019-10-08,-3.7037
2019-10-09,0.0
2019-10-10,-13.9327
2019-10-11,2.5472
2019-10-14,13.3021
2019-10-15,32.6923
2019-10-16,-4.3478
2019-10-17,3.7879
2019-10-18,-3.6496
2019-10-21,3.0303
2019-10-22,-2.2059
2019-10-23,-1.5038
2019-10-24,1.5267
2019-10-25,-8.2707
2019-10-28,-5.7377
2019-10-29,-6.087
2019-10-30,0.8889
2019-10-31,3.7077999999999998
2019-11-01,6.1947
2019-11-04,5.0
2019-11-05,-6.3492
2019-11-06,-5.0847
2019-11-07,-8.0357
2019-11-08,0.9709
2019-11-11,0.0
2019-11-12,-5.7692
2019-11-13,-0.7449
2019-11-14,-8.5021
2019-11-15,-1.7079
2019-11-18,-8.9163
2019-11-19,5.4844
2019-11-20,6.8769
2019-11-21,6.4678
2019-11-22,-5.8971
2019-11-25,0.7124
2019-11-26,-7.8785
2019-11-27,-0.7904
2019-11-29,-3.6696999999999997
2019-12-02,-2.9574
2019-12-03,0.9298
2019-12-04,-0.7677
2019-12-05,1.7793
2019-12-06,6.9685
2019-12-09,7.7677
2019-12-10,-8.1319
2019-12-11,-2.0933
2019-12-12,2.358
2019-12-13,0.752
2019-12-16,1.9784000000000002
2019-12-17,0.6738
2019-12-18,-2.1117
2019-12-19,-0.4951
2019-12-20,-0.9833
2019-12-23,-2.1297
2019-12-24,0.2445
2019-12-26,-0.0122
2019-12-27,-1.5856
2019-12-30,8.3901
2019-12-31,6.0256
2020-01-02,4.0656
2020-01-03,12.9534
2020-01-06,9.1743
2020-01-07,-11.7647
2020-01-08,0.0
2020-01-09,0.9524
2020-01-10,0.0
2020-01-13,0.0
2020-01-14,4.717
2020-01-15,5.4054
2020-01-16,0.0
2020-01-17,0.8547
2020-01-21,-0.8475
2020-01-22,-2.5641
2020-01-23,-2.6316
2020-01-24,-4.5045
2020-01-27,1.8868
2020-01-28,4.6296
2020-01-29,-0.885
2020-01-30,-3.5714
2020-01-31,-0.9259
2020-02-03,-2.8037
2020-02-04,0.0
2020-02-05,-1.9231
2020-02-06,-2.451
2020-02-07,-5.9094999999999995
2020-02-10,-3.6317
2020-02-11,-1.2414
2020-02-12,-9.3603
2020-02-13,-0.2972
2020-02-14,4.3219
2020-02-18,1.2976
2020-02-19,-3.8312
2020-02-20,2.7252
2020-02-21,-1.4394
2020-02-24,-4.0072
2020-02-25,-4.0739
2020-02-26,-1.6909
2020-02-27,-10.0267
2020-02-28,-5.1571
2020-03-02,4.6719
2020-03-03,-2.5078
2020-03-04,2.113
2020-03-05,-3.9135999999999997
2020-03-06,-6.367
2020-03-09,-22.1667
2020-03-10,11.349
2020-03-11,-2.4423
2020-03-12,-6.9387
2020-03-13,1.6945999999999999
2020-03-16,-1.0623
2020-03-17,-5.2842
2020-03-18,-11.0914
2020-03-19,4.975
2020-03-20,9.645199999999999
2020-03-23,6.4075
2020-03-24,4.8173
2020-03-25,30.4576
2020-03-26,10.4642
2020-03-27,-5.1350999999999996
2020-03-30,-9.1168
2020-04-15,-84.3574
2020-04-16,-56.9138
2020-04-17,-30.2326
2020-04-20,131.6667
2020-04-21,52.518
2020-04-22,41.5094
2020-04-23,53.3333
2020-04-24,65.2174
2020-04-27,50.0
2020-04-28,-16.5439
2020-04-29,-3.3004
2020-04-30,-19.5652
2020-05-01,-16.2162
2020-05-04,-6.4516
2020-05-05,20.6897
2020-05-06,-8.5714
2020-05-07,-6.25
2020-05-08,-1.3333
2020-05-11,-3.6824
2020-05-12,-1.7538
2020-05-13,-0.0357
2020-05-14,-5.4286
2020-05-15,-1.8127
2020-05-18,-3.8462
2020-05-19,1.96
2020-05-20,-5.8454
2020-05-21,4.125
2020-05-22,-0.5602
2020-05-26,-6.4386
2020-05-27,3.2688
2020-05-28,-1.2911000000000001
2020-05-29,94.1772
2020-06-01,15.167300000000001
2020-06-02,-13.2075
2020-06-03,4.3478
2020-06-04,-4.1667
2020-06-05,4.7826
2020-06-08,-1.8672
2020-06-09,-0.6342
2020-06-10,-5.4468
2020-06-11,-14.4914
2020-06-12,18.4211
2020-06-15,-1.6444
2020-06-16,-5.2192
2020-06-17,-7.0322
2020-06-18,0.0
2020-06-19,4.6154
2020-06-22,2.9412000000000003
2020-06-23,-0.0476
2020-06-24,-5.9076
2020-06-25,-3.8228
2020-06-26,0.0
2020-06-29,-7.8705
2020-06-30,-2.8571
2020-07-01,-1.7647
2020-07-02,-4.2216
2020-07-06,11.3786
2020-07-07,-7.4094999999999995
2020-07-08,4.365
2020-07-09,-7.2756
2020-07-10,0.2349
2020-07-13,4.1562
2020-07-14,-3.9904
2020-07-15,-4.0625
2020-07-16,2.6384
2020-07-17,1.2377
2020-07-20,-2.8213
2020-07-21,4.7097
2020-07-22,-4.1282
2020-07-23,8.9332
2020-07-24,1.5634000000000001
2020-07-27,-12.8667
2020-07-28,3.3333
2020-07-29,2.129
2020-07-30,5.5907
2020-07-31,-1.7948
