ticker,POWI US Equity
2000-05-22,-3.0928
2000-05-23,-9.0426
2000-05-24,0.0
2000-05-25,-6.4327
2000-05-26,0.0
2000-05-30,15.9375
2000-05-31,0.2695
2000-06-01,7.7957
2000-06-02,7.2318999999999996
2000-06-05,-1.8605
2000-06-06,-5.2133
2000-06-07,4.5
2000-06-08,6.2201
2000-06-09,6.7568
2000-06-12,-4.2194
2000-06-13,-5.2863
2000-06-14,-7.907
2000-06-15,1.0101
2000-06-16,-2.75
2000-06-19,0.2571
2000-06-20,0.7692
2000-06-21,7.888
2000-06-22,16.0377
2000-06-23,-9.1463
2000-06-26,-3.5794
2000-06-27,-11.1369
2000-06-28,-4.4386
2000-06-29,6.0109
2000-06-30,-2.8350999999999997
2000-07-03,2.122
2000-07-05,-7.013
2000-07-06,0.2793
2000-07-07,4.4568
2000-07-10,1.8667
2000-07-11,1.5707
2000-07-12,5.9277999999999995
2000-07-13,1.4599
2000-07-14,-5.9952
2000-07-17,6.6327
2000-07-18,-3.3493
2000-07-19,-11.1386
2000-07-20,6.546
2000-07-21,-11.1111
2000-07-24,-1.7647
2000-07-25,4.7904
2000-07-26,-1.4285999999999999
2000-07-27,-14.4928
2000-07-28,-4.0678
2000-07-31,9.1873
2000-08-01,-4.8544
2000-08-02,-2.7211
2000-08-03,-4.1958
2000-08-04,1.8248
2000-08-07,1.4337
2000-08-08,8.1272
2000-08-09,-1.3072
2000-08-10,-1.9868000000000001
2000-08-11,2.027
2000-08-14,2.3179
2000-08-15,-3.2362
2000-08-16,1.3378
2000-08-17,5.6106
2000-08-18,5.0
2000-08-21,0.5952
2000-08-22,-5.0296
2000-08-23,6.2305
2000-08-24,-6.1584
2000-08-25,1.875
2000-08-28,-7.362
2000-08-29,-7.2848
2000-08-30,-2.5
2000-08-31,-0.3663
2000-09-01,5.8824
2000-09-05,-7.6389
2000-09-06,-3.0075
2000-09-07,-0.3876
2000-09-08,-4.6693
2000-09-11,-1.6327
2000-09-12,-1.2448
2000-09-13,-1.2605
2000-09-14,3.4043
2000-09-15,-5.7613
2000-09-18,0.4367
2000-09-19,14.7826
2000-09-20,-7.5758
2000-09-21,-3.2787
2000-09-22,0.8475
2000-09-25,-4.2017
2000-09-26,-10.526299999999999
2000-09-27,3.4314
2000-09-28,13.7441
2000-09-29,-7.0833
2000-10-02,-8.520199999999999
2000-10-03,1.9607999999999999
2000-10-04,14.9038
2000-10-05,-5.4393
2000-10-06,-1.7699
2000-10-09,-0.4505
2000-10-10,-9.9548
2000-10-11,4.5226
2000-10-12,-7.2115
2000-10-13,0.0
2000-10-16,-7.2539
2000-10-17,-9.4972
2000-10-18,14.8148
2000-10-19,2.6882
2000-10-20,2.6178
2000-10-23,-0.5102
2000-10-24,-5.1282
2000-10-25,-9.1892
2000-10-26,1.7856999999999998
2000-10-27,1.7544
2000-10-30,12.6437
2000-10-31,9.6939
2000-11-01,-2.7907
2000-11-02,15.311
2000-11-03,14.1079
2000-11-06,-2.5455
2000-11-07,-4.4776
2000-11-08,-10.1563
2000-11-09,10.0
2000-11-10,-9.0909
2000-11-13,2.1739
2000-11-14,12.3404
2000-11-15,-2.2727
2000-11-16,-5.0388
2000-11-17,-0.4082
2000-11-20,-5.7377
2000-11-21,-3.9130000000000003
2000-11-22,-4.0724
2000-11-24,5.6604
2000-11-27,-6.25
2000-11-28,-9.0476
2000-11-29,0.5236
2000-11-30,1.0417
2000-12-01,-2.3196
2000-12-04,-3.9577999999999998
2000-12-05,22.5275
2000-12-06,-9.8655
2000-12-07,-0.995
2000-12-08,26.6332
2000-12-11,-2.3810000000000002
2000-12-12,0.813
2000-12-13,-6.8548
2000-12-14,-6.4935
2000-12-15,-4.6296
2000-12-18,-20.3883
2000-12-19,-5.4878
2000-12-20,-0.6452
2000-12-21,-2.9221
2000-12-22,3.01
2000-12-26,1.9481000000000002
2000-12-27,1.5924
2000-12-28,9.0909
2000-12-29,5.7471
2001-01-02,-10.8696
2001-01-03,25.0
2001-01-04,-6.3415
2001-01-05,-5.2083
2001-01-08,6.5934
2001-01-09,-3.6082
2001-01-10,0.5348
2001-01-11,10.6383
2001-01-12,13.9423
2001-01-16,2.9536
2001-01-17,0.4098
2001-01-18,-2.0408
2001-01-19,5.8333
2001-01-22,2.7559
2001-01-23,1.5326
2001-01-24,20.7547
2001-01-25,0.625
2001-01-26,-2.795
2001-01-29,7.0288
2001-01-30,10.1493
2001-01-31,-3.523
2001-02-01,-3.3708
2001-02-02,-5.814
2001-02-05,6.1728
2001-02-06,3.4884
2001-02-07,3.0899
2001-02-08,-12.2616
2001-02-09,-4.9689
2001-02-12,1.9607999999999999
2001-02-13,0.641
2001-02-14,2.8662
2001-02-15,7.4303
2001-02-16,-7.781
2001-02-20,-7.5
2001-02-21,-0.3378
2001-02-22,-2.3729
2001-02-23,-4.1667
2001-02-26,5.0725
2001-02-27,-0.6897
2001-02-28,-12.1528
2001-03-01,-3.7549
2001-03-02,8.4189
2001-03-05,2.2727
2001-03-06,0.7407
2001-03-07,2.2059
2001-03-08,0.7194
2001-03-09,-1.0714
2001-03-12,-5.4152000000000005
2001-03-13,0.7634
2001-03-14,0.0
2001-03-15,-1.8939
2001-03-16,-3.0888
2001-03-19,1.5936
2001-03-20,-1.1764999999999999
2001-03-21,0.3968
2001-03-22,10.1779
2001-03-23,2.6009
2001-03-26,1.3986
2001-03-27,1.0345
2001-03-28,-5.4608
2001-03-29,-3.9711
2001-03-30,3.7594
2001-04-02,-10.1449
2001-04-03,-9.6774
2001-04-04,-5.8036
2001-04-05,17.0616
2001-04-06,-0.4049
2001-04-09,-5.6911000000000005
2001-04-10,10.3448
2001-04-11,13.4375
2001-04-12,-1.9284
2001-04-16,-1.9663
2001-04-17,-0.6877
2001-04-18,15.2337
2001-04-19,14.1212
2001-04-20,-7.6349
2001-04-23,-5.3682
2001-04-24,1.1044
2001-04-25,0.5462
2001-04-26,-7.9012
2001-04-27,2.0912
2001-04-30,-1.9958
2001-05-01,1.2862
2001-05-02,4.2328
2001-05-03,2.7919
2001-05-04,-4.6914
2001-05-07,-2.3316
2001-05-08,4.3501
2001-05-09,-8.3376
2001-05-10,-0.5546
2001-05-11,-4.6291
2001-05-14,-2.6316
2001-05-15,1.0811
2001-05-16,1.0101
2001-05-17,8.5294
2001-05-18,1.4092
2001-05-21,0.481
2001-05-22,-4.4681
2001-05-23,-6.9599
2001-05-24,-3.0521
2001-05-25,-1.2346
2001-05-29,-7.0625
2001-05-30,-14.9294
2001-05-31,-4.3478
2001-06-01,6.4463
2001-06-04,1.7081
2001-06-05,1.2977
2001-06-06,7.0083
2001-06-07,5.9859
2001-06-08,-3.6545
2001-06-11,-1.7241
2001-06-12,-1.4035
2001-06-13,-1.637
2001-06-14,-5.7887
2001-06-15,2.1505
2001-06-18,-4.0602
2001-06-19,-2.7429
2001-06-20,5.9629
2001-06-21,-1.8251
2001-06-22,1.007
2001-06-25,-1.0735999999999999
2001-06-26,3.1008
2001-06-27,15.7895
2001-06-28,5.7792
2001-06-29,-4.2357
2001-07-02,1.2179
2001-07-03,-1.2033
2001-07-05,-1.5385
2001-07-06,2.0833
2001-07-09,-1.4668
2001-07-10,3.5599
2001-07-11,2.6875
2001-07-12,4.0779
2001-07-13,-0.5848
2001-07-16,-1.7647
2001-07-17,0.5988
2001-07-18,-6.8452
2001-07-19,8.6262
2001-07-20,16.2941
2001-07-23,1.8715000000000002
2001-07-24,-7.3982
2001-07-25,6.4343
2001-07-26,1.7631999999999999
2001-07-27,10.0
2001-07-30,-2.5653
2001-07-31,0.0
2001-08-01,15.4734
2001-08-02,2.84
2001-08-03,-0.9724
2001-08-06,-6.9128
2001-08-07,-2.9958
2001-08-08,-1.9139
2001-08-09,-0.2661
2001-08-10,0.0445
2001-08-13,5.7778
2001-08-14,0.0
2001-08-15,-5.2521
2001-08-16,0.9756
2001-08-17,-4.4796
2001-08-20,2.2529
2001-08-21,-3.777
2001-08-22,7.0561
2001-08-23,-4.8014
2001-08-24,5.5938
2001-08-27,0.6947
2001-08-28,0.0862
2001-08-29,1.3356
2001-08-30,-2.2109
2001-08-31,3.0
2001-09-04,-5.7408
2001-09-05,-7.3444
2001-09-06,-3.3349
2001-09-07,0.8
2001-09-10,-4.1667
2001-09-17,-7.4017
2001-09-18,-8.887599999999999
2001-09-19,-0.184
2001-09-20,3.9336
2001-09-21,10.2898
2001-09-24,5.8445
2001-09-25,8.4093
2001-09-26,-10.7477
2001-09-27,-2.6178
2001-09-28,-2.043
2001-10-01,-9.0011
2001-10-02,2.5935
2001-10-03,11.699
2001-10-04,2.5789
2001-10-05,-2.3089
2001-10-08,-0.7353
2001-10-09,-4.7619
2001-10-10,3.3333
2001-10-11,5.2688
2001-10-12,3.2176
2001-10-15,0.9401
2001-10-16,6.8627
2001-10-17,-1.2385
2001-10-18,-2.1366
2001-10-19,9.5871
2001-10-22,7.1893
2001-10-23,-2.9899
2001-10-24,-5.6643
2001-10-25,9.0949
2001-10-26,-2.7923999999999998
2001-10-29,-4.4546
2001-10-30,-2.5708
2001-10-31,2.907
2001-11-01,5.8236
2001-11-02,-1.6427
2001-11-05,-0.9603
2001-11-06,3.0776
2001-11-07,-0.6544
2001-11-08,7.2458
2001-11-09,-1.5354999999999999
2001-11-12,-0.2729
2001-11-13,5.9421
2001-11-14,-2.9889
2001-11-15,-1.1411
2001-11-16,-2.1162
2001-11-19,-4.6777
2001-11-20,-6.1031
2001-11-21,0.1318
2001-11-23,0.8772
2001-11-26,2.6087
2001-11-27,-1.6949
2001-11-28,-3.0603
2001-11-29,-0.3557
2001-11-30,1.2941
2001-12-03,-1.7621
2001-12-04,5.4709
2001-12-05,13.9456
2001-12-06,-2.0522
2001-12-07,-1.5238
2001-12-10,-2.1277
2001-12-11,0.1976
2001-12-12,-2.998
2001-12-13,-2.9687
2001-12-14,-3.3948
2001-12-17,2.2560000000000002
2001-12-18,5.2185
2001-12-19,-7.0161
2001-12-20,-7.4588
2001-12-21,5.1546
2001-12-24,-1.2923
2001-12-26,-1.5800999999999998
2001-12-27,3.3486000000000002
2001-12-28,0.7545
2001-12-31,0.6167
2002-01-02,2.8897
2002-01-03,6.1702
2002-01-04,-0.8016
2002-01-07,-5.5354
2002-01-08,-1.3687
2002-01-09,0.6071
2002-01-10,-3.4483
2002-01-11,-5.0446
2002-01-14,-0.1881
2002-01-15,-2.9675000000000002
2002-01-16,-3.0583
2002-01-17,-5.1077
2002-01-18,-7.3879
2002-01-22,-1.3105
2002-01-23,1.0393
2002-01-24,0.0
2002-01-25,-0.8
2002-01-28,-2.0737
2002-01-29,-2.1765
2002-01-30,5.2315
2002-01-31,3.4286
2002-02-01,0.0
2002-02-04,-3.3702
2002-02-05,-1.3721999999999999
2002-02-06,-1.5652
2002-02-07,1.649
2002-02-08,0.5214
2002-02-11,3.7464
2002-02-12,0.9444
2002-02-13,2.6968
2002-02-14,-5.0911
2002-02-15,-1.4681
2002-02-19,-8.596
2002-02-20,-1.8809
2002-02-21,-5.3035
2002-02-22,4.5209
2002-02-25,6.133
2002-02-26,0.1217
2002-02-27,-1.8834
2002-02-28,-2.5387
2002-03-01,4.9555
2002-03-04,8.7772
2002-03-05,5.3422
2002-03-06,0.0528
2002-03-07,-1.4731
2002-03-08,6.3716
2002-03-11,-0.8564
2002-03-12,-2.9472
2002-03-13,-5.0262
2002-03-14,1.4333
2002-03-15,4.0761
2002-03-18,1.5666
2002-03-19,0.2571
2002-03-20,-3.7949
2002-03-21,5.064
2002-03-22,-4.7692
2002-03-25,-0.586
2002-03-26,-1.6077
2002-03-27,3.2135
2002-03-28,0.5277
2002-04-01,0.3675
2002-04-02,-0.9937
2002-04-03,-1.7433
2002-04-04,0.4301
2002-04-05,-3.3726
2002-04-08,-2.4931
2002-04-09,-1.5341
2002-04-10,2.4234999999999998
2002-04-11,-5.1831
2002-04-12,6.4765
2002-04-15,1.7856999999999998
2002-04-16,10.636
2002-04-17,-1.7344
2002-04-18,-1.059
2002-04-19,-2.1407
2002-04-22,-3.5885
2002-04-23,-0.7077
2002-04-24,-3.2644
2002-04-25,2.9246
2002-04-26,7.2678
2002-04-29,-0.7132
2002-04-30,8.5172
2002-05-01,3.3097
2002-05-02,-2.9748
2002-05-03,-3.066
2002-05-06,-5.5474
2002-05-07,0.7728
2002-05-08,9.407
2002-05-09,-2.4766
2002-05-10,-3.2199
2002-05-13,11.2981
2002-05-14,10.4537
2002-05-15,1.8526
2002-05-16,-3.7169
2002-05-17,1.6427
2002-05-20,0.0
2002-05-21,0.1616
2002-05-22,-4.1952
2002-05-23,1.0526
2002-05-24,-4.5
2002-05-28,0.5236
2002-05-29,-1.5625
2002-05-30,-0.6614
2002-05-31,0.0888
2002-06-03,-8.1153
2002-06-04,3.2819
2002-06-05,2.6168
2002-06-06,-9.6084
2002-06-07,0.2015
2002-06-10,-0.3017
2002-06-11,-4.4376999999999995
2002-06-12,0.7916
2002-06-13,1.3613
2002-06-14,3.0114
2002-06-17,9.9634
2002-06-18,3.7392
2002-06-19,-6.7692
2002-06-20,-3.4418
2002-06-21,-2.4414
2002-06-24,-8.5586
2002-06-25,-10.3996
2002-06-26,4.1539
2002-06-27,5.6305
2002-06-28,0.6108
2002-07-01,-2.9249
2002-07-02,-5.7419
2002-07-03,-3.1363
2002-07-05,10.7721
2002-07-08,-4.7218
2002-07-09,-4.1888
2002-07-10,-1.4778
2002-07-11,0.75
2002-07-12,8.3189
2002-07-15,1.8841999999999999
2002-07-16,5.2277000000000005
2002-07-17,4.1667
2002-07-18,-4.3077
2002-07-19,-2.6259
2002-07-22,-3.137
2002-07-23,-4.375
2002-07-24,5.2288
2002-07-25,-16.7137
2002-07-26,-2.4407
2002-07-29,3.8221
2002-07-30,5.8233
2002-07-31,-5.7559000000000005
2002-08-01,-5.7785
2002-08-02,-3.127
2002-08-05,-12.5
2002-08-06,6.6387
2002-08-07,5.595
2002-08-08,3.6567
2002-08-09,-4.1613
2002-08-12,-2.3438
2002-08-13,0.3077
2002-08-14,5.7515
2002-08-15,6.9616
2002-08-16,8.6102
2002-08-19,14.8564
2002-08-20,-7.5
2002-08-21,2.6439
2002-08-22,1.7745
2002-08-23,-8.3802
2002-08-26,-1.2891
2002-08-27,-3.7313
2002-08-28,-5.0388
2002-08-29,-5.2381
2002-08-30,2.4408
2002-09-03,-6.5172
2002-09-04,1.1994
2002-09-05,-5.5556
2002-09-06,1.9765000000000001
2002-09-09,3.6764
2002-09-10,5.2671
2002-09-11,-0.4228
2002-09-12,-2.8308999999999997
2002-09-13,-4.4428
2002-09-16,-4.7256
2002-09-17,-2.8
2002-09-18,-5.7613
2002-09-19,-3.3799
2002-09-20,-0.2983
2002-09-23,-0.4805
2002-09-24,1.1205
2002-09-25,6.3063
2002-09-26,-0.1695
2002-09-27,2.6316
2002-09-30,0.8271
2002-10-01,2.297
2002-10-02,1.5237
2002-10-03,-13.1122
2002-10-04,-7.7273
2002-10-07,0.0
2002-10-08,1.6749
2002-10-09,-2.0349
2002-10-10,12.6607
2002-10-11,2.5461
2002-10-14,5.8219
2002-10-15,5.8252
2002-10-16,-8.2569
2002-10-17,7.2583
2002-10-18,8.5386
2002-10-21,2.3622
2002-10-22,-6.0839
2002-10-23,-1.3403
2002-10-24,19.3208
2002-10-25,7.198
2002-10-28,2.49
2002-10-29,-1.9574
2002-10-30,4.5214
2002-10-31,-0.8989
2002-11-01,4.5918
2002-11-04,1.897
2002-11-05,0.0
2002-11-06,3.6702
2002-11-07,-7.6449
2002-11-08,-1.4444
2002-11-11,-8.7937
2002-11-12,1.4833
2002-11-13,4.2022
2002-11-14,5.0847
2002-11-15,5.1724
2002-11-18,1.4807000000000001
2002-11-19,-2.3971
2002-11-20,5.606
2002-11-21,6.3195
2002-11-22,0.0951
2002-11-25,1.0926
2002-11-26,-5.5921
2002-11-27,4.9277999999999995
2002-11-29,-2.9886
2002-12-02,1.5159
2002-12-03,-3.7572
2002-12-04,-8.6587
2002-12-05,0.274
2002-12-06,-0.8197
2002-12-09,-2.3691
2002-12-10,6.1512
2002-12-11,0.0053
2002-12-12,1.1111
2002-12-13,-2.2608
2002-12-16,5.9172
2002-12-17,-0.4571
2002-12-18,-5.6122
2002-12-19,-2.7568
2002-12-20,-2.6126
2002-12-23,-1.5411000000000001
2002-12-24,-1.4493
2002-12-26,0.8235
2002-12-27,0.1167
2002-12-30,-0.9324
2002-12-31,0.0
2003-01-02,7.4706
2003-01-03,-0.1095
2003-01-06,3.6164
2003-01-07,-1.1105
2003-01-08,-5.0802
2003-01-09,5.8591999999999995
2003-01-10,0.8515
2003-01-13,1.847
2003-01-14,1.7098
2003-01-15,-1.9868000000000001
2003-01-16,-2.7547
2003-01-17,-4.3292
2003-01-21,-0.5587
2003-01-22,0.6742
2003-01-23,2.5112
2003-01-24,15.46
2003-01-27,1.8388
2003-01-28,4.3056
2003-01-29,-3.5064
2003-01-30,-4.0018
2003-01-31,3.5458
2003-02-03,-3.3781
2003-02-04,3.9751
2003-02-05,-2.3952
2003-02-06,-0.4247
2003-02-07,-3.981
2003-02-10,4.3929
2003-02-11,-0.7092
2003-02-12,-2.0952
2003-02-13,0.9728
2003-02-14,2.5048
2003-02-18,0.5639
2003-02-19,-0.7009
2003-02-20,3.0588
2003-02-21,-0.274
2003-02-24,-1.5110000000000001
2003-02-25,4.6955
2003-02-26,-8.3037
2003-02-27,-0.2906
2003-02-28,1.1656
2003-03-03,-2.0643
2003-03-04,0.049
2003-03-05,1.5678999999999998
2003-03-06,-1.3507
2003-03-07,-3.9609
2003-03-10,-1.2729
2003-03-11,-2.5322
2003-03-12,3.7092
2003-03-13,11.7857
2003-03-14,0.0913
2003-03-17,4.332
2003-03-18,1.8794
2003-03-19,-1.3728
2003-03-20,-1.9139
2003-03-21,5.8093
2003-03-24,-5.6998999999999995
2003-03-25,1.8667
2003-03-26,-0.9162
2003-03-27,-0.5284
2003-03-28,-2.6073
2003-03-31,-5.777
2003-04-01,1.3025
2003-04-02,4.8095
2003-04-03,-2.3125999999999998
2003-04-04,-2.1906
2003-04-07,2.6153
2003-04-08,-9.1752
2003-04-09,1.0204
2003-04-10,0.2525
2003-04-11,-0.9572
2003-04-14,4.3235
2003-04-15,3.413
2003-04-16,-0.0471
2003-04-17,3.9151
2003-04-21,0.4085
2003-04-22,-0.1808
2003-04-23,1.6757
2003-04-24,-1.5145
2003-04-25,-3.9349
2003-04-28,0.2825
2003-04-29,4.2722999999999995
2003-04-30,-0.3512
2003-05-01,-0.0994
2003-05-02,3.7087
2003-05-05,5.3205
2003-05-06,0.3313
2003-05-07,-3.2191
2003-05-08,-1.919
2003-05-09,4.913
2003-05-12,4.5586
2003-05-13,-0.7134
2003-05-14,-1.0778
2003-05-15,0.6497
2003-05-16,-1.1668
2003-05-19,-4.6247
2003-05-20,-2.7222
2003-05-21,1.5304
2003-05-22,1.938
2003-05-23,0.2112
2003-05-27,5.2277000000000005
2003-05-28,-0.2003
2003-05-29,3.3721
2003-05-30,3.5301
2003-06-02,-3.1471999999999998
2003-06-03,-0.9682
2003-06-04,0.2738
2003-06-05,4.4852
2003-06-06,-3.6954000000000002
2003-06-09,-4.4574
2003-06-10,2.4341
2003-06-11,-4.0792
2003-06-12,3.2205
2003-06-13,-5.84
2003-06-16,3.3135
2003-06-17,-0.0822
2003-06-18,5.2675
2003-06-19,-4.3784
2003-06-20,-0.1635
2003-06-23,-3.1532
2003-06-24,-1.3953
2003-06-25,1.6295
2003-06-26,0.1266
2003-06-27,-0.0421
2003-06-30,2.4874
2003-07-01,3.5376
2003-07-02,5.006
2003-07-03,-0.7567
2003-07-07,2.9356
2003-07-08,2.8148
2003-07-09,1.513
2003-07-10,-3.8325
2003-07-11,0.3653
2003-07-14,0.739
2003-07-15,-0.365
2003-07-16,-1.2088
2003-07-17,-6.6741
2003-07-18,1.9468
2003-07-21,-4.5986
2003-07-22,1.7157
2003-07-23,-1.6465999999999998
2003-07-24,18.579
2003-07-25,-0.551
2003-07-28,0.2078
2003-07-29,-0.0691
2003-07-30,-3.5615
2003-07-31,2.2947
2003-08-01,1.1216
2003-08-04,0.5199
2003-08-05,-1.3103
2003-08-06,-2.1663
2003-08-07,-2.75
2003-08-08,0.3305
2003-08-11,2.306
2003-08-12,3.4347
2003-08-13,0.588
2003-08-14,0.4127
2003-08-15,1.6096
2003-08-18,7.516
2003-08-19,0.3448
2003-08-20,-0.4061
2003-08-21,0.0314
2003-08-22,0.5958
2003-08-25,-1.808
2003-08-26,-0.5714
2003-08-27,2.7458
2003-08-28,-0.5594
2003-08-29,0.75
2003-09-02,-0.8065
2003-09-03,-0.2502
2003-09-04,7.8056
2003-09-05,0.6106
2003-09-08,5.0
2003-09-09,0.7432
2003-09-10,-5.0546
2003-09-11,0.777
2003-09-12,0.1713
2003-09-15,0.2566
2003-09-16,4.0944
2003-09-17,-0.3005
2003-09-18,0.6329
2003-09-19,1.5491000000000001
2003-09-22,-4.6381
2003-09-23,4.8636
2003-09-24,-6.059
2003-09-25,-1.3984
2003-09-26,-0.7525
2003-09-29,0.9041
2003-09-30,-3.9306
2003-10-01,2.9182
2003-10-02,-0.5262
2003-10-03,8.7276
2003-10-06,-0.1622
2003-10-07,7.4174
2003-10-08,-2.747
2003-10-09,-0.285
2003-10-10,-1.1954
2003-10-13,3.051
2003-10-14,6.9423
2003-10-15,-3.8186
2003-10-16,-0.7196
2003-10-17,-3.5741
2003-10-20,-1.2442
2003-10-21,5.643
2003-10-22,-4.9689
2003-10-23,-10.3268
2003-10-24,-1.1662
2003-10-27,4.4248
2003-10-28,5.9887
2003-10-29,1.2527
2003-10-30,-6.4754
2003-10-31,-1.6886999999999999
2003-11-03,7.4148
2003-11-04,-1.7856999999999998
2003-11-05,0.8412
2003-11-06,0.7804
2003-11-07,-0.3204
2003-11-10,-4.7951
2003-11-11,0.4783
2003-11-12,3.8925
2003-11-13,-0.8086
2003-11-14,-4.0217
2003-11-17,-3.9920999999999998
2003-11-18,0.7078
2003-11-19,0.6735
2003-11-20,-2.0361
2003-11-21,1.8112
2003-11-24,5.4535
2003-11-25,-0.2765
2003-11-26,0.416
2003-11-28,0.0276
2003-12-01,1.7946
2003-12-02,1.0605
2003-12-03,-3.9478
2003-12-04,-3.7441
2003-12-05,0.7837
2003-12-08,-0.4032
2003-12-09,-4.9451
2003-12-10,-4.4417
2003-12-11,10.156
2003-12-12,-2.1676
2003-12-15,-3.7814
2003-12-16,1.6273
2003-12-17,-0.8761
2003-12-18,1.1887
2003-12-19,-2.1084
2003-12-22,-0.6462
2003-12-23,2.7872
2003-12-24,-0.1205
2003-12-26,0.2715
2003-12-29,2.5271
2003-12-30,-0.9683
2003-12-31,-0.8593
2004-01-02,-0.2989
2004-01-05,3.6571
2004-01-06,-1.764
2004-01-07,2.7377000000000002
2004-01-08,-0.6304
2004-01-09,-3.6044
2004-01-12,-1.1367
2004-01-13,-3.1165
2004-01-14,3.654
2004-01-15,-2.6814999999999998
2004-01-16,-0.774
2004-01-20,1.0296
2004-01-21,-5.0031
2004-01-22,1.2679
2004-01-23,-1.1236
2004-01-26,-0.1948
2004-01-27,-2.082
2004-01-28,-3.0565
2004-01-29,1.3708
2004-01-30,-0.2705
2004-02-02,-1.1186
2004-02-03,-3.0854
2004-02-04,-3.7142
2004-02-05,1.6532
2004-02-06,8.7098
2004-02-09,-2.0944
2004-02-10,-0.8829
2004-02-11,0.5139
2004-02-12,-0.8521
2004-02-13,-1.8563
2004-02-17,5.6042
2004-02-18,0.2985
2004-02-19,-4.1005
2004-02-20,-0.6207
2004-02-23,-1.0062
2004-02-24,-1.2969
2004-02-25,-0.4972
2004-02-26,5.7816
2004-02-27,-0.5398
2004-03-01,2.6119
2004-03-02,-2.0826000000000002
2004-03-03,-0.0675
2004-03-04,2.5338000000000003
2004-03-05,-0.1977
2004-03-08,-2.311
2004-03-09,-1.1828
2004-03-10,-0.4104
2004-03-11,0.3777
2004-03-12,-1.6421000000000001
2004-03-15,-1.0435
2004-03-16,0.7381
2004-03-17,2.6867
2004-03-18,0.5776
2004-03-19,-3.4122
2004-03-22,-0.1749
2004-03-23,-1.9622000000000002
2004-03-24,1.0365
2004-03-25,1.8394
2004-03-26,-0.2084
2004-03-29,1.1834
2004-03-30,0.9288
2004-03-31,-0.3408
2004-04-01,0.6498
2004-04-02,2.9562
2004-04-05,0.297
2004-04-06,-2.9286
2004-04-07,0.678
2004-04-08,7.1717
2004-04-12,1.8222
2004-04-13,-4.4122
2004-04-14,0.0968
2004-04-15,-2.6121
2004-04-16,-2.1523
2004-04-19,1.692
2004-04-20,-3.3278
2004-04-21,9.1222
2004-04-22,-8.4858
2004-04-23,1.4822
2004-04-26,-5.0611
2004-04-27,-4.3292
2004-04-28,-2.8796
2004-04-29,-2.0023
2004-04-30,-3.222
2004-05-03,0.0406
2004-05-04,7.1023
2004-05-05,0.4926
2004-05-06,1.4329
2004-05-07,1.71
2004-05-10,-4.6053
2004-05-11,3.6398
2004-05-12,-2.2181
2004-05-13,0.1134
2004-05-14,-2.2659000000000002
2004-05-17,-2.8207
2004-05-18,3.1014
2004-05-19,-0.3471
2004-05-20,-2.0898
2004-05-21,2.4901
2004-05-24,1.6583
