ticker,FZRO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-02-24,-1.5152
2005-02-25,0.0
2005-02-28,1.5385
2005-03-01,-28.0303
2005-03-02,26.3158
2005-03-03,-12.5
2005-03-04,5.7143
2005-03-07,-6.3063
2005-03-08,-0.7692
2005-03-09,14.3411
2005-03-10,-13.5593
2005-03-11,11.7647
2005-03-14,3.5088
2005-03-15,-6.7797
2005-03-16,-9.0909
2005-03-17,20.0
2005-03-18,-33.3333
2005-03-21,-7.5
2005-03-22,21.6216
2005-03-23,-6.6667
2005-03-24,82.8571
2005-03-28,22.3958
2005-03-29,5.3191
2005-03-30,6.0606
2005-03-31,22.0952
2005-04-01,27.9251
2005-04-04,-1.2195
2005-04-05,4.321
2005-04-06,-2.9586
2005-04-07,-3.0488
2005-04-08,-2.5157
2005-04-11,-3.2258
2005-04-12,-4.6667
2005-04-13,-0.8392
2005-04-14,1.5514999999999999
2005-04-15,11.1111
2005-04-18,-3.75
2005-04-19,-5.8442
2005-04-20,-31.0345
2005-04-21,-50.0
2005-04-22,5.2
2005-04-25,-3.0418
2005-04-26,7.8431
2005-04-27,3.6364
2005-04-28,-7.0175
2005-04-29,-3.7736
2005-05-02,-29.4118
2005-05-03,-5.5556
2005-05-04,20.5882
2005-05-05,-7.3171
2005-05-06,5.7895
2005-05-09,2.4876
2005-05-10,1.9417
2005-05-11,-2.3810000000000002
2005-05-12,2.439
2005-05-13,0.0
2005-05-16,-4.7619
2005-05-17,0.0
2005-05-18,-12.5
2005-05-19,5.7143
2005-05-20,-5.4054
2005-05-23,8.5714
2005-05-24,27.8947
2005-05-25,-17.6955
2005-05-26,5.0
2005-05-27,-3.3333
2005-05-31,-0.9852
2005-06-01,-8.9552
2005-06-02,9.2896
2005-06-03,-5.5
2005-06-06,-3.7037
2005-06-07,9.8901
2005-06-08,0.0
2005-06-09,-2.5
2005-06-10,-7.1795
2005-06-13,4.9724
2005-06-14,-5.2632
2005-06-15,-16.1111
2005-06-16,4.6358
2005-06-17,-6.3291
2005-06-20,-1.3514
2005-06-21,-3.4247
2005-06-22,3.5461
2005-06-23,-4.1096
2005-06-24,15.0
2005-06-27,14.9068
2005-06-28,-0.5405
2005-06-29,-10.3261
2005-06-30,9.0909
2005-07-01,-2.7778
2005-07-05,-7.4286
2005-07-06,-19.7531
2005-07-07,15.3846
2005-07-08,0.0
2005-07-11,-3.3333
2005-07-12,10.3448
2005-07-13,-3.75
2005-07-14,-2.5974
2005-07-15,4.0
