ticker,PDD US Equity
2018-12-17,-3.9827
2018-12-18,3.697
2018-12-19,-2.9565
2018-12-20,-3.7186
2018-12-21,-1.6752
2018-12-24,0.8045
2018-12-26,0.9859
2018-12-27,1.8131
2018-12-28,0.7306
2018-12-31,1.7226
2019-01-02,-1.025
2019-01-03,-3.1067
2019-01-04,5.4368
2019-01-07,2.2918
2019-01-08,3.4037
2019-01-09,6.4167
2019-01-10,3.289
2019-01-11,-0.834
2019-01-14,-6.8425
2019-01-15,0.1641
2019-01-16,2.9906
2019-01-17,-2.3866
2019-01-18,1.8336999999999999
2019-01-22,0.7203
2019-01-23,5.9595
2019-01-24,7.7615
2019-01-25,2.6444
2019-01-28,-1.6949
2019-01-29,4.1034
2019-01-30,-4.5379000000000005
2019-01-31,1.3532
2019-02-01,-0.8559
2019-02-04,3.3494
2019-02-05,1.3365
2019-02-06,-7.6822
2019-02-07,-5.3214
2019-02-08,-2.1124
2019-02-11,3.0443
2019-02-12,0.7853
2019-02-13,0.2226
2019-02-14,0.074
2019-02-15,1.8128
2019-02-19,5.7049
2019-02-20,0.825
2019-02-21,-2.8299
2019-02-22,3.0877
2019-02-25,-1.2594
2019-02-26,0.4481
2019-02-27,-1.9904
2019-02-28,4.8319
2019-03-01,0.167
2019-03-04,3.8346
2019-03-05,-1.1561
2019-03-06,-2.5666
2019-03-07,-3.001
2019-03-08,-2.1657
2019-03-11,5.1651
2019-03-12,1.6705999999999999
2019-03-13,-17.4499
2019-03-14,-2.9061
2019-03-15,0.533
2019-03-18,5.3426
2019-03-19,-2.2067
2019-03-20,-2.5732
2019-03-21,0.8939
2019-03-22,-5.3564
2019-03-25,-0.6809
2019-03-26,0.0857
2019-03-27,1.0702
2019-03-28,-1.2283
2019-03-29,6.3465
2019-04-01,-0.5242
2019-04-02,-0.8512
2019-04-03,-3.8839
2019-04-04,-3.8707000000000003
2019-04-05,-4.4248
2019-04-08,1.0648
2019-04-09,2.382
2019-04-10,-1.7896999999999998
2019-04-11,-1.2756
2019-04-12,0.0923
2019-04-15,1.4753
2019-04-16,2.2263
2019-04-17,2.3111
2019-04-18,2.3023
2019-04-22,1.9108
2019-04-23,1.7917
2019-04-24,-2.0057
2019-04-25,-3.6341
2019-04-26,-4.9848
2019-04-29,1.6423
2019-04-30,-0.2244
2019-05-01,4.8133
2019-05-02,-0.7296
2019-05-03,3.5884
2019-05-06,-0.9182
2019-05-07,-3.8753
2019-05-08,1.6214
2019-05-09,-0.2587
2019-05-10,-3.1561
2019-05-13,-7.3661
2019-05-14,6.747
2019-05-15,-0.5418
2019-05-16,3.7676
2019-05-17,-0.6999
2019-05-20,-8.4581
2019-05-21,3.5611
2019-05-22,-4.9257
2019-05-23,0.3421
2019-05-24,-1.2177
2019-05-28,-0.2465
2019-05-29,-1.2358
2019-05-30,-1.6517
2019-05-31,-1.1705
2019-06-03,-2.0082
2019-06-04,1.3136999999999999
2019-06-05,-0.778
2019-06-06,1.2546
2019-06-07,2.1167
2019-06-10,2.1234
2019-06-11,-0.7426
2019-06-12,1.7955
2019-06-13,0.294
2019-06-14,0.1954
2019-06-17,0.3901
2019-06-18,1.457
2019-06-19,0.3351
2019-06-20,-0.0477
2019-06-21,0.4773
2019-06-24,-1.4252
2019-06-25,-1.012
2019-06-26,-0.4382
2019-06-27,1.5159
2019-06-28,-0.6262
2019-07-01,0.0485
2019-07-02,-1.5988
2019-07-03,-1.0832
2019-07-05,0.9955
2019-07-08,-1.2321
2019-07-09,2.1955999999999998
2019-07-10,-3.125
2019-07-11,-2.5202
2019-07-12,-1.0341
2019-07-15,1.0972
2019-07-16,3.9793
2019-07-17,-0.7455
2019-07-18,1.1017
2019-07-19,-0.6934
2019-07-22,0.4489
2019-07-23,4.2205
2019-07-24,-0.2859
2019-07-25,2.7711
2019-07-26,0.4649
2019-07-29,1.3881999999999999
2019-07-30,0.1826
2019-07-31,1.4579
2019-08-01,1.7511999999999999
2019-08-02,1.4563
2019-08-05,-3.5667999999999997
2019-08-06,-0.9472
2019-08-07,0.7741
2019-08-08,3.0728
2019-08-09,-0.9206
2019-08-12,-1.0619
2019-08-13,6.3506
2019-08-14,-0.9251
2019-08-15,1.3158
2019-08-16,4.7759
2019-08-19,2.2391
2019-08-20,1.5252
2019-08-21,15.9861
2019-08-22,1.5941999999999998
2019-08-23,-3.5959
2019-08-26,3.7979000000000003
2019-08-27,0.8494
2019-08-28,0.1944
2019-08-29,8.6647
2019-08-30,-2.4993
2019-09-03,1.4647999999999999
2019-09-04,2.2556
2019-09-05,2.5587999999999997
2019-09-06,0.3155
2019-09-09,0.0
2019-09-10,-0.3716
2019-09-11,5.2224
2019-09-12,-1.3908
2019-09-13,-0.719
2019-09-16,-3.2591
2019-09-17,2.0155
2019-09-18,-2.9918
2019-09-19,0.7274
2019-09-20,-1.5598
2019-09-23,-0.7629
2019-09-24,-8.3678
2019-09-25,4.0658
2019-09-26,1.2403
2019-09-27,-4.196
2019-09-30,3.0051
2019-10-01,1.6449
2019-10-02,-0.4885
2019-10-03,1.1046
2019-10-04,1.214
2019-10-07,-5.0375
2019-10-08,-1.3262
2019-10-09,1.696
2019-10-10,0.5035
2019-10-11,2.8804
2019-10-14,-0.0609
2019-10-15,3.3496
2019-10-16,-0.5893
2019-10-17,1.3634
2019-10-18,-2.3977
2019-10-21,1.8574000000000002
2019-10-22,1.0882
2019-10-23,3.2878
2019-10-24,12.5634
2019-10-25,2.2022
2019-10-28,4.2605
2019-10-29,-4.8849
2019-10-30,0.9383
2019-10-31,0.0
2019-11-01,1.4922
2019-11-04,2.5066
2019-11-05,2.3513
2019-11-06,-0.0919
2019-11-07,-0.4139
2019-11-08,-0.1847
2019-11-11,-3.0303
2019-11-12,-0.8349
2019-11-13,0.2887
2019-11-14,-0.8875
2019-11-15,3.485
2019-11-18,-2.9233000000000002
2019-11-19,-1.9032
2019-11-20,-22.888
2019-11-21,0.5732
2019-11-22,7.6314
2019-11-25,7.4434000000000005
2019-11-26,1.2596
2019-11-27,-3.0287
2019-11-29,0.251
2019-12-02,0.2503
2019-12-03,0.3607
2019-12-04,-0.8847
2019-12-05,2.0362999999999998
2019-12-06,2.5697
2019-12-09,0.0
2019-12-10,1.6258
2019-12-11,-2.1505
2019-12-12,2.0906
2019-12-13,-4.2793
2019-12-16,6.0889
2019-12-17,0.0776
2019-12-18,-2.5575
2019-12-19,-0.5302
2019-12-20,-0.4264
2019-12-23,1.4186
2019-12-24,0.3959
2019-12-26,1.3933
2019-12-27,1.7370999999999999
2019-12-30,-2.7778
2019-12-31,-0.865
2020-01-02,9.0164
2020-01-03,-0.8246
2020-01-06,-1.9565000000000001
2020-01-07,2.7937
2020-01-08,-1.7229
2020-01-09,-2.0741
2020-01-10,-3.1266
2020-01-13,2.4206
2020-01-14,-3.3799
2020-01-15,1.7096
2020-01-16,2.1722
2020-01-17,-0.2025
2020-01-21,-0.2283
2020-01-22,-1.2201
2020-01-23,-1.2609
2020-01-24,-2.6844
2020-01-27,-2.0086
2020-01-28,1.0112
2020-01-29,-0.5952
2020-01-30,-2.2047
2020-01-31,-1.9761
2020-02-03,1.6183999999999998
2020-02-04,2.0117
2020-02-05,-2.1638
2020-02-06,1.8477000000000001
2020-02-07,-5.7724
2020-02-10,0.6418
2020-02-11,4.3478
2020-02-12,2.25
2020-02-13,1.6572
2020-02-14,-0.8017
2020-02-18,-1.8319
2020-02-19,1.8935
2020-02-20,-2.1814999999999998
2020-02-21,-4.8183
2020-02-24,-4.1365
2020-02-25,-1.026
2020-02-26,5.2744
2020-02-27,1.8824
2020-02-28,1.7055
2020-03-02,4.8351
2020-03-03,-4.5854
2020-03-04,1.397
2020-03-05,-0.4684
2020-03-06,1.7719
2020-03-09,-0.6801
2020-03-10,3.232
2020-03-11,-6.978
2020-03-12,-6.4176
2020-03-13,2.8955
2020-03-16,-4.6505
2020-03-17,3.7279
2020-03-18,-4.8518
2020-03-19,6.3897
2020-03-20,-0.6805
2020-03-23,1.5788
2020-03-24,5.7185
2020-03-25,3.3564
2020-03-26,-0.671
2020-03-27,-4.5663
2020-03-30,0.8777
2020-03-31,1.1226
2020-04-01,-0.3608
2020-04-02,1.0585
2020-04-03,1.7088999999999999
2020-04-06,4.3089
2020-04-07,5.5599
2020-04-08,-2.2643
2020-04-09,3.3493
2020-04-13,0.9259
2020-04-14,3.887
2020-04-15,1.9986000000000002
2020-04-16,2.8025
2020-04-17,-1.4628
2020-04-20,12.7081
2020-04-21,1.6564
2020-04-22,2.3753
2020-04-23,-5.7143
2020-04-24,0.8135
2020-04-27,3.2681
2020-04-28,-6.1145
2020-04-29,1.6646
2020-04-30,-2.9063
2020-05-01,-4.2369
2020-05-04,2.0691
2020-05-05,5.0679
2020-05-06,0.9852
2020-05-07,1.7276
2020-05-08,9.0909
2020-05-11,0.6227
2020-05-12,5.2603
2020-05-13,3.4584
2020-05-14,1.6881
2020-05-15,0.7561
2020-05-18,8.4176
2020-05-19,-5.0707
2020-05-20,-3.4712
2020-05-21,-1.4778
2020-05-22,14.5
2020-05-26,-5.5459
2020-05-27,-7.0427
2020-05-28,0.0663
2020-05-29,10.7853
2020-06-01,-1.6599
2020-06-02,2.3418
2020-06-03,1.263
2020-06-04,-2.7586
2020-06-05,5.1758
2020-06-08,-1.9943
2020-06-09,1.5664
2020-06-10,4.9294
2020-06-11,-1.772
2020-06-12,2.2374
2020-06-15,6.2372
2020-06-16,0.4249
2020-06-17,6.1538
2020-06-18,-0.4589
2020-06-19,6.2606
2020-06-22,-6.6111
2020-06-23,2.2619
2020-06-24,1.0282
2020-06-25,1.7751000000000001
2020-06-26,-0.9767
2020-06-29,2.7125
2020-06-30,-1.8635000000000002
2020-07-01,-0.4543
2020-07-02,8.8356
2020-07-06,-6.4516
2020-07-07,4.5977
2020-07-08,1.4396
2020-07-09,-2.2316
2020-07-10,-3.2687
2020-07-13,1.1226
2020-07-14,-1.0761
2020-07-15,-2.3245
2020-07-16,-2.0516
2020-07-17,-1.2926
2020-07-20,2.8616
2020-07-21,-2.6524
2020-07-22,-2.2039
2020-07-23,-2.1174
2020-07-24,-0.1265
2020-07-27,5.6871
2020-07-28,0.3955
2020-07-29,0.3104
2020-07-30,1.0829
2020-07-31,8.0763
