ticker,REPO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-11-30,66.6667
2010-12-01,70.0
2010-12-02,47.0588
2010-12-03,88.0
2010-12-06,10.6383
2010-12-07,1.9231
2010-12-08,0.0
2010-12-10,-3.7736
2010-12-31,-1.9607999999999999
2011-02-11,-26.0
2011-02-14,5.4054
2011-02-16,-2.5641
2011-02-18,0.0
2011-03-04,0.0
2011-03-08,0.0
2011-03-09,-5.2632
2011-03-10,5.5556
2011-03-16,0.0
2011-03-17,0.0
2011-03-18,-7.8947
2011-03-21,20.0
2011-03-22,-9.5238
2011-03-23,0.0
2011-03-24,7.8947
2011-03-25,-2.439
2011-03-28,-5.0
2011-03-29,13.1579
2011-03-31,-2.3256
2011-04-01,2.3810000000000002
2011-04-04,2.3256
2011-04-05,-11.3636
2011-04-06,-2.5641
2011-04-15,-7.8947
2011-04-19,-5.7143
2011-04-21,-15.1515
2011-04-25,42.8571
2011-04-26,0.0
2011-04-27,-2.5
2011-04-28,2.5641
2011-04-29,-70.0
2011-05-03,-8.3333
2011-05-04,109.0909
2011-05-06,0.0
2011-05-10,-60.8696
2011-05-11,0.0
2011-05-12,0.0
2011-05-16,11.1111
2011-05-27,20.0
2011-06-02,-16.6667
2011-06-08,0.0
2011-06-17,0.0
2011-07-11,-30.0
2011-07-25,-7.1429
2011-07-29,-7.6923
2011-08-01,-16.6667
2011-08-02,30.0
2011-08-16,-23.0769
2011-09-12,-20.0
2011-09-13,-75.0
2011-09-19,200.0
2011-09-20,116.6667
2011-09-21,-36.9231
2011-09-26,46.3415
2011-09-28,8.3333
2011-09-29,7.6923
2011-09-30,28.5714
2011-10-03,16.6667
2011-10-05,-9.5238
2011-10-07,1.7763
2011-10-12,-6.9166
2011-10-13,-11.1111
2011-10-14,50.0
2011-10-17,0.0
2011-10-25,-16.6667
2011-10-31,-30.0
2011-11-01,57.1429
2011-11-23,0.0
2011-11-29,0.0
2011-12-02,-68.1818
2011-12-05,42.8571
2011-12-09,120.0
2012-01-17,-90.9091
2012-01-19,10.0
2012-02-13,0.0
2012-03-12,36.3636
2012-03-14,433.3333
2012-03-27,-81.25
2012-05-08,33.3333
2012-05-10,0.0
2012-05-15,0.0
2012-07-17,0.0
2012-08-21,0.0
2012-10-16,0.0
2012-11-07,0.0
2013-04-01,0.0
2013-04-09,-90.0
2013-04-10,4900.0
2013-04-15,-96.875
2013-06-25,-30.0
2013-10-16,4471.4286
2013-10-24,0.0
2013-11-01,-98.0
2013-11-06,50.0
