ticker,REPO US Equity
2014-09-24,39.5833
2015-03-16,0.0
2015-05-07,2288.0597
2015-06-01,-50.0
2015-11-20,-94.0
2016-01-14,-95.8333
2016-06-01,0.0
2016-11-15,400.0
2017-03-02,0.0
2017-03-28,-20.0
2017-06-22,-20.0
2017-06-23,0.0
2017-09-01,400.0
2017-10-13,0.0
2017-10-30,-65.0
2018-01-02,92.8571
2018-01-19,-62.963
2018-02-02,320.0
2018-02-05,0.0
2018-02-06,42.8571
2018-02-20,0.0
2018-04-18,-33.3333
2018-04-24,17.5
2018-08-07,-91.4894
2018-08-29,1150.0
2018-09-13,10.0
2018-10-15,-27.2727
2018-10-16,0.0
2018-10-23,300.0
2018-10-24,-37.5
2018-10-30,0.0
2018-11-06,-12.0
2018-11-15,-54.5455
2018-11-30,75.0
2018-12-17,-2.8571
2019-01-08,-7.9412
2019-01-10,-20.1278
2019-01-11,36.0
2019-01-15,194.1176
2019-01-16,0.0
2019-01-17,0.0
2019-01-18,-35.0
2019-01-22,96.1538
2019-01-23,-15.451
2019-01-24,-1.0204
2019-01-28,-5.3421
2019-01-29,344.5545
2019-01-30,-66.5924
2019-01-31,-32.0
2019-02-04,27.451
2019-02-05,15.3846
2019-02-06,0.0
2019-02-08,6.6667
2019-02-11,22.8125
2019-02-12,-9.4148
2019-02-13,-26.4045
2019-02-14,-14.5038
2019-02-15,-33.9286
2019-02-19,35.1351
2019-02-20,30.0
2019-02-21,0.0
2019-02-22,84.6154
2019-02-25,-25.0
2019-02-26,0.0
2019-02-27,-8.3333
2019-03-01,21.2121
2019-03-04,10.0
2019-03-05,25.0
2019-03-06,-10.9091
2019-03-07,-9.7959
2019-03-08,1.81
2019-03-11,-42.2222
2019-03-12,106.1538
2019-03-13,-17.9104
2019-03-14,-30.9091
2019-03-15,25.0
2019-03-18,-15.2632
2019-03-19,24.2236
2019-03-20,0.0
2019-03-21,10.0
2019-03-22,-18.1818
2019-03-27,-11.1111
2019-03-28,-6.25
2019-04-01,0.0
2019-04-02,-12.0
2019-04-04,30.9394
2019-04-05,24.3925
2019-04-09,-6.9767
2019-04-11,-10.0
2019-04-12,0.0
2019-04-16,0.0
2019-04-17,-15.5556
2019-04-22,-20.3947
2019-04-23,7.438
2019-04-30,0.0
2019-05-08,3.6923
2019-05-15,48.368
2019-05-16,0.0
2019-05-20,-12.5
2019-05-22,2.0
2019-05-28,-15.4062
2019-06-07,0.0
2019-06-17,0.0
2019-06-21,5.9603
2019-07-11,12.5
2019-07-12,-16.1111
2019-08-19,45.0331
2019-08-20,5.0228
2019-08-22,-13.0435
2019-08-26,0.0
2019-08-27,-12.525
2019-08-30,0.0286
2019-09-06,14.2857
2019-09-09,19.45
2019-09-12,-7.9113
2019-09-13,0.0
2019-09-16,-9.0909
2019-09-25,75.0
2019-09-26,-14.2857
2019-09-27,0.2667
2019-09-30,-26.8617
2019-10-01,4.5455
2019-10-02,0.0
2019-10-03,-8.6957
2019-10-04,-4.7619
2019-10-09,-7.5
2019-10-14,-2.1622
2019-10-16,-0.5525
2019-10-18,-16.6667
2019-10-25,6.6667
2019-10-28,0.0
2019-10-29,-6.25
2019-10-30,0.0
2019-11-07,26.6667
2019-11-22,-2.6316
2019-11-25,-4.8649000000000004
2019-11-26,0.0
2019-12-02,-6.25
2019-12-10,48.4848
2019-12-12,2.0408
2019-12-27,-40.0
2020-01-15,16.6667
2020-01-16,-14.2857
2020-01-23,-32.6667
2020-01-24,-0.9901
2020-01-29,0.0
2020-02-11,-39.0
2020-02-12,63.9344
2020-02-13,0.0
2020-02-19,-9.0
2020-03-10,8.7912
2020-03-12,-49.4949
2020-03-13,75.7
2020-03-16,-47.638
2020-03-18,91.3043
2020-03-19,2.2727
2020-03-20,-1.1111
2020-03-23,-4.9437999999999995
2020-03-24,6.383
2020-03-25,-39.0
2020-03-26,264.2987
2020-03-27,-9.375
2020-03-31,-4.1379
2020-04-02,72.6619
2020-04-03,-6.6667
2020-04-06,-21.2143
2020-04-08,15.7072
2020-04-14,8.1293
2020-04-15,-21.9203
2020-04-16,-9.1647
2020-04-20,3.4483
2020-04-21,18.5185
2020-04-22,0.0
2020-04-24,-12.5
2020-04-27,9.5238
2020-04-29,-39.1304
2020-04-30,63.5714
2020-05-01,-38.8646
2020-05-04,1.4285999999999999
2020-05-05,-8.4507
2020-05-06,-22.3077
2020-05-07,48.5149
2020-05-15,-12.6667
2020-05-18,71.7557
2020-05-20,-28.8889
2020-05-21,-21.875
2020-05-22,-51.2
2020-05-29,195.082
2020-06-01,-52.7778
2020-06-02,0.0
2020-06-09,-5.8824
2020-06-12,-10.4375
2020-06-16,32.589
2020-06-17,0.0
2020-06-18,4.2105
2020-06-19,-4.0404
2020-06-22,0.0
2020-06-23,5.2632
2020-06-25,-1.0
2020-06-30,-37.3737
2020-07-02,0.0
2020-07-09,-3.2258
2020-07-13,0.0
2020-07-30,66.6667
