ticker,VALPQ US Equity
2000-05-22,-6.1667
2000-05-23,2.8419
2000-05-24,-2.7634
2000-05-25,-0.8881
2000-05-26,-3.2258
2000-05-30,0.2593
2000-05-31,3.3272
2000-06-01,-1.9678
2000-06-02,-7.8467
2000-06-05,-4.1584
2000-06-06,6.8182
2000-06-07,2.1277
2000-06-08,2.2727
2000-06-09,-1.4815
2000-06-12,6.0855
2000-06-13,-0.0664
2000-06-14,1.2411
2000-06-15,-1.0508
2000-06-16,3.5398
2000-06-19,-2.2222
2000-06-20,-2.4476
2000-06-21,6.6308
2000-06-22,-3.6975
2000-06-23,2.0942
2000-06-26,-1.5385
2000-06-27,-1.3889
2000-06-28,-1.9365999999999999
2000-06-29,3.4111000000000002
2000-06-30,-0.3472
2000-07-03,-0.6969
2000-07-05,-5.9649
2000-07-06,0.3731
2000-07-07,0.1859
2000-07-10,-2.0408
2000-07-11,9.0909
2000-07-12,0.5208
2000-07-13,-0.8636
2000-07-14,1.7422
2000-07-17,-1.3699
2000-07-18,2.6042
2000-07-19,-1.5228000000000002
2000-07-20,-1.2027
2000-07-21,-4.5217
2000-07-24,-4.5537
2000-07-25,-4.0076
2000-07-26,1.3917
2000-07-27,2.9412000000000003
2000-07-28,3.2381
2000-07-31,-0.369
2000-08-01,5.3704
2000-08-02,3.5149
2000-08-03,-1.1885
2000-08-04,2.0619
2000-08-07,0.8838
2000-08-08,0.4589
2000-08-09,4.9834
2000-08-10,-1.2658
2000-08-11,-1.4423
2000-08-14,4.3902
2000-08-15,-2.9595000000000002
2000-08-16,3.3708
2000-08-17,0.0
2000-08-18,-1.087
2000-08-21,0.471
2000-08-22,-0.7812
2000-08-23,3.622
2000-08-24,-1.2158
2000-08-25,-1.3846
2000-08-28,2.0281
2000-08-29,-2.0928
2000-08-30,-1.1421000000000001
2000-08-31,0.8531
2000-09-01,0.9404
2000-09-05,-0.6211
2000-09-06,5.1562
2000-09-07,-0.7429
2000-09-08,-3.7425
2000-09-11,5.7543
2000-09-12,-0.1471
2000-09-13,-3.5346
2000-09-14,0.916
2000-09-15,1.059
2000-09-18,-7.1856
2000-09-19,-0.6452
2000-09-20,-3.4091
2000-09-21,-2.3529
2000-09-22,-2.8076
2000-09-25,4.1283
2000-09-26,2.7211
2000-09-27,3.6424
2000-09-28,-2.7157
2000-09-29,0.4926
2000-10-02,2.9412000000000003
2000-10-03,0.1587
2000-10-04,-6.8146
2000-10-05,-0.1701
2000-10-06,0.8518
2000-10-09,-0.3378
2000-10-10,3.0508
2000-10-11,2.9605
2000-10-12,2.7157
2000-10-13,-4.9767
2000-10-16,-3.1097
2000-10-17,-0.5068
2000-10-18,-0.5093
2000-10-19,-2.0478
2000-10-20,4.5296
2000-10-23,-3.5
2000-10-24,-3.4542
2000-10-25,-3.9356
2000-10-26,2.7933
2000-10-27,-7.2464
2000-10-30,2.9297
2000-10-31,0.9488
2000-11-01,3.0075
2000-11-02,-1.8248
2000-11-03,0.0
2000-11-06,-2.2305
2000-11-07,0.9506
2000-11-08,3.7664999999999997
2000-11-09,-3.8113
2000-11-10,-4.717
2000-11-13,-5.5446
2000-11-14,3.9832
2000-11-15,4.6371
2000-11-16,0.0
2000-11-17,-0.1927
2000-11-20,-1.1583
2000-11-21,1.1719
2000-11-22,-5.5985
2000-11-24,4.09
2000-11-27,-0.7859
2000-11-28,-1.7822
2000-11-29,-9.0726
2000-11-30,-13.7472
2000-12-01,1.1311
2000-12-04,2.2901
2000-12-05,0.0
2000-12-06,0.7463
2000-12-07,5.4321
2000-12-08,5.8548
2000-12-11,4.2035
2000-12-12,2.7601
2000-12-13,-2.4793
2000-12-14,-4.661
2000-12-15,5.3333
2000-12-18,7.5949
2000-12-19,5.098
2000-12-20,-5.5969999999999995
2000-12-21,0.3953
2000-12-22,1.1811
2000-12-26,6.0311
2000-12-27,-4.2202
2000-12-28,6.3218
2000-12-29,-1.8018
2001-01-02,1.6514
2001-01-03,-6.3177
2001-01-04,-5.2023
2001-01-05,2.439
2001-01-08,3.9683
2001-01-09,2.2901
2001-01-10,2.4254
2001-01-11,0.7286
2001-01-12,0.9042
2001-01-16,0.7168
2001-01-17,-4.0925
2001-01-18,-5.5659
2001-01-19,-0.5894
2001-01-22,2.3715
2001-01-23,2.5097
2001-01-24,3.7664999999999997
2001-01-25,5.2632
2001-01-26,1.0345
2001-01-29,-2.9352
2001-01-30,-0.3094
2001-01-31,1.7212
2001-02-01,-0.8322
2001-02-02,2.0979
2001-02-05,5.4247
2001-02-06,2.8846
2001-02-07,1.7934
2001-02-08,-1.6377000000000002
2001-02-09,1.4632
2001-02-12,-2.8095
2001-02-13,-0.7419
2001-02-14,1.2887
2001-02-15,-0.7634
2001-02-16,0.3846
2001-02-20,1.7368999999999999
2001-02-21,-3.3392
2001-02-22,-1.5584
2001-02-23,-1.2665
2001-02-26,5.2378
2001-02-27,-0.6221
2001-02-28,-2.5568999999999997
2001-03-01,-0.5773
2001-03-02,5.0145
2001-03-05,3.3174
2001-03-06,2.4568
2001-03-07,5.5081
2001-03-08,-1.1926
2001-03-09,-2.5962
2001-03-12,-2.6187
2001-03-13,-4.5618
2001-03-14,-3.1195
2001-03-15,-7.167
2001-03-16,2.5175
2001-03-19,1.9918
2001-03-20,1.3109
2001-03-21,-4.1458
2001-03-22,-2.259
2001-03-23,4.8478
2001-03-26,-0.3763
2001-03-27,-0.2968
2001-03-28,-6.793
2001-03-29,-2.9326
2001-03-30,4.6964
2001-04-02,-5.6857
2001-04-03,-4.3017
2001-04-04,3.4505
2001-04-05,6.0282
2001-04-06,-1.2698
2001-04-09,4.0631
2001-04-10,3.3708
2001-04-11,-2.2826
2001-04-12,1.9466
2001-04-16,0.4364
2001-04-17,2.906
2001-04-18,-4.9617
2001-04-19,-2.1105
2001-04-20,0.539
2001-04-23,2.9345
2001-04-24,-1.3706
2001-04-25,2.6959
2001-04-26,6.0893
2001-04-27,-0.8418
2001-04-30,0.0772
2001-05-01,-1.5681
2001-05-02,-9.8981
2001-05-03,0.4638
2001-05-04,1.9908000000000001
2001-05-07,-2.0651
2001-05-08,-1.2421
2001-05-09,1.6379000000000001
2001-05-10,-0.8633
2001-05-11,-1.7417
2001-05-14,3.2201
2001-05-15,2.1752
2001-05-16,0.5882
2001-05-17,2.7569
2001-05-18,1.7614999999999998
2001-05-21,-1.4115
2001-05-22,-1.4586999999999999
2001-05-23,-3.5362
2001-05-24,-4.9446
2001-05-25,0.568
2001-05-29,-3.5375
2001-05-30,-4.7766
2001-05-31,4.2395
2001-06-01,-1.1953
2001-06-04,0.6289
2001-06-05,0.9375
2001-06-06,-4.3034
2001-06-07,-3.4293
2001-06-08,-0.2345
2001-06-11,-1.1417
2001-06-12,1.3247
2001-06-13,-0.6705
2001-06-14,-1.4175
2001-06-15,-0.4451
2001-06-18,-1.9601
2001-06-19,-2.1747
2001-06-20,-1.6135000000000002
2001-06-21,-4.8105
2001-06-22,-3.5221999999999998
2001-06-25,1.4683
2001-06-26,1.3688
2001-06-27,-6.25
2001-06-28,-3.2922000000000002
2001-06-29,-0.4255
2001-07-02,-5.3419
2001-07-03,-0.0451
2001-07-05,-0.2258
2001-07-06,1.3580999999999999
2001-07-09,-5.0916
2001-07-10,1.0352999999999999
2001-07-11,-1.7233
2001-07-12,-6.872
2001-07-13,2.4936
2001-07-16,-7.4975
2001-07-17,3.7037
2001-07-18,-0.3623
2001-07-19,1.4026
2001-07-20,11.4242
2001-07-23,-1.0115
2001-07-24,-2.4617
2001-07-25,4.7619
2001-07-26,-1.2727
2001-07-27,1.0589
2001-07-30,0.82
2001-07-31,-6.507
2001-08-01,-3.3833
2001-08-02,2.8014
2001-08-03,-1.4599
2001-08-06,1.284
2001-08-07,-3.2179
2001-08-08,-4.7859
2001-08-09,0.0
2001-08-10,2.6455
2001-08-13,-1.8041
2001-08-14,0.5249
2001-08-15,9.5561
2001-08-16,-3.0029
2001-08-17,-1.1794
2001-08-20,-2.0885
2001-08-21,0.5587
2001-08-22,0.0
2001-08-23,-1.9192
2001-08-24,1.2358
2001-08-27,0.0
2001-08-28,-3.3062
2001-08-29,-0.3682
2001-08-30,-6.943
2001-08-31,3.6364
2001-09-04,0.8772
2001-09-05,-2.5543
2001-09-06,3.7925
2001-09-07,-2.1494
2001-09-10,2.1417
2001-09-17,-6.1828
2001-09-18,-8.9971
2001-09-19,-7.0529
2001-09-20,-2.6423
2001-09-21,6.4718
2001-09-24,-4.5752
2001-09-25,-3.7671
2001-09-26,-6.0498
2001-09-27,3.4091
2001-09-28,7.1062
2001-10-01,-3.42
2001-10-02,3.1161
2001-10-03,2.3352
2001-10-04,8.1879
2001-10-05,-0.062
2001-10-08,-0.3724
2001-10-09,1.7445
2001-10-10,4.8377
2001-10-11,-0.7009
2001-10-12,3.7647
2001-10-15,-3.458
2001-10-16,5.7546
2001-10-17,1.055
2001-10-18,-4.3407
2001-10-19,5.6864
2001-10-22,5.4348
2001-10-23,2.8866
2001-10-24,-1.8035999999999999
2001-10-25,4.6939
2001-10-26,8.2846
2001-10-29,1.5752000000000002
2001-10-30,-9.7918
2001-10-31,-2.7504999999999997
2001-11-01,0.9091
2001-11-02,-1.4515
2001-11-05,-5.0787
2001-11-06,-0.4815
2001-11-07,7.5269
2001-11-08,4.1
2001-11-09,4.9952
2001-11-12,2.699
2001-11-13,0.1782
2001-11-14,-7.9591
2001-11-15,-13.5749
2001-11-16,2.4036
2001-11-19,0.7642
2001-11-20,7.7465
2001-11-21,-2.0613
2001-11-23,3.5421
2001-11-26,-3.5697
2001-11-27,0.6684
2001-11-28,-0.4086
2001-11-29,2.7692
2001-11-30,0.524
2001-12-03,1.7893
2001-12-04,4.1504
2001-12-05,3.9381
2001-12-06,-4.8263
2001-12-07,-0.3791
2001-12-10,-0.3806
2001-12-11,2.1968
2001-12-12,3.271
2001-12-13,-1.5836999999999999
2001-12-14,3.3103
2001-12-17,-2.7147
2001-12-18,2.1043
2001-12-19,5.7348
2001-12-20,-0.3814
2001-12-21,0.2552
2001-12-24,3.9032999999999998
2001-12-26,5.9616
2001-12-27,-3.5453
2001-12-28,0.4794
2001-12-31,-1.1928
2002-01-02,-6.9215
2002-01-03,-1.47
2002-01-04,4.3001
2002-01-07,0.3786
2002-01-08,-2.3051
2002-01-09,1.4586000000000001
2002-01-10,-2.241
2002-01-11,-4.8443000000000005
2002-01-14,-3.2727
2002-01-15,3.6184
2002-01-16,-3.4467
2002-01-17,1.4561
2002-01-18,-1.0185
2002-01-22,-1.5903
2002-01-23,3.8973
2002-01-24,4.3916
2002-01-25,2.9798
2002-01-28,-3.7020999999999997
2002-01-29,-1.4141
2002-01-30,2.3308
2002-01-31,4.2488
2002-02-01,0.0
2002-02-04,-2.521
2002-02-05,-1.681
2002-02-06,1.7098
2002-02-07,-4.3534
2002-02-08,1.1717
2002-02-11,4.7661
2002-02-12,-1.5731000000000002
2002-02-13,1.5119
2002-02-14,0.5532
2002-02-15,0.0846
2002-02-19,-0.6342
2002-02-20,-1.9149
2002-02-21,4.3384
2002-02-22,3.5967000000000002
2002-02-25,5.2632
2002-02-26,-1.9466
2002-02-27,-1.7906
2002-02-28,0.9512
2002-03-01,0.0393
2002-03-04,4.0031
2002-03-05,0.6038
2002-03-06,2.138
2002-03-07,1.8362
2002-03-08,-2.2719
2002-03-11,2.3985
2002-03-12,1.5495
2002-03-13,-2.0582
2002-03-14,-2.029
2002-03-15,3.2544
2002-03-18,3.1519
2002-03-19,4.4097
2002-03-20,-1.2305
2002-03-21,1.0438
2002-03-22,-5.3649000000000004
2002-03-25,0.3521
2002-03-26,-0.8772
2002-03-27,6.5133
2002-03-28,0.1662
2002-04-01,1.1280999999999999
2002-04-02,0.5577
2002-04-03,-2.4796
2002-04-04,-2.2081
2002-04-05,-1.1632
2002-04-08,1.3153000000000001
2002-04-09,-2.8015
2002-04-10,1.2302
2002-04-11,-0.5208
2002-04-12,-4.3629999999999995
2002-04-15,5.5839
2002-04-16,5.6689
2002-04-17,6.1825
2002-04-18,0.9858
2002-04-19,1.0067
2002-04-22,-0.0906
2002-04-23,2.0254
2002-04-24,-2.3704
2002-04-25,3.1563
2002-04-26,0.7355
2002-04-29,-0.7009
2002-04-30,-0.7059
2002-05-01,1.5995
2002-05-02,1.4285999999999999
2002-05-03,0.7186
2002-05-06,-5.0514
2002-05-07,-1.1722
2002-05-08,4.927
2002-05-09,-2.4638
2002-05-10,3.5958
2002-05-13,1.2048
2002-05-14,0.2268
2002-05-15,-6.3347999999999995
2002-05-16,0.5435
2002-05-17,-3.3033
2002-05-20,0.9317
2002-05-21,-2.2154
2002-05-22,2.8005
2002-05-23,1.7753
2002-05-24,-0.5414
2002-05-28,0.4838
2002-05-29,0.8125
2002-05-30,-2.6269
2002-05-31,0.4752
2002-06-03,-5.9542
2002-06-04,-2.2078
2002-06-05,-3.8513
2002-06-06,-0.4144
2002-06-07,4.0915
2002-06-10,-4.5969
2002-06-11,-5.6564
2002-06-12,0.9623
2002-06-13,1.8695
2002-06-14,2.339
2002-06-17,3.0942
2002-06-18,-1.3643
2002-06-19,0.9682
2002-06-20,0.2055
2002-06-21,0.0342
2002-06-24,0.1025
2002-06-25,-1.3652
2002-06-26,1.7993000000000001
2002-06-27,-3.8749000000000002
2002-06-28,-3.6068
2002-07-01,-2.4211
2002-07-02,-1.5038
2002-07-03,3.0916
2002-07-05,4.4798
2002-07-08,-4.9256
2002-07-09,1.2671999999999999
2002-07-10,-2.834
2002-07-11,-4.1667
2002-07-12,-1.9763
2002-07-15,-2.2580999999999998
2002-07-16,2.3927
2002-07-17,0.7252
2002-07-18,2.48
2002-07-19,-4.6058
2002-07-22,-6.7921
2002-07-23,-3.9508
2002-07-24,12.66
2002-07-25,-1.9473
2002-07-26,0.331
2002-07-29,8.4948
2002-07-30,1.7104
2002-07-31,-3.4006
2002-08-01,-4.7969
2002-08-02,-6.1764
2002-08-05,-2.5552
2002-08-06,6.1778
2002-08-07,-2.0511
2002-08-08,3.6325
2002-08-09,3.7113
2002-08-12,3.0219
2002-08-13,0.7333
2002-08-14,2.2222
2002-08-15,5.3223
2002-08-16,-1.4591
2002-08-19,1.264
2002-08-20,-4.9215
2002-08-21,1.1253
2002-08-22,4.3398
2002-08-23,-0.6399
2002-08-26,2.3614
2002-08-27,-2.9011
2002-08-28,-2.7358000000000002
2002-08-29,-2.4426
2002-08-30,1.176
2002-09-03,-7.649
2002-09-04,-1.2383
2002-09-05,-1.2346
2002-09-06,3.5
2002-09-09,1.248
2002-09-10,3.3797
2002-09-11,-0.5769
2002-09-12,-2.9013999999999998
2002-09-13,0.5976
2002-09-16,1.0693
2002-09-17,-4.0361
2002-09-18,1.6333
2002-09-19,-1.8883
2002-09-20,-2.6618
2002-09-23,0.2524
2002-09-24,-3.1053
2002-09-25,3.4214
2002-09-26,5.8626000000000005
2002-09-27,-1.3054000000000001
2002-09-30,0.3607
2002-10-01,2.7157
2002-10-02,1.283
2002-10-03,-0.1919
2002-10-04,1.0769
2002-10-07,-3.0061
2002-10-08,0.3138
2002-10-09,-2.894
2002-10-10,2.5775
2002-10-11,1.1779
2002-10-14,5.0058
2002-10-15,6.2823
2002-10-16,-1.8428
2002-10-17,5.2426
2002-10-18,-1.7839
2002-10-21,1.0281
2002-10-22,-3.2564
2002-10-23,1.683
2002-10-24,-1.4483
2002-10-25,-6.753
2002-10-28,1.576
2002-10-29,-3.4355
2002-10-30,3.596
2002-10-31,-0.1477
2002-11-01,5.6953
2002-11-04,-0.6298
2002-11-05,0.669
2002-11-06,3.5327
2002-11-07,-2.3986
2002-11-08,-2.3191
2002-11-11,-3.7916
2002-11-12,-2.3941
2002-11-13,-3.2075
2002-11-14,4.2885
2002-11-15,-0.1121
2002-11-18,0.0374
2002-11-19,-1.1972
2002-11-20,7.7243
2002-11-21,1.4060000000000001
2002-11-22,-3.8128
2002-11-25,1.0811
2002-11-26,-3.9215999999999998
2002-11-27,2.3377
2002-11-29,1.541
2002-12-02,5.2895
2002-12-03,0.4752
2002-12-04,-3.9189
2002-12-05,-0.4571
2002-12-06,0.3886
2002-12-09,-1.126
2002-12-10,2.847
2002-12-11,-1.5917
2002-12-12,7.5949
2002-12-13,-1.5359
2002-12-16,3.4849
2002-12-17,-2.5337
2002-12-18,-0.7897
2002-12-19,0.796
2002-12-20,2.8957
2002-12-23,1.1193
2002-12-24,-1.8975
2002-12-26,-1.2894999999999999
2002-12-27,-2.0248
2002-12-30,-2.6667
2002-12-31,0.8562
2003-01-02,3.4975
2003-01-03,-1.542
2003-01-06,-1.1663000000000001
2003-01-07,-6.5071
2003-01-08,-1.0458
2003-01-09,-0.328
2003-01-10,-1.2797
2003-01-13,-2.4074
2003-01-14,-0.9488
2003-01-15,4.5977
2003-01-16,2.674
2003-01-17,-2.2476
2003-01-21,-3.2482
2003-01-22,2.7537000000000003
2003-01-23,1.5051
2003-01-24,-2.8209999999999997
2003-01-27,-5.0986
2003-01-28,0.8235
2003-01-29,3.9284
2003-01-30,-1.3847
2003-01-31,2.2391
2003-02-03,-0.1856
2003-02-04,4.0536
2003-02-05,0.143
2003-02-06,-1.6059999999999999
2003-02-07,-2.3576
2003-02-10,2.8603
2003-02-11,-0.9751
2003-02-12,-4.0846
2003-02-13,-1.9011
2003-02-14,0.7752
2003-02-18,2.1154
2003-02-19,-1.0923
2003-02-20,2.1325
2003-02-21,3.9896000000000003
2003-02-24,3.6214
2003-02-25,-0.9343
2003-02-26,0.6986
2003-02-27,-4.4398
2003-02-28,1.5608
2003-03-03,-2.055
2003-03-04,-0.7305
2003-03-05,-1.95
2003-03-06,2.7767
2003-03-07,-2.8478
2003-03-10,-2.1045
2003-03-11,-2.8023
2003-03-12,-2.4882
2003-03-13,0.6075
2003-03-14,-0.7246
2003-03-17,1.2570999999999999
2003-03-18,4.966
2003-03-19,-1.1446
2003-03-20,3.049
2003-03-21,-3.4831
2003-03-24,-2.7939
2003-03-25,0.5589
2003-03-26,1.3497
2003-03-27,3.0944
2003-03-28,1.0258
2003-03-31,-4.0617
2003-04-01,1.1368
2003-04-02,0.3488
2003-04-03,-3.3604
2003-04-04,-0.4796
2003-04-07,1.0843
2003-04-08,-0.6754
2003-04-09,0.48
2003-04-10,3.5032
2003-04-11,-1.1538
2003-04-14,-1.1673
2003-04-15,-1.7717
2003-04-16,-0.4008
2003-04-17,4.9899000000000004
2003-04-21,1.3798
2003-04-22,2.2684
2003-04-23,-0.5545
2003-04-24,0.5576
2003-04-25,-1.7375
2003-04-28,-2.7088
2003-04-29,-2.8616
2003-04-30,1.1146
2003-05-01,0.4724
2003-05-02,1.8025
2003-05-05,2.8099
2003-05-06,2.0217
2003-05-07,3.8899
2003-05-08,0.6358
2003-05-09,1.1934
2003-05-12,0.3815
2003-05-13,2.1078
2003-05-14,0.643
2003-05-15,0.269
2003-05-16,0.2012
2003-05-19,-1.9411
2003-05-20,-1.0922
2003-05-21,5.0035
2003-05-22,-0.953
2003-05-23,-0.1991
2003-05-27,1.762
2003-05-28,-2.0255
2003-05-29,-2.8009
2003-05-30,2.916
2003-06-02,-0.55
2003-06-03,-1.1406
2003-06-04,0.9841
2003-06-05,-0.8065
2003-06-06,-0.9146
2003-06-09,0.6496
2003-06-10,0.4076
2003-06-11,4.5332
2003-06-12,-2.4272
2003-06-13,-5.3731
2003-06-16,-4.4865
2003-06-17,-2.2752
2003-06-18,-1.2768
2003-06-19,1.9399
2003-06-20,0.1119
2003-06-23,-0.0373
2003-06-24,2.9828
2003-06-25,1.7017
2003-06-26,-2.9192
2003-06-27,-0.0733
2003-06-30,-1.2844
2003-07-01,-0.7435
2003-07-02,1.6854
2003-07-03,1.6575
2003-07-07,-4.2029
2003-07-08,0.1135
2003-07-09,3.0223
2003-07-10,-3.557
2003-07-11,-0.1901
2003-07-14,-1.9048
2003-07-15,-1.165
2003-07-16,-1.6503
2003-07-17,2.8765
2003-07-18,4.8544
2003-07-21,-3.3333
2003-07-22,-1.9157
2003-07-23,-2.9688
2003-07-24,-1.0064
2003-07-25,-0.1627
2003-07-28,0.4073
2003-07-29,-2.5963000000000003
2003-07-30,2.0408
2003-07-31,2.3265000000000002
2003-08-01,0.359
2003-08-04,-1.9872999999999998
2003-08-05,-1.2165
2003-08-06,1.8062
2003-08-07,4.3548
2003-08-08,-0.8501
2003-08-11,0.5456
2003-08-12,1.2403
2003-08-13,0.0
2003-08-14,-1.1103
2003-08-15,1.4324
2003-08-18,0.916
2003-08-19,0.9077
2003-08-20,1.9865
2003-08-21,2.9032999999999998
2003-08-22,-2.5714
2003-08-25,-0.5865
2003-08-26,-0.3687
2003-08-27,-0.074
2003-08-28,3.5185
2003-08-29,0.0
2003-09-02,-1.6816
2003-09-03,0.746
2003-09-04,-0.2531
2003-09-05,0.9424
2003-09-08,0.8977
2003-09-09,-3.1317
2003-09-10,-2.6818999999999997
2003-09-11,0.2265
2003-09-12,1.0169
2003-09-15,-0.5966
2003-09-16,0.7127
2003-09-17,-0.6331
2003-09-18,2.3238
2003-09-19,2.0879
2003-09-22,-1.6864
2003-09-23,-0.1825
2003-09-24,1.7915999999999999
2003-09-25,-2.3707
2003-09-26,-2.833
2003-09-29,2.3476
2003-09-30,-0.7769
2003-10-01,3.1693
2003-10-02,0.3614
2003-10-03,2.4487
2003-10-06,-0.0351
2003-10-07,-0.4923
2003-10-08,-0.1413
2003-10-09,-0.6016
2003-10-10,1.1392
2003-10-13,0.6336
2003-10-14,-3.008
2003-10-15,-4.0029
2003-10-16,1.3899
2003-10-17,-2.7788
2003-10-20,-0.1524
2003-10-21,1.9466
2003-10-22,-1.6099
2003-10-23,-0.8752
2003-10-24,-1.4203000000000001
2003-10-27,-0.3894
2003-10-28,0.1955
2003-10-29,-0.5072
2003-10-30,1.0196
2003-10-31,2.2904
2003-11-03,-1.9734
2003-11-04,0.7356
2003-11-05,0.1153
2003-11-06,-0.2303
2003-11-07,1.8469
2003-11-10,-1.3978
2003-11-11,-0.5364
2003-11-12,0.963
2003-11-13,1.9458
2003-11-14,0.8608
2003-11-17,-1.8553
2003-11-18,-0.6805
2003-11-19,-3.0072
2003-11-20,-1.0204
2003-11-21,-1.7843
2003-11-24,0.6056
2003-11-25,1.0433
2003-11-26,-0.1589
2003-11-28,0.6364
2003-12-01,0.4941
2003-12-02,1.1811
2003-12-03,-1.9844
2003-12-04,2.6201
2003-12-05,2.1277
2003-12-08,2.6515
2003-12-09,-2.0295
2003-12-10,0.0377
2003-12-11,-0.1506
2003-12-12,3.3937
2003-12-15,-3.0999
2003-12-16,0.414
2003-12-17,-0.9745
2003-12-18,4.2771
2003-12-19,-1.343
2003-12-22,0.7358
2003-12-23,-1.8992
2003-12-24,2.4572
2003-12-26,-0.5814
2003-12-29,0.8406
2003-12-30,-0.0362
2003-12-31,-1.4866
2004-01-02,-0.1472
2004-01-05,0.8846
2004-01-06,-0.8403
2004-01-07,-0.0737
2004-01-08,3.0973
2004-01-09,2.8612
2004-01-12,-1.669
2004-01-13,-0.2829
2004-01-14,-2.6596
2004-01-15,-2.1858
2004-01-16,2.6443
2004-01-20,2.939
2004-01-21,0.1762
2004-01-22,-1.2315
2004-01-23,2.5294
2004-01-26,1.2856
2004-01-27,1.2006999999999999
2004-01-28,-1.2881
2004-01-29,-0.8929
2004-01-30,-1.2474
2004-02-02,2.3158
2004-02-03,-1.2689
2004-02-04,-0.9378
2004-02-05,-1.8233000000000001
2004-02-06,0.8571
2004-02-09,2.7266
2004-02-10,3.1024
2004-02-11,0.6018
2004-02-12,0.0
2004-02-13,-2.0605
2004-02-17,1.2894
2004-02-18,-2.7471
2004-02-19,-0.6889
2004-02-20,-0.9712
2004-02-23,-0.5254
2004-02-24,1.4788999999999999
2004-02-25,0.5378
2004-02-26,1.6235
2004-02-27,-0.17
2004-03-01,2.6217
2004-03-02,1.294
2004-03-03,-0.9171
2004-03-04,0.3636
2004-03-05,-0.1976
2004-03-08,0.6271
2004-03-09,-2.2958
2004-03-10,-4.3639
2004-03-11,-1.1934
2004-03-12,2.6643
2004-03-15,0.7958
2004-03-16,-1.2358
2004-03-17,3.0935
2004-03-18,-0.5394
2004-03-19,-3.2881
2004-03-22,-2.2082
2004-03-23,-2.0072
2004-03-24,-3.4382
2004-03-25,1.2121
2004-03-26,2.9192
2004-03-29,0.0
2004-03-30,2.5818
2004-03-31,-0.1418
2004-04-01,-1.7749000000000001
2004-04-02,-0.5782
2004-04-05,-0.9451
2004-04-06,-1.6514
2004-04-07,1.3433
2004-04-08,0.405
2004-04-12,4.8772
2004-04-13,-1.4685000000000001
2004-04-14,-0.5323
2004-04-15,0.8205
2004-04-16,0.1769
2004-04-19,-1.4836
2004-04-20,-3.4779
2004-04-21,0.7058
2004-04-22,2.8772
2004-04-23,-0.3227
2004-04-26,0.0
2004-04-27,3.0576
2004-04-28,-2.0244
2004-04-29,-1.6743999999999999
2004-04-30,-0.8333
2004-05-03,2.4114
2004-05-04,-0.2854
2004-05-05,-2.4329
2004-05-06,-3.1536
2004-05-07,-1.9311
2004-05-10,-3.166
2004-05-11,0.8772
2004-05-12,0.9881
2004-05-13,0.5871
2004-05-14,0.1556
2004-05-17,0.0
2004-05-18,-1.4763
