ticker,PNYTF US Equity
2012-02-24,2.2556
2012-02-27,2.9412000000000003
2012-02-29,-11.4286
2012-03-02,12.5
2012-03-08,-5.3763
2012-03-21,-14.0152
2012-03-22,-0.4405
2012-03-26,1.7699
2012-03-27,-1.7391
2012-03-29,-2.6549
2012-04-11,-0.9091
2012-04-13,13.4174
2012-04-16,-6.9767
2012-04-18,-4.3478
2012-04-19,0.0
2012-04-26,-6.3636
2012-05-07,-2.9126
2012-05-10,0.0
2012-05-14,5.0
2012-05-17,-22.381
2012-05-18,-1.3804
2012-05-22,3.2659000000000002
2012-05-25,1.6566
2012-05-31,-22.0
2012-06-01,-0.4748
2012-06-04,-25.4771
2012-06-05,-5.7618
2012-06-12,-6.5217
2012-06-18,19.7674
2012-06-22,-9.7087
2012-06-27,-21.5054
2012-06-28,-1.3699
2012-06-29,0.0
2012-07-02,27.7778
2012-07-06,-78.2609
2012-07-12,200.0
2012-07-16,-10.0
2012-07-18,-15.9722
2012-07-26,1.3774
2012-07-27,-17.3913
2012-08-08,-7.8947
2012-08-10,26.7857
2012-08-13,-0.2817
2012-09-20,-9.6045
2012-09-21,50.0
2012-09-27,11.6667
2012-10-01,7.4627
2012-10-22,-7.9861
2012-11-01,-69.8113
2012-11-08,-10.0
2012-11-30,-97.9167
2012-12-03,66.6667
2012-12-07,0.0
2012-12-10,220.0
2012-12-11,18.75
2012-12-13,0.0
2012-12-14,0.0
2012-12-17,0.0
2012-12-18,0.0
2012-12-19,0.0
2012-12-20,26.3158
2012-12-24,-25.0
2012-12-27,0.0
2013-01-04,5.5556
2013-01-07,0.0
2013-01-08,0.0
2013-01-14,0.0
2013-01-15,-73.6842
2013-01-16,60.0
2013-01-18,0.0
2013-01-25,0.0
2013-01-30,475.0
2013-01-31,-47.8261
2013-02-04,0.0
2013-02-05,-33.3333
2013-02-19,0.0
2013-02-28,-68.75
2013-03-01,-60.0
2013-03-07,700.0
2013-03-08,-68.75
2013-03-11,0.0
2013-03-13,0.0
2013-03-14,-40.0
2013-03-15,0.0
2013-03-19,166.6667
2013-03-21,62.5
2013-03-22,-23.0769
2013-03-25,-50.0
2013-03-27,0.0
2013-03-28,0.0
2013-04-18,0.0
2013-04-30,-40.0
2013-06-04,0.0
2013-06-11,0.0
2013-08-06,-33.3333
2013-08-08,450.0
2013-08-13,-54.5455
2013-08-16,20.0
2013-08-19,0.0
2013-09-12,116.6667
2013-09-16,-84.6154
2013-09-26,150.0
2013-09-30,20.0
2013-10-16,0.0
2013-10-18,0.0
2013-10-21,0.0
2013-11-06,66.6667
2013-11-07,0.0
2013-11-13,0.0
2013-11-14,0.0
2013-11-19,0.0
2013-12-11,-40.0
2013-12-17,33.3333
2013-12-18,37.5
2013-12-19,-9.0909
2013-12-23,-80.0
2014-01-02,50.0
2014-01-06,0.0
2014-01-13,0.0
2014-01-14,66.6667
2014-01-15,0.0
2014-01-21,0.0
2014-01-27,0.0
2014-02-03,60.0
2014-02-06,337.5
2014-02-07,-60.0
2014-02-20,14.2857
2014-02-21,181.25
2014-02-24,-64.4444
2014-03-05,-68.75
2014-03-11,0.0
2014-03-20,0.0
2014-03-21,0.0
2014-03-28,60.0
2014-03-31,0.0
2014-04-02,25.0
2014-04-10,30.0
2014-05-12,0.0
2014-06-16,38.4615
2014-06-17,5.5556
2014-06-18,68.4211
2014-06-20,0.0
2014-06-26,-25.0
2014-07-08,0.0
2014-08-04,0.0
2014-08-21,20.8333
2014-09-09,-82.7586
2014-09-15,0.0
2014-09-29,100.0
2014-10-01,0.0
2014-10-03,-50.0
2014-10-09,60.0
2014-10-17,-37.5
2014-10-21,0.0
2014-10-24,0.0
2014-11-03,-40.0
2014-11-12,433.3333
2014-11-13,300.0
2014-11-18,0.0
2014-11-19,-84.375
2014-11-24,40.0
2014-11-28,-7.1429
2014-12-01,-38.4615
2014-12-02,0.0
2014-12-03,0.0
2014-12-08,0.0
2014-12-11,-37.5
2014-12-12,20.0
2014-12-15,0.0
2014-12-19,1233.3333
2014-12-22,0.0
2014-12-23,20.0
2014-12-29,-94.7917
2015-01-02,0.0
2015-01-07,60.0
2015-01-08,0.0
2015-01-12,0.0
2015-01-15,-37.5
2015-01-30,60.0
2015-02-04,0.0
2015-02-05,-25.0
2015-02-17,33.3333
2015-02-20,700.0
2015-02-23,0.0
2015-02-24,-95.3125
2015-02-26,0.0
2015-02-27,1666.6667
2015-03-02,60.3774
2015-03-03,41.1765
2015-03-04,13.3333
2015-03-05,-45.5882
2015-03-06,-45.9459
2015-03-09,112.5
2015-03-10,-22.352899999999998
2015-03-11,-22.7273
2015-03-12,-5.8824
2015-03-13,39.5833
2015-03-16,14.9254
2015-03-17,-16.8831
2015-03-18,0.0
2015-03-19,0.0
2015-03-20,0.0
2015-03-23,-25.0
2015-03-24,4.1667
2015-03-25,2.0
2015-03-26,0.0
2015-03-27,-5.8824
2015-03-30,0.0
2015-03-31,0.0
2015-04-01,0.0
2015-04-02,33.3333
2015-04-06,0.0
2015-04-08,-50.0
2015-04-10,-18.75
2015-04-13,80.7692
2015-04-14,19.1489
2015-04-20,-42.8571
2015-04-21,0.0
2015-04-22,0.0
2015-04-23,75.0
2015-04-24,-39.2857
2015-04-27,0.0
2015-05-01,0.0
2015-05-04,-5.8824
2015-05-05,100.0
2015-05-07,0.0
2015-05-08,-50.0
2015-05-14,0.0
2015-05-19,0.0
2015-05-21,-18.75
2015-05-22,-26.9231
2015-05-27,-15.7895
2015-05-28,0.0
2015-05-29,0.0
2015-06-02,-18.75
2015-06-05,23.0769
2015-06-08,-12.5
2015-06-11,-21.4286
2015-06-12,18.1818
2015-06-16,-15.3846
2015-06-18,0.0
2015-06-22,45.4545
2015-06-23,0.0
2015-06-24,0.0
2015-06-26,-31.25
2015-06-29,-9.0909
2015-07-06,-20.0
2015-07-07,0.0
2015-07-10,-37.5
2015-07-13,0.0
2015-07-16,120.0
2015-07-17,-27.2727
2015-07-20,-37.5
2015-07-22,0.0
2015-07-23,60.0
2015-07-24,-37.5
2015-07-27,60.0
2015-07-28,-25.0
2015-07-29,0.0
2015-07-30,-16.6667
2015-07-31,60.0
2015-08-03,-25.0
2015-08-04,0.0
2015-08-05,-16.6667
2015-08-06,0.0
2015-08-07,0.0
2015-08-10,20.0
2015-08-11,0.0
2015-08-12,-16.6667
2015-08-13,60.0
2015-08-14,-62.5
2015-08-17,0.0
2015-08-18,0.0
2015-08-19,0.0
2015-08-20,0.0
2015-08-21,66.6667
2015-08-24,-40.0
2015-08-25,0.0
2015-08-27,0.0
2015-08-28,66.6667
2015-09-08,0.0
2015-09-09,0.0
2015-09-10,-40.0
2015-09-14,66.6667
2015-09-15,-40.0
2015-09-16,66.6667
2015-09-17,20.0
2015-09-18,0.0
2015-09-21,-16.6667
2015-09-22,0.0
2015-09-24,0.0
2015-09-29,0.0
2015-10-02,-40.0
2015-10-05,100.0
2015-10-06,0.0
2015-10-07,0.0
2015-10-08,-16.6667
2015-10-12,-40.0
2015-10-14,0.0
2015-10-16,0.0
2015-10-20,66.6667
2015-10-26,0.0
2015-10-27,0.0
2015-10-29,-60.0
2015-10-30,50.0
2015-11-02,0.0
2015-11-03,-33.3333
2015-11-04,150.0
2015-11-05,0.0
2015-11-06,0.0
2015-11-09,0.0
2015-11-10,-40.0
2015-11-11,0.0
2015-11-13,0.0
2015-11-16,66.6667
2015-11-24,-40.0
2015-11-25,66.6667
2015-12-01,-60.0
2015-12-03,50.0
2015-12-08,-33.3333
2015-12-10,0.0
2015-12-11,50.0
2015-12-15,-46.6667
2015-12-16,25.0
2015-12-21,50.0
2015-12-22,-33.3333
2015-12-23,0.0
2015-12-28,150.0
2015-12-29,-68.0
2015-12-30,87.5
2016-01-07,0.0
2016-01-13,-33.3333
2016-01-14,50.0
2016-01-15,-46.6667
2016-01-22,87.5
2016-01-26,66.6667
2016-01-28,-40.0
2016-02-03,66.6667
2016-02-09,0.0
2016-02-10,0.0
2016-02-11,-40.0
2016-02-12,-46.6667
2016-02-16,87.5
2016-02-25,-33.3333
2016-02-29,50.0
2016-03-01,66.6667
2016-03-02,-60.0
2016-03-03,0.0
2016-03-04,150.0
2016-03-10,-40.0
2016-03-11,-33.3333
2016-03-14,0.0
2016-03-17,0.0
2016-03-21,0.0
2016-03-23,0.0
2016-03-24,150.0
2016-03-29,-60.0
2016-04-13,50.0
2016-04-20,-46.6667
2016-04-25,25.0
2016-04-27,0.0
2016-05-02,200.0
2016-05-03,33.3333
2016-05-04,-62.5
2016-05-05,66.6667
2016-05-06,-40.0
2016-05-09,66.6667
2016-05-11,0.0
2016-05-12,0.0
2016-05-13,-40.0
2016-05-17,66.6667
2016-05-19,-40.0
2016-05-20,33.3333
2016-05-23,50.0
2016-06-02,0.0
2016-06-08,-16.6667
2016-06-09,0.0
2016-06-20,-40.0
2016-06-27,0.0
2016-07-06,-33.3333
2016-07-11,50.0
2016-07-19,-33.3333
2016-07-29,0.0
2016-08-02,50.0
2016-08-04,0.0
2016-08-05,0.0
2016-08-09,-33.3333
2016-08-12,0.0
2016-08-15,0.0
2016-08-31,0.0
2016-09-02,0.0
2016-09-07,0.0
2016-09-29,0.0
2016-10-06,0.0
2016-11-01,50.0
2016-11-03,66.6667
2016-11-10,-40.0
2016-11-14,0.0
2016-12-02,0.0
2016-12-06,-33.3333
2016-12-09,0.0
2016-12-16,50.0
2016-12-19,0.0
2016-12-22,-33.3333
2016-12-29,0.0
2016-12-30,20.0
2017-01-11,25.0
2017-01-17,0.0
2017-01-24,66.6667
2017-01-25,-40.0
2017-01-31,0.0
2017-02-02,0.0
2017-02-08,0.0
2017-02-21,66.6667
2017-02-24,-40.0
2017-03-02,66.6667
2017-03-03,-40.0
2017-03-09,0.0
2017-03-13,66.6667
2017-03-14,0.0
2017-03-15,0.0
2017-03-16,0.0
2017-03-21,-40.0
2017-04-04,-33.3333
2017-04-07,50.0
2017-04-10,-33.3333
2017-04-17,0.0
2017-04-19,50.0
2017-04-24,0.0
2017-04-27,66.6667
2017-04-28,-40.0
2017-05-10,0.0
2017-05-12,0.0
2017-05-26,0.0
2017-05-30,0.0
2017-06-08,6.6667
2017-06-28,50.0
2017-06-29,0.0
2017-06-30,50.0
2017-07-10,-11.1111
2017-07-14,0.0
2017-07-26,-50.0
2017-07-27,50.0
2017-07-31,-33.3333
2017-08-18,50.0
2017-08-23,-33.3333
2017-08-28,50.0
2017-09-06,-33.3333
2017-09-11,0.0
2017-09-29,0.0
2017-10-02,-50.0
2017-10-04,0.0
2017-10-05,400.0
2017-10-06,0.0
2017-10-09,-60.0
2017-10-10,0.0
2017-10-16,0.0
2017-10-18,0.0
2017-10-19,-50.0
2017-10-20,0.0
2017-10-24,0.0
2017-10-25,0.0
2017-11-10,0.0
2017-11-22,200.0
2017-11-24,33.3333
2017-11-27,-25.0
2017-11-28,0.0
2017-11-29,0.0
2017-12-07,0.0
2017-12-12,0.0
2017-12-13,0.0
2017-12-14,0.0
2017-12-21,0.0
2017-12-22,33.3333
2017-12-29,0.0
2018-01-02,-22.5
2018-01-16,-3.2258
2018-01-18,16.6667
2018-01-25,42.8571
2018-01-29,-20.0
2018-01-31,-25.0
2018-02-01,66.6667
2018-02-05,-20.0
2018-02-06,25.0
2018-02-07,0.0
2018-02-12,-20.0
2018-02-13,50.0
2018-02-14,0.0
2018-02-15,0.0
2018-02-16,0.0
2018-02-20,-16.6667
2018-02-21,0.0
2018-02-26,0.0
2018-02-27,-20.0
2018-02-28,0.0
2018-03-01,0.0
2018-03-02,25.0
2018-03-05,0.0
2018-03-06,-40.0
2018-03-08,33.3333
2018-03-14,12.5
2018-03-16,11.1111
2018-03-21,-20.0
2018-03-22,0.0
2018-03-23,0.0
2018-04-04,0.0
2018-04-05,0.0
2018-04-10,-25.0
2018-04-11,-33.3333
2018-04-17,0.0
2018-04-25,0.0
2018-05-01,50.0
2018-05-08,66.6667
2018-05-09,-20.0
2018-05-11,0.0
2018-05-14,-50.0
2018-05-16,-25.0
2018-05-22,233.3333
2018-06-11,0.0
2018-06-14,-20.0
2018-06-22,0.0
2018-07-03,0.0
2018-07-10,-25.0
2018-07-12,0.0
2018-07-31,33.3333
2018-08-01,0.0
2018-08-15,-25.0
2018-08-20,66.6667
2018-08-21,0.0
2018-08-22,0.0
2018-08-27,-40.0
2018-08-28,16.6667
2018-08-29,14.2857
2018-08-30,-25.0
2018-09-04,0.0
2018-09-25,0.0
2018-10-18,0.0
2018-10-29,-33.3333
2018-10-31,0.0
2018-11-06,0.0
2018-11-09,50.0
2018-11-13,66.6667
2018-11-14,0.0
2018-11-15,0.0
2018-11-16,0.0
2018-11-26,0.0
2018-12-04,-60.0
2018-12-06,100.0
2018-12-07,25.0
2018-12-11,-60.0
2018-12-12,50.0
2018-12-13,0.0
2018-12-14,33.3333
2019-01-23,-50.0
2019-01-24,-50.0
2019-06-06,0.0
2019-07-15,0.0
2019-07-26,5900.0
2019-08-20,-98.3333
2020-04-14,0.0
2020-04-27,300.0
2020-05-05,50.0
2020-05-06,-83.3333
2020-05-07,0.0
2020-05-13,0.0
2020-05-22,300.0
2020-05-26,-25.0
2020-06-01,3233.3333
2020-06-02,-90.0
2020-06-03,0.0
2020-06-11,0.0
2020-06-12,-60.0
2020-06-18,0.0
2020-06-26,0.0
2020-07-01,0.0
2020-07-10,25.0
2020-07-14,-20.0
2020-07-21,0.0
2020-07-28,25.0
2020-07-29,-20.0
2020-07-30,25.0
