ticker,SUMR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-05-05,0.0
2005-05-06,1.0
2005-05-09,0.0
2005-05-10,-0.9901
2005-05-11,0.0
2005-05-12,1.0
2005-05-13,0.396
2005-05-17,0.789
2005-05-19,0.7828
2005-05-20,0.0
2005-05-24,0.0
2005-05-31,0.0
2005-06-01,-1.9417
2005-06-20,0.9901
2005-06-23,0.0
2005-06-28,0.0
2005-06-29,-1.9607999999999999
2005-06-30,1.0
2005-07-01,0.5941
2005-07-08,-1.1811
2005-07-11,0.1992
2005-07-12,-0.5964
2005-07-13,0.6
2005-07-18,-0.3976
2005-07-19,0.3992
2005-07-22,-0.1988
2005-07-25,0.1992
2005-07-27,0.3976
2005-08-01,-0.396
2005-08-05,-0.1988
2005-08-08,0.1992
2005-08-09,0.0
2005-08-10,0.5964
2005-08-11,0.0
2005-08-15,0.0
2005-08-16,0.0
2005-08-17,0.0
2005-08-18,0.5929
2005-08-19,-0.3929
2005-08-22,-0.1972
2005-08-25,0.0
2005-08-26,1.581
2005-08-31,0.0
2005-09-01,0.1946
2005-09-02,0.1942
2005-09-06,-0.3876
2005-09-07,0.0
2005-09-08,0.1946
2005-09-09,0.5825
2005-09-13,-0.7722
2005-09-16,0.0
2005-09-19,0.0
2005-09-22,0.0
2005-09-29,0.0
2005-09-30,0.1946
2005-10-03,0.9709
2005-10-06,0.0
2005-10-11,0.1923
2005-10-12,-0.1919
2005-10-14,-0.7692
2005-10-19,0.7752
2005-10-25,-0.3846
2005-10-28,0.5792
2005-11-01,-0.3839
2005-11-02,-0.3854
2005-11-08,-0.7737
2005-11-09,0.0
2005-11-10,0.1949
2005-11-11,0.0
2005-11-14,0.0
2005-11-17,-0.3891
2005-11-18,0.0
2005-11-21,0.5859
2005-11-23,0.0
2005-11-28,0.3883
2005-11-29,0.0
2005-11-30,0.1934
2005-12-01,0.1931
2005-12-02,0.1927
2005-12-08,0.0
2005-12-09,0.0
2005-12-16,0.0
2005-12-19,0.0
2005-12-21,0.9615
2005-12-23,0.0
2005-12-27,0.0
2005-12-29,-0.1905
2005-12-30,-0.0954
2006-01-03,0.0955
2006-01-04,0.3817
2006-01-05,0.1901
2006-01-06,2.277
2006-01-23,-2.4119
2006-01-25,1.9011
2006-01-26,0.5597
2006-02-01,0.1855
2006-02-02,0.0
2006-02-03,0.5556
2006-02-06,0.9208
2006-02-07,-0.5474
2006-02-08,-0.367
2006-02-09,0.0
2006-02-15,-0.1842
2006-02-16,0.1845
