ticker,VENV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-09-10,33.3333
2019-09-13,8.3333
2019-09-17,15.3846
2019-09-19,13.3333
2019-09-20,0.0
2019-09-25,0.0
2019-09-27,1.1764999999999999
2019-09-30,22.093
2019-10-03,-20.0
2019-10-04,0.0
2019-10-07,-10.7143
2019-10-08,12.0
2019-10-21,-10.7143
2019-10-22,0.0
2019-10-29,6.6667
2019-10-30,0.0
2019-10-31,5.0
2019-11-05,-4.7619
2019-11-19,0.0
2020-01-02,6.25
2020-01-03,0.0
2020-03-30,0.0
2020-07-02,96.4706
2020-07-08,0.0
2020-07-16,0.0
2020-07-28,-40.1198
