ticker,RCHN US Equity
2006-08-29,-7.3171
2006-08-30,2.6316
2006-08-31,0.0
2006-09-01,-2.5641
2006-09-05,23.6842
2006-09-06,-19.1489
2006-09-07,0.0
2006-09-08,-7.8947
2006-09-11,2.8571
2006-09-12,-2.7778
2006-09-13,0.0
2006-09-14,-12.857099999999999
2006-09-15,-1.3115
2006-09-18,42.8571
2006-09-19,-9.3023
2006-09-20,-10.2564
2006-09-21,2.8571
2006-09-22,-19.4444
2006-09-25,10.3448
2006-09-26,-21.875
2006-09-27,4.0
2006-09-28,-7.6923
2006-10-02,37.5
2006-10-03,-9.0909
2006-10-06,-26.6667
2006-10-09,13.6364
2006-10-10,16.0
2006-10-11,-13.7931
2006-10-12,16.0
2006-10-13,0.0
2006-10-16,-10.3448
2006-10-17,7.6923
2006-10-18,0.0
2006-10-19,-21.4286
2006-10-20,9.0909
2006-10-23,16.6667
2006-10-25,-25.0
2006-10-26,19.0476
2006-10-27,-4.0
2006-10-30,4.1667
2006-10-31,-20.0
2006-11-03,-20.0
2006-11-06,0.0
2006-11-08,-6.25
2006-11-09,13.3333
2006-11-10,-23.5294
2006-11-13,23.0769
2006-11-14,-16.875
2006-11-15,5.2632
2006-11-16,0.0
2006-11-17,-7.1429
2006-11-20,7.6923
2006-11-21,-7.1429
2006-11-22,0.0
2006-11-24,-15.3846
2006-11-27,0.0
2006-11-28,18.1818
2006-11-29,3.8462
2006-11-30,-0.7407
2006-12-01,-2.9851
2006-12-05,7.6923
2006-12-06,-7.1429
2006-12-07,-38.4615
2006-12-08,7.5
2006-12-12,-30.2326
2006-12-13,-8.3333
2006-12-14,56.3636
2006-12-15,33.7209
2006-12-18,-47.8261
2006-12-19,0.0
2006-12-22,0.0
2006-12-26,0.0
2006-12-27,0.0
2006-12-28,16.6667
2006-12-29,-14.2857
2007-01-03,83.3333
2007-01-04,0.0
2007-01-05,0.0
2007-01-09,9.0909
2007-02-07,-58.3333
2007-02-12,140.0
2007-02-14,-41.6667
2007-02-15,57.1429
2007-02-20,-45.4545
2007-02-23,0.0
2007-02-28,100.0
2007-03-01,-50.0
2007-03-05,-16.6667
2007-03-06,140.0
2007-03-29,-91.6667
2007-04-02,100.0
2007-04-03,25.0
2007-04-05,0.0
2007-04-09,100.0
2007-04-11,0.0
2007-04-17,0.0
2007-04-18,22.0
2007-04-19,0.0
2007-04-25,14.7541
2007-04-27,1.4285999999999999
2007-04-30,-29.5775
2007-05-01,30.0
2007-05-17,-21.5385
2007-05-21,-1.9607999999999999
2007-05-22,0.0
2007-06-01,-10.0
2007-06-07,-8.8889
2007-06-08,3.6585
2007-06-11,-3.5294
2007-06-19,9.7561
2007-06-20,-11.1111
2007-06-22,-37.5
2007-06-26,0.0
2007-07-05,0.0
2007-07-06,40.0
2007-07-09,42.8571
2007-07-16,20.0
2007-07-23,-50.0
2007-08-07,3.3333
2007-08-10,0.0
2007-08-14,-67.7419
2007-08-16,200.0
2007-08-24,33.3333
2007-09-04,50.0
2007-09-17,33.3333
2007-09-27,-12.5
2007-10-02,-85.7143
2007-10-05,0.0
2007-10-15,0.0
2007-10-16,0.0
2007-10-25,0.0
2007-11-07,0.0
2007-11-21,300.0
2007-11-26,-62.5
2007-12-04,-33.3333
2007-12-10,0.0
2007-12-11,10.0
2007-12-12,-9.0909
2007-12-13,0.0
2007-12-18,0.0
2007-12-24,0.0
2007-12-26,0.0
2007-12-31,0.0
2008-01-07,0.0
2008-01-16,0.0
2008-03-17,-40.0
2008-03-26,66.6667
2008-03-27,0.0
2008-05-05,-50.0
2008-05-21,-97.5
2008-06-19,0.0
2008-07-07,50.0
2008-07-23,66.6667
2008-07-25,-40.0
2008-08-04,166.6667
2008-09-17,2100.0
2008-10-15,-98.8636
2008-10-17,0.0
2008-11-07,0.0
2008-11-11,0.0
2008-12-03,0.0
2009-01-06,50.0
2009-01-22,0.0
2009-03-02,-33.3333
2009-03-05,0.0
2009-03-24,50.0
2009-03-26,0.0
2009-04-03,0.0
2009-05-12,-33.3333
2009-06-16,0.0
2009-06-17,0.0
2009-10-27,0.0
2009-11-06,0.0
2009-12-14,0.0
2010-03-08,0.0
2010-03-18,0.0
2010-05-12,600.0
2010-05-13,5614.2857
2010-05-19,-20.0
2010-05-21,-97.8125
2010-06-11,585.7143
2010-06-14,400.0
2010-06-15,-80.0
2010-06-25,150.0
2010-06-28,-33.3333
2010-07-01,0.0
2010-07-02,-40.0
2010-07-08,0.0
2010-07-09,0.0
2010-07-14,0.0
2010-07-16,66.6667
2010-07-21,0.0
2010-07-22,-40.0
2010-07-23,0.0
2010-07-26,66.6667
2010-07-27,0.0
2010-07-28,250.0
2010-08-02,-22.8571
2010-08-04,-18.5185
2010-08-05,-18.1818
2010-08-09,11.1111
2010-08-12,-24.375
2010-08-17,0.0
2010-08-18,0.0
2010-08-19,0.0
2010-08-26,0.0
2010-09-13,45.4545
2010-09-16,-22.1591
2010-10-01,-11.6788
2010-10-04,0.0
2010-10-06,0.0
2010-10-22,-0.8264
2010-10-25,0.0
2010-10-27,-33.3333
2010-11-02,10.0
2010-11-05,0.0
2010-11-12,36.3636
2010-11-18,0.0
2010-11-24,-26.6667
2010-11-29,0.0
2010-11-30,81.8182
2010-12-06,-45.0
2010-12-13,0.0
2010-12-22,0.0
2010-12-23,0.0
2010-12-27,0.0
2010-12-28,172.7273
2011-01-10,-63.3333
2011-02-11,172.7273
2011-02-14,16.6667
2011-02-15,28.5714
2011-02-16,11.1111
2011-02-17,-10.0
2011-02-18,0.0
2011-02-22,-11.1111
2011-02-25,0.0
2011-02-28,-10.0
2011-03-01,163.8889
2011-03-02,-25.7895
2011-03-03,-14.8936
2011-03-04,0.0
2011-03-07,-16.6667
2011-03-08,0.0
2011-03-11,40.0
2011-03-15,-28.5714
2011-03-18,0.0
2011-03-31,0.0
2011-04-07,0.0
2011-04-08,0.0
2011-04-11,0.0
2011-04-12,0.0
2011-04-18,-28.0
2011-04-20,0.0
2011-05-10,0.0
2011-06-03,0.0
2011-06-07,0.0
2011-06-23,11.1111
2011-06-24,0.0
2011-06-30,-10.0
2011-07-05,0.0
2011-07-07,0.0
2011-07-13,0.0
2011-08-02,0.0
2011-08-05,0.0
2011-08-12,0.0
2011-08-23,0.0
2011-08-24,0.0
2011-09-01,0.0
2011-09-20,0.0
2011-09-26,0.0
2011-09-27,0.0
2011-10-04,-30.5556
2011-10-06,8.0
2011-10-31,0.0
2011-11-08,0.0
2011-11-09,0.0
2011-11-14,0.0
2011-11-17,-7.4074
2011-11-22,-20.0
2011-12-09,25.0
2012-01-05,-20.0
2012-01-17,0.0
2012-02-06,25.0
2012-02-14,-20.0
2012-02-29,25.0
2012-03-06,-20.0
2012-03-13,0.0
2012-03-20,0.0
2012-03-21,-80.0
2012-03-28,25.0
2012-04-02,580.0
2012-04-03,47.0588
2012-04-04,-10.0
2012-04-05,-6.6667
2012-04-09,-16.6667
2012-04-10,14.2857
2012-04-11,0.0
2012-04-12,90.0
2012-04-17,-40.7895
2012-04-20,0.0
2012-04-24,-11.1111
2012-04-26,0.0
2012-04-27,0.0
2012-05-02,0.0
2012-05-07,0.3125
2012-05-08,0.0
2012-05-09,0.1558
2012-05-17,-18.818
2012-05-18,53.2567
2012-05-21,2.0
2012-05-22,10.7843
2012-05-23,10.6195
2012-05-24,60.0
2012-05-25,130.0
2012-05-29,-4.3478
2012-05-30,-9.0909
2012-05-31,-24.75
2012-06-01,16.2791
2012-06-04,5.7143
2012-06-05,2.7027
2012-06-06,0.0
2012-06-07,0.0
2012-06-08,0.0
2012-06-11,0.0
2012-06-12,0.0
2012-06-13,-5.2632
2012-06-14,-1.1111
2012-06-15,-10.1124
2012-06-19,31.25
2012-06-20,0.0
2012-06-21,-9.5238
2012-06-22,5.2632
2012-06-26,-10.5
2012-06-27,6.1453
2012-06-29,10.526299999999999
2012-07-02,19.0476
2012-07-06,-24.0
2012-07-10,0.0
2012-07-11,-5.2632
2012-07-12,-2.7778
2012-07-13,-0.5714
2012-07-16,-14.9425
2012-07-17,7.4324
2012-07-18,13.2075
2012-07-19,0.0
2012-07-20,-3.8889
2012-07-23,15.0289
2012-07-25,-4.5226
2012-07-26,36.8421
2012-07-27,0.0
2012-07-30,-11.538499999999999
2012-08-01,4.3478
2012-08-09,0.0
2012-08-10,22.9167
2012-08-13,-2.0339
2012-08-14,-1.3408
2012-08-15,-1.4029
2012-08-16,-11.0716
2012-08-20,0.0
2012-08-21,-14.0
2012-08-22,32.5
2012-08-24,-8.7319
2012-08-27,9.5673
2012-08-28,0.0
2012-09-04,-0.3072
2012-09-10,-15.493
2012-09-17,-4.1667
2012-09-18,-4.5652
2012-09-19,0.2278
2012-09-20,-13.6364
2012-09-21,2.6316
2012-09-24,0.0
2012-09-25,-17.9487
2012-09-26,-1.875
2012-09-27,1.9108
2012-09-28,-0.625
2012-10-01,-11.9497
2012-10-02,42.7679
2012-10-04,0.0
2012-10-08,-18.6992
2012-10-09,7.6923
2012-10-11,-1.1429
2012-10-12,41.6185
2012-10-15,-18.3673
2012-10-16,-5.0
2012-10-17,0.0
2012-10-18,0.0
2012-10-19,-5.2632
2012-10-22,11.1111
2012-10-23,0.0
2012-10-24,-17.5
2012-10-25,21.2121
2012-10-26,19.3437
2012-10-31,4.6871
2012-11-01,-2.7514
2012-11-05,2.8292
2012-11-07,0.0
2012-11-08,-21.1106
2012-11-09,26.7597
2012-11-12,-3.952
2012-11-14,0.0
2012-11-15,-4.6354
2012-11-19,-3.8777
2012-11-21,-9.0909
2012-11-29,-5.0
2012-11-30,4.7368
2012-12-03,0.0
2012-12-04,0.0
2012-12-06,0.0
2012-12-07,0.0
2012-12-12,0.0
2012-12-13,0.0
2012-12-14,0.0
2012-12-17,-0.0628
2012-12-19,0.0
2012-12-20,0.0
2012-12-21,25.6442
2012-12-24,-4.7524
2012-12-26,0.0
2012-12-31,5.042
2013-01-02,0.0
2013-01-07,-4.0
2013-01-08,-4.1667
2013-01-09,0.0
2013-01-10,0.0
2013-01-23,17.3913
2013-01-25,14.8148
2013-01-28,3.2258
2013-01-29,-12.3437
2013-01-30,17.647100000000002
2013-01-31,0.0
2013-02-04,0.0
2013-02-05,0.0
2013-02-08,0.0
2013-02-15,-15.1515
2013-02-21,10.7143
2013-02-22,3.1855
2013-02-26,-6.2134
2013-03-01,0.0
2013-03-04,-0.3333
2013-03-05,0.0
2013-03-11,-0.3344
2013-03-25,-0.0419
2013-04-04,-8.0151
2013-04-08,8.7135
2013-04-30,-6.0428
2013-05-10,-3.5284
2013-05-14,-5.5556
2013-05-16,-2.0098
2013-06-17,-27.964
2013-06-18,33.3333
2013-06-21,0.0
2013-07-01,-12.5
2013-07-02,0.0
2013-07-09,-9.5238
2013-07-11,0.0
2013-07-17,0.0
2013-07-18,0.0
2013-07-26,-21.0526
2013-07-29,24.0
2013-08-05,0.0
2013-08-14,-3.2258
2013-08-16,0.0
2013-08-21,0.0
2013-08-23,16.6667
2013-08-27,19.0476
2013-08-28,0.0
2013-08-30,0.0
2013-09-03,-8.0
2013-09-04,8.6957
2013-09-06,-8.475
2013-09-10,0.0819
2013-09-16,-14.1921
2013-09-18,16.5394
2013-09-19,0.0
2013-09-20,0.0
2013-09-25,0.0
2013-09-26,0.0
2013-09-27,0.0
2013-09-30,0.0
2013-10-01,0.0
2013-10-02,0.0
2013-10-03,0.0
2013-10-10,-12.6638
2013-10-15,-5.0
2013-10-16,0.0
2013-10-17,-5.7895
2013-10-18,6.1453
2013-10-21,0.0
2013-10-22,-5.4276
2013-10-23,-11.0261
2013-10-24,18.8428
2013-10-25,-5.2632
2013-10-28,0.0
2013-10-29,5.5556
2013-10-30,21.5789
2013-10-31,1.2987
2013-11-01,-5.9829
2013-11-05,6.8182
2013-11-07,-4.2553
2013-11-08,-2.2222
2013-11-13,0.0
2013-11-14,0.0
2013-11-15,9.0909
2013-11-18,4.1667
2013-11-19,19.95
2013-11-21,-19.9667
2013-12-03,-4.1667
2013-12-09,-30.4348
2013-12-10,31.25
2013-12-17,-4.8214
2013-12-19,0.0
2013-12-20,0.0
2013-12-23,0.0
2013-12-26,0.0
2013-12-30,0.0
2013-12-31,5.0657
2014-01-10,-23.8095
2014-01-13,0.0
2014-01-15,0.0
2014-01-17,0.0
2014-01-21,0.0781
2014-01-24,31.0304
2014-02-10,0.0
2014-02-11,-0.0596
2014-02-14,-0.0298
2014-02-19,0.0298
2014-02-24,-0.0298
2014-02-25,0.0
2014-02-26,-23.5838
2014-02-27,4.0577
2014-03-03,25.7968
2014-03-11,-33.234
2014-03-18,49.9107
2014-03-20,-38.1179
2014-03-24,-15.3032
2014-03-25,17.8977
2014-03-26,0.0964
2014-03-27,46.3649
2014-04-07,-36.8421
2014-04-08,41.6667
2014-04-11,-29.3015
2014-04-16,-33.3333
2014-04-23,6.0842
2014-04-29,17.647100000000002
2014-05-12,0.0
2014-05-20,0.125
2014-05-22,0.0
2014-05-27,0.0
2014-06-05,7.8652
2014-06-10,-7.4074
2014-06-11,0.0
2014-06-25,-10.0
2014-07-11,-10.5556
2014-07-15,0.0
2014-07-23,0.0
2014-07-31,-0.6211
2014-08-01,0.0
2014-08-14,0.0
2014-08-15,0.0
2014-08-22,0.0
2014-09-03,-12.5
2014-09-19,28.5714
2014-09-24,-25.5556
2014-09-30,0.0
2014-10-02,0.0
2014-10-14,0.0
2014-11-05,0.0
2014-11-13,17.3507
2014-11-21,-14.6264
2014-11-25,0.0931
2014-12-11,0.0
2014-12-16,0.0
2014-12-19,4.186
2014-12-24,28.5714
2014-12-26,22.0833
2014-12-31,-38.851
2015-01-12,-10.5116
2015-01-13,0.0
2015-01-28,19.7505
2015-02-11,-16.4063
2015-02-24,0.0
2015-02-27,0.2077
2015-03-25,-0.3109
2015-03-26,49.6881
2015-06-01,-22.2222
2015-06-02,28.5714
2015-06-17,0.0
2015-06-29,-21.1111
2015-07-10,-1.4085
2015-07-13,0.0
2015-08-05,0.0
2015-08-06,0.0
2015-08-26,0.0
2015-09-15,0.0
2015-09-29,22.8571
2015-10-12,-18.6047
2015-10-29,0.0
2015-11-13,0.0
2015-11-16,42.8571
2015-11-17,21.6875
2015-11-23,-25.9373
2015-12-01,-0.1387
2015-12-14,5.5556
2015-12-16,31.447400000000002
2015-12-23,0.0
2015-12-30,-23.7738
2015-12-31,0.0
2016-01-04,0.1313
2016-01-07,51.9344
2016-01-15,23.5218
2016-01-25,-29.5597
2016-02-11,26.7361
2016-02-26,-6.0665
2016-03-07,0.0
2016-04-05,-53.3333
2016-05-05,68.5714
2016-05-06,0.0
2016-05-09,-48.9936
2016-05-10,-0.1038
2016-05-11,1.6632
2016-05-16,2.2495
2016-06-30,44.0
2016-08-01,-21.1111
2016-09-08,-28.8732
2016-09-09,0.0
2016-09-19,-0.9901
2016-11-23,100.0
2016-12-05,0.0
2016-12-08,17.8125
2017-01-05,-15.1194
2017-01-09,17.875
2017-01-23,-15.1644
2017-01-25,0.0
2017-02-10,85.5
2017-02-16,-46.0916
2017-03-02,0.0
2017-03-13,11.5
2017-04-10,-10.3139
2017-04-11,0.0
2017-04-17,0.0
2017-04-18,0.0
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,0.0
2017-05-03,11.5
2017-05-05,-10.3139
2017-05-08,0.0
2017-05-10,0.0
2017-05-11,0.0
2017-06-01,-19.0
2017-06-07,-25.9259
2017-06-14,0.5
2017-07-28,-0.4975
2017-08-29,0.0
2017-08-30,0.1667
2017-10-06,-0.1664
2017-10-09,0.0
2017-10-25,0.0
2017-11-17,0.0
2017-11-21,0.0
2017-12-05,0.0
2017-12-06,0.0
2017-12-12,-16.5
2017-12-15,0.0
2017-12-18,0.0
2017-12-29,21.8403
2018-01-02,0.1261
2018-01-05,-16.5562
2018-01-11,0.7843
2018-02-07,45.2335
2018-02-08,-28.4662
2018-02-26,12.3596
2018-03-12,16.6667
2018-03-13,0.0
2018-03-14,7.1429
2018-03-19,-19.6
2018-03-23,-6.3018
2018-04-02,0.0
2018-05-08,0.0
2018-05-10,0.0
2018-05-11,0.0
2018-05-16,0.0
2018-05-17,0.0
2018-05-18,0.0
2018-07-10,0.0
2018-07-16,-11.5044
2018-08-01,-20.0
2018-08-21,74.375
2018-09-20,-42.6523
2018-11-21,0.0
2018-11-27,0.0
2018-12-03,2.5
2019-01-03,-2.439
2019-01-11,0.0
2019-01-17,-25.0
2019-02-22,0.0
2019-03-14,30.0
2019-03-15,-23.0769
2019-03-21,28.5
2019-03-28,-10.5058
2019-04-03,-13.0435
2019-05-10,-48.0
2019-05-14,0.0
2019-05-16,271.7949
2019-05-17,-46.5517
2019-05-22,0.3226
2019-05-23,9.3248
2019-05-30,-2.6471
2019-06-17,-0.3021
2019-06-28,3.0303
2019-08-01,-2.9412000000000003
2019-08-05,59.0909
2019-08-09,-14.2857
2019-09-17,-11.1111
2019-09-30,-12.5
2019-10-08,-5.7143
2019-10-14,36.3636
2019-10-18,0.0
2019-10-22,11.1111
2019-10-23,0.0
2019-10-31,-20.0
2019-11-08,12.5
2019-11-11,122.2222
2019-11-12,-30.0
2019-11-13,1.4285999999999999
2019-11-14,1.4085
2019-11-15,-2.7778
2019-11-18,0.0
2019-11-19,26.5714
2019-11-20,-30.0226
2019-11-26,14.5161
2019-11-29,12.6761
2019-12-02,-12.5
2019-12-03,14.2857
2019-12-04,12.5
2019-12-05,0.0
2019-12-06,-11.1111
2019-12-09,0.0
2019-12-10,1.25
2019-12-11,0.0
2019-12-23,-1.2346
2019-12-26,0.0
2019-12-30,-6.25
2019-12-31,-6.6667
2020-01-02,14.2857
2020-01-03,0.0
2020-01-06,0.0
2020-01-08,-21.25
2020-01-09,26.9841
2020-01-10,0.0
2020-01-13,0.0
2020-01-16,-6.25
2020-01-17,6.6667
2020-01-21,0.0
2020-01-28,-5.3125
2020-02-03,0.396
2020-02-04,-3.879
2020-02-06,23.119
2020-02-10,-17.6667
2020-02-11,1.2146
2020-02-13,-1.3333
2020-02-20,68.9189
2020-02-21,0.0
2020-02-24,-36.0
2020-02-25,112.375
2020-02-26,-41.1418
2020-02-27,0.0
2020-02-28,5.0
2020-03-02,4.7619
2020-03-05,2.7273
2020-03-09,0.0
2020-03-10,6.1947
2020-03-12,-5.8333
2020-03-13,32.7434
2020-03-16,-56.6
2020-03-17,38.2488
2020-03-19,-22.2222
2020-03-20,42.8571
2020-03-23,0.0
2020-03-25,0.0
2020-03-26,-18.0
2020-03-30,-20.7317
2020-03-31,7.6923
2020-04-02,-7.1429
2020-04-03,30.6154
2020-04-06,1.0601
2020-04-08,4.8951
2020-04-13,0.0
2020-04-15,0.0
2020-04-16,11.1111
2020-04-17,-7.75
2020-04-23,-13.2791
2020-04-27,-46.25
2020-04-28,14.5349
2020-04-29,-8.6294
2020-04-30,11.1111
2020-05-04,-8.0
2020-05-05,-2.1739
2020-05-06,44.4444
2020-05-11,-1.5385
2020-05-12,-14.7656
2020-05-14,-15.4904
2020-05-22,0.0
2020-05-26,0.0
2020-05-27,14.5336
2020-05-29,21.2121
2020-06-03,6.25
2020-06-05,-19.1176
2020-06-08,-9.0909
2020-06-10,0.2
2020-06-11,-0.1996
2020-06-15,0.0
2020-06-23,0.2
2020-06-24,0.0
2020-06-26,0.0
2020-07-02,0.1996
2020-07-07,-0.1992
2020-07-16,-0.0998
2020-07-21,0.0999
