ticker,ICTPU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-08-11,224.1758
2000-09-18,10.1695
2000-10-17,-67.9365
2000-10-27,0.0
2000-10-30,0.0
2000-11-01,224.7525
2000-12-18,-69.2073
2001-02-14,10.989
2001-04-23,10.989
2001-06-13,0.0
2001-07-03,0.0
2001-08-14,-72.5275
2001-09-06,0.0
2001-09-07,0.0
2001-09-10,0.0
2001-09-20,0.0
2001-10-30,2106.6667
2001-11-06,-69.4864
2001-11-12,0.0
2001-12-14,0.0
2001-12-17,0.0
2002-01-25,10.989
2002-01-29,0.0
2002-02-25,28.7129
2002-03-04,0.0
2002-03-05,0.0
2002-03-21,0.0
2002-03-27,0.0
2002-04-01,0.0
2002-04-04,0.0
2002-04-29,9.1703
2002-05-15,-40.0
2002-05-29,0.0
2002-06-14,0.0
2002-06-20,0.0
2002-06-28,0.0
2002-07-15,9.2437
2002-07-19,0.0
2002-07-29,0.0
2002-07-31,-30.7692
2002-08-26,344.4444
2002-09-03,-5.0
2002-09-04,-5.2632
2002-09-09,-16.6667
2002-09-13,183.3333
2002-09-25,-64.7059
2002-10-01,0.0
2002-10-29,11.1111
2002-11-21,0.0
2002-12-04,0.0
2002-12-27,6.6667
2003-02-03,35.5932
2003-02-05,0.0
2003-02-11,0.0
2003-02-12,75.0
2003-03-11,-42.8571
2003-04-08,75.0
2003-04-22,-40.7407
2003-05-30,25.0
2003-06-10,0.4
2003-06-18,0.0
2003-06-26,0.0
2003-06-27,0.0
2003-07-07,0.0
2003-07-21,4.1494
2003-07-31,39.4422
2003-08-04,-21.4286
2003-08-05,0.0
2003-08-11,0.0
2003-08-14,0.0
2003-08-21,0.0
2003-08-29,0.0
2003-09-11,0.0
2003-09-29,0.0
2003-10-06,0.0
2003-10-20,32.0755
2003-10-21,-42.8571
2003-10-23,37.5
2003-11-11,-27.2727
2003-11-14,0.0
2003-12-10,0.0
2003-12-19,0.0
2003-12-23,0.0
2004-01-08,30.0
2004-01-26,0.0
2004-02-11,0.0
2004-02-20,0.0
2004-03-16,0.0
2004-03-31,0.0
2004-04-30,66.6667
2004-05-03,-17.5
2004-05-05,6.0606
2004-05-07,-2.8571
2004-06-02,2.9412000000000003
2004-06-22,-2.2857
2004-08-13,-39.759
2004-08-24,0.0
2004-09-21,0.0
2004-09-23,0.0
2004-10-04,25.0
2004-10-15,5.2632
2004-10-18,60.0
2004-10-29,0.0
2004-11-01,-37.5
2004-11-04,0.0
2004-11-17,0.0
2004-12-21,0.0
