ticker,NMFC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-05-20,-5.4545
2011-05-23,-0.5385
2011-05-24,0.6961
2011-05-25,-0.1536
2011-05-26,1.1538
2011-05-27,0.076
2011-05-31,-0.304
2011-06-01,0.4573
2011-06-02,0.0
2011-06-03,0.7587
2011-06-06,0.5271
2011-06-07,-0.4494
2011-06-08,0.2257
2011-06-09,1.7267000000000001
2011-06-10,-2.583
2011-06-13,0.3788
2011-06-14,-0.6792
2011-06-15,-1.1398
2011-06-16,0.1537
2011-06-17,-0.9977
2011-06-20,-1.3953
2011-06-21,-0.7862
2011-06-22,-2.1395
2011-06-23,1.4575
2011-06-24,0.4789
2011-06-27,1.5886
2011-06-28,-0.1564
2011-06-29,0.3915
2011-06-30,-0.936
2011-07-01,2.2835
2011-07-05,0.3079
2011-07-06,-0.614
2011-07-07,1.2355
2011-07-08,1.8307
2011-07-11,-1.9476
2011-07-12,-0.3056
2011-07-13,1.2261
2011-07-14,-0.6056
2011-07-15,1.8279
2011-07-18,-2.169
2011-07-19,-0.3058
2011-07-20,-0.3067
2011-07-21,0.1538
2011-07-22,-1.6897
2011-07-25,-1.6406
2011-07-26,-0.556
2011-07-27,0.4792
2011-07-28,-0.5564
2011-07-29,-2.3981
2011-08-01,2.457
2011-08-02,-0.1599
2011-08-03,0.2402
2011-08-04,-3.3546
2011-08-05,1.2397
2011-08-08,-8.5714
2011-08-09,-0.8036
2011-08-10,-3.0603
2011-08-11,9.7493
2011-08-12,-0.5076
2011-08-15,1.7856999999999998
2011-08-16,6.015
2011-08-17,0.7092
2011-08-18,-4.2254
2011-08-19,1.1696
2011-08-22,-4.1288
2011-08-23,4.2205
2011-08-24,3.5537
2011-08-25,-3.751
2011-08-26,-1.0779
2011-08-29,0.5868
2011-08-30,2.75
2011-08-31,2.9196999999999997
2011-09-01,2.4429
2011-09-02,-5.8462
2011-09-06,2.7778
2011-09-07,0.159
2011-09-08,-0.1587
2011-09-09,1.5897999999999999
2011-09-12,-0.3912
2011-09-13,1.5711
2011-09-14,0.712
2011-09-15,-0.2357
2011-09-16,-3.8583
2011-09-19,3.6036
2011-09-20,0.7905
2011-09-21,0.0784
2011-09-22,-0.8621
2011-09-23,-0.7115
2011-09-26,-2.5478
2011-09-27,3.6765
2011-09-28,-2.5217
2011-09-29,2.5061
2011-09-30,0.2366
2011-10-03,-0.3147
2011-10-04,1.026
2011-10-05,-1.5625
2011-10-06,0.6349
2011-10-07,-3.2334
2011-10-10,3.423
