ticker,RDFN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-07-28,44.6667
2017-07-31,11.1982
2017-08-01,9.7389
2017-08-02,17.2961
2017-08-03,-12.4276
2017-08-04,-5.0
2017-08-07,-2.2059
2017-08-08,0.9893
2017-08-09,3.174
2017-08-10,-3.3802
2017-08-11,-2.3192
2017-08-14,0.4427
2017-08-15,14.5433
2017-08-16,-4.8968
2017-08-17,-2.2435
2017-08-18,0.4515
2017-08-21,3.221
2017-08-22,-8.3091
2017-08-23,1.8995
2017-08-24,0.1553
2017-08-25,-3.4897
2017-08-28,-0.2411
2017-08-29,-3.8663
2017-08-30,-3.4772
2017-08-31,-3.2552
2017-09-01,5.8771
2017-09-05,5.8898
2017-09-06,3.4814
2017-09-07,-1.9335
2017-09-08,-4.9685
2017-09-11,7.1369
2017-09-12,-1.5878999999999999
2017-09-13,5.8245000000000005
2017-09-14,-0.6322
2017-09-15,-0.7111
2017-09-18,1.47
2017-09-19,-1.263
2017-09-20,2.6336
2017-09-21,-3.7757
2017-09-22,6.5524000000000004
2017-09-25,-6.9718
2017-09-26,-3.113
2017-09-27,0.119
2017-09-28,0.7132
2017-09-29,-1.2982
2017-10-02,-0.1594
2017-10-03,-0.519
2017-10-04,0.0
2017-10-05,0.321
2017-10-06,0.0
2017-10-09,5.32
2017-10-10,-3.7979000000000003
2017-10-11,0.0
2017-10-12,1.2633
2017-10-13,1.4815
2017-10-16,-1.0373
2017-10-17,4.7748
2017-10-18,-3.3716
2017-10-19,-1.5337
2017-10-20,-1.6745
2017-10-23,-3.604
2017-10-24,-1.0271
2017-10-25,-2.8643
2017-10-26,-1.2393
2017-10-27,-0.4327
2017-10-30,1.1734
2017-10-31,1.1168
2017-11-01,-1.1045
2017-11-02,1.9759
2017-11-03,-3.5383
2017-11-06,-1.5721
2017-11-07,1.819
2017-11-08,-5.4466
2017-11-09,6.9124
2017-11-10,-9.7845
2017-11-13,1.72
2017-11-14,-0.6576
2017-11-15,2.8842
2017-11-16,-3.2629
2017-11-17,0.3325
2017-11-20,-1.2784
2017-11-21,-0.3357
2017-11-22,-4.0423
2017-11-24,0.7021
2017-11-27,6.7231
2017-11-28,6.6729
2017-11-29,-0.2187
2017-11-30,-0.1315
2017-12-01,2.8973
2017-12-04,5.3328
2017-12-05,0.162
2017-12-06,1.3748
2017-12-07,-2.9916
2017-12-08,-0.8635
2017-12-11,1.7835
2017-12-12,9.78
2017-12-13,-9.8367
2017-12-14,4.1581
