ticker,PEBC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-09-07,-22.2615
2007-10-12,1.8182
2007-11-07,-8.0357
2007-11-09,2.9126
2008-09-25,15.0943
2008-10-01,-24.5902
2008-10-02,10.8696
2008-10-03,-7.8431
2008-10-09,6.383
2008-10-14,12.5
2008-10-15,15.5556
2008-10-17,0.0
2008-10-20,0.0
2008-10-23,-12.3077
2008-10-24,3.5088
2008-11-03,10.1695
2008-11-20,-12.3077
2008-12-04,10.526299999999999
2008-12-09,3.1746
2008-12-10,-2.3077
2009-03-06,-14.9606
2009-03-11,11.0185
2009-03-17,-9.924900000000001
2009-03-20,2.3148
2009-04-02,4.9774
2009-06-17,4.3103
2010-02-25,-0.8264
2010-05-11,-18.3333
2010-05-12,-3.5714
2010-05-17,12.6984
2010-08-26,-6.1033
2010-08-27,2.0
2011-03-08,-1.4473
2011-03-17,5.4477
2011-12-16,-13.2075
2011-12-20,0.0
2012-01-23,-2.1739
2012-02-24,0.0
2012-06-13,-11.1111
2012-06-19,0.0
2012-07-02,2.5
2012-11-27,-26.8293
2012-11-28,-16.3333
2012-12-05,5.6972000000000005
2012-12-10,-9.3479
2012-12-14,-8.5239
2013-01-23,-18.1818
2013-02-14,-13.8889
2013-03-06,-22.5806
2013-03-08,0.0
2013-03-14,-12.5
2013-03-15,4.7619
2013-03-18,-5.4545
2013-04-04,-4.8077
2013-05-08,11.1111
2013-05-15,0.0
2013-05-17,9.0909
2013-05-21,-2.0833
2013-06-18,-3.7447
2013-06-19,1.6799
2013-06-28,4.3478
2013-07-01,-5.8333
2013-07-12,0.0
2013-07-16,-0.354
2013-07-18,-2.3091
2013-07-23,-2.2727
2013-07-24,2.3256
2013-07-26,9.0909
2013-08-16,-4.1667
2013-08-19,0.0
2013-08-21,-3.4783
2013-11-11,0.4505
2013-11-12,0.0
2013-11-21,9.8655
2013-12-11,-8.9796
2014-01-02,2.2422
2014-02-03,18.4211
2014-10-14,5.5556
2014-10-15,-0.3509
2014-10-21,1.7606000000000002
2014-12-11,2.0761
2015-03-09,8.4746
2015-04-02,-11.25
2015-05-05,5.6338
2015-06-17,3.3333
2015-06-23,0.0
2015-07-02,1.6129
2015-07-15,-1.5873
2015-07-16,3.2258
2015-08-10,-5.875
2015-08-14,3.5857
2015-08-26,0.9615
2015-10-16,-4.4444
2015-10-19,2.99
2015-10-30,-3.2258
2015-11-27,8.0
2015-12-08,11.1111
2016-02-01,0.0
2016-02-02,16.6667
2016-02-22,0.0
2016-03-15,1.1905000000000001
2016-04-05,1.1764999999999999
2016-04-22,-2.3256
2016-05-05,0.0
2016-05-06,0.0
2016-05-25,4.7619
2016-06-23,0.9091
2016-09-01,3.6036
2016-09-22,-2.1739
2016-10-03,-0.8889
2016-11-14,-13.901299999999999
2017-01-30,23.6979
2017-04-27,1.4031
2017-05-25,2.3061
2017-06-22,2.6639
2017-07-12,0.8782
2017-07-13,-1.0685
2017-07-20,-0.8
2017-09-21,3.8274
2017-11-16,3.0196
2017-11-21,1.8272
2017-11-30,4.486
2017-12-19,-1.4311
2018-02-05,-3.5935
2018-02-20,1.6566
2018-03-07,-1.0741
2018-03-20,1.0582
2018-06-01,4.6725
2018-06-06,-2.1429
2018-08-09,1.8248
2018-08-10,1.4337
2018-09-04,2.4735
2018-09-05,0.8621
2018-10-09,0.8621
2018-10-11,2.5641
2018-12-14,1.0
2018-12-24,-0.9901
2018-12-27,-1.6667
2019-01-04,0.2373
2019-01-11,-0.2367
2019-01-28,1.6949
2019-01-30,5.0
2019-02-01,11.1111
2019-02-05,0.0
2019-02-08,-5.5143
2019-02-14,0.0
2019-02-27,0.756
2019-02-28,0.1501
2019-04-25,1.8474
2019-04-29,0.4758
2019-05-01,0.3847
2019-05-06,0.2948
2019-06-28,5.8201
2019-07-25,-4.7222
2019-10-08,3.0928
2019-10-16,-0.7143
2019-11-12,2.8777
2019-11-14,0.0
2019-11-18,0.4196
2019-11-19,-3.3426
2019-11-21,-0.5764
2019-11-25,-0.4348
2019-11-29,1.1645
2019-12-10,0.7194
2019-12-12,-1.4285999999999999
2019-12-16,0.029
2019-12-17,-0.3187
2019-12-27,0.8721
2020-01-16,0.1441
2020-02-24,0.0
2020-02-26,0.0
2020-02-28,-0.6619
2020-03-09,-14.9768
2020-03-11,-1.1584
2020-03-18,-12.74
2020-03-20,4.0
2020-04-13,0.0
2020-04-21,-3.6538
2020-04-22,0.1996
2020-04-23,0.0
2020-04-30,-0.3984
2020-05-04,0.0
2020-05-05,0.0
2020-05-13,-0.76
2020-05-14,-0.9674
2020-05-19,1.7501
2020-06-16,0.0
2020-06-17,-0.4
2020-06-18,0.0
2020-06-26,0.2008
2020-07-06,0.0
2020-07-09,0.2004
2020-07-21,0.0
2020-07-27,0.0
