ticker,CAWW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,11.1111
2000-01-04,-5.0
2000-01-05,-2.6316
2000-01-06,10.8108
2000-01-07,-2.439
2000-01-10,0.0
2000-01-11,2.5
2000-01-12,-4.878
2000-01-13,2.5641
2000-01-14,0.0
2000-01-18,2.5
2000-01-19,-2.439
2000-01-20,-7.5
2000-01-21,0.0
2000-01-24,0.0
2000-01-25,10.8108
2000-01-26,2.439
2000-01-27,-4.7619
2000-01-28,-2.5
2000-01-31,-5.1282
2000-02-01,2.7027
2000-02-02,0.0
2000-02-03,-2.6316
2000-02-04,0.0
2000-02-07,2.7027
2000-02-08,5.2632
2000-02-09,0.0
2000-02-10,5.0
2000-02-11,-9.5238
2000-02-14,2.6316
2000-02-15,0.0
2000-02-16,5.1282
2000-02-17,0.0
2000-02-18,-9.7561
2000-02-22,10.8108
2000-02-23,-2.439
2000-02-24,2.5
2000-02-25,-4.878
2000-02-28,-2.5641
2000-02-29,2.6316
2000-03-01,0.0
2000-03-02,0.0
2000-03-03,0.0
2000-03-06,2.5641
2000-03-07,0.0
2000-03-08,-2.5
2000-03-09,0.0
2000-03-10,0.0
2000-03-13,7.6923
2000-03-14,0.0
2000-03-15,7.1429
2000-03-16,-11.1111
2000-03-17,0.0
2000-03-20,10.0
2000-03-21,-4.5455
2000-03-22,-4.7619
2000-03-23,5.0
2000-03-24,0.0
2000-03-27,-4.7619
2000-03-28,0.0
2000-03-29,0.0
2000-03-30,-2.5
2000-03-31,-2.5641
2000-04-03,0.0
2000-04-04,0.0
2000-04-05,0.0
2000-04-06,-10.526299999999999
2000-04-07,8.8235
2000-04-10,0.0
2000-04-11,-4.0541
2000-04-12,-9.8592
2000-04-13,3.125
2000-04-14,3.0303
2000-04-17,-5.8824
2000-04-18,0.0
2000-04-19,0.0
2000-04-20,3.125
2000-04-24,-3.0303
2000-04-25,6.25
2000-04-26,-5.8824
2000-04-27,0.0
2000-04-28,6.25
2000-05-01,-5.8824
2000-05-02,-3.125
2000-05-03,6.4516
2000-05-04,-3.0303
2000-05-05,6.25
2000-05-08,-5.8824
2000-05-09,0.0
2000-05-10,0.0
2000-05-11,0.0
2000-05-12,-1.5625
2000-05-15,1.5873
2000-05-16,-1.5625
2000-05-17,-1.5873
2000-05-18,-6.4516
2000-05-19,3.4483
2000-05-22,-6.6667
2000-05-23,0.0
2000-05-24,17.8571
2000-05-25,3.0303
2000-05-26,-5.8824
2000-05-30,0.0
2000-05-31,0.0
