ticker,STRI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-11-06,31.0
2009-11-09,-11.4504
2009-11-10,1.5516999999999999
2009-11-11,0.4244
2009-11-12,6.5089
2009-11-13,1.9841
2009-11-16,7.7821
2009-11-17,-4.6931
2009-11-18,1.5152
2009-11-19,-2.1642
2009-11-20,-5.2632
2009-11-23,5.2335
2009-11-24,-1.3007
2009-11-25,-2.093
2009-11-27,2.2961
2009-11-30,2.9412000000000003
2009-12-01,0.7519
2009-12-02,-1.2687
2009-12-03,0.2268
2009-12-04,1.0558
2009-12-07,-0.8209
2009-12-08,-6.6215
2009-12-09,0.0806
2009-12-10,1.6907999999999999
2009-12-11,0.7126
2009-12-14,2.2013
2009-12-15,-0.2308
2009-12-16,3.7008
2009-12-17,0.1487
2009-12-18,1.7816999999999998
2009-12-21,5.6893
2009-12-22,-3.3125999999999998
2009-12-23,2.4981999999999998
2009-12-24,3.8997
2009-12-28,-0.6032
2009-12-29,7.6871
2009-12-30,-2.0038
2009-12-31,0.3834
2010-01-04,7.6384
2010-01-05,-0.0591
2010-01-06,1.8343
2010-01-07,3.7188
2010-01-08,3.0252
2010-01-11,0.6525
2010-01-12,0.5943
2010-01-13,-0.8593
2010-01-14,-2.7086
2010-01-15,-2.784
2010-01-19,-4.4674
2010-01-20,-2.8777
2010-01-21,-0.679
2010-01-22,-5.2206
2010-01-25,6.3607
2010-01-26,2.836
2010-01-27,-1.8585
2010-01-28,0.0
2010-01-29,1.8937
2010-02-01,0.9592
2010-02-02,2.4941
2010-02-03,-0.0579
2010-02-04,-0.4638
2010-02-05,0.1165
2010-02-08,-2.7340999999999998
2010-02-09,3.1699
2010-02-10,-1.6232
2010-02-11,1.2964
2010-02-12,0.349
2010-02-16,0.5797
2010-02-17,-2.536
2010-02-18,5.2632
2010-02-19,-4.9437999999999995
2010-02-22,-3.3688000000000002
2010-02-23,2.3242
2010-02-24,-0.1793
2010-02-25,0.2395
2010-02-26,-0.7766
2010-03-01,-0.6623
2010-03-02,0.8485
2010-03-03,3.9062
2010-03-04,2.0243
2010-03-05,1.4172
2010-03-08,0.0
2010-03-09,-0.559
2010-03-10,-1.3491
2010-03-11,-0.5128
2010-03-12,-0.5727
2010-03-15,1.6705
2010-03-16,5.8924
2010-03-17,6.153
2010-03-18,2.621
2010-03-19,2.6031
2010-03-22,-1.7711999999999999
2010-03-23,1.6569
2010-03-24,-0.3835
2010-03-25,0.8181
2010-03-26,3.4368
2010-03-29,10.1061
