ticker,DDOG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-09-19,39.0741
2019-09-20,-3.7284
2019-09-23,-0.1107
2019-09-24,-4.4586
2019-09-25,2.1739
2019-09-26,-7.9716000000000005
2019-09-27,-0.524
2019-09-30,5.0821
2019-10-01,-4.4825
2019-10-02,-3.9827
2019-10-03,5.7556
2019-10-04,5.564
2019-10-07,6.0196
2019-10-08,-3.6946
2019-10-09,3.6671
2019-10-10,-3.1293
2019-10-11,0.1966
2019-10-14,-7.233
2019-10-15,5.1677
2019-10-16,-7.4713
2019-10-17,5.4658
2019-10-18,-7.0377
2019-10-21,-4.9414
2019-10-22,-6.5645
2019-10-23,2.5678
2019-10-24,13.0042
2019-10-25,5.5385
2019-10-28,-2.9737999999999998
2019-10-29,1.1118
2019-10-30,3.4473
2019-10-31,-3.5047
2019-11-01,1.2801
2019-11-04,1.2346
2019-11-05,1.3647
2019-11-06,-5.2993
2019-11-07,-5.3539
2019-11-08,4.8578
2019-11-11,2.2554
2019-11-12,2.5335
2019-11-13,16.8314
2019-11-14,2.9361
2019-11-15,-1.7887
2019-11-18,-0.763
2019-11-19,-2.9018
2019-11-20,-1.9157
2019-11-21,4.2448
2019-11-22,2.5231
2019-11-25,4.3129
2019-11-26,-5.2791
2019-11-27,3.2306
2019-11-29,-2.6039
2019-12-02,-2.8698
2019-12-03,-4.6212
2019-12-04,-2.2505
2019-12-05,-2.8711
2019-12-06,0.1394
2019-12-09,-2.0886
2019-12-10,-0.9954
2019-12-11,2.1258
2019-12-12,0.5063
2019-12-13,8.5642
2019-12-16,0.0
2019-12-17,-4.1506
2019-12-18,2.7702999999999998
2019-12-19,-0.2879
2019-12-20,1.0761
2019-12-23,-1.8437000000000001
2019-12-24,-1.8782999999999999
2019-12-26,2.3456
2019-12-27,-4.8736
2019-12-30,2.8247
2019-12-31,1.7506
2020-01-02,-2.8587
2020-01-03,1.9619
2020-01-06,6.6274999999999995
2020-01-07,0.401
2020-01-08,-0.2746
2020-01-09,0.6508
2020-01-10,-0.1243
2020-01-13,1.9422000000000001
2020-01-14,-4.0791
2020-01-15,2.4446
2020-01-16,0.9446
2020-01-17,1.4282
2020-01-21,-0.1457
2020-01-22,2.6988
2020-01-23,1.3494
2020-01-24,-1.7753
2020-01-27,-1.8906
2020-01-28,2.1937
2020-01-29,4.1746
2020-01-30,7.1038
2020-01-31,-1.7645
2020-02-03,-2.0558
2020-02-04,5.1701
2020-02-05,-3.9286
2020-02-06,0.6998
