ticker,UBIA US Equity
2014-03-25,1.3713
2014-03-28,-16.4384
2014-03-31,63.1148
2014-04-02,-48.7437
2014-04-09,-11.7647
2014-04-23,-55.5556
2014-05-16,-74.9375
2014-05-20,299.0025
2014-06-12,-72.4375
2014-06-23,0.0
2014-07-11,-9.0703
2014-09-17,0.0
2015-01-15,897.5062
2015-01-20,0.0
2015-04-14,-12.0
2015-04-20,0.0
2015-04-22,0.0
2015-06-02,-88.608
2015-07-13,0.0
2015-08-21,0.0
2015-08-24,0.0
2015-09-01,99.5012
2015-10-21,-49.875
2016-01-14,0.0
2016-01-21,19.9501
2016-04-01,-95.343
2016-08-22,-6.2277000000000005
2016-11-25,88.5265
2016-11-28,0.0
2016-12-02,51.5152
2016-12-13,33.3333
2016-12-14,25.0
2016-12-15,0.0
2016-12-16,0.0
2016-12-20,4.0
2016-12-21,15.3846
2016-12-27,6.6667
2017-01-06,-3.125
2017-01-09,-67.7419
2017-01-20,125.0
2017-01-23,0.0
2017-01-24,-55.5556
2017-02-03,-45.0
2017-02-23,254.5455
2017-02-27,156.4103
2017-02-28,22.2
2017-03-01,30.9329
2017-03-02,50.0
2017-03-03,0.0
2017-03-06,41.6667
2017-03-07,41.1765
2017-03-08,4.1667
2017-03-09,-19.8
2017-03-10,-63.3416
2017-03-13,34.2857
2017-03-14,-58.2573
2017-03-15,23.7864
2017-03-16,-11.3725
2017-03-17,4.2035
2017-03-20,25.9023
2017-03-21,-7.2513
2017-03-22,-10.9091
2017-03-23,2.0408
2017-03-24,5.0
2017-03-27,-14.2857
2017-03-28,-11.1111
2017-03-29,-26.5
2017-03-30,-23.1293
2017-03-31,54.8673
2017-04-03,-4.2857
2017-04-04,4.4776
2017-04-05,-5.7143
2017-04-06,24.2424
2017-04-07,-2.439
2017-04-11,16.25
2017-04-12,-13.9785
2017-04-13,-12.5
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,-1.2179
2017-04-20,-2.8164
2017-04-21,36.8713
2017-04-24,1.5751
2017-04-25,-17.5821
2017-04-26,3.3766
2017-04-27,6.2814
2017-04-28,-6.6194
2017-05-02,2.5316
2017-05-03,-11.1111
2017-05-04,0.2778
2017-05-08,-6.6724
2017-05-09,16.6475
2017-05-10,-21.1196
2017-05-11,0.0
2017-05-12,0.0
2017-05-15,0.0
2017-05-17,-3.2258
2017-05-19,0.0
2017-05-22,-3.3333
2017-05-23,13.2586
2017-05-24,116.4713
2017-05-25,-15.6118
2017-05-26,-25.0
2017-05-30,13.3333
2017-05-31,-4.3137
2017-06-01,7.582
2017-06-02,13.1429
2017-06-05,70.0337
2017-06-06,37.6238
2017-06-07,-28.705
2017-06-08,0.9082
2017-06-09,-1.0
2017-06-12,-15.1515
2017-06-13,13.0952
2017-06-14,-1.0526
2017-06-15,-9.5745
2017-06-16,5.7647
2017-06-19,4.5606
2017-06-20,-1.0638
2017-06-21,-3.2258
2017-06-22,4.4444
2017-06-23,9.0426
2017-06-26,-8.1951
2017-06-27,-4.4633
2017-06-28,17.9088
2017-06-29,-5.1887
2017-06-30,4.0796
2017-07-03,-0.0956
2017-07-05,-0.4785
2017-07-06,-0.6731
2017-07-07,-1.2585
2017-07-10,-10.7843
2017-07-11,5.8242
2017-07-13,1.0384
2017-07-14,-9.147
2017-07-17,0.0
2017-07-18,-11.7647
2017-07-19,10.2564
2017-07-20,-0.1163
2017-07-21,-9.1967
2017-07-24,8.9744
2017-07-25,0.1176
2017-07-26,-3.6428000000000003
2017-07-27,-2.439
2017-07-28,-10.0
2017-07-31,-13.8889
2017-08-01,1.6129
2017-08-02,-24.6032
2017-08-03,13.6842
2017-08-04,5.5556
2017-08-07,17.8947
2017-08-08,0.4464
2017-08-09,-3.7037
2017-08-10,-0.1538
2017-08-11,0.9245
2017-08-14,26.7176
2017-08-15,-9.0361
2017-08-16,-7.2848
2017-08-17,1.4285999999999999
2017-08-21,-4.9296
2017-08-22,-13.3333
2017-08-23,-3.2479
2017-08-24,-11.6608
2017-08-25,4.2
2017-08-28,0.7678
2017-08-29,29.5238
2017-08-30,0.1471
2017-08-31,-11.8943
2017-09-01,-9.3333
2017-09-05,-8.0882
2017-09-06,16.0
2017-09-07,0.8621
2017-09-08,-5.1282
2017-09-11,-8.5225
2017-09-12,-1.5166
2017-09-13,-3.0
2017-09-14,-0.8247
2017-09-15,13.7214
2017-09-18,3.2907
2017-09-19,-11.5044
2017-09-20,-2.926
2017-09-21,-1.9304999999999999
2017-09-22,-0.2101
2017-09-25,10.1053
2017-09-26,-0.1912
2017-09-27,-2.682
2017-09-28,1.3780000000000001
2017-09-29,-7.5728
2017-10-02,7.458
2017-10-03,-6.1584
2017-10-05,4.375
2017-10-06,-4.1916
2017-10-09,0.0
2017-10-10,4.1667
2017-10-11,-1.0
2017-10-12,-9.0909
2017-10-13,-1.1111
2017-10-16,0.0
2017-10-17,5.7303
2017-10-18,6.2699
2017-10-19,-9.8
2017-10-20,10.0887
2017-10-23,-4.3303
2017-10-24,-0.1053
2017-10-25,2.0021
2017-10-26,-3.0992
2017-10-27,6.6098
2017-10-30,-2.0
2017-10-31,-2.0408
2017-11-01,-1.0417
2017-11-02,-1.2631999999999999
2017-11-03,0.0
2017-11-06,-5.1173
2017-11-07,1.3483
2017-11-08,0.0
2017-11-09,0.0
2017-11-10,-0.2217
2017-11-13,-2.2222
2017-11-14,4.5455
2017-11-15,-8.6957
2017-11-16,4.1667
2017-11-17,-0.1143
2017-11-20,-8.4668
2017-11-21,20.0
2017-11-22,4.1667
2017-11-24,90.2
2017-11-27,-10.6204
2017-11-28,-18.8235
2017-11-29,7.2464
2017-11-30,-14.8649
2017-12-01,-2.8571
2017-12-04,-3.5948
2017-12-05,0.8475
2017-12-06,9.2437
2017-12-07,22.3077
2017-12-08,-9.434
2017-12-11,25.0
2017-12-12,61.1111
2017-12-13,61.7241
2017-12-14,113.2196
2017-12-15,44.22
2017-12-18,20.649
2017-12-19,-26.7356
2017-12-20,-30.2165
2017-12-21,-34.8022
2017-12-22,5.3793
2017-12-26,7.9843
2017-12-27,16.6667
2017-12-28,-12.5974
2017-12-29,-1.9316
2018-01-02,-15.1515
2018-01-03,-7.1429
2018-01-04,-11.3462
2018-01-05,-4.5553
2018-01-23,-56.8182
2018-01-24,-10.526299999999999
2018-01-25,5.8824
2018-01-26,0.0
2018-01-29,0.0
2018-01-30,-0.3333
2018-01-31,-44.2586
2018-02-01,-20.0
2018-02-02,12.5
2018-02-05,6.6667
2018-02-06,2.0833
2018-02-07,42.8571
2018-02-08,0.0
2018-02-09,0.0
2018-02-12,0.0
2018-02-13,-35.7143
2018-02-14,33.3333
2018-02-15,0.0
2018-02-16,0.0
2018-02-21,-0.3333
2018-02-22,-16.388
2018-02-23,-2.6
2018-02-26,-2.4641
2018-02-27,1.0526
2018-03-02,0.0
2018-03-05,-1.0417
2018-03-07,0.0
2018-03-09,-1.0526
2018-03-12,0.0
2018-03-13,1.0638
2018-03-16,-11.5789
2018-03-19,-16.6667
2018-03-21,0.0
2018-03-23,-14.2857
2018-03-26,33.3333
2018-03-28,-22.5
2018-03-29,-2.9032
2018-04-02,7.9734
2018-04-04,0.0
2018-04-06,-7.3846
2018-04-09,0.0
2018-04-11,7.9734
2018-04-12,7.6923
2018-04-16,-14.0
2018-04-17,0.3322
2018-04-23,19.2053
2018-04-24,0.2778
2018-04-25,6.6482
2018-04-26,3.8961
2018-04-27,0.0
2018-05-02,-12.5
2018-05-04,-14.2857
2018-05-07,0.0
2018-05-08,33.0
2018-05-18,-21.0526
2018-05-21,26.6667
2018-05-31,-24.5614
2018-06-04,32.8904
2018-06-05,12.5
2018-06-15,-33.1111
2018-06-18,0.3322
2018-06-19,7.6159
2018-06-20,0.3077
2018-06-21,22.6994
2018-06-27,-18.75
2018-07-02,-23.0769
2018-07-03,0.0
2018-07-06,40.0
2018-07-09,5.7143
2018-07-13,0.0
2018-07-17,-18.9189
2018-07-19,16.6667
2018-07-20,0.0
2018-07-23,7.1429
2018-07-26,0.0
2018-07-27,-2.1333
2018-08-06,2.1798
2018-08-07,-20.0
2018-08-21,-16.6667
2018-08-22,-16.0
2018-08-23,4.7619
2018-08-24,0.0
2018-08-27,-9.0909
2018-08-28,-50.0
2018-08-29,100.0
2018-08-30,0.0
2018-08-31,-25.0
2018-09-04,-5.3333
2018-09-05,-29.5775
2018-09-06,5.0
2018-09-07,4.7619
2018-09-10,63.6364
2018-09-13,11.1111
2018-09-17,-50.0
2018-09-18,40.0
2018-09-19,1.4285999999999999
2018-09-20,12.6761
2018-10-04,0.0
2018-10-05,0.0
2018-10-08,-9.375
2018-10-09,3.4483
2018-10-11,-3.3333
2018-10-24,-13.7931
2018-10-30,0.0
2018-10-31,16.0
2018-11-01,0.6897
2018-11-02,2.7397
2018-11-06,0.0
2018-11-12,0.0
2018-11-14,-26.6667
2018-11-20,-4.5455
2018-11-27,4.7619
2018-12-06,-7.2727
2018-12-13,-1.9607999999999999
2018-12-17,0.0
2018-12-18,-49.0
2018-12-19,7.8431
2018-12-21,190.9091
2018-12-26,-21.875
2018-12-27,0.0
2018-12-31,-84.0
2019-01-02,200.0
2019-01-04,0.0
2019-01-17,66.6667
2019-01-28,20.0
2019-01-29,4.1667
2019-02-04,-48.0
2019-02-06,84.6154
2019-02-07,0.0
2019-02-20,-33.3333
2019-02-28,25.0
2019-03-01,0.0
2019-03-05,0.0
2019-03-06,-35.0
2019-03-07,53.8462
2019-03-08,0.0
2019-03-18,-35.0
2019-03-20,7.6923
2019-04-01,35.7143
2019-04-02,0.0
2019-04-16,-31.5789
2019-04-23,7.6923
2019-04-26,0.0
2019-04-29,0.0
2019-04-30,0.0
2019-05-09,0.0
2019-05-14,0.0
2019-05-17,1.4285999999999999
2019-05-24,-98.5915
2019-05-28,9900.0
2019-05-29,0.0
2019-06-04,0.0
2019-06-24,-28.0
2019-07-05,11.1111
2019-07-22,-10.0
2019-07-23,37.5
2019-08-01,1.0101
2019-08-02,-69.0
2019-08-05,6.4516
2019-08-08,6.0606
2019-08-28,2.8571
2019-09-05,130.5556
2019-09-19,-56.6265
2019-10-14,2.7778
2019-10-25,2.7027
2019-10-28,-2.6316
2019-11-01,35.1351
2019-11-07,-26.0
2019-11-14,0.0
2019-11-22,-86.4865
2019-12-02,0.0
2019-12-06,0.0
2019-12-16,-99.8
2019-12-18,99900.0
2019-12-19,900.0
2019-12-20,0.0
2019-12-27,-99.9
2019-12-30,4900.0
2019-12-31,1560.0
2020-01-02,33.7349
2020-01-03,-5.4054
2020-01-09,-86.6667
2020-01-21,21.4286
2020-02-13,0.0
2020-02-14,0.0
2020-02-21,0.0
2020-02-27,0.0
2020-03-10,5.8824
2020-03-11,0.0
2020-03-12,-88.8889
2020-03-13,0.0
2020-03-17,5.0
2020-03-19,-4.7619
2020-03-23,300.0
2020-04-13,-99.875
2020-04-16,400.0
2020-04-17,100.0
2020-04-23,400.0
2020-04-28,100.0
2020-05-05,0.0
2020-05-11,0.0
2020-06-08,0.0
2020-06-18,0.0
2020-06-22,100.0
2020-07-02,25.0
2020-07-16,140.0
2020-07-17,-50.0
2020-07-21,16.6667
2020-07-24,-14.2857
2020-07-30,66.6667
