ticker,UBIA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-01-18,-92.0
2012-02-15,525.0
2012-02-29,0.0
2012-03-02,100.0
2012-03-05,0.0
2012-04-24,10.0
2012-06-06,54.5455
2012-06-13,0.0
2012-06-21,0.0
2012-09-17,11.7647
2012-10-02,1.0526
2012-12-14,-1.0417
2012-12-18,-10.526299999999999
2013-02-14,76.4706
2013-02-15,96.6667
2013-02-19,-47.4576
2013-02-20,77.4194
2013-02-21,-1.8182
2013-02-22,-25.9259
2013-02-25,-7.5
2013-02-26,-2.1622
2013-02-27,21.547
2013-02-28,-0.4545
2013-03-04,14.1553
2013-03-05,0.0
2013-03-06,-6.0
2013-03-07,2.9787
2013-03-08,1.2397
2013-03-11,-4.0816
2013-03-12,-4.6809
2013-03-13,-8.482099999999999
2013-03-14,9.7561
2013-03-19,-63.6389
2013-03-20,0.4736
2013-03-22,-39.1727
2013-03-27,-60.0
2013-03-28,75.0
2013-04-02,0.0
2013-04-11,0.0
2013-04-16,0.0
2013-04-17,0.0
2013-04-25,0.0
2013-04-29,220.0
2013-04-30,-41.9643
2013-05-03,52.3077
2013-05-07,1.0101
2013-05-10,0.0
2013-05-13,-15.0
2013-05-16,17.647100000000002
2013-05-23,-40.0
2013-06-05,66.6667
2013-06-18,-20.0
2013-06-20,0.0
2013-06-24,0.0
2013-06-25,2.5
2013-07-01,3.6585
2013-07-03,0.0
2013-07-09,0.0
2013-07-17,0.0
2013-07-19,1.1764999999999999
2013-07-23,-1.1628
2013-07-24,-2.3529
2013-08-30,-97.7108
2013-09-09,4584.2105
2013-09-11,-10.1124
2013-09-12,-28.75
2013-09-13,31.5789
2013-09-17,-26.6667
2013-09-27,27.2727
2013-10-03,14.2857
2013-10-08,0.0
2013-10-16,0.0
2013-10-25,0.0
2013-11-01,-12.5
2013-11-07,42.8571
2013-11-13,0.0
2013-11-14,-30.0
2013-11-25,42.8571
2013-11-27,-9.0
2013-11-29,4.3956
2013-12-03,3.1579
2013-12-04,-3.0612
2013-12-05,0.0
2013-12-09,0.0
2013-12-13,0.0
2013-12-18,0.0
2013-12-26,0.0
2014-01-10,0.0
2014-01-13,0.0
2014-01-27,-10.526299999999999
2014-01-28,0.0
2014-01-30,0.0
2014-01-31,0.0
2014-02-03,0.0
2014-02-14,-97.6471
2014-03-14,6000.0
2014-03-17,-9.0164
2014-03-18,-41.4302
2014-03-19,1.5189
2014-03-20,53.0303
2014-03-21,-5.9406
2014-03-24,-24.1974
