ticker,GTN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,0.0
2000-01-05,-1.8519
2000-01-06,0.0
2000-01-07,-0.4717
2000-01-10,2.3697
2000-01-11,-0.9259
2000-01-12,-2.3364
2000-01-13,-2.3923
2000-01-14,3.4314
2000-01-18,1.4218
2000-01-19,-4.6729
2000-01-20,0.0
2000-01-21,0.9804
2000-01-24,0.4854
2000-01-25,-1.4493
2000-01-26,0.0
2000-01-27,-1.9607999999999999
2000-01-28,0.0
2000-01-31,2.0
2000-02-01,-3.9215999999999998
2000-02-02,2.0408
2000-02-03,5.5
2000-02-04,-0.9479
2000-02-07,0.4785
2000-02-08,0.0
2000-02-09,-0.4762
2000-02-10,-0.9569
2000-02-11,0.4831
2000-02-14,0.4808
2000-02-15,0.0
2000-02-16,-0.4785
2000-02-17,0.4808
2000-02-18,-0.4785
2000-02-22,2.8846
2000-02-23,-0.4673
2000-02-24,0.0
2000-02-25,-2.3474
2000-02-29,1.4423
2000-03-02,-1.8957000000000002
2000-03-03,-1.9324
2000-03-06,-0.9852
2000-03-07,-2.3284000000000002
2000-03-08,2.0408
2000-03-09,-1.0
2000-03-10,-0.5051
2000-03-13,-2.5381
2000-03-14,-1.0417
2000-03-15,-1.5789
2000-03-16,-3.7433
2000-03-17,-0.5556
2000-03-20,0.0
2000-03-21,1.6760000000000002
2000-03-22,-1.0989
2000-03-23,0.0
2000-03-24,0.0
2000-03-27,4.4444
2000-03-28,0.0
2000-03-29,-3.1915
2000-03-30,-3.2967
2000-03-31,6.8182
2000-04-03,0.0
2000-04-04,-2.1277
2000-04-05,0.0
2000-04-06,-2.1739
2000-04-07,-3.3333
2000-04-10,0.5747
2000-04-11,1.7143000000000002
2000-04-12,2.2472
2000-04-13,-3.2967
2000-04-14,1.1364
2000-04-17,0.0
2000-04-18,-1.1236
2000-04-19,1.1364
2000-04-20,-3.3708
2000-04-25,0.0
2000-04-26,0.0
2000-04-27,0.0
2000-04-28,0.0
2000-05-01,2.907
2000-05-02,-1.6949
2000-05-03,-0.5747
2000-05-04,0.0
2000-05-05,-1.7341
2000-05-08,0.0
2000-05-09,-1.1764999999999999
2000-05-10,-1.7856999999999998
2000-05-11,1.8182
2000-05-12,1.7856999999999998
2000-05-15,0.0
2000-05-16,-3.5088
2000-05-18,-1.8182
2000-05-22,0.0
2000-05-23,0.6173
2000-05-24,-0.6135
2000-05-25,-1.2346
2000-05-26,4.375
2000-05-30,0.5988
2000-06-05,2.9762
