ticker,BRFH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-09-02,100.0
2012-03-30,700.0
2012-04-04,10.5
2012-04-05,-9.5023
2012-04-19,-6.25
2012-05-08,6.6667
2012-05-09,1.25
2012-05-10,6.1728
2012-05-11,5.2326
2012-05-14,11.6022
2012-05-15,-2.9703
2012-05-16,6.1224
2012-05-17,2.8846
2012-05-18,0.9346
2012-05-21,-1.8519
2012-05-22,-6.1321
2012-05-23,0.402
2012-05-24,1.1011
2012-05-25,4.9505
2012-05-29,6.1321
2012-05-30,3.1111
2012-05-31,-18.9655
2012-06-01,-2.1277
2012-06-04,-20.6522
2012-06-05,-32.8767
2012-06-06,27.551
2012-06-07,15.2
2012-06-08,12.5
2012-06-11,14.9383
2012-06-12,-17.8303
2012-06-13,-11.1111
2012-06-14,-5.8824
2012-06-15,-0.1563
2012-06-18,-4.5383
2012-06-19,-8.1967
2012-06-20,1.7856999999999998
2012-06-21,-3.5088
2012-06-22,-8.8864
2012-06-25,-10.1646
2012-06-26,22.1713
2012-06-27,-1.8523
2012-06-28,-5.5228
2012-06-29,5.8824
2012-07-02,0.9259
2012-07-03,-6.422
2012-07-05,15.6863
2012-07-06,0.0
2012-07-09,-3.3898
2012-07-10,0.8772
2012-07-11,7.8261
2012-07-12,0.0
2012-07-13,9.6774
2012-07-16,-4.3934
2012-07-17,4.5953
2012-07-18,1.4706000000000001
2012-07-19,0.7246
2012-07-20,2.1583
2012-07-23,-4.9296
2012-07-24,-1.4815
2012-07-25,-5.2632
2012-07-26,-4.7619
2012-07-27,-11.6667
2012-07-30,-1.8868
2012-07-31,-7.6923
2012-08-01,5.2083
2012-08-02,6.9307
2012-08-03,-5.5556
2012-08-06,1.9607999999999999
2012-08-07,-3.8462
2012-08-08,8.0
2012-08-09,-7.3843
2012-08-10,-1.0247
2012-08-13,-1.0101
2012-08-14,4.0816
2012-08-15,-1.9607999999999999
2012-08-16,-2.0
2012-08-17,-6.1224
2012-08-20,-6.5217
2012-08-21,-2.3256
2012-08-22,9.5238
2012-08-23,2.0924
2012-08-24,-8.4376
2012-08-27,-6.9767
2012-08-28,-24.5
2012-08-29,23.1788
2012-08-30,31.7204
2012-08-31,-8.1633
2012-09-04,2.2222
2012-09-05,2.1739
2012-09-06,5.3191
2012-09-07,1.0101
2012-09-10,8.0
2012-09-11,9.2593
2012-09-12,-5.0847
2012-09-13,0.0
2012-09-14,-3.5714
2012-09-17,-10.1852
2012-09-18,7.1907
2012-09-19,-3.823
