ticker,KBPH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-08-11,-25.0
2004-08-31,0.0
2004-10-26,3.3333
2004-11-16,-3.2258
2005-01-26,6.6667
2005-03-09,-21.875
2005-03-11,-12.0
2005-04-06,-4.5455
2005-05-18,-3.8095
2005-06-03,-35.6436
2005-06-15,-21.5385
2005-06-20,0.0
2005-06-29,-31.3725
2005-08-01,0.0
2005-09-15,45.7143
2005-10-03,-11.7647
2005-12-09,-44.4444
2005-12-22,200.0
2006-01-13,0.0
2006-05-24,46.6667
2006-06-09,0.0
2006-06-12,0.0
2006-06-13,0.0
2006-07-26,-9.0909
2006-11-08,0.0
2006-11-27,-15.0
2006-12-26,-40.0
2007-02-23,47.0588
2007-03-30,-32.0
2007-04-30,-21.5686
2007-06-13,0.0
2007-06-28,0.0
2007-08-16,12.5
2007-08-30,0.0
2007-09-05,-6.6667
2007-11-19,-4.7619
2007-11-21,162.5
2007-11-23,23.8095
2007-11-26,0.0
2007-11-27,19.2308
2007-12-03,-16.129
2007-12-05,3.8462
2007-12-06,0.0
2008-01-02,0.0
2008-01-31,0.0
2008-02-21,0.0
2008-09-19,122.2222
2008-10-17,0.0
2008-12-03,-43.3333
2008-12-11,0.0
2008-12-26,0.0
2008-12-31,0.0
2009-05-08,-11.7647
2009-06-10,13.3333
2009-06-23,-11.7647
2009-08-21,0.0
2009-10-22,-53.3333
2009-10-27,114.2857
2009-12-09,-70.0
2009-12-28,124.4444
2010-01-26,-70.297
2010-02-02,236.6667
2010-02-05,-37.6238
2010-03-01,60.3175
2010-03-25,-30.6931
2010-03-31,-21.4286
2010-04-01,27.2727
2010-06-16,-21.4286
2010-07-28,-14.5455
2010-11-05,-29.7872
2010-11-18,66.6667
2011-03-15,-36.3636
2011-04-19,-57.1429
2012-12-31,0.0
2013-12-12,0.0
2014-03-14,-33.3333
2014-04-02,350.0
2014-05-27,-66.6667
2014-06-19,433.3333
2014-08-05,0.0
2014-10-08,-68.75
2014-10-16,300.0
2014-10-17,25.0
2014-10-20,20.0
2014-10-21,-7.3333
2014-11-03,0.7194
2014-11-07,-10.7143
2014-11-10,-8.0
2014-11-25,0.0
2015-01-14,0.0
2015-01-21,-4.3478
2015-02-19,0.0
2015-04-14,-9.0909
2015-07-08,0.0
2015-07-21,-5.0
2015-09-01,0.0
2015-12-28,-47.3684
2016-05-16,-40.0
2016-06-20,0.0
2016-11-04,-17.3333
2017-03-20,-3.2258
2017-05-02,-2.0833
2019-06-06,-12.766
2020-01-09,0.0
2020-03-03,9.7561
2020-04-29,2.2222
2020-06-25,-13.0435
