ticker,DMYT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-04-27,1.7671999999999999
2020-05-07,-1.9407999999999999
2020-05-13,2.0833
2020-05-15,-0.5102
2020-05-19,0.0
2020-05-26,0.0
2020-05-29,-0.0041
2020-06-01,0.0041
2020-06-02,-1.5385
2020-06-04,0.7656
2020-06-05,1.1009
2020-06-08,-2.7607
2020-06-09,1.2618
2020-06-10,0.6231
2020-06-11,2.064
2020-06-12,0.0
2020-06-15,-2.8068999999999997
2020-06-17,1.3275000000000001
2020-06-18,0.5133
2020-06-19,-0.1021
2020-06-22,0.2045
2020-06-23,-0.7143
2020-06-24,0.8222
2020-06-25,0.1019
2020-06-26,-0.5092
2020-06-29,2.4565
2020-06-30,0.1998
2020-07-01,1.2961
2020-07-02,0.3937
2020-07-06,-0.098
2020-07-07,-0.7851
2020-07-08,1.088
2020-07-09,-1.1742
2020-07-10,2.8712999999999997
2020-07-13,0.1925
2020-07-14,0.9606
2020-07-15,0.1903
2020-07-16,0.8538
2020-07-17,-0.0932
2020-07-20,0.1885
2020-07-21,0.6585
2020-07-22,1.5888
2020-07-23,-0.184
2020-07-24,4.1475
2020-07-27,4.8673
2020-07-28,-0.8439
2020-07-29,-2.4681
2020-07-30,-6.1955
2020-07-31,-1.5349
