ticker,WHLT US Equity
2007-12-26,0.0
2007-12-31,0.0
2008-01-02,25.0
2008-01-17,-20.0
2008-01-18,0.0
2008-01-22,0.0
2008-01-24,0.0
2008-01-28,0.0
2008-02-08,0.0
2008-02-25,0.0
2008-04-07,25.0
2008-04-08,-40.0
2008-04-09,0.0
2008-04-16,0.0
2008-05-23,33.3333
2008-05-27,0.0
2008-06-04,-25.0
2008-07-09,66.6667
2008-07-29,-28.0
2008-07-31,0.0
2008-08-27,-16.6667
2008-08-29,0.0
2008-09-10,-20.0
2008-09-11,25.0
2008-09-22,0.0
2008-10-14,-46.0
2008-10-15,-38.2716
2008-10-24,920.0
2008-10-28,-86.0784
2008-11-18,111.2676
2008-12-12,0.0
2008-12-15,-33.3333
2008-12-29,-20.0
2008-12-30,-37.5
2009-01-08,2.0
2009-02-11,390.1961
2009-02-23,-60.0
2009-03-20,0.0
2009-03-24,0.0
2009-04-13,0.0
2009-05-04,0.0
2009-06-03,0.0
2009-06-04,0.0
2009-07-08,0.0
2009-07-20,0.0
2009-08-20,0.0
2009-08-26,150.0
2009-09-08,0.0
2009-12-04,-4.0
2009-12-08,0.0
2009-12-15,-37.5
2010-01-25,-6.6667
2010-02-09,-7.1429
2010-03-12,0.0
2010-03-15,0.0
2010-03-25,7.6923
2010-04-26,28.5714
2010-05-07,-33.3333
2010-05-20,100.0
2010-05-21,-54.1667
2010-05-28,-63.6364
2010-06-08,25.0
2010-06-10,0.0
2010-08-27,2.0
2010-08-31,1.9607999999999999
2010-09-01,130.7692
2010-09-02,25.0
2010-10-21,-66.0
2010-12-13,0.0
2010-12-16,-60.7843
2010-12-20,250.0
2010-12-28,14.2857
2011-01-20,25.0
2011-01-28,50.0
2011-02-01,-46.6667
2011-02-03,25.0
2011-02-10,0.0
2011-02-15,0.0
2011-02-17,-40.0
2011-03-11,16.6667
2011-03-28,-27.1429
2011-04-27,0.0
2011-08-02,0.0
2011-09-09,0.0
2011-09-26,19.6078
2011-09-29,-16.3934
2011-10-07,0.0
2011-10-18,0.0
2011-11-15,-60.7843
2011-12-16,200.0
2011-12-23,0.0
2012-02-27,0.0
2012-02-28,-16.6667
2012-03-27,0.0
2012-04-05,-40.0
2012-04-25,-33.3333
2012-10-03,25.0
2012-12-14,-60.0
2012-12-26,-90.0
2013-02-11,700.0
2013-02-22,0.0
2013-04-26,37.5
2013-05-06,9.0909
2013-05-16,25.0
2013-06-03,-16.6667
2013-06-05,-12.0
2013-06-20,172.7273
2013-07-17,0.0
2013-07-23,-53.3333
2013-08-02,14.2857
2013-09-16,25.0
2013-10-11,150.0
2013-11-07,-40.0
2013-11-14,166.6667
2013-11-18,-37.5
2014-01-03,0.0
2014-01-06,0.0
2014-02-13,0.0
2014-02-18,0.0
2014-03-07,20.0
2014-03-20,-16.6667
2014-03-26,0.0
2014-04-03,0.0
2014-05-27,20.0
2014-06-04,66.6667
2014-06-10,0.0
2014-06-20,-50.0
2014-07-24,60.0
2014-08-18,0.0
2014-10-16,-18.75
2014-10-20,0.0
2014-11-06,-15.3846
2014-11-17,20.0
2014-12-18,-16.6667
2015-01-02,27.2727
2015-03-17,0.0
2015-05-05,-1.4285999999999999
2015-07-17,-13.0435
2015-07-31,0.0
2015-08-24,0.0
2015-12-11,-50.0
2016-01-14,0.0
2016-02-17,0.0
2016-03-15,0.0
2016-04-14,25.625
2016-04-15,6.136
2016-04-22,75.0
2016-06-01,-64.2857
2016-07-19,-36.0
2016-07-22,15.625
2016-08-18,0.0
2016-10-20,35.1351
2016-11-10,-26.0
2016-12-09,2.7027
2016-12-15,5.2632
2017-01-06,0.0
2017-01-31,50.625
2017-02-01,0.0
2017-02-06,0.6224
2017-03-14,64.5361
2017-03-30,-56.6416
2017-04-06,0.0
2017-04-10,0.0
2017-04-25,33.237
2017-06-07,-24.6855
2017-06-23,0.0
2017-08-02,-22.5806
2017-08-22,0.0
2017-09-21,78.5714
2017-09-22,0.0
2017-12-07,-50.0
2017-12-12,100.0
2017-12-14,-46.6667
2017-12-15,-6.25
2017-12-20,100.0
2017-12-26,0.0
2017-12-28,-49.6667
2018-01-08,0.0
2018-01-19,0.0
2018-01-22,98.6755
2018-01-31,-49.6667
2018-02-27,0.0
2018-03-08,98.6755
2018-03-09,0.0
2018-03-14,-16.6667
2018-03-27,-20.0
2018-06-12,0.0
2018-06-28,300.0
2018-07-05,-43.75
2018-07-17,0.0
2018-07-23,0.0
2018-08-07,0.0
2018-08-20,0.0
2018-08-24,0.0
2018-09-10,10.0
2018-09-12,-39.3939
2018-09-19,33.3333
2018-09-20,-25.0
2018-09-21,30.0
2018-09-25,-23.0769
2018-10-03,33.3333
2018-11-12,0.0
2018-11-26,50.0
2018-11-29,16.6667
2018-12-12,-45.7143
2018-12-13,0.0
2018-12-14,6.5789
2018-12-17,-1.2346
2018-12-19,25.0
2018-12-20,-20.0
2019-01-02,0.0
2019-01-09,23.75
2019-01-18,-18.1818
2019-01-28,0.0
2019-01-29,-1.2346
2019-02-04,0.0
2019-02-05,0.0
2019-02-14,0.0
2019-02-22,5.0
2019-02-25,0.3571
2019-02-26,-16.9632
2019-02-27,17.1429
2019-03-01,-26.8293
2019-03-04,100.0
2019-03-05,0.0
2019-03-06,0.0
2019-03-08,-48.3333
2019-03-13,0.0
2019-03-20,93.5484
2019-04-04,8.3333
2019-04-05,-13.8462
2019-04-08,0.0
2019-04-09,51.7857
2019-04-12,-0.0118
2019-04-15,-11.7543
2019-04-16,6.6667
2019-04-18,0.0
2019-04-23,-12.5
2019-05-01,35.7143
2019-05-03,5.2632
2019-05-15,0.8
2019-05-16,24.0079
2019-05-17,-24.8
2019-05-20,38.2979
2019-05-21,0.0
2019-05-22,0.0
2019-05-23,-3.6923
2019-05-28,-35.3035
2019-05-29,72.8395
2019-06-03,-14.2143
2019-06-04,20.7327
2019-06-10,-31.0345
2019-06-13,0.0
2019-06-14,60.0
2019-06-17,-37.5
2019-06-24,-10.0
2019-07-05,5.5556
2019-07-08,-5.2632
2019-07-10,35.9556
2019-07-15,34.848
2019-07-16,-3.0303
2019-07-18,-25.0
2019-07-22,-16.6667
2019-07-24,20.0
2019-08-05,33.3333
2019-08-06,-42.5
2019-08-07,95.6522
2019-08-09,-19.7222
2019-08-12,-3.1142
2019-08-14,-3.5714
2019-08-15,-18.5185
2019-09-11,9.0909
2019-09-17,1.3333
2019-10-14,6.9079
2019-10-28,7.6923
2019-10-31,-7.1429
2019-12-17,3.8462
2019-12-26,-3.7037
2020-01-27,15.3846
2020-01-29,-6.6667
2020-02-04,7.1429
2020-02-07,33.3333
2020-02-24,-19.6
2020-02-25,-12.9353
2020-02-27,-26.4286
2020-03-09,-2.9126
2020-03-18,10.0
2020-03-31,18.1818
2020-04-08,-23.0769
2020-04-23,0.0
2020-05-18,24.0
2020-05-22,61.2903
2020-06-10,-50.0
2020-06-19,20.0
2020-06-22,0.0
2020-06-24,0.0
2020-06-26,0.0
2020-07-07,50.0
2020-07-09,-11.1111
2020-07-10,6.25
2020-07-14,-11.7647
2020-07-15,13.3333
2020-07-17,0.0
2020-07-21,0.0
2020-07-22,-0.0588
2020-07-29,3.0018
2020-07-30,2.8571
