ticker,WHLT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-25,900.0
2000-02-01,-90.0
2000-02-15,900.0
2000-03-03,-40.0
2000-03-06,0.0
2000-04-28,66.6667
2000-06-16,0.0
2000-06-19,0.0
2000-07-19,0.0
2000-08-03,0.0
2000-08-10,0.0
2000-09-26,-60.0
2000-10-25,0.0
2000-10-30,0.0
2000-11-01,50.0
2001-04-03,-66.6667
2001-04-25,0.0
2001-09-26,0.0
2002-02-12,0.0
2002-05-06,0.0
2002-05-23,0.0
2002-09-26,-50.0
2002-10-11,-80.0
2002-11-12,0.0
2002-12-04,0.0
2002-12-27,0.0
2002-12-31,0.0
2003-03-25,-87.5
2003-04-15,0.0
2003-04-30,0.0
2003-05-19,0.0
2003-07-16,0.0
2003-07-17,0.0
2003-11-03,0.0
2003-11-11,0.0
2004-01-12,0.0
2004-01-26,0.0
2004-12-08,0.0
2005-01-25,0.0
2005-07-28,1500.0
2005-11-09,-50.0
2005-12-05,400.0
2005-12-20,-80.0
2006-01-18,0.0
2006-02-23,1900.0
2006-02-24,-95.0
2006-04-07,9900.0
2006-05-02,-90.0
2006-05-24,50.0
2006-06-12,566.6667
2006-07-10,0.0
2006-08-28,-50.0
2006-08-31,0.0
2006-09-11,-60.0
2006-09-15,400.0
2006-09-20,-80.0
2006-09-22,150.0
2006-09-28,-98.0
2006-10-13,0.0
2006-10-30,200.0
2006-11-15,2566.6667
2006-11-28,37.5
2006-12-11,-90.0
2006-12-26,354.5455
2007-03-09,0.0
2007-03-28,60.0
2007-03-29,-36.25
2007-04-04,0.0
2007-05-17,0.0
2007-05-21,96.0784
2007-05-25,-40.0
2007-06-07,66.6667
2007-06-08,-40.0
2007-06-22,33.3333
2007-07-10,-62.5
2007-07-16,166.6667
2007-08-14,-25.0
2007-08-17,-16.6667
2007-08-21,0.0
2007-08-23,0.0
2007-08-31,0.0
2007-09-05,60.0
2007-09-10,50.0
2007-09-11,66.6667
2007-09-13,-40.0
2007-09-17,66.6667
2007-09-19,-50.0
2007-09-21,-20.0
2007-09-25,0.0
2007-09-26,25.0
2007-09-27,20.0
2007-09-28,66.6667
2007-10-01,50.0
2007-10-02,33.3333
2007-10-03,0.0
2007-10-05,-37.5
2007-10-08,20.0
2007-10-09,-16.6667
2007-10-10,-32.0
2007-10-12,23.5294
2007-10-15,-28.5714
2007-10-16,33.3333
2007-11-12,0.0
2007-11-14,-25.0
2007-11-28,33.3333
2007-12-03,0.0
2007-12-05,0.0
