ticker,HCCA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-10-30,-16.6667
2013-11-01,-30.0
2013-11-04,0.0
2013-11-05,-20.0
2013-11-06,0.0
2013-11-19,-25.0
2013-12-06,-4.7619
2013-12-09,5.0
2013-12-10,-2.3810000000000002
2013-12-11,-12.1951
2013-12-16,-16.6667
2014-01-03,0.0
2014-01-06,0.0
2014-01-07,1.3333
2014-01-09,-1.3158
2014-02-21,0.0
2014-02-28,0.0
2014-03-03,0.0
2014-03-10,0.0
2014-03-14,0.0
2014-03-31,-86.6667
2014-04-01,-50.0
2014-04-02,150.0
2014-04-03,4.0
2014-04-04,15.3846
2014-04-08,85.0
2014-04-09,-0.9009
2014-04-21,0.0
2014-04-22,0.0
2014-04-28,-49.0682
2014-04-29,1.7403
2014-05-02,-5.2632
2014-05-06,-7.4074
2014-05-27,28.0
2014-06-13,-53.125
2014-06-16,-33.3333
2014-06-17,-20.0
2014-06-30,0.0
2014-07-14,-75.0
2014-07-16,275.0
2014-07-17,0.0
2014-07-18,-45.3333
2014-07-23,46.3415
2014-07-24,-1.6667
2014-07-25,1.6949
2014-07-29,50.0
2014-07-31,-33.3333
2014-08-01,0.0
2014-08-05,-1.6667
2014-08-25,-28.8136
2014-08-27,0.0
2014-09-04,-28.5714
2014-09-05,0.0
2014-09-08,0.0
2014-09-15,0.0
2014-09-18,0.0
2014-09-23,-33.3333
2014-09-29,0.0
2014-10-07,-25.0
2014-10-23,0.0
2014-10-24,0.0
2014-10-29,0.0
2014-11-04,-37.9167
2014-11-19,-2.0134
2014-12-01,53.4247
2014-12-02,-64.2857
2014-12-10,10.0
2014-12-30,2.2727
2015-01-02,-2.2222
2015-01-22,0.0
2015-02-02,0.0
2015-06-22,0.0
2015-08-03,0.0
2015-08-14,0.0
2015-09-25,2.2727
2015-09-30,-11.1111
2015-12-16,0.0
2016-04-21,0.0
2016-05-04,0.0
2016-05-11,20.0
2016-05-18,-3.125
2016-07-05,-29.0323
2016-08-19,0.0
2016-10-27,4.5455
2016-11-10,128.9855
2016-12-02,-48.1013
2017-01-03,0.0
2017-01-10,156.0976
2017-01-11,-3.3333
2017-02-16,-14.7783
2017-02-28,-52.0231
2017-04-12,140.9639
2017-05-01,4.0
2017-05-03,0.0
2017-05-30,-53.8462
2017-06-05,133.3333
2017-06-27,-57.1429
2017-08-07,-10.0
2017-10-17,151.6667
2017-11-30,6.6961
2017-12-07,-62.7586
2017-12-11,168.5185
2017-12-15,-62.7586
2017-12-26,168.5185
2018-01-04,3.4483
2018-01-05,99.3333
2018-01-08,50.5017
2018-01-09,-20.1378
2018-01-10,25.2156
2018-01-11,33.3333
2018-01-12,-7.5
2018-01-22,-72.973
2018-01-26,30.0
2018-01-29,156.4103
2018-02-01,0.0
2018-02-06,-70.0
2018-02-08,0.0
2018-02-16,226.6667
2018-02-22,-59.1837
2018-02-23,0.0
2018-03-01,0.0
2018-03-07,-50.0
2018-03-09,0.0
2018-03-12,100.0
2018-03-14,0.0
2018-03-23,0.0
2018-03-26,-71.5
2018-03-29,22.807
2018-04-18,0.0
2018-04-23,100.0
2018-04-24,0.0
2018-04-25,42.1429
2018-04-26,0.5025
2018-04-27,0.0
2018-05-07,-30.0
2018-05-15,0.0
2018-05-21,42.8571
2018-06-11,0.0
2018-06-21,-30.0
2018-07-03,0.0
2018-08-02,-28.5714
2018-08-03,0.0
2018-08-06,-43.0
2018-08-08,0.0
2018-09-07,0.0
2018-09-17,68.4211
2018-09-18,4.1667
2018-10-03,-42.6
2018-10-11,36.7596
2018-10-12,-27.3885
2018-11-15,75.4386
2018-11-19,-4.3
2019-01-11,-40.4389
2019-01-30,0.0
2019-02-06,75.4386
2019-02-19,-44.0
2019-02-20,-64.2857
2019-03-13,0.0
2019-07-19,10.0
2019-09-10,0.0
2019-10-01,-27.2727
2019-10-10,150.0
2019-10-14,63.75
2019-10-21,-38.9313
2019-10-23,-37.5
2019-11-05,100.0
2019-12-11,-36.0
2020-02-26,-46.875
2020-03-10,0.0
2020-03-12,5.8824
2020-03-23,455.5556
2020-03-26,0.0
2020-03-27,20.0
2020-03-30,-25.0
2020-04-03,11.1111
2020-04-06,-25.0
2020-04-08,60.0
2020-04-14,0.0
2020-04-17,0.0
2020-04-24,65.5
2020-04-28,51.0574
2020-04-29,0.0
2020-05-14,202.0333
2020-05-15,1.81
2020-05-18,-2.439
2020-05-26,-88.8889
2020-06-03,0.0
2020-06-09,0.0
2020-06-10,50.0
2020-06-11,6.6667
2020-06-16,50.0
2020-06-17,16.6667
2020-06-18,0.0
2020-06-19,-50.0
2020-06-22,42.8571
2020-07-02,0.0
2020-07-09,-25.0
2020-07-10,15.0
2020-07-14,15.942
2020-07-15,0.0
2020-07-21,0.0
2020-07-23,0.0
2020-07-24,-39.5
2020-07-30,65.2893
