ticker,GMHI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-03-26,0.102
2019-03-28,-0.6116
2019-04-01,0.7713
2019-04-02,-0.1547
2019-04-04,-0.2039
2019-04-05,0.3064
2019-04-08,0.1018
2019-04-09,0.0
2019-04-10,-0.3052
2019-04-12,0.5102
2019-04-17,-0.203
2019-04-18,-0.1017
2019-04-22,-0.2037
2019-04-23,0.5102
2019-04-24,-0.5076
2019-04-25,0.5102
2019-04-26,-0.203
2019-05-02,0.7121
2019-05-03,0.0
2019-05-17,0.7071
2019-05-20,-0.4012
2019-05-28,-0.3021
2019-05-30,0.0
2019-06-03,0.5051
2019-06-04,-0.5025
2019-06-05,0.0
2019-06-10,1.0101
2019-06-11,-0.5
2019-06-12,-0.201
2019-06-14,0.6042
2019-06-17,0.1001
2019-06-18,-0.5
2019-06-19,0.5025
2019-06-20,0.0
2019-06-21,0.5
2019-06-24,2.2756
2019-06-25,-1.7385000000000002
2019-06-26,1.102
2019-06-27,-1.2858
2019-06-28,-0.0992
2019-07-01,-0.1986
2019-07-02,0.199
2019-07-05,0.2979
2019-07-08,-0.198
2019-07-09,0.1984
2019-07-11,-0.396
2019-07-24,-0.0994
2019-07-26,0.0
2019-07-30,2.8856
2019-07-31,-2.1277
2019-08-07,-0.1976
2019-08-27,-0.7921
2019-08-30,0.2994
2019-09-04,-0.199
2019-09-09,0.6979
2019-10-09,-0.495
2019-10-16,1.4925
2019-10-18,0.0
2019-10-23,0.0
2019-10-29,-1.0784
2019-10-31,-0.0991
2019-11-04,0.6944
2019-11-05,0.0
2019-11-06,0.0
2019-11-07,0.0
2019-11-08,0.0
2019-11-20,0.4926
2019-11-22,-0.4902
2019-11-25,-0.0985
2019-11-26,-0.1972
2019-12-05,0.4941
2019-12-06,0.295
2019-12-16,0.0
2019-12-18,0.0
2019-12-19,0.0
2019-12-20,-0.002
2019-12-26,0.0
2020-01-02,0.002
2020-01-03,0.4902
2020-01-06,1.0732
2020-01-08,-0.9653
2020-01-09,0.2924
2020-01-10,0.5831
2020-01-13,0.4831
2020-01-14,0.5769
2020-01-15,0.3824
2020-01-16,0.0
2020-01-17,0.4762
2020-01-21,0.3791
2020-01-22,0.0944
2020-01-23,-0.0943
2020-01-24,-0.0944
2020-01-27,0.189
2020-01-29,-0.3774
2020-01-30,0.3788
2020-02-03,-0.1321
2020-02-04,-0.0567
2020-02-05,0.189
2020-02-06,0.0472
2020-02-07,-0.0471
2020-02-10,0.0
2020-02-11,0.0
2020-02-13,-0.2358
2020-02-14,0.1418
2020-02-18,-0.3777
2020-02-19,0.4739
2020-02-21,0.0943
2020-02-24,-0.9425
2020-02-25,0.666
2020-02-26,-0.2836
2020-02-27,0.2104
2020-02-28,0.263
2020-03-02,0.0
2020-03-04,0.0
2020-03-05,0.0
2020-03-10,-0.7377
2020-03-11,-0.2072
2020-03-13,0.0
2020-03-16,-7.3333
2020-03-17,2.7749
2020-03-18,-3.0
2020-03-19,-1.0309
2020-03-20,1.6667
2020-03-23,-0.1025
2020-03-24,0.1026
2020-03-25,2.3566
2020-03-27,-0.9009
2020-03-30,0.0
2020-03-31,2.6263
2020-04-01,-0.0984
2020-04-02,-0.4926
2020-04-03,-0.9901
2020-04-06,-0.5
2020-04-07,0.0
2020-04-08,1.206
2020-04-09,0.2056
2020-04-14,-0.0069
2020-04-15,-0.5946
2020-04-16,0.4985
2020-04-17,0.1984
2020-04-20,0.0
2020-04-21,-0.297
2020-04-22,2.7805
2020-04-24,-0.0966
2020-04-28,-0.5803
2020-04-29,-1.2646
2020-04-30,0.4926
2020-05-01,0.0
2020-05-04,0.0
2020-05-06,0.0
2020-05-08,0.0
2020-05-11,0.1961
2020-05-12,-0.2935
2020-05-13,0.6869
2020-05-14,-0.0975
2020-05-19,0.0
2020-05-21,0.4878
2020-05-26,-0.4854
2020-05-27,0.0
2020-05-29,0.0
2020-06-01,0.878
2020-06-02,-0.0687
2020-06-03,0.1655
2020-06-04,0.0
2020-06-05,-0.1932
2020-06-08,0.1936
2020-06-09,0.0
2020-06-10,1.4493
2020-06-11,-0.4762
2020-06-12,1.4354
2020-06-15,0.0
2020-06-16,0.0
2020-06-17,1.0377
2020-06-18,-0.2801
2020-06-19,-0.2809
2020-06-22,-0.215
2020-06-23,0.8742
2020-06-24,0.0
2020-06-25,-0.7463
2020-06-26,-0.6579
2020-06-29,0.2838
2020-06-30,0.8491
2020-07-01,-0.8419
2020-07-02,2.4528
2020-07-06,-0.5525
2020-07-07,-0.1852
2020-07-08,-0.2783
2020-07-09,1.3953
2020-07-10,0.9174
2020-07-13,-1.7273
2020-07-14,0.4625
2020-07-15,0.1842
2020-07-16,0.6434
2020-07-17,1.3699
2020-07-20,-0.991
2020-07-21,0.273
2020-07-22,0.4537
2020-07-23,-1.5356999999999998
2020-07-24,1.2844
2020-07-27,0.0906
2020-07-28,-0.8145
2020-07-29,-1.4599
2020-07-30,-1.7593
2020-07-31,-1.6965
