ticker,FCOB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-08-07,0.0
2000-08-16,-2.9412000000000003
2000-09-08,9.0909
2000-09-26,-6.9444
2000-10-31,4.4776
2000-11-01,-4.2857
2000-11-13,7.4627
2000-11-28,0.0
2000-12-14,-4.1667
2000-12-21,-2.8986
2001-01-10,2.9851
2001-02-14,0.0
2001-02-27,-1.4493
2001-03-06,1.4706000000000001
2001-04-09,4.3478
2001-04-12,-2.7778
2001-04-16,2.8571
2001-04-18,2.7778
2001-06-21,8.1081
2001-07-10,-3.5
2001-07-20,11.399000000000001
2001-07-25,32.5581
2001-07-27,-28.0702
2001-09-07,12.1951
2001-10-03,-10.8696
2001-10-15,0.0
2001-10-17,2.439
2001-11-14,-13.8095
2001-11-30,-0.5525
2001-12-06,11.1111
2001-12-14,0.0
2001-12-18,-5.0
2001-12-20,0.0
2002-01-23,15.7895
2002-01-29,-7.5
2002-02-13,0.0
2002-02-20,10.8108
2002-02-21,-2.439
2002-03-14,-7.5
2002-03-15,3.7838000000000003
2002-03-25,0.0
2002-04-09,-0.5208
2002-04-10,0.0
2002-04-17,-2.0942
2002-04-18,4.2781
2002-04-19,-3.5897
2002-04-22,3.7234
2002-04-23,-3.5897
2002-04-24,3.7234
2002-05-10,0.0
2002-05-14,0.0
2002-06-07,-4.1026
2002-06-13,-3.7433
2002-06-14,3.8889
2002-06-18,-3.7433
2002-07-11,5.5556
2002-07-22,-2.1053
2002-07-23,0.0
2002-08-15,-10.3226
2002-09-11,-4.0767
2002-09-12,0.0
2002-09-18,-9.375
2002-09-19,6.2069
2002-09-25,5.1948
2002-10-01,8.0247
2002-10-03,-11.4286
2002-10-09,0.0
2002-10-10,-3.2258
2002-10-16,-9.7333
2002-10-17,7.0901
2002-10-18,-4.8276
2002-10-21,5.0725
2002-10-23,-6.2069
2002-10-25,6.6176
2002-10-28,13.7931
2002-10-30,9.0909
2002-10-31,-13.8889
2002-11-06,0.0
2002-11-08,1.2903
2002-11-11,5.0955
2002-11-14,-9.0909
2002-11-26,20.0
2002-12-03,0.1111
2002-12-20,-0.111
2003-01-15,-8.3333
2003-01-16,9.0909
2003-01-17,5.5556
2003-01-23,5.2632
2003-02-05,2.5
2003-02-06,-12.1951
2003-02-13,13.8889
2003-03-13,0.4878
2003-03-14,-2.9126
2003-03-24,2.5
2003-03-25,-2.5366
2003-03-26,-2.4024
2003-03-27,0.0
2003-03-31,5.1282
2003-04-01,-2.439
2003-04-10,-5.5
