ticker,SOBR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-05-07,10.0
2009-06-11,127.2727
2009-06-17,0.0
2009-07-24,-20.0
2009-08-17,50.0
2009-09-02,-10.0
2009-10-09,66.6667
2009-10-20,11.1111
2009-10-22,10.0
2009-10-23,-9.0909
2009-10-26,10.0
2009-11-11,-18.1818
2010-01-14,-31.1111
2010-01-26,174.1935
2010-01-28,47.0588
2010-01-29,-12.8
2010-02-01,-20.1835
2010-02-02,-13.7931
2010-02-04,-26.6667
2010-02-05,-23.6364
2010-02-11,-4.7619
2010-02-12,-27.5
2010-02-18,-31.0345
2010-02-22,25.0
2010-02-24,56.0
2010-02-26,2.5641
2010-03-10,-22.5
2010-03-16,12.9032
2010-04-09,0.0
2010-04-12,0.0
2010-04-14,0.0
2010-04-20,45.7143
2010-04-21,-0.9804
2010-04-26,16.8317
2010-04-28,16.9492
2010-04-29,8.6957
2010-04-30,9.3333
2010-05-03,23.1707
2010-05-04,-18.8119
2010-05-05,-15.8537
2010-05-06,15.942
2010-05-07,0.0
2010-05-10,0.0
2010-05-11,0.0
2010-05-12,-18.75
2010-05-13,23.0769
2010-05-18,0.0
2010-05-20,0.0
2010-05-21,-18.625
2010-05-25,0.0
2010-05-27,21.3518
2010-06-02,-2.5316
2010-06-04,2.5974
2010-06-08,-39.8734
2010-06-15,7.3684
2010-06-16,0.0
2010-06-17,17.647100000000002
2010-06-21,-11.6667
2010-06-22,-5.6604
2010-06-23,-20.0
2010-06-25,-12.5
2010-06-28,28.5714
2010-06-30,11.1111
2010-07-06,-16.0
2010-07-13,-28.5714
2010-07-14,0.0
2010-07-15,0.0
2010-07-16,0.0
2010-07-19,0.0
2010-07-20,70.0
2010-07-21,-1.9607999999999999
2010-08-02,-53.975
2010-08-03,-13.0907
2010-08-04,-24.9375
2010-08-09,239.7169
2010-08-10,3.9215999999999998
2010-08-16,0.0
2010-08-20,0.0
2010-08-26,-43.3962
2010-09-14,-50.0
2010-09-15,33.3333
2010-09-16,50.0
2010-09-17,0.0
2010-10-07,-16.6667
2010-10-08,104.0
2010-10-11,3.9215999999999998
2010-10-14,-33.9623
2010-10-18,42.8571
2010-10-19,-10.0
2010-12-16,-77.7778
2010-12-29,0.0
2011-01-06,0.0
2011-01-07,0.0
2011-01-26,0.0
2011-01-28,160.0
2011-01-31,53.8462
2011-02-02,0.0
2011-02-14,-50.0
2011-02-22,100.0
2011-03-02,-25.0
2011-04-12,0.0
2011-04-20,23.3333
2011-04-25,5.4054
