ticker,JVA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-05-03,4.0
2005-05-04,0.9615
2005-05-05,0.0
2005-05-06,0.0
2005-05-09,3.8095
2005-05-10,0.0
2005-05-11,-1.8349
2005-05-12,-4.2991
2005-05-13,0.5859
2005-05-16,-0.9709
2005-05-17,-3.9215999999999998
2005-05-18,-5.102
2005-05-19,0.0
2005-05-20,1.9355
2005-05-23,0.1793
2005-05-24,-1.0214
2005-05-25,6.383
2005-05-26,-1.0
2005-05-27,-1.0101
2005-05-31,-5.102
2005-06-01,-1.0753
2005-06-02,-3.2609
2005-06-03,7.8652
2005-06-06,2.0833
2005-06-07,-3.6734999999999998
2005-06-08,4.2373
2005-06-09,-1.2195
2005-06-10,1.4403000000000001
2005-06-13,8.5193
2005-06-14,39.2523
2005-06-15,4.698
2005-06-16,-6.4103
2005-06-17,-1.3699
2005-06-20,-1.3889
2005-06-21,23.9437
2005-06-22,-1.3636
2005-06-23,-8.4101
2005-06-24,7.044
2005-06-27,-2.4677
2005-06-28,1.2048
2005-06-29,-4.7619
2005-06-30,-1.25
2005-07-01,5.0633
2005-07-05,11.4458
2005-07-06,-1.8378
2005-07-07,6.1674
2005-07-08,-4.0456
2005-07-11,-0.5405
2005-07-12,1.6303999999999998
2005-07-13,-1.6042999999999998
2005-07-14,-3.8043
2005-07-15,-3.9548
2005-07-18,-9.2941
2005-07-19,5.3178
2005-07-20,7.0197
2005-07-21,-0.9206
2005-07-22,-0.5807
2005-07-25,1.5187
2005-07-26,6.4269
2005-07-27,8.6663
2005-07-28,4.4776
2005-07-29,-4.2857
2005-08-01,-1.2934999999999999
2005-08-02,0.8065
2005-08-03,-0.5
2005-08-04,-1.005
2005-08-05,-8.4264
2005-08-08,-1.6408
2005-08-09,5.3877
2005-08-10,3.5294
2005-08-11,6.7149
2005-08-12,-5.0339
2005-08-15,1.8349
2005-08-16,-1.4014
2005-08-17,-1.5228000000000002
2005-08-18,-4.6392
2005-08-19,2.3784
2005-08-22,3.3791
2005-08-23,8.1716
2005-08-24,-3.0217
2005-08-25,7.4002
2005-08-26,1.1786
2005-08-29,6.1828
2005-08-30,-0.5063
2005-08-31,-7.2943
2005-09-01,0.6404
2005-09-02,6.2727
2005-09-06,9.0676
2005-09-07,2.4314
2005-09-08,7.0444
2005-09-09,6.3662
2005-09-12,-6.187
2005-09-13,-6.8817
2005-09-14,2.1555
2005-09-15,-29.9171
2005-09-16,6.2366
2005-09-19,2.9352
2005-09-20,-5.8997
