ticker,MDXG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-09-11,0.0
2008-02-06,900.0
2008-02-07,5.0
2008-02-08,68.5714
2008-02-11,2.8249
2008-02-12,-17.5824
2008-02-13,-16.6667
2008-02-14,16.8
2008-02-15,19.863
2008-02-19,-1.7143000000000002
2008-02-20,1.7442
2008-02-21,0.5714
2008-02-22,1.1364
2008-02-25,0.5618
2008-02-26,0.5587
2008-02-27,0.5556
2008-02-28,-0.5525
2008-02-29,0.5556
2008-03-03,-0.5525
2008-03-04,0.0
2008-03-05,-0.5556
2008-03-06,1.1173
2008-03-07,0.0
2008-03-10,0.0
2008-03-11,0.0
2008-03-12,0.5525
2008-03-13,0.0
2008-03-17,-2.7473
2008-03-18,-0.565
2008-03-19,0.0
2008-03-20,-0.5682
2008-03-24,1.7143000000000002
2008-03-25,0.0
2008-03-26,0.5618
2008-03-27,3.352
2008-03-28,2.7027
2008-03-31,10.526299999999999
2008-04-01,-11.9048
2008-04-02,11.0309
2008-04-03,0.0
2008-04-04,-5.3543
2008-04-07,1.4975
2008-04-08,-2.459
2008-04-09,-1.6806999999999999
2008-04-14,-0.8547
2008-04-15,1.7241
2008-04-16,1.6949
2008-04-18,0.0
2008-04-24,-8.3333
2008-04-28,-1.8182
2008-04-30,-5.5556
2008-05-01,0.9804
2008-05-02,1.9417
2008-05-05,-1.9048
2008-05-06,0.0
2008-05-07,0.0
2008-05-13,0.0
2008-05-19,-2.9126
2008-05-21,3.0
2008-05-27,0.0
2008-05-29,-1.9417
2008-05-30,0.9901
2008-06-02,-1.9607999999999999
2008-06-04,2.0
2008-06-13,-0.9804
2008-06-17,0.9901
2008-06-18,-3.9215999999999998
2008-06-19,-18.3673
2008-06-20,7.5
2008-06-23,-5.814
2008-06-24,4.9383
2008-06-25,11.7647
2008-06-26,-3.1579
2008-07-01,10.8696
2008-07-02,-1.9607999999999999
2008-07-08,0.0
2008-07-09,0.0
2008-07-14,2.0
2008-07-15,-1.9607999999999999
2008-07-16,2.0
2008-07-18,-7.8431
2008-07-21,8.5106
2008-07-24,0.0
2008-07-31,-4.902
2008-08-08,5.1546
2008-08-13,-4.902
2008-08-18,-5.1546
2008-08-22,-2.1739
2008-08-25,13.3333
2008-08-26,-6.6667
2008-08-27,5.042
2008-08-29,-3.0
2008-09-02,-3.0928
2008-09-03,3.1915
2008-09-04,3.0928
2008-09-05,0.0
2008-09-08,0.0
2008-09-09,0.0
2008-09-10,-3.0
2008-09-11,3.0928
