ticker,LVVV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-05-07,-50.05
2011-02-17,-99.8
2011-05-05,1400.0
2011-05-06,33.3333
2011-05-09,-10.0
2011-06-09,-22.2222
2011-07-20,364.2857
2011-10-31,69.2308
2012-01-18,-31.8182
2012-01-19,-81.3333
2012-01-23,621.4286
2012-01-24,-11.8812
2012-01-27,-83.1461
2012-01-30,560.0
2012-02-23,-29.2929
2012-03-09,42.8571
2012-04-11,-75.0
2012-04-16,1376.0
2012-09-10,-59.3496
2012-10-04,-93.3333
2012-10-05,-72.5
2012-10-09,12.7273
2012-10-10,158.4677
2012-10-11,68.4867
2012-10-12,-62.963
2012-10-15,0.0
2012-10-17,0.0
2012-10-18,0.0
2012-10-22,18.0
2012-11-05,101.6949
2012-11-06,-3.3613
2012-11-07,-39.1304
2012-11-08,57.1429
2012-11-09,0.0
2012-11-12,-45.4545
2012-11-13,0.0
2012-11-14,0.0
2012-11-15,33.3333
2012-11-16,0.0
2012-11-19,50.0
2012-11-26,50.0
2012-11-27,0.0
2012-11-28,0.0
2012-11-29,-44.4444
2012-11-30,40.0
2012-12-04,-3.8393
2012-12-05,3.9926
2012-12-06,7.8571
2012-12-07,-49.5861
2012-12-10,24.9589
2012-12-11,10.3811
2012-12-12,14.2857
2012-12-13,45.8333
2012-12-14,41.1429
2012-12-17,-13.3603
2012-12-18,-4.1472
2012-12-19,12.1268
2012-12-20,22.6087
2012-12-21,-16.3121
2012-12-24,5.9322
2012-12-26,-6.0
2012-12-27,-12.3404
2012-12-28,11.6505
2012-12-31,-0.4348
2013-01-02,0.4367
2013-01-03,-14.7283
2013-01-04,-9.7514
2013-01-07,-16.3842
2013-01-08,16.2162
2013-01-09,-18.6047
2013-01-10,-20.7143
2013-01-11,14.4144
2013-01-14,6.2992
2013-01-15,3.7037
2013-01-16,16.5714
2013-01-17,3.6765
2013-01-18,-7.8014
2013-01-22,-2.3077
2013-01-23,-16.5354
2013-01-24,3.7736
2013-01-25,1.8182
2013-01-28,7.1429
2013-01-29,-8.3333
2013-01-30,2.2727
2013-01-31,-6.6667
2013-02-01,0.0
2013-02-04,3.8095
2013-02-05,-8.2569
2013-02-06,18.0
2013-02-07,-15.2542
2013-02-08,-12.5
2013-02-11,-8.5714
2013-02-12,0.0
2013-02-13,-3.75
2013-02-14,-5.8442
2013-02-15,-10.1724
2013-02-19,15.1631
2013-02-20,4.0
2013-02-21,1.2821
2013-02-22,-10.5222
2013-02-25,-0.7958
