ticker,TYBT US Equity
2010-04-15,0.0
2010-04-19,-12.5
2010-04-21,14.2857
2010-04-27,4.125
2010-04-28,0.04
2010-05-10,0.0
2010-05-11,0.0
2010-05-12,0.0
2010-05-14,0.0
2010-06-02,-8.0
2010-06-09,0.0
2010-06-10,0.0
2010-06-14,0.0
2010-06-15,-4.3478
2010-06-16,1.1364
2010-06-18,3.3708
2010-06-21,-4.3478
2010-06-25,4.5455
2010-06-28,0.0
2010-07-19,4.7826
2010-07-29,3.7344
2010-08-10,-3.6
2010-08-18,3.7344
2010-08-24,2.0
2010-10-05,0.0
2010-10-28,-1.9607999999999999
2010-10-29,0.0
2010-11-03,0.0
2010-11-08,0.0
2010-11-26,-4.8
2010-11-29,1.9327999999999999
2010-12-08,3.0503
2010-12-09,0.0
2010-12-15,-3.6
2011-01-25,0.6224
2011-01-27,3.0928
2011-02-02,0.0
2011-02-04,-0.4
2011-02-11,0.0
2011-02-15,-0.4016
2011-03-03,0.8065
2011-03-04,0.2
2011-03-09,1.7964
2011-04-01,1.9607999999999999
2011-04-06,0.0
2011-04-08,0.0
2011-04-11,-1.9231
2011-04-14,0.0
2011-04-18,1.9607999999999999
2011-05-02,0.0
2011-05-04,0.0
2011-05-06,-1.9231
2011-05-19,0.0
2011-05-25,0.9804
2011-06-20,0.9709
2011-06-21,0.0
2011-07-26,0.0
2011-07-29,0.0
2011-08-04,-1.9231
2011-08-09,-1.9607999999999999
2011-08-10,0.0
2011-08-16,1.0
2011-08-23,0.0
2011-08-29,4.9505
2011-09-07,1.8868
2011-09-09,0.0
2011-09-13,-5.3704
2011-09-14,1.7612999999999999
2011-09-20,0.1923
2011-10-05,0.0
2011-10-06,-2.1113
2011-10-17,1.9607999999999999
2011-10-19,0.0
2011-10-26,-1.7308
2011-10-27,0.7828
2011-11-11,2.9126
2011-11-14,0.0
2012-01-24,-3.7736
2012-02-23,0.3922
2012-03-20,5.5078
2012-03-22,0.8886
2012-03-28,0.0
2012-04-20,4.2144
2012-06-05,4.6116
2012-06-26,1.7294
2012-08-02,0.0
2012-09-14,1.6667
2012-09-21,0.0
2012-09-24,0.0
2012-09-28,0.0
2012-10-02,0.0
2012-10-10,3.2787
2012-10-11,-1.2381
2012-10-17,1.2536
2012-10-25,0.0
2012-12-19,3.6304
2012-12-24,5.0955
2013-02-04,5.303
2013-02-13,0.5755
2013-02-15,3.0043
2013-05-06,0.6993
2013-05-31,1.3889
2013-06-17,-10.9589
2013-07-23,7.6923
2013-07-25,-4.2857
2013-07-31,0.0
2013-08-14,7.4627
2013-08-23,0.0
2013-09-04,-1.3889
2013-09-23,0.7042
2013-10-15,-2.0299
2013-10-18,2.446
2013-10-30,0.0
2013-12-20,3.9326
2014-01-27,-5.3784
2014-02-03,5.6841
2014-02-06,-2.7027
2014-02-11,0.0
2014-02-19,0.0278
2014-03-05,2.7492
2014-04-03,-0.6757
2014-04-07,0.7075
2014-04-11,2.1616
2014-05-08,1.3333
2014-07-30,5.9474
2014-07-31,-0.6458
2014-10-24,3.6309
2014-10-28,2.7981
2014-11-26,0.355
2014-12-24,0.0
2015-01-14,9.6698
2015-01-23,1.0753
2015-05-12,6.4779
2015-05-13,30.9428
2015-05-14,-6.1538
2015-09-01,-1.6557
2015-09-21,-14.9858
2015-10-26,-8.0664
2015-10-29,-0.6667
2015-10-30,0.3247
2015-12-01,0.669
2015-12-17,5.0375
2015-12-22,0.0
2016-01-20,-4.5918
2016-01-28,0.5348
2016-02-01,0.0
2016-02-04,0.0
2016-03-04,0.0
2016-04-14,-3.2214
2016-04-15,-0.0003
2016-04-27,10.9632
2016-05-18,-5.0
2016-05-24,3.0526
2016-05-27,0.1021
2016-06-02,0.0
2016-07-07,1.0204
2016-09-16,0.0
2016-09-23,1.5152
2016-10-04,3.4826
2016-10-10,-3.6538
2016-10-13,4.7542
2016-10-21,0.0
2016-10-28,-1.9231
2016-11-10,1.9607999999999999
2016-11-30,7.6923
2016-12-15,-5.3571
2016-12-22,0.9434
2016-12-27,0.0
2017-01-31,0.9346
2017-02-09,0.0
2017-02-17,0.0
2017-03-01,6.4815
2017-03-02,-0.8696
2017-03-08,10.526299999999999
2017-05-15,-8.8146
2017-05-16,4.386
2017-05-22,2.521
2017-05-23,0.0
2017-05-25,0.0
2017-06-02,0.0
2017-06-14,-1.6393
2017-06-16,1.6667
2017-06-28,0.0
2017-07-05,0.0
2017-08-15,0.0
2017-09-25,-1.1475
2017-09-27,0.0
2017-09-28,0.0
2017-10-05,0.0
2017-10-06,0.0
2017-10-13,0.8458
2017-10-18,-0.8292
2017-10-19,-4.2642
2017-11-14,1.31
2017-11-17,0.0
2017-11-27,3.1724
2017-12-05,0.0
2017-12-06,0.0
2017-12-13,-1.4037
2017-12-19,1.4068
2018-01-05,-2.223
2018-01-08,0.0
2018-01-16,0.1709
2018-01-17,0.6826
2018-01-24,-0.678
2018-02-01,0.5119
2018-02-02,0.1698
2018-02-08,1.339
2018-02-21,-1.6558000000000002
2018-02-22,0.3401
2018-02-26,0.0
2018-02-28,0.8475
2018-03-01,0.4202
2018-03-02,-1.2551999999999999
2018-03-08,1.2711999999999999
2018-03-09,0.0
2018-03-13,-1.1715
2018-03-19,1.1854
2018-03-26,-1.1715
2018-04-04,1.1854
2018-04-05,0.0
2018-04-06,0.0
2018-04-09,0.0837
2018-04-20,1.2487
2018-04-24,0.0
2018-04-26,0.0
2018-04-27,0.0
2018-06-08,0.0
2018-06-20,0.0
2018-06-21,0.0
2018-07-19,11.6667
2018-07-20,-1.4925
2018-08-03,0.0
2018-08-10,-1.5152
2018-08-31,0.0
2018-09-21,0.0
2018-10-24,0.8847
2018-10-26,-3.0769
2018-10-29,3.1746
2018-11-07,0.0
2018-12-20,1.5385
2018-12-28,-0.7576
2019-04-08,0.7634
2019-05-13,-8.5627
2019-05-14,2.0067
2019-05-15,4.918
2019-05-22,1.5625
2019-05-23,-0.7692
2019-05-31,0.0
2019-06-07,1.5504
2019-06-12,-3.8167999999999997
2019-06-25,1.5873
2019-07-05,0.0
2019-07-08,-3.125
2019-07-19,0.8065
2019-07-23,4.8
2019-07-24,0.0
2019-07-25,-0.7634
2019-08-14,0.0
2019-08-28,0.0
2019-09-23,0.0
2019-09-24,0.0
2019-10-25,-2.1435
2019-10-29,1.5873
2019-10-30,0.7813
2019-11-05,-0.7752
2019-11-06,0.0
2019-11-19,0.0
2019-11-21,-1.5625
2019-11-25,2.746
2019-12-09,-2.6726
2019-12-12,1.5873
2019-12-17,-0.7813
2019-12-31,2.3307
2020-01-24,-4.586
2020-02-07,0.8065
2020-02-10,0.0
2020-02-25,4.0
2020-02-27,-3.0769
2020-02-28,0.0
2020-03-05,-0.7937
2020-03-06,-0.16
2020-03-09,-0.641
2020-03-11,-2.0161
2020-03-12,-0.5761
2020-03-16,-1.4901
2020-03-17,0.0
2020-03-19,-3.3613
2020-03-20,1.7391
2020-03-23,0.0
2020-03-24,-0.1709
2020-03-25,0.0
2020-03-31,1.3527
2020-04-29,0.0
2020-04-30,0.7686
2020-06-10,2.1186
2020-06-17,0.4149
