ticker,TYBT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-02-24,0.0
2004-03-01,-13.0769
2004-03-04,3.9823
2004-03-10,10.6383
2004-03-11,0.0
2004-04-21,0.0
2004-04-22,-10.7692
2004-05-12,0.0
2004-05-18,12.069
2004-05-24,0.0
2004-05-25,-7.6923
2004-06-14,16.6667
2004-06-15,-14.2857
2004-06-16,0.0
2004-06-18,2.0833
2004-07-16,-1.6327
2004-07-27,8.7137
2004-08-06,-6.4885
2004-08-12,2.8571
2004-10-27,11.1111
2004-10-29,-7.1429
2004-11-09,0.0
2004-11-24,0.0
2004-11-30,7.6923
2004-12-07,-1.7856999999999998
2005-06-02,1.8182
2005-06-07,3.5714
2005-10-14,0.0
2005-11-04,-2.7586
2005-11-09,2.8369
2006-05-09,18.9655
2006-05-12,-1.4493
2006-06-14,2.3529
2006-06-15,0.0
2006-06-19,-1.7241
2006-06-30,-6.4327
2006-07-03,6.25
2006-07-12,-10.2941
2006-07-17,9.8361
2006-07-24,1.4925
2006-07-26,0.0
2006-08-01,-8.8235
2006-10-04,4.8387
2006-10-09,4.6154
2006-10-24,0.0
2006-11-10,0.0
2006-11-21,0.0
2006-11-30,0.0
2006-12-01,0.0
2006-12-04,-0.1176
2006-12-05,0.1178
2006-12-06,17.647100000000002
2007-01-04,10.0
2007-03-15,-17.0455
2007-03-27,-1.3699
2007-04-09,-2.7778
2007-04-10,0.0
2007-04-17,-2.8571
2007-05-04,2.9412000000000003
2007-06-05,2.8571
2007-06-06,-1.9444
2007-06-21,0.5666
2007-08-23,1.4085
2007-11-28,11.1111
2007-11-30,0.0
2008-01-23,0.0
2009-03-02,0.0
2009-03-25,0.0
2009-06-04,0.0
2009-06-09,0.0
2009-06-16,0.0
2009-06-24,0.0
2009-07-21,-5.0
2009-07-23,15.7895
2009-07-27,13.6364
2009-08-05,9.0
2009-08-17,3.6696999999999997
2009-08-26,5.3097
2009-09-21,-0.8403
2009-10-08,-1.0169
2009-10-12,-4.9658
2009-10-14,2.3423
2009-10-30,-3.169
2009-11-04,1.8182
2009-11-12,0.0
2009-11-16,0.0
2009-11-20,-1.7856999999999998
2009-11-23,8.1818
2009-11-30,-5.8824
2009-12-01,5.8929
2009-12-14,-6.4081
2009-12-16,0.9009
2009-12-28,-10.7143
2009-12-29,-3.0
2010-02-05,3.0928
2010-02-10,0.0
2010-02-12,0.0
2010-02-16,-4.0
2010-02-25,-8.3333
2010-03-08,9.0909
2010-04-07,0.0
2010-04-08,0.0
