ticker,MNTX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-02-15,15.0
2005-02-16,-2.8986
2005-02-17,-6.2687
2005-02-18,-1.2739
2005-02-22,-0.8065
2005-02-23,2.439
2005-02-24,0.0
2005-02-25,-1.5873
2005-02-28,0.0
2005-03-01,0.0
2005-03-02,0.0
2005-03-04,0.0
2005-03-07,1.6129
2005-03-08,-1.5873
2005-03-09,0.0
2005-03-10,3.2258
2005-03-11,3.125
2005-03-14,-0.7576
2005-03-16,-5.3435
2005-03-17,0.0
2005-03-18,0.0
2005-03-21,1.6129
2005-03-23,-0.7937
2005-03-24,-0.8
2005-03-28,1.6129
2005-03-29,0.7937
2005-03-30,-2.0472
2005-03-31,0.4823
2005-04-01,0.8
2005-04-04,-0.7937
2005-04-05,-2.88
2005-04-06,-1.1532
2005-04-07,-1.6667
2005-04-08,2.0339
2005-04-11,0.0
2005-04-12,1.8272
2005-04-13,-0.9788
2005-04-14,4.6129
2005-04-15,-1.5748
2005-04-18,0.32
2005-04-19,2.0734
2005-04-21,-1.5625
2005-04-22,-1.4285999999999999
2005-04-25,0.6441
2005-04-26,0.0
2005-04-27,1.6
2005-04-28,-0.7874
2005-04-29,-2.3810000000000002
2005-05-05,0.0
2005-05-09,-0.813
2005-05-11,-3.2787
2005-05-13,1.6949
2005-05-16,-1.3333
2005-05-18,1.3514
2005-05-19,0.0
2005-05-20,6.6667
2005-05-23,3.125
2005-05-24,-0.7576
2005-05-25,-3.8167999999999997
2005-05-26,0.3175
2005-05-27,0.0
2005-06-01,-1.1076
2005-06-03,-0.8
2005-06-06,-2.4194
2005-06-07,0.0
2005-06-08,1.157
2005-06-09,0.0
2005-06-10,0.9804
2005-06-13,-2.1036
2005-06-14,-1.157
2005-06-15,0.3344
2005-06-16,1.6667
2005-06-17,-0.8197
2005-06-22,1.157
2005-06-24,-0.6536
2005-06-27,-0.4934
2005-06-29,-0.8264
2005-06-30,0.3333
2005-07-01,0.0
2005-07-05,-0.1661
2005-07-06,-0.1664
2005-07-07,-0.8333
2005-07-08,2.521
2005-07-11,0.0
2005-07-12,0.8197
2005-07-13,0.813
2005-07-14,-0.8065
2005-07-15,2.439
2005-07-18,4.7619
2005-07-19,1.2121
2005-07-20,2.5449
2005-07-21,-0.7299
2005-07-22,-1.3235000000000001
2005-07-25,-0.8942
2005-07-26,0.7519
2005-07-27,0.0224
2005-07-28,-0.0224
2005-07-29,0.7463
2005-08-01,0.0
2005-08-02,0.0
2005-08-03,0.0
