ticker,NTWN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-01-23,-75.0
2007-01-24,100.0
2007-01-31,27.5
2007-02-05,0.0
2007-07-11,-1.9607999999999999
2007-09-27,-60.0
2008-04-23,25.0
2008-06-26,-20.0
2008-07-22,-25.0
2008-08-28,-26.6667
2008-10-16,-95.4545
2014-12-22,140.0
2014-12-26,750.0
2015-02-09,-1.9607999999999999
2015-02-19,100.0
2015-02-23,0.0
2015-05-04,-60.0
2015-05-29,-50.0
2015-08-25,0.0
2015-09-16,-5.0
2016-02-18,0.0
2016-09-12,-47.3684
2016-09-13,19.625
2016-10-13,67.0846
2016-10-14,100.0625
2016-11-09,-37.5117
2016-11-30,156.1281
2016-12-01,-65.625
2016-12-06,13.6364
2016-12-14,-19.6
2017-01-25,-50.2488
2017-03-21,150.0
2017-05-08,-40.0
2017-05-09,-33.3333
2017-06-07,0.0
2017-07-21,0.0
2017-10-27,0.0
2017-11-28,-40.0
2018-01-19,-41.3333
2018-02-23,127.2727
2018-03-19,-18.75
2018-05-07,130.7692
2018-08-07,-66.6667
2018-08-08,60.0
2018-08-17,-23.75
2018-11-14,0.0
2018-11-15,92.623
2018-11-16,25.5319
2018-11-30,-31.5254
2019-01-17,0.0
2019-01-18,0.0
2019-01-23,0.0
2019-03-15,4.703
2019-06-07,-4.4917
2019-06-27,28.7129
2019-07-08,38.4615
2019-07-16,5.5556
2019-07-18,-9.2105
2019-07-25,4.3478
2019-07-31,-16.6667
2019-08-09,0.0
2019-09-24,0.0
2019-09-25,-13.3333
2019-09-26,0.0
2019-12-24,-15.3846
2019-12-27,-9.0909
2020-01-29,-2.455
2020-01-31,43.5235
2020-02-03,25.0
2020-02-04,-5.7143
2020-02-05,6.0606
2020-02-06,0.0
2020-02-07,71.4286
2020-02-12,-27.0
2020-02-14,-4.1096
2020-03-12,-21.4286
2020-03-19,-9.0909
2020-04-02,-20.0
2020-05-05,-12.5
2020-07-17,14.2857
2020-07-29,17.2917
